group,pitched_events,missing_measurements,availability,mean_support_duration_s,max_extra_processing_seconds
cea-08,178,0,1.0,0.06130337078651685,0.000952833
cea-09,178,0,1.0,0.06557303370786516,0.000968625
cea-10,178,0,1.0,0.06665168539325843,0.001029375
cea-11,190,13,0.9315789473684211,0.06210526315789472,0.001022292
cea-12,178,0,1.0,0.06197752808988764,0.000830583
cea-13,178,0,1.0,0.06548314606741573,0.001024166
cea-14,178,0,1.0,0.06710112359550562,0.001061
cea-15,164,0,1.0,0.07678048780487805,0.001325667
