model,group,cell,condition,accuracy,paired_success,log_loss,brier,entropy,unknown_mass,confidence
repaired/recency,cea-08,detached,intact,0.0,0.0,6.907755278982137,1.90245,0.38625940550147086,0.001,0.951
repaired/reference,cea-08,detached,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.011582902361779928,1.9999999999999998e-05,0.9990199999999999
repaired/transition1,cea-08,detached,intact,0.5,0.0,0.6926768181737961,0.49858017924300846,0.7015941834126518,2e-05,0.532863739080266
repaired/transition2,cea-08,detached,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.011582902361779928,1.9999999999999998e-05,0.9990199999999999
repaired/transition3,cea-08,detached,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.011582902361779928,1.9999999999999998e-05,0.9990199999999999
streaming/absolute,cea-08,detached,intact,1.0,1.0,0.49137842428211903,0.28131313625,0.6384029638356643,1.9999999999999998e-05,0.6868325
streaming/present,cea-08,detached,intact,0.5,0.0,0.9817763680502767,0.5626252924999999,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
streaming/recency,cea-08,detached,intact,0.0,0.0,6.907755278982137,1.90245,0.38625940550147086,0.001,0.951
streaming/reference,cea-08,detached,intact,1.0,1.0,0.49137842428211903,0.28131313625,0.6384029638356643,1.9999999999999998e-05,0.6868325
streaming/transition1,cea-08,detached,intact,0.5,0.0,5.410379382462122,0.99900098,0.011582902361779817,2e-05,0.99902
