front,group,cell,condition,variant,true_events,predicted_events,matched_events,bounded_matches,precision,recall,f1,split_count,merge_count,split_rate,merge_rate,pitch_accuracy,pitch_availability,mean_pitch_error_available,octave_error_rate,mean_onset_error_s,mean_end_error_s,max_true_end_latency_s,max_inferred_end_latency_s
map,cea-15,duration,intact,1,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.8181818181818182,0.8181818181818182,0.00224780529310959,0.0,0.007673611111111111,0.009534722222222222,0.12025,0.104
mixture,cea-15,duration,intact,1,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.8181818181818182,0.8181818181818182,0.00224780529310959,0.0,0.007673611111111111,0.009534722222222222,0.12025,0.104
repaired,cea-15,duration,intact,1,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.8181818181818182,0.8181818181818182,0.001102895259846785,0.0,0.007673611111111111,0.009534722222222222,0.12025,0.104
streaming,cea-15,duration,intact,1,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.45454545454545453,0.8181818181818182,5.625958349756102,0.09090909090909091,0.007673611111111111,0.009534722222222222,0.12025,0.104
fixed,cea-15,duration,intact,1,11,19,7,3,0.15789473684210525,0.2727272727272727,0.2,11,5,1.0,0.45454545454545453,0.5454545454545454,0.6363636363636364,1.764216453415559,0.09090909090909091,0.021125,0.0213125,0.0113125,0.0
oracle-boundary,cea-15,duration,intact,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0013606786546851233,0.0,0.0,0.0,0.05625,0.05625
map,cea-15,joint,intact,0,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.8181818181818182,0.8181818181818182,0.006499831961752831,0.0,0.010215277777777778,0.00940972222222222,0.108125,0.096
mixture,cea-15,joint,intact,0,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.8181818181818182,0.8181818181818182,0.006499831961752831,0.0,0.010215277777777778,0.00940972222222222,0.108125,0.096
repaired,cea-15,joint,intact,0,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.8181818181818182,0.8181818181818182,0.004418698127166702,0.0,0.010215277777777778,0.00940972222222222,0.108125,0.096
streaming,cea-15,joint,intact,0,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.5454545454545454,0.8181818181818182,6.132645841403942,0.09090909090909091,0.010215277777777778,0.00940972222222222,0.108125,0.096
fixed,cea-15,joint,intact,0,11,18,7,3,0.16666666666666666,0.2727272727272727,0.20689655172413793,9,4,0.8181818181818182,0.36363636363636365,0.6363636363636364,0.6363636363636364,0.04600622972272512,0.0,0.021125,0.0213125,0.0113125,0.0
oracle-boundary,cea-15,joint,intact,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.004903267457177921,0.0,0.0,0.0,0.05625,0.05625
map,cea-15,joint,intact,1,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.8181818181818182,0.8181818181818182,0.006417957664828815,0.0,0.010215277777777776,0.010298611111111113,0.108125,0.096
mixture,cea-15,joint,intact,1,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.8181818181818182,0.8181818181818182,0.006417957664828815,0.0,0.010215277777777776,0.010298611111111113,0.108125,0.096
repaired,cea-15,joint,intact,1,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.8181818181818182,0.8181818181818182,0.004354743871273017,0.0,0.010215277777777776,0.010298611111111113,0.108125,0.096
streaming,cea-15,joint,intact,1,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.5454545454545454,0.8181818181818182,6.133260871238221,0.09090909090909091,0.010215277777777776,0.010298611111111113,0.108125,0.096
fixed,cea-15,joint,intact,1,11,18,7,3,0.16666666666666666,0.2727272727272727,0.20689655172413793,9,4,0.8181818181818182,0.36363636363636365,0.6363636363636364,0.6363636363636364,0.04597554276290846,0.0,0.021125,0.0213125,0.0113125,0.0
oracle-boundary,cea-15,joint,intact,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.004903267457177921,0.0,0.0,0.0,0.05625,0.05625
map,cea-15,joint,reset,0,3,3,3,3,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.004006162661467509,0.0,0.007458333333333333,0.008916666666666666,0.080125,0.068
mixture,cea-15,joint,reset,0,3,3,3,3,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.004006162661467509,0.0,0.007458333333333333,0.008916666666666666,0.080125,0.068
repaired,cea-15,joint,reset,0,3,3,3,3,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0010158024272826083,0.0,0.007458333333333333,0.008916666666666666,0.080125,0.068
streaming,cea-15,joint,reset,0,3,3,3,3,1.0,1.0,1.0,0,0,0.0,0.0,0.6666666666666666,1.0,6.340213080421502,0.0,0.007458333333333333,0.008916666666666666,0.080125,0.068
fixed,cea-15,joint,reset,0,3,5,2,1,0.2,0.3333333333333333,0.25,3,2,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.006253002177517786,0.0,0.0150625,0.0323125,-0.023,0.0
oracle-boundary,cea-15,joint,reset,0,3,3,3,3,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0009208771720696044,0.0,0.0,0.0,0.041,0.041
map,cea-15,joint,reset,1,3,3,3,3,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.004006162661467509,0.0,0.007458333333333333,0.008916666666666666,0.080125,0.068
mixture,cea-15,joint,reset,1,3,3,3,3,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.004006162661467509,0.0,0.007458333333333333,0.008916666666666666,0.080125,0.068
repaired,cea-15,joint,reset,1,3,3,3,3,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0010158024272826083,0.0,0.007458333333333333,0.008916666666666666,0.080125,0.068
streaming,cea-15,joint,reset,1,3,3,3,3,1.0,1.0,1.0,0,0,0.0,0.0,0.6666666666666666,1.0,6.340213080421502,0.0,0.007458333333333333,0.008916666666666666,0.080125,0.068
fixed,cea-15,joint,reset,1,3,5,2,1,0.2,0.3333333333333333,0.25,3,2,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.006253002177517786,0.0,0.0150625,0.0323125,-0.023,0.0
oracle-boundary,cea-15,joint,reset,1,3,3,3,3,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0009208771720696044,0.0,0.0,0.0,0.041,0.041
