model,cell,condition,bin,count,mean_confidence,accuracy
oracle-boundary/reference,duration,intact,9,16,0.9990199999999999,1.0
oracle-boundary/reference,joint,ambiguous,4,16,0.49951999999999996,0.5
oracle-boundary/reference,joint,intact,9,16,0.9990199999999999,1.0
oracle-boundary/reference,joint,removal,3,16,0.37464499999999995,0.3125
oracle-boundary/reference,joint,reset,3,16,0.37464499999999995,0.3125
oracle-boundary/reference,joint,shuffle,9,16,0.9990199999999999,1.0
oracle-boundary/reference,joint,swap,9,16,0.9990199999999999,1.0
oracle-boundary/reference,legato,intact,9,16,0.9990199999999999,1.0
oracle-boundary/transition1,detached,intact,4,16,0.49951999999999996,0.5
oracle-boundary/transition1,duration,intact,4,16,0.49951999999999996,0.5
oracle-boundary/transition1,joint,ambiguous,4,16,0.49951999999999996,0.5
oracle-boundary/transition1,joint,intact,4,16,0.49951999999999996,0.5
oracle-boundary/transition1,joint,removal,3,16,0.37464499999999995,0.3125
oracle-boundary/transition1,joint,reset,3,16,0.37464499999999995,0.3125
oracle-boundary/transition1,joint,shuffle,4,16,0.49951999999999996,0.5
oracle-boundary/transition1,joint,swap,4,16,0.49951999999999996,0.5
oracle-boundary/transition1,legato,intact,4,16,0.49951999999999996,0.5
oracle-boundary/transition2,detached,intact,9,16,0.9990199999999999,1.0
oracle-boundary/transition2,duration,intact,9,16,0.9990199999999999,1.0
oracle-boundary/transition2,joint,ambiguous,4,16,0.49951999999999996,0.5
oracle-boundary/transition2,joint,intact,9,16,0.9990199999999999,1.0
oracle-boundary/transition2,joint,removal,3,16,0.37464499999999995,0.3125
oracle-boundary/transition2,joint,reset,3,16,0.37464499999999995,0.3125
oracle-boundary/transition2,joint,shuffle,9,16,0.9990199999999999,1.0
oracle-boundary/transition2,joint,swap,9,16,0.9990199999999999,1.0
oracle-boundary/transition2,legato,intact,9,16,0.9990199999999999,1.0
oracle-boundary/transition3,detached,intact,9,16,0.9990199999999999,1.0
oracle-boundary/transition3,duration,intact,9,16,0.9990199999999999,1.0
oracle-boundary/transition3,joint,ambiguous,4,16,0.49951999999999996,0.5
oracle-boundary/transition3,joint,intact,9,16,0.9990199999999999,1.0
oracle-boundary/transition3,joint,removal,3,16,0.37464499999999995,0.3125
oracle-boundary/transition3,joint,reset,3,16,0.37464499999999995,0.3125
oracle-boundary/transition3,joint,shuffle,9,16,0.9990199999999999,1.0
oracle-boundary/transition3,joint,swap,9,16,0.9990199999999999,1.0
oracle-boundary/transition3,legato,intact,9,16,0.9990199999999999,1.0
repaired/absolute,detached,intact,9,16,0.9990199999999999,1.0
repaired/absolute,duration,intact,3,1,0.37464499999999995,0.0
repaired/absolute,duration,intact,9,15,0.9990199999999998,1.0
repaired/absolute,joint,ambiguous,5,12,0.5296522594881689,0.5
repaired/absolute,joint,ambiguous,6,2,0.6281783489250751,0.5
repaired/absolute,joint,ambiguous,9,2,0.9990199999999998,0.5
repaired/absolute,joint,intact,3,1,0.37464499999999995,0.0
repaired/absolute,joint,intact,9,15,0.9990199999999998,1.0
repaired/absolute,joint,removal,3,16,0.37464499999999995,0.3125
repaired/absolute,joint,reset,3,16,0.37464499999999995,0.3125
repaired/absolute,joint,shuffle,3,1,0.37464499999999995,0.0
repaired/absolute,joint,shuffle,9,15,0.9990199999999998,1.0
repaired/absolute,joint,swap,3,1,0.37464499999999995,0.0
repaired/absolute,joint,swap,9,15,0.9990199999999999,1.0
repaired/absolute,legato,intact,3,1,0.37464499999999995,0.0
repaired/absolute,legato,intact,9,15,0.9990199999999998,1.0
repaired/present,detached,intact,3,16,0.37464499999999995,0.3125
repaired/present,duration,intact,3,16,0.37464499999999995,0.3125
repaired/present,joint,ambiguous,3,16,0.37464499999999995,0.3125
repaired/present,joint,intact,3,16,0.37464499999999995,0.3125
repaired/present,joint,removal,3,16,0.37464499999999995,0.3125
repaired/present,joint,reset,3,16,0.37464499999999995,0.3125
repaired/present,joint,shuffle,3,16,0.37464499999999995,0.3125
repaired/present,joint,swap,3,16,0.37464499999999995,0.3125
repaired/present,legato,intact,3,16,0.37464499999999995,0.3125
repaired/recency,detached,intact,9,16,0.951,0.5
repaired/recency,duration,intact,9,16,0.951,0.5625
repaired/recency,joint,ambiguous,9,16,0.951,0.5
repaired/recency,joint,intact,9,16,0.951,0.5625
repaired/recency,joint,removal,3,16,0.35724999999999996,0.3125
repaired/recency,joint,reset,3,16,0.35724999999999996,0.3125
repaired/recency,joint,shuffle,9,16,0.951,0.5625
repaired/recency,joint,swap,9,16,0.951,0.5625
repaired/recency,legato,intact,9,16,0.951,0.5625
repaired/reference,detached,intact,9,16,0.9990199999999999,1.0
repaired/reference,duration,intact,3,1,0.37464499999999995,0.0
repaired/reference,duration,intact,9,15,0.9990199999999998,1.0
repaired/reference,joint,ambiguous,4,2,0.4999620576672555,0.5
repaired/reference,joint,ambiguous,5,12,0.5336217553823989,0.5
repaired/reference,joint,ambiguous,9,2,0.9990199999999998,0.5
repaired/reference,joint,intact,3,1,0.37464499999999995,0.0
repaired/reference,joint,intact,9,15,0.9990199999999998,1.0
repaired/reference,joint,removal,3,16,0.37464499999999995,0.3125
repaired/reference,joint,reset,3,16,0.37464499999999995,0.3125
repaired/reference,joint,shuffle,3,1,0.37464499999999995,0.0
repaired/reference,joint,shuffle,9,15,0.9990199999999998,1.0
repaired/reference,joint,swap,3,1,0.37464499999999995,0.0
repaired/reference,joint,swap,9,15,0.9990199999999999,1.0
repaired/reference,legato,intact,3,1,0.37464499999999995,0.0
repaired/reference,legato,intact,9,15,0.9990199999999998,1.0
repaired/transition1,detached,intact,4,2,0.49983479770604006,1.0
repaired/transition1,detached,intact,5,10,0.5127864929441792,0.5
repaired/transition1,detached,intact,6,1,0.6503424325151765,1.0
repaired/transition1,detached,intact,7,1,0.7409716418897531,1.0
repaired/transition1,detached,intact,9,2,0.9990199999999999,1.0
repaired/transition1,duration,intact,4,6,0.49976433939242576,0.6666666666666666
repaired/transition1,duration,intact,5,6,0.5270354471660871,0.6666666666666666
repaired/transition1,duration,intact,9,4,0.9990199999999998,0.75
repaired/transition1,joint,ambiguous,4,4,0.49967147265791867,0.5
repaired/transition1,joint,ambiguous,5,10,0.5177833066101238,0.5
repaired/transition1,joint,ambiguous,9,2,0.9990199999999998,0.5
repaired/transition1,joint,intact,4,4,0.4997322546627805,0.5
repaired/transition1,joint,intact,5,8,0.520477083696383,0.75
repaired/transition1,joint,intact,9,4,0.9990199999999998,0.75
repaired/transition1,joint,removal,3,16,0.37464499999999995,0.3125
repaired/transition1,joint,reset,3,16,0.37464499999999995,0.3125
repaired/transition1,joint,shuffle,4,3,0.49982478185485285,1.0
repaired/transition1,joint,shuffle,5,9,0.5173297790146667,0.3333333333333333
repaired/transition1,joint,shuffle,9,4,0.9990199999999998,0.75
repaired/transition1,joint,swap,4,4,0.4997322546627805,0.5
repaired/transition1,joint,swap,5,8,0.520477083696383,0.75
repaired/transition1,joint,swap,9,4,0.9990199999999998,0.75
repaired/transition1,legato,intact,4,3,0.4996608317035393,0.3333333333333333
repaired/transition1,legato,intact,5,8,0.511785324969587,1.0
repaired/transition1,legato,intact,6,1,0.6547127102837654,1.0
repaired/transition1,legato,intact,9,4,0.9990199999999998,0.75
repaired/transition2,detached,intact,9,16,0.9990199999999999,1.0
repaired/transition2,duration,intact,3,1,0.37464499999999995,0.0
repaired/transition2,duration,intact,9,15,0.9990199999999998,1.0
repaired/transition2,joint,ambiguous,4,2,0.4996002171634707,0.5
repaired/transition2,joint,ambiguous,5,10,0.5174000738230312,0.5
repaired/transition2,joint,ambiguous,6,2,0.6308870326572028,0.5
repaired/transition2,joint,ambiguous,9,2,0.9990199999999998,0.5
repaired/transition2,joint,intact,3,1,0.37464499999999995,0.0
repaired/transition2,joint,intact,9,15,0.9990199999999998,1.0
repaired/transition2,joint,removal,3,16,0.37464499999999995,0.3125
repaired/transition2,joint,reset,3,16,0.37464499999999995,0.3125
repaired/transition2,joint,shuffle,3,1,0.37464499999999995,0.0
repaired/transition2,joint,shuffle,9,15,0.9990199999999998,1.0
repaired/transition2,joint,swap,3,1,0.37464499999999995,0.0
repaired/transition2,joint,swap,9,15,0.9990199999999999,1.0
repaired/transition2,legato,intact,3,1,0.37464499999999995,0.0
repaired/transition2,legato,intact,9,15,0.9990199999999998,1.0
repaired/transition3,detached,intact,9,16,0.9990199999999999,1.0
repaired/transition3,duration,intact,3,1,0.37464499999999995,0.0
repaired/transition3,duration,intact,9,15,0.9990199999999998,1.0
repaired/transition3,joint,ambiguous,5,12,0.5296522594881689,0.5
repaired/transition3,joint,ambiguous,6,2,0.6281783489250751,0.5
repaired/transition3,joint,ambiguous,9,2,0.9990199999999998,0.5
repaired/transition3,joint,intact,3,1,0.37464499999999995,0.0
repaired/transition3,joint,intact,9,15,0.9990199999999998,1.0
repaired/transition3,joint,removal,3,16,0.37464499999999995,0.3125
repaired/transition3,joint,reset,3,16,0.37464499999999995,0.3125
repaired/transition3,joint,shuffle,3,1,0.37464499999999995,0.0
repaired/transition3,joint,shuffle,9,15,0.9990199999999998,1.0
repaired/transition3,joint,swap,3,1,0.37464499999999995,0.0
repaired/transition3,joint,swap,9,15,0.9990199999999999,1.0
repaired/transition3,legato,intact,3,1,0.37464499999999995,0.0
repaired/transition3,legato,intact,9,15,0.9990199999999998,1.0
streaming/absolute,detached,intact,3,7,0.374645,0.42857142857142855
streaming/absolute,detached,intact,9,9,0.99902,1.0
streaming/absolute,duration,intact,3,16,0.37464499999999995,0.3125
streaming/absolute,joint,ambiguous,3,14,0.374645,0.2857142857142857
streaming/absolute,joint,ambiguous,9,2,0.9990199999999998,0.5
streaming/absolute,joint,intact,3,15,0.374645,0.26666666666666666
streaming/absolute,joint,intact,9,1,0.9990199999999998,1.0
streaming/absolute,joint,removal,3,16,0.37464499999999995,0.3125
streaming/absolute,joint,reset,3,16,0.37464499999999995,0.3125
streaming/absolute,joint,shuffle,3,15,0.374645,0.26666666666666666
streaming/absolute,joint,shuffle,9,1,0.9990199999999998,1.0
streaming/absolute,joint,swap,3,15,0.374645,0.26666666666666666
streaming/absolute,joint,swap,9,1,0.9990199999999998,1.0
streaming/absolute,legato,intact,3,16,0.37464499999999995,0.3125
streaming/present,detached,intact,3,16,0.37464499999999995,0.3125
streaming/present,duration,intact,3,16,0.37464499999999995,0.3125
streaming/present,joint,ambiguous,3,16,0.37464499999999995,0.3125
streaming/present,joint,intact,3,16,0.37464499999999995,0.3125
streaming/present,joint,removal,3,16,0.37464499999999995,0.3125
streaming/present,joint,reset,3,16,0.37464499999999995,0.3125
streaming/present,joint,shuffle,3,16,0.37464499999999995,0.3125
streaming/present,joint,swap,3,16,0.37464499999999995,0.3125
streaming/present,legato,intact,3,16,0.37464499999999995,0.3125
streaming/recency,detached,intact,9,16,0.951,0.5
streaming/recency,duration,intact,3,8,0.35724999999999996,0.375
streaming/recency,duration,intact,9,8,0.951,0.5
streaming/recency,joint,ambiguous,3,6,0.35725,0.3333333333333333
streaming/recency,joint,ambiguous,9,10,0.951,0.5
streaming/recency,joint,intact,3,8,0.35724999999999996,0.25
streaming/recency,joint,intact,9,8,0.951,0.5
streaming/recency,joint,removal,3,16,0.35724999999999996,0.3125
streaming/recency,joint,reset,3,16,0.35724999999999996,0.3125
streaming/recency,joint,shuffle,3,8,0.35724999999999996,0.5
streaming/recency,joint,shuffle,9,8,0.951,0.5
streaming/recency,joint,swap,3,8,0.35724999999999996,0.25
streaming/recency,joint,swap,9,8,0.951,0.5
streaming/recency,legato,intact,3,7,0.35725,0.2857142857142857
streaming/recency,legato,intact,9,9,0.951,0.3333333333333333
streaming/reference,detached,intact,3,5,0.37464499999999995,0.4
streaming/reference,detached,intact,9,11,0.9990199999999999,1.0
streaming/reference,duration,intact,3,16,0.37464499999999995,0.3125
streaming/reference,joint,ambiguous,3,14,0.374645,0.2857142857142857
streaming/reference,joint,ambiguous,9,2,0.9990199999999998,0.5
streaming/reference,joint,intact,3,15,0.374645,0.26666666666666666
streaming/reference,joint,intact,9,1,0.9990199999999998,1.0
streaming/reference,joint,removal,3,16,0.37464499999999995,0.3125
streaming/reference,joint,reset,3,16,0.37464499999999995,0.3125
streaming/reference,joint,shuffle,3,15,0.374645,0.26666666666666666
streaming/reference,joint,shuffle,9,1,0.9990199999999998,1.0
streaming/reference,joint,swap,3,15,0.374645,0.26666666666666666
streaming/reference,joint,swap,9,1,0.9990199999999998,1.0
streaming/reference,legato,intact,3,15,0.374645,0.26666666666666666
streaming/reference,legato,intact,9,1,0.9990199999999998,1.0
streaming/transition1,detached,intact,3,3,0.37464499999999995,0.0
streaming/transition1,detached,intact,5,1,0.5120097702429096,1.0
streaming/transition1,detached,intact,6,2,0.6426180212652596,0.5
streaming/transition1,detached,intact,7,1,0.7528520594361565,0.0
streaming/transition1,detached,intact,8,2,0.8528450122029346,0.5
streaming/transition1,detached,intact,9,7,0.9990199999999999,0.42857142857142855
streaming/transition1,duration,intact,3,16,0.37464499999999995,0.3125
streaming/transition1,joint,ambiguous,3,14,0.374645,0.2857142857142857
streaming/transition1,joint,ambiguous,9,2,0.9990199999999998,0.5
streaming/transition1,joint,intact,3,14,0.374645,0.2857142857142857
streaming/transition1,joint,intact,9,2,0.9990199999999998,0.5
streaming/transition1,joint,removal,3,16,0.37464499999999995,0.3125
streaming/transition1,joint,reset,3,16,0.37464499999999995,0.3125
streaming/transition1,joint,shuffle,3,15,0.374645,0.26666666666666666
streaming/transition1,joint,shuffle,9,1,0.9990199999999998,1.0
streaming/transition1,joint,swap,3,14,0.374645,0.2857142857142857
streaming/transition1,joint,swap,9,2,0.9990199999999998,0.5
streaming/transition1,legato,intact,3,16,0.37464499999999995,0.3125
streaming/transition2,detached,intact,3,7,0.374645,0.42857142857142855
streaming/transition2,detached,intact,9,9,0.99902,1.0
streaming/transition2,duration,intact,3,16,0.37464499999999995,0.3125
streaming/transition2,joint,ambiguous,3,14,0.374645,0.2857142857142857
streaming/transition2,joint,ambiguous,9,2,0.9990199999999998,0.5
streaming/transition2,joint,intact,3,15,0.374645,0.26666666666666666
streaming/transition2,joint,intact,9,1,0.9990199999999998,1.0
streaming/transition2,joint,removal,3,16,0.37464499999999995,0.3125
streaming/transition2,joint,reset,3,16,0.37464499999999995,0.3125
streaming/transition2,joint,shuffle,3,15,0.374645,0.26666666666666666
streaming/transition2,joint,shuffle,9,1,0.9990199999999998,1.0
streaming/transition2,joint,swap,3,15,0.374645,0.26666666666666666
streaming/transition2,joint,swap,9,1,0.9990199999999998,1.0
streaming/transition2,legato,intact,3,16,0.37464499999999995,0.3125
streaming/transition3,detached,intact,3,7,0.374645,0.42857142857142855
streaming/transition3,detached,intact,9,9,0.99902,1.0
streaming/transition3,duration,intact,3,16,0.37464499999999995,0.3125
streaming/transition3,joint,ambiguous,3,14,0.374645,0.2857142857142857
streaming/transition3,joint,ambiguous,9,2,0.9990199999999998,0.5
streaming/transition3,joint,intact,3,15,0.374645,0.26666666666666666
streaming/transition3,joint,intact,9,1,0.9990199999999998,1.0
streaming/transition3,joint,removal,3,16,0.37464499999999995,0.3125
streaming/transition3,joint,reset,3,16,0.37464499999999995,0.3125
streaming/transition3,joint,shuffle,3,15,0.374645,0.26666666666666666
streaming/transition3,joint,shuffle,9,1,0.9990199999999998,1.0
streaming/transition3,joint,swap,3,15,0.374645,0.26666666666666666
streaming/transition3,joint,swap,9,1,0.9990199999999998,1.0
streaming/transition3,legato,intact,3,16,0.37464499999999995,0.3125
