stratum,group_id,length,family,query_n,group_n,max_pair_n,available_pair_n,queries_all_max_pairs_available,queries_with_tied_exact_absent_maxima,queries_any_alternate_reference_max,pairs_all_12_equal,queries_any_all_12_equal,queries_all_all_12_equal,pairs_only_cost_timing_differ,queries_any_only_cost_timing_differ,queries_all_only_cost_timing_differ,pairs_other_differences,queries_any_other_differences,queries_all_other_differences,pairs_unavailable,queries_any_unavailable,queries_all_unavailable,outcome_true_singleton,outcome_wrong_singleton,outcome_multiple_candidates,outcome_none,queries_any_ten_equal,queries_all_ten_equal,absent_false_accept_queries,true_vs_absent_max_score_near_queries,queries_with_extra_score_near_maxima,true_margin_min,true_margin_median,true_margin_max,absent_margin_min,absent_margin_median,absent_margin_max,true_minus_absent_max_min,true_minus_absent_max_median,true_minus_absent_max_max
length+family,,6,substitute,8,4,8,8,8,0,0,0,0,0,1,1,1,7,7,7,0,0,0,0,0,0,8,1,1,0,0,1,-2.5188585375905657,-2.5188585375905657,-2.5188585375905657,-7.946061607189897,-6.735319584243374,-2.5191757846039113,0.0003172470133456784,4.2164610466528085,5.427203069599331
length+family,,6,timing,8,4,8,8,8,0,0,0,0,0,0,0,0,8,8,8,0,0,0,8,0,0,0,0,0,0,0,0,1.6692425397047241,1.6692425397047241,1.6692425398147694,-6.735407087674714,-2.519255096291065,-2.518937849285047,4.188180388989771,4.188497636050812,8.404649627379438
length+family,,6,transpose,8,4,8,8,8,0,0,0,0,0,0,0,0,8,8,8,0,0,0,8,0,0,0,0,0,0,0,0,1.6693163903768156,1.6693163903768156,1.6693163903768156,-6.735319584243374,-2.519173504991943,-2.5188585375905657,4.188174927967381,4.188489895368758,8.40463597462019
length+family,,6,weak_present,8,4,8,8,8,0,0,0,0,0,1,1,1,7,7,7,0,0,0,8,0,0,0,1,1,0,0,1,0.0002135100121058997,0.0002135100121058997,0.0002135100121058997,-5.785441322945951,-4.671442310855738,-0.00010373700123977869,0.0003172470133456784,4.671655820867844,5.785654832958057
length+family,,8,delete_closed,8,4,8,8,8,0,0,0,0,0,2,2,2,6,6,6,0,0,0,0,0,0,8,2,2,0,0,0,-0.11405185992548006,-0.11405161677063624,-0.11405109088813425,-6.940560125858886,-3.516937601539521,-0.11405185997963585,2.428905414575411e-07,3.4028862477101356,6.826508347189815
length+family,,8,delete_detune,8,4,8,8,8,0,0,0,0,0,1,1,1,7,7,7,0,0,0,0,0,0,8,1,1,0,0,0,-2.179621273964935,-2.179620845709456,-2.1796207723238847,-9.832414668069923,-5.9268085870221014,-2.179854047839404,0.00023325422841224963,3.7471877413126458,7.652793512903732
length+family,,8,delete_insert,8,4,8,8,8,0,0,0,0,0,2,2,2,6,6,6,0,0,0,0,0,0,8,2,2,0,0,0,-2.0065377986593482,-2.0065377986593482,-2.0065377986593482,-8.345487194333408,-5.16566067809692,-2.0067710528877605,0.00023325422841224963,3.1591228794375716,6.338949395674061
length+family,,8,delete_rest,8,4,8,8,8,0,0,0,0,0,2,2,2,6,6,6,0,0,0,0,0,0,8,2,2,0,0,0,-0.1138074289089932,-0.1138074289089932,-0.1138074289089932,-6.94031480228314,-3.516709297196609,-0.11404068313740545,0.00023325422841224963,3.402901868287616,6.826507373374147
length+family,,8,delete_timing,8,4,8,8,8,0,0,0,0,0,2,2,2,6,6,6,0,0,0,0,0,0,8,2,2,0,0,0,-0.11386574250433057,-0.11386574241743652,-0.11386574241743652,-6.940382477770532,-3.5167715114875957,-0.11409899673274282,0.00023325422841224963,3.402905769070159,6.8265167352662015
length+family,,8,delete_transpose,8,4,8,8,8,0,0,0,0,0,2,2,2,6,6,6,0,0,0,0,0,0,8,2,2,0,0,0,-0.1138074289089932,-0.1138074289089932,-0.1138074289089932,-6.94031480228314,-3.516709297196609,-0.11403922531689936,0.00023179640790615963,3.402901868287616,6.826507373374147
