front,precision,precision_lower95,precision_upper95,recall,recall_lower95,recall_upper95,f1,f1_lower95,f1_upper95,split_rate,split_rate_lower95,split_rate_upper95,merge_rate,merge_rate_lower95,merge_rate_upper95,pitch_accuracy,pitch_accuracy_lower95,pitch_accuracy_upper95,pitch_availability,pitch_availability_lower95,pitch_availability_upper95,octave_error_rate,octave_error_rate_lower95,octave_error_rate_upper95,mean_pitch_error_available,mean_pitch_error_available_lower95,mean_pitch_error_available_upper95,mean_onset_error_s,mean_onset_error_s_lower95,mean_onset_error_s_upper95,mean_end_error_s,mean_end_error_s_lower95,mean_end_error_s_upper95,max_true_end_latency_s,max_inferred_end_latency_s
streaming,0.9700810185185186,0.9454299943883276,0.9897446689113355,0.9756827534605312,0.9513655069210625,0.9939206883651327,0.9718028908260633,0.9508912409667958,0.9907067511705616,0.0021979049756827534,0.0,0.006593714927048261,0.014356528245417133,0.0030396558174335953,0.026515151515151516,0.6749205013093901,0.626309390198279,0.728114478114478,0.9407734754956977,0.9031051253273477,0.972830153385709,0.10458754208754206,0.06923400673400672,0.13982416760194535,4.052753701442595,3.114461332937093,4.989754803466355,0.008524108708613918,0.008027641055896264,0.00902591751259286,0.009420404462114533,0.00892502939447384,0.00987706602650179,0.154125,0.104
fixed,0.1312231863089706,0.10892437000484385,0.15537273297689966,0.18219229330340436,0.162037037037037,0.20276842499064718,0.15081413124365353,0.12936927296487913,0.17303284048692777,0.5829826038159371,0.4768518518518518,0.6832912457912457,0.11258417508417506,0.07741769547325102,0.15100074822297044,0.722666479610924,0.674803591470258,0.7733352038907594,0.8068181818181818,0.7529928918817808,0.8570426487093153,0.013655069210624766,0.005471380471380472,0.02307800224466891,1.2660642124643553,0.8098700057652168,1.7780446900001088,0.02014819368035514,0.019615772661302173,0.020640809686230693,0.019780672105270628,0.019205381646950657,0.02042285667208627,0.0143125,0.0
oracle-boundary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0017451305683075294,0.0013325752976567169,0.0021896836634825467,0.0,0.0,0.0,0.0,0.0,0.0,0.0639375,0.0639375
