model,group,cell,condition,variant,accuracy,log_loss,brier
streaming/transition2,civ-16,legato,intact,0,0.0,10.819778284410283,1.3118752925
streaming/transition3,civ-16,legato,intact,0,0.0,10.819778284410283,1.3118752925
fixed/absolute,civ-16,legato,intact,0,0.0,10.819778284410283,1.3118752925
fixed/present,civ-16,legato,intact,0,0.0,10.819778284410283,1.3118752925
fixed/recency,civ-16,legato,intact,0,0.0,6.907755278982137,1.90245
fixed/reference,civ-16,legato,intact,0,0.0,10.819778284410283,1.3118752925
fixed/transition1,civ-16,legato,intact,0,0.0,10.819778284410283,1.99800098
fixed/transition2,civ-16,legato,intact,0,0.0,10.819778284410283,1.3118752925
fixed/transition3,civ-16,legato,intact,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/absolute,civ-16,legato,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/present,civ-16,legato,intact,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/recency,civ-16,legato,intact,0,0.0,6.907755278982137,1.90245
oracle-boundary/reference,civ-16,legato,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/transition1,civ-16,legato,intact,0,1.0,0.69410764165507,0.50000048
oracle-boundary/transition2,civ-16,legato,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/transition3,civ-16,legato,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
streaming/absolute,civ-16,legato,intact,1,0.0,10.819778284410283,1.3118752925
streaming/present,civ-16,legato,intact,1,0.0,10.819778284410283,1.3118752925
streaming/recency,civ-16,legato,intact,1,0.0,6.907755278982137,1.90245
streaming/reference,civ-16,legato,intact,1,0.0,10.819778284410283,1.3118752925
streaming/transition1,civ-16,legato,intact,1,0.0,10.819778284410283,1.3118752925
streaming/transition2,civ-16,legato,intact,1,0.0,10.819778284410283,1.3118752925
streaming/transition3,civ-16,legato,intact,1,0.0,10.819778284410283,1.3118752925
fixed/absolute,civ-16,legato,intact,1,0.0,10.819778284410283,1.3118752925
fixed/present,civ-16,legato,intact,1,0.0,10.819778284410283,1.3118752925
fixed/recency,civ-16,legato,intact,1,0.0,6.907755278982137,1.90245
fixed/reference,civ-16,legato,intact,1,0.0,10.819778284410283,1.3118752925
fixed/transition1,civ-16,legato,intact,1,0.0,10.819778284410283,1.99800098
fixed/transition2,civ-16,legato,intact,1,0.0,10.819778284410283,1.3118752925
fixed/transition3,civ-16,legato,intact,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/absolute,civ-16,legato,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/present,civ-16,legato,intact,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/recency,civ-16,legato,intact,1,0.0,6.907755278982137,1.90245
oracle-boundary/reference,civ-16,legato,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/transition1,civ-16,legato,intact,1,0.0,0.69410764165507,0.50000048
oracle-boundary/transition2,civ-16,legato,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/transition3,civ-16,legato,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
streaming/absolute,civ-16,duration,intact,0,0.0,10.819778284410283,1.3118752925
streaming/present,civ-16,duration,intact,0,0.0,10.819778284410283,1.3118752925
streaming/recency,civ-16,duration,intact,0,1.0,0.05024121643674679,0.0024500000000000632
streaming/reference,civ-16,duration,intact,0,0.0,10.819778284410283,1.3118752925
streaming/transition1,civ-16,duration,intact,0,0.0,10.819778284410283,1.3118752925
streaming/transition2,civ-16,duration,intact,0,0.0,10.819778284410283,1.3118752925
streaming/transition3,civ-16,duration,intact,0,0.0,10.819778284410283,1.3118752925
fixed/absolute,civ-16,duration,intact,0,0.0,10.819778284410283,1.3118752925
fixed/present,civ-16,duration,intact,0,0.0,10.819778284410283,1.3118752925
fixed/recency,civ-16,duration,intact,0,0.0,6.907755278982137,1.2819812499999999
fixed/reference,civ-16,duration,intact,0,0.0,10.819778284410283,1.3118752925
fixed/transition1,civ-16,duration,intact,0,0.0,10.819778284410283,1.3118752925
fixed/transition2,civ-16,duration,intact,0,0.0,10.819778284410283,1.3118752925
fixed/transition3,civ-16,duration,intact,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/absolute,civ-16,duration,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/present,civ-16,duration,intact,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/recency,civ-16,duration,intact,0,0.0,6.907755278982137,1.90245
oracle-boundary/reference,civ-16,duration,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/transition1,civ-16,duration,intact,0,1.0,0.69410764165507,0.50000048
oracle-boundary/transition2,civ-16,duration,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/transition3,civ-16,duration,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
streaming/absolute,civ-16,duration,intact,1,0.0,10.819778284410283,1.3118752925
streaming/present,civ-16,duration,intact,1,0.0,10.819778284410283,1.3118752925
streaming/recency,civ-16,duration,intact,1,0.0,6.907755278982137,1.90245
streaming/reference,civ-16,duration,intact,1,0.0,10.819778284410283,1.3118752925
streaming/transition1,civ-16,duration,intact,1,0.0,10.819778284410283,1.9980009799999996
streaming/transition2,civ-16,duration,intact,1,0.0,10.819778284410283,1.3118752925
streaming/transition3,civ-16,duration,intact,1,0.0,10.819778284410283,1.3118752925
fixed/absolute,civ-16,duration,intact,1,0.0,10.819778284410283,1.3118752925
fixed/present,civ-16,duration,intact,1,0.0,10.819778284410283,1.3118752925
fixed/recency,civ-16,duration,intact,1,0.0,6.907755278982137,1.2819812499999999
fixed/reference,civ-16,duration,intact,1,0.0,10.819778284410283,1.3118752925
fixed/transition1,civ-16,duration,intact,1,0.0,10.819778284410283,1.3118752925
fixed/transition2,civ-16,duration,intact,1,0.0,10.819778284410283,1.3118752925
fixed/transition3,civ-16,duration,intact,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/absolute,civ-16,duration,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/present,civ-16,duration,intact,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/recency,civ-16,duration,intact,1,0.0,6.907755278982137,1.90245
oracle-boundary/reference,civ-16,duration,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/transition1,civ-16,duration,intact,1,0.0,0.69410764165507,0.50000048
oracle-boundary/transition2,civ-16,duration,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/transition3,civ-16,duration,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
streaming/absolute,civ-16,joint,intact,0,0.0,10.819778284410283,1.3118752925
streaming/present,civ-16,joint,intact,0,0.0,10.819778284410283,1.3118752925
streaming/recency,civ-16,joint,intact,0,1.0,0.05024121643674679,0.0024500000000000632
streaming/reference,civ-16,joint,intact,0,0.0,10.819778284410283,1.3118752925
streaming/transition1,civ-16,joint,intact,0,0.0,10.819778284410283,1.3118752925
streaming/transition2,civ-16,joint,intact,0,0.0,10.819778284410283,1.3118752925
streaming/transition3,civ-16,joint,intact,0,0.0,10.819778284410283,1.3118752925
fixed/absolute,civ-16,joint,intact,0,0.0,10.819778284410283,1.3118752925
fixed/present,civ-16,joint,intact,0,0.0,10.819778284410283,1.3118752925
fixed/recency,civ-16,joint,intact,0,0.0,6.907755278982137,1.2819812499999999
fixed/reference,civ-16,joint,intact,0,0.0,10.819778284410283,1.3118752925
fixed/transition1,civ-16,joint,intact,0,0.0,10.819778284410283,1.3118752925
fixed/transition2,civ-16,joint,intact,0,0.0,10.819778284410283,1.3118752925
fixed/transition3,civ-16,joint,intact,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/absolute,civ-16,joint,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/present,civ-16,joint,intact,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/recency,civ-16,joint,intact,0,0.0,6.907755278982137,1.90245
oracle-boundary/reference,civ-16,joint,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/transition1,civ-16,joint,intact,0,1.0,0.69410764165507,0.50000048
oracle-boundary/transition2,civ-16,joint,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/transition3,civ-16,joint,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
streaming/absolute,civ-16,joint,intact,1,0.0,10.819778284410283,1.3118752925
streaming/present,civ-16,joint,intact,1,0.0,10.819778284410283,1.3118752925
streaming/recency,civ-16,joint,intact,1,0.0,6.907755278982137,1.90245
streaming/reference,civ-16,joint,intact,1,0.0,10.819778284410283,1.3118752925
streaming/transition1,civ-16,joint,intact,1,0.0,10.819778284410283,1.9980009799999996
streaming/transition2,civ-16,joint,intact,1,0.0,10.819778284410283,1.3118752925
streaming/transition3,civ-16,joint,intact,1,0.0,10.819778284410283,1.3118752925
fixed/absolute,civ-16,joint,intact,1,0.0,10.819778284410283,1.3118752925
fixed/present,civ-16,joint,intact,1,0.0,10.819778284410283,1.3118752925
fixed/recency,civ-16,joint,intact,1,0.0,6.907755278982137,1.2819812499999999
fixed/reference,civ-16,joint,intact,1,0.0,10.819778284410283,1.3118752925
fixed/transition1,civ-16,joint,intact,1,0.0,10.819778284410283,1.3118752925
fixed/transition2,civ-16,joint,intact,1,0.0,10.819778284410283,1.3118752925
fixed/transition3,civ-16,joint,intact,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/absolute,civ-16,joint,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/present,civ-16,joint,intact,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/recency,civ-16,joint,intact,1,0.0,6.907755278982137,1.90245
oracle-boundary/reference,civ-16,joint,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/transition1,civ-16,joint,intact,1,0.0,0.69410764165507,0.50000048
oracle-boundary/transition2,civ-16,joint,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/transition3,civ-16,joint,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
streaming/absolute,civ-16,joint,reset,0,0.0,10.819778284410283,1.3118752925
streaming/present,civ-16,joint,reset,0,0.0,10.819778284410283,1.3118752925
streaming/recency,civ-16,joint,reset,0,0.0,6.907755278982137,1.2819812499999999
streaming/reference,civ-16,joint,reset,0,0.0,10.819778284410283,1.3118752925
streaming/transition1,civ-16,joint,reset,0,0.0,10.819778284410283,1.3118752925
streaming/transition2,civ-16,joint,reset,0,0.0,10.819778284410283,1.3118752925
streaming/transition3,civ-16,joint,reset,0,0.0,10.819778284410283,1.3118752925
fixed/absolute,civ-16,joint,reset,0,0.0,10.819778284410283,1.3118752925
fixed/present,civ-16,joint,reset,0,0.0,10.819778284410283,1.3118752925
fixed/recency,civ-16,joint,reset,0,0.0,6.907755278982137,1.2819812499999999
fixed/reference,civ-16,joint,reset,0,0.0,10.819778284410283,1.3118752925
fixed/transition1,civ-16,joint,reset,0,0.0,10.819778284410283,1.3118752925
fixed/transition2,civ-16,joint,reset,0,0.0,10.819778284410283,1.3118752925
fixed/transition3,civ-16,joint,reset,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/absolute,civ-16,joint,reset,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/present,civ-16,joint,reset,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/recency,civ-16,joint,reset,0,0.0,6.907755278982137,1.2819812499999999
oracle-boundary/reference,civ-16,joint,reset,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/transition1,civ-16,joint,reset,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/transition2,civ-16,joint,reset,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/transition3,civ-16,joint,reset,0,0.0,10.819778284410283,1.3118752925
streaming/absolute,civ-16,joint,reset,1,0.0,10.819778284410283,1.3118752925
streaming/present,civ-16,joint,reset,1,0.0,10.819778284410283,1.3118752925
streaming/recency,civ-16,joint,reset,1,0.0,6.907755278982137,1.2819812499999999
streaming/reference,civ-16,joint,reset,1,0.0,10.819778284410283,1.3118752925
streaming/transition1,civ-16,joint,reset,1,0.0,10.819778284410283,1.3118752925
streaming/transition2,civ-16,joint,reset,1,0.0,10.819778284410283,1.3118752925
streaming/transition3,civ-16,joint,reset,1,0.0,10.819778284410283,1.3118752925
fixed/absolute,civ-16,joint,reset,1,0.0,10.819778284410283,1.3118752925
fixed/present,civ-16,joint,reset,1,0.0,10.819778284410283,1.3118752925
fixed/recency,civ-16,joint,reset,1,0.0,6.907755278982137,1.2819812499999999
fixed/reference,civ-16,joint,reset,1,0.0,10.819778284410283,1.3118752925
fixed/transition1,civ-16,joint,reset,1,0.0,10.819778284410283,1.3118752925
fixed/transition2,civ-16,joint,reset,1,0.0,10.819778284410283,1.3118752925
fixed/transition3,civ-16,joint,reset,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/absolute,civ-16,joint,reset,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/present,civ-16,joint,reset,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/recency,civ-16,joint,reset,1,0.0,6.907755278982137,1.2819812499999999
oracle-boundary/reference,civ-16,joint,reset,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/transition1,civ-16,joint,reset,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/transition2,civ-16,joint,reset,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/transition3,civ-16,joint,reset,1,0.0,10.819778284410283,1.3118752925
streaming/absolute,civ-16,joint,removal,0,0.0,10.819778284410283,1.3118752925
streaming/present,civ-16,joint,removal,0,0.0,10.819778284410283,1.3118752925
streaming/recency,civ-16,joint,removal,0,0.0,6.907755278982137,1.2819812499999999
streaming/reference,civ-16,joint,removal,0,0.0,10.819778284410283,1.3118752925
streaming/transition1,civ-16,joint,removal,0,0.0,10.819778284410283,1.3118752925
streaming/transition2,civ-16,joint,removal,0,0.0,10.819778284410283,1.3118752925
streaming/transition3,civ-16,joint,removal,0,0.0,10.819778284410283,1.3118752925
fixed/absolute,civ-16,joint,removal,0,0.0,10.819778284410283,1.3118752925
fixed/present,civ-16,joint,removal,0,0.0,10.819778284410283,1.3118752925
fixed/recency,civ-16,joint,removal,0,0.0,6.907755278982137,1.2819812499999999
fixed/reference,civ-16,joint,removal,0,0.0,10.819778284410283,1.3118752925
fixed/transition1,civ-16,joint,removal,0,0.0,10.819778284410283,1.3118752925
fixed/transition2,civ-16,joint,removal,0,0.0,10.819778284410283,1.3118752925
fixed/transition3,civ-16,joint,removal,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/absolute,civ-16,joint,removal,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/present,civ-16,joint,removal,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/recency,civ-16,joint,removal,0,0.0,6.907755278982137,1.2819812499999999
oracle-boundary/reference,civ-16,joint,removal,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/transition1,civ-16,joint,removal,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/transition2,civ-16,joint,removal,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/transition3,civ-16,joint,removal,0,0.0,10.819778284410283,1.3118752925
streaming/absolute,civ-16,joint,removal,1,0.0,10.819778284410283,1.3118752925
streaming/present,civ-16,joint,removal,1,0.0,10.819778284410283,1.3118752925
streaming/recency,civ-16,joint,removal,1,0.0,6.907755278982137,1.2819812499999999
streaming/reference,civ-16,joint,removal,1,0.0,10.819778284410283,1.3118752925
streaming/transition1,civ-16,joint,removal,1,0.0,10.819778284410283,1.3118752925
streaming/transition2,civ-16,joint,removal,1,0.0,10.819778284410283,1.3118752925
streaming/transition3,civ-16,joint,removal,1,0.0,10.819778284410283,1.3118752925
fixed/absolute,civ-16,joint,removal,1,0.0,10.819778284410283,1.3118752925
fixed/present,civ-16,joint,removal,1,0.0,10.819778284410283,1.3118752925
fixed/recency,civ-16,joint,removal,1,0.0,6.907755278982137,1.2819812499999999
fixed/reference,civ-16,joint,removal,1,0.0,10.819778284410283,1.3118752925
fixed/transition1,civ-16,joint,removal,1,0.0,10.819778284410283,1.3118752925
fixed/transition2,civ-16,joint,removal,1,0.0,10.819778284410283,1.3118752925
fixed/transition3,civ-16,joint,removal,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/absolute,civ-16,joint,removal,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/present,civ-16,joint,removal,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/recency,civ-16,joint,removal,1,0.0,6.907755278982137,1.2819812499999999
oracle-boundary/reference,civ-16,joint,removal,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/transition1,civ-16,joint,removal,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/transition2,civ-16,joint,removal,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/transition3,civ-16,joint,removal,1,0.0,10.819778284410283,1.3118752925
streaming/absolute,civ-16,joint,swap,0,0.0,10.819778284410283,1.3118752925
streaming/present,civ-16,joint,swap,0,0.0,10.819778284410283,1.3118752925
streaming/recency,civ-16,joint,swap,0,0.0,6.907755278982137,1.90245
streaming/reference,civ-16,joint,swap,0,0.0,10.819778284410283,1.3118752925
streaming/transition1,civ-16,joint,swap,0,0.0,10.819778284410283,1.9980009799999996
streaming/transition2,civ-16,joint,swap,0,0.0,10.819778284410283,1.3118752925
streaming/transition3,civ-16,joint,swap,0,0.0,10.819778284410283,1.3118752925
fixed/absolute,civ-16,joint,swap,0,0.0,10.819778284410283,1.3118752925
fixed/present,civ-16,joint,swap,0,0.0,10.819778284410283,1.3118752925
fixed/recency,civ-16,joint,swap,0,0.0,6.907755278982137,1.2819812499999999
fixed/reference,civ-16,joint,swap,0,0.0,10.819778284410283,1.3118752925
fixed/transition1,civ-16,joint,swap,0,0.0,10.819778284410283,1.3118752925
fixed/transition2,civ-16,joint,swap,0,0.0,10.819778284410283,1.3118752925
fixed/transition3,civ-16,joint,swap,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/absolute,civ-16,joint,swap,0,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/present,civ-16,joint,swap,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/recency,civ-16,joint,swap,0,0.0,6.907755278982137,1.90245
oracle-boundary/reference,civ-16,joint,swap,0,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/transition1,civ-16,joint,swap,0,0.0,0.69410764165507,0.50000048
oracle-boundary/transition2,civ-16,joint,swap,0,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/transition3,civ-16,joint,swap,0,1.0,0.0009804805139614205,9.800000000392828e-07
streaming/absolute,civ-16,joint,swap,1,0.0,10.819778284410283,1.3118752925
streaming/present,civ-16,joint,swap,1,0.0,10.819778284410283,1.3118752925
streaming/recency,civ-16,joint,swap,1,1.0,0.05024121643674679,0.0024500000000000632
streaming/reference,civ-16,joint,swap,1,0.0,10.819778284410283,1.3118752925
streaming/transition1,civ-16,joint,swap,1,0.0,10.819778284410283,1.3118752925
streaming/transition2,civ-16,joint,swap,1,0.0,10.819778284410283,1.3118752925
streaming/transition3,civ-16,joint,swap,1,0.0,10.819778284410283,1.3118752925
fixed/absolute,civ-16,joint,swap,1,0.0,10.819778284410283,1.3118752925
fixed/present,civ-16,joint,swap,1,0.0,10.819778284410283,1.3118752925
fixed/recency,civ-16,joint,swap,1,0.0,6.907755278982137,1.2819812499999999
fixed/reference,civ-16,joint,swap,1,0.0,10.819778284410283,1.3118752925
fixed/transition1,civ-16,joint,swap,1,0.0,10.819778284410283,1.3118752925
fixed/transition2,civ-16,joint,swap,1,0.0,10.819778284410283,1.3118752925
fixed/transition3,civ-16,joint,swap,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/absolute,civ-16,joint,swap,1,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/present,civ-16,joint,swap,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/recency,civ-16,joint,swap,1,0.0,6.907755278982137,1.90245
oracle-boundary/reference,civ-16,joint,swap,1,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/transition1,civ-16,joint,swap,1,1.0,0.69410764165507,0.50000048
oracle-boundary/transition2,civ-16,joint,swap,1,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/transition3,civ-16,joint,swap,1,1.0,0.0009804805139616427,9.800000000392828e-07
streaming/absolute,civ-16,joint,shuffle,0,0.0,10.819778284410283,1.3118752925
streaming/present,civ-16,joint,shuffle,0,0.0,10.819778284410283,1.3118752925
streaming/recency,civ-16,joint,shuffle,0,1.0,0.05024121643674679,0.0024500000000000632
streaming/reference,civ-16,joint,shuffle,0,0.0,10.819778284410283,1.3118752925
streaming/transition1,civ-16,joint,shuffle,0,1.0,0.0009804805139616427,9.800000000392828e-07
streaming/transition2,civ-16,joint,shuffle,0,0.0,10.819778284410283,1.3118752925
streaming/transition3,civ-16,joint,shuffle,0,0.0,10.819778284410283,1.3118752925
fixed/absolute,civ-16,joint,shuffle,0,0.0,10.819778284410283,1.3118752925
fixed/present,civ-16,joint,shuffle,0,0.0,10.819778284410283,1.3118752925
fixed/recency,civ-16,joint,shuffle,0,0.0,6.907755278982137,1.2819812499999999
fixed/reference,civ-16,joint,shuffle,0,0.0,10.819778284410283,1.3118752925
fixed/transition1,civ-16,joint,shuffle,0,0.0,10.819778284410283,1.3118752925
fixed/transition2,civ-16,joint,shuffle,0,0.0,10.819778284410283,1.3118752925
fixed/transition3,civ-16,joint,shuffle,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/absolute,civ-16,joint,shuffle,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/present,civ-16,joint,shuffle,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/recency,civ-16,joint,shuffle,0,1.0,0.05024121643674679,0.0024500000000000632
oracle-boundary/reference,civ-16,joint,shuffle,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/transition1,civ-16,joint,shuffle,0,1.0,0.69410764165507,0.50000048
oracle-boundary/transition2,civ-16,joint,shuffle,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/transition3,civ-16,joint,shuffle,0,1.0,0.0009804805139616427,9.800000000392828e-07
streaming/absolute,civ-16,joint,shuffle,1,0.0,10.819778284410283,1.3118752925
streaming/present,civ-16,joint,shuffle,1,0.0,10.819778284410283,1.3118752925
streaming/recency,civ-16,joint,shuffle,1,0.0,6.907755278982137,1.90245
streaming/reference,civ-16,joint,shuffle,1,0.0,10.819778284410283,1.3118752925
streaming/transition1,civ-16,joint,shuffle,1,0.0,10.819778284410283,1.3118752925
streaming/transition2,civ-16,joint,shuffle,1,0.0,10.819778284410283,1.3118752925
streaming/transition3,civ-16,joint,shuffle,1,0.0,10.819778284410283,1.3118752925
fixed/absolute,civ-16,joint,shuffle,1,0.0,10.819778284410283,1.3118752925
fixed/present,civ-16,joint,shuffle,1,0.0,10.819778284410283,1.3118752925
fixed/recency,civ-16,joint,shuffle,1,0.0,6.907755278982137,1.2819812499999999
fixed/reference,civ-16,joint,shuffle,1,0.0,10.819778284410283,1.3118752925
fixed/transition1,civ-16,joint,shuffle,1,0.0,10.819778284410283,1.3118752925
fixed/transition2,civ-16,joint,shuffle,1,0.0,10.819778284410283,1.3118752925
fixed/transition3,civ-16,joint,shuffle,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/absolute,civ-16,joint,shuffle,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/present,civ-16,joint,shuffle,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/recency,civ-16,joint,shuffle,1,1.0,0.05024121643674679,0.0024500000000000632
