model,cell,condition,accuracy,accuracy_lower95,accuracy_upper95,paired_success,paired_success_lower95,paired_success_upper95,log_loss,log_loss_lower95,log_loss_upper95,brier,brier_lower95,brier_upper95
repaired_recency,timbre,intact,0.5,0.125,0.875,0.5,0.125,0.875,3.4789982477094417,0.9074304742549205,6.050566021163963,0.95245,0.23995000000000005,1.66495
repaired_reference,duration,intact,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
repaired_reference,joint,ambiguous,0.5,0.5,0.5,0.0,0.0,0.0,0.69410764165507,0.6941076416550698,0.69410764165507,0.50000048,0.50000048,0.50000048
repaired_reference,joint,intact,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
repaired_reference,joint,removal,0.1875,0.0625,0.375,0.0,0.0,0.0,4.945653468342092,1.6683423221923093,8.497590996148688,0.9684690425,0.7187190425,1.1870002925
repaired_reference,joint,reset,0.1875,0.0625,0.375,0.0,0.0,0.0,4.945653468342092,1.6683423221923093,8.497590996148688,0.9684690425,0.7187190425,1.1870002925
repaired_reference,joint,shuffle,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
repaired_reference,joint,swap,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
repaired_reference,matched,intact,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
repaired_reference,timbre,intact,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
repaired_transition1,duration,intact,0.5,0.5,0.5,0.0,0.0,0.0,0.69410764165507,0.6941076416550698,0.69410764165507,0.50000048,0.50000048,0.5000004800000002
repaired_transition1,joint,ambiguous,0.5,0.5,0.5,0.0,0.0,0.0,0.69410764165507,0.6941076416550698,0.69410764165507,0.50000048,0.50000048,0.50000048
repaired_transition1,joint,intact,0.5,0.5,0.5,0.0,0.0,0.0,0.69410764165507,0.6941076416550698,0.69410764165507,0.50000048,0.50000048,0.5000004800000002
repaired_transition1,joint,removal,0.1875,0.0625,0.375,0.0,0.0,0.0,4.945653468342092,1.6683423221923093,8.497590996148688,0.9684690425,0.7187190425,1.1870002925
repaired_transition1,joint,reset,0.1875,0.0625,0.375,0.0,0.0,0.0,4.945653468342092,1.6683423221923093,8.497590996148688,0.9684690425,0.7187190425,1.1870002925
repaired_transition1,joint,shuffle,0.5,0.5,0.5,0.0,0.0,0.0,0.69410764165507,0.6941076416550698,0.69410764165507,0.50000048,0.50000048,0.5000004800000002
repaired_transition1,joint,swap,0.5,0.5,0.5,0.0,0.0,0.0,0.69410764165507,0.6941076416550698,0.69410764165507,0.50000048,0.50000048,0.5000004800000002
repaired_transition1,matched,intact,0.5,0.5,0.5,0.0,0.0,0.0,0.69410764165507,0.6941076416550698,0.69410764165507,0.50000048,0.50000048,0.5000004800000002
repaired_transition1,timbre,intact,0.5,0.5,0.5,0.0,0.0,0.0,0.69410764165507,0.6941076416550698,0.69410764165507,0.50000048,0.50000048,0.5000004800000002
repaired_transition2,duration,intact,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
repaired_transition2,joint,ambiguous,0.5,0.5,0.5,0.0,0.0,0.0,0.69410764165507,0.6941076416550698,0.69410764165507,0.50000048,0.50000048,0.50000048
repaired_transition2,joint,intact,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
repaired_transition2,joint,removal,0.1875,0.0625,0.375,0.0,0.0,0.0,4.945653468342092,1.6683423221923093,8.497590996148688,0.9684690425,0.7187190425,1.1870002925
repaired_transition2,joint,reset,0.1875,0.0625,0.375,0.0,0.0,0.0,4.945653468342092,1.6683423221923093,8.497590996148688,0.9684690425,0.7187190425,1.1870002925
repaired_transition2,joint,shuffle,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
repaired_transition2,joint,swap,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
repaired_transition2,matched,intact,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
repaired_transition2,timbre,intact,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
repaired_transition3,duration,intact,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
repaired_transition3,joint,ambiguous,0.5,0.5,0.5,0.0,0.0,0.0,0.69410764165507,0.6941076416550698,0.69410764165507,0.50000048,0.50000048,0.50000048
repaired_transition3,joint,intact,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
repaired_transition3,joint,removal,0.1875,0.0625,0.375,0.0,0.0,0.0,4.945653468342092,1.6683423221923093,8.497590996148688,0.9684690425,0.7187190425,1.1870002925
repaired_transition3,joint,reset,0.1875,0.0625,0.375,0.0,0.0,0.0,4.945653468342092,1.6683423221923093,8.497590996148688,0.9684690425,0.7187190425,1.1870002925
repaired_transition3,joint,shuffle,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
repaired_transition3,joint,swap,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
repaired_transition3,matched,intact,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
repaired_transition3,timbre,intact,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
