adapter,group,family,register,cell,condition,variant,arrival,available,correct,absolute_error,octave_error,two_octave_error
repaired,for-10,pure,18,matched,intact,0,8,1.0,1.0,0.0007335483903574413,0.0,0.0
old,for-10,pure,18,matched,intact,0,11,1.0,1.0,2.4150352686547194e-06,0.0,0.0
repaired,for-10,pure,18,matched,intact,0,11,1.0,1.0,0.000805403972471197,0.0,0.0
old,for-10,pure,18,matched,intact,0,12,1.0,1.0,5.883079168711447e-06,0.0,0.0
repaired,for-10,pure,18,matched,intact,0,12,1.0,1.0,0.0029936658545821615,0.0,0.0
old,for-10,pure,18,matched,intact,0,13,1.0,1.0,2.333763106321385e-06,0.0,0.0
repaired,for-10,pure,18,matched,intact,0,13,1.0,1.0,0.0022359989151858883,0.0,0.0
old,for-10,pure,18,matched,intact,1,0,1.0,1.0,2.4150352686547194e-06,0.0,0.0
repaired,for-10,pure,18,matched,intact,1,0,1.0,1.0,0.000805403972471197,0.0,0.0
old,for-10,pure,18,matched,intact,1,1,1.0,1.0,1.7108723362468936e-06,0.0,0.0
repaired,for-10,pure,18,matched,intact,1,1,1.0,1.0,0.0028440486423644273,0.0,0.0
old,for-10,pure,18,matched,intact,1,2,1.0,1.0,2.333763106321385e-06,0.0,0.0
repaired,for-10,pure,18,matched,intact,1,2,1.0,1.0,0.0022359989151858883,0.0,0.0
old,for-10,pure,18,matched,intact,1,3,1.0,1.0,5.407049741279479e-07,0.0,0.0
repaired,for-10,pure,18,matched,intact,1,3,1.0,1.0,0.0007335483903574413,0.0,0.0
old,for-10,pure,18,matched,intact,1,5,1.0,1.0,2.4150352686547194e-06,0.0,0.0
repaired,for-10,pure,18,matched,intact,1,5,1.0,1.0,0.000805403972471197,0.0,0.0
old,for-10,pure,18,matched,intact,1,6,1.0,1.0,5.883079168711447e-06,0.0,0.0
repaired,for-10,pure,18,matched,intact,1,6,1.0,1.0,0.0029936658545821615,0.0,0.0
old,for-10,pure,18,matched,intact,1,7,1.0,1.0,2.333763106321385e-06,0.0,0.0
repaired,for-10,pure,18,matched,intact,1,7,1.0,1.0,0.0022359989151858883,0.0,0.0
old,for-10,pure,18,matched,intact,1,8,1.0,1.0,2.641673351178042e-06,0.0,0.0
repaired,for-10,pure,18,matched,intact,1,8,1.0,1.0,0.0026257551140957958,0.0,0.0
old,for-10,pure,18,matched,intact,1,11,1.0,1.0,2.4150352686547194e-06,0.0,0.0
repaired,for-10,pure,18,matched,intact,1,11,1.0,1.0,0.000805403972471197,0.0,0.0
old,for-10,pure,18,matched,intact,1,12,1.0,1.0,5.883079168711447e-06,0.0,0.0
repaired,for-10,pure,18,matched,intact,1,12,1.0,1.0,0.0029936658545821615,0.0,0.0
old,for-10,pure,18,matched,intact,1,13,1.0,1.0,2.333763106321385e-06,0.0,0.0
repaired,for-10,pure,18,matched,intact,1,13,1.0,1.0,0.0022359989151858883,0.0,0.0
old,for-10,pure,18,timbre,intact,0,0,1.0,1.0,2.4150352686547194e-06,0.0,0.0
repaired,for-10,pure,18,timbre,intact,0,0,1.0,1.0,0.000805403972471197,0.0,0.0
old,for-10,pure,18,timbre,intact,0,1,1.0,1.0,1.7108723362468936e-06,0.0,0.0
repaired,for-10,pure,18,timbre,intact,0,1,1.0,1.0,0.0028440486423644273,0.0,0.0
old,for-10,pure,18,timbre,intact,0,2,1.0,1.0,2.333763106321385e-06,0.0,0.0
repaired,for-10,pure,18,timbre,intact,0,2,1.0,1.0,0.0022359989151858883,0.0,0.0
old,for-10,pure,18,timbre,intact,0,3,1.0,1.0,2.641673351178042e-06,0.0,0.0
repaired,for-10,pure,18,timbre,intact,0,3,1.0,1.0,0.0026257551140957958,0.0,0.0
old,for-10,pure,18,timbre,intact,0,5,1.0,1.0,2.4150352686547194e-06,0.0,0.0
repaired,for-10,pure,18,timbre,intact,0,5,1.0,1.0,0.000805403972471197,0.0,0.0
old,for-10,pure,18,timbre,intact,0,6,1.0,1.0,5.883079168711447e-06,0.0,0.0
repaired,for-10,pure,18,timbre,intact,0,6,1.0,1.0,0.0029936658545821615,0.0,0.0
old,for-10,pure,18,timbre,intact,0,7,1.0,1.0,2.333763106321385e-06,0.0,0.0
repaired,for-10,pure,18,timbre,intact,0,7,1.0,1.0,0.0022359989151858883,0.0,0.0
old,for-10,pure,18,timbre,intact,0,8,1.0,1.0,5.407049741279479e-07,0.0,0.0
repaired,for-10,pure,18,timbre,intact,0,8,1.0,1.0,0.0007335483903574413,0.0,0.0
old,for-10,pure,18,timbre,intact,0,11,1.0,1.0,1.4193287221075934e-06,0.0,0.0
repaired,for-10,pure,18,timbre,intact,0,11,1.0,1.0,0.002528676116103412,0.0,0.0
old,for-10,pure,18,timbre,intact,0,12,1.0,1.0,3.5616594882270647e-06,0.0,0.0
repaired,for-10,pure,18,timbre,intact,0,12,1.0,1.0,0.004370510486818802,0.0,0.0
old,for-10,pure,18,timbre,intact,0,13,1.0,1.0,7.284312886213229e-07,0.0,0.0
repaired,for-10,pure,18,timbre,intact,0,13,1.0,1.0,0.003398056772592639,0.0,0.0
old,for-10,pure,18,timbre,intact,1,0,1.0,1.0,2.4150352686547194e-06,0.0,0.0
repaired,for-10,pure,18,timbre,intact,1,0,1.0,1.0,0.000805403972471197,0.0,0.0
old,for-10,pure,18,timbre,intact,1,1,1.0,1.0,1.7108723362468936e-06,0.0,0.0
repaired,for-10,pure,18,timbre,intact,1,1,1.0,1.0,0.0028440486423644273,0.0,0.0
old,for-10,pure,18,timbre,intact,1,2,1.0,1.0,2.333763106321385e-06,0.0,0.0
repaired,for-10,pure,18,timbre,intact,1,2,1.0,1.0,0.0022359989151858883,0.0,0.0
old,for-10,pure,18,timbre,intact,1,3,1.0,1.0,5.407049741279479e-07,0.0,0.0
repaired,for-10,pure,18,timbre,intact,1,3,1.0,1.0,0.0007335483903574413,0.0,0.0
old,for-10,pure,18,timbre,intact,1,5,1.0,1.0,2.4150352686547194e-06,0.0,0.0
repaired,for-10,pure,18,timbre,intact,1,5,1.0,1.0,0.000805403972471197,0.0,0.0
old,for-10,pure,18,timbre,intact,1,6,1.0,1.0,5.883079168711447e-06,0.0,0.0
repaired,for-10,pure,18,timbre,intact,1,6,1.0,1.0,0.0029936658545821615,0.0,0.0
old,for-10,pure,18,timbre,intact,1,7,1.0,1.0,2.333763106321385e-06,0.0,0.0
repaired,for-10,pure,18,timbre,intact,1,7,1.0,1.0,0.0022359989151858883,0.0,0.0
old,for-10,pure,18,timbre,intact,1,8,1.0,1.0,2.641673351178042e-06,0.0,0.0
repaired,for-10,pure,18,timbre,intact,1,8,1.0,1.0,0.0026257551140957958,0.0,0.0
old,for-10,pure,18,timbre,intact,1,11,1.0,1.0,1.4193287221075934e-06,0.0,0.0
repaired,for-10,pure,18,timbre,intact,1,11,1.0,1.0,0.002528676116103412,0.0,0.0
old,for-10,pure,18,timbre,intact,1,12,1.0,1.0,3.5616594882270647e-06,0.0,0.0
repaired,for-10,pure,18,timbre,intact,1,12,1.0,1.0,0.004370510486818802,0.0,0.0
old,for-10,pure,18,timbre,intact,1,13,1.0,1.0,7.284312886213229e-07,0.0,0.0
repaired,for-10,pure,18,timbre,intact,1,13,1.0,1.0,0.003398056772592639,0.0,0.0
old,for-10,pure,18,duration,intact,0,0,1.0,1.0,2.4150352686547194e-06,0.0,0.0
repaired,for-10,pure,18,duration,intact,0,0,1.0,1.0,0.000805403972471197,0.0,0.0
old,for-10,pure,18,duration,intact,0,1,1.0,1.0,1.7108723362468936e-06,0.0,0.0
repaired,for-10,pure,18,duration,intact,0,1,1.0,1.0,0.0028440486423644273,0.0,0.0
old,for-10,pure,18,duration,intact,0,2,1.0,1.0,2.333763106321385e-06,0.0,0.0
repaired,for-10,pure,18,duration,intact,0,2,1.0,1.0,0.0022359989151858883,0.0,0.0
old,for-10,pure,18,duration,intact,0,3,1.0,1.0,2.641673351178042e-06,0.0,0.0
repaired,for-10,pure,18,duration,intact,0,3,1.0,1.0,0.0026257551140957958,0.0,0.0
old,for-10,pure,18,duration,intact,0,5,1.0,1.0,2.4150352686547194e-06,0.0,0.0
repaired,for-10,pure,18,duration,intact,0,5,1.0,1.0,0.000805403972471197,0.0,0.0
old,for-10,pure,18,duration,intact,0,6,1.0,1.0,5.883079168711447e-06,0.0,0.0
repaired,for-10,pure,18,duration,intact,0,6,1.0,1.0,0.0029936658545821615,0.0,0.0
old,for-10,pure,18,duration,intact,0,7,1.0,1.0,2.333763106321385e-06,0.0,0.0
repaired,for-10,pure,18,duration,intact,0,7,1.0,1.0,0.0022359989151858883,0.0,0.0
old,for-10,pure,18,duration,intact,0,8,1.0,1.0,5.407049741279479e-07,0.0,0.0
repaired,for-10,pure,18,duration,intact,0,8,1.0,1.0,0.0007335483903574413,0.0,0.0
old,for-10,pure,18,duration,intact,0,11,1.0,1.0,1.5155337337091623e-05,0.0,0.0
repaired,for-10,pure,18,duration,intact,0,11,1.0,1.0,0.0003188467036885356,0.0,0.0
old,for-10,pure,18,duration,intact,0,12,1.0,1.0,1.2309415197364615e-05,0.0,0.0
repaired,for-10,pure,18,duration,intact,0,12,1.0,1.0,0.0008515382606297806,0.0,0.0
old,for-10,pure,18,duration,intact,0,13,1.0,1.0,7.476273871986905e-06,0.0,0.0
repaired,for-10,pure,18,duration,intact,0,13,1.0,1.0,0.001661932874146288,0.0,0.0
old,for-10,pure,18,duration,intact,1,0,1.0,1.0,2.4150352686547194e-06,0.0,0.0
repaired,for-10,pure,18,duration,intact,1,0,1.0,1.0,0.000805403972471197,0.0,0.0
old,for-10,pure,18,duration,intact,1,1,1.0,1.0,1.7108723362468936e-06,0.0,0.0
repaired,for-10,pure,18,duration,intact,1,1,1.0,1.0,0.0028440486423644273,0.0,0.0
old,for-10,pure,18,duration,intact,1,2,1.0,1.0,2.333763106321385e-06,0.0,0.0
repaired,for-10,pure,18,duration,intact,1,2,1.0,1.0,0.0022359989151858883,0.0,0.0
old,for-10,pure,18,duration,intact,1,3,1.0,1.0,5.407049741279479e-07,0.0,0.0
repaired,for-10,pure,18,duration,intact,1,3,1.0,1.0,0.0007335483903574413,0.0,0.0
old,for-10,pure,18,duration,intact,1,5,1.0,1.0,2.4150352686547194e-06,0.0,0.0
repaired,for-10,pure,18,duration,intact,1,5,1.0,1.0,0.000805403972471197,0.0,0.0
old,for-10,pure,18,duration,intact,1,6,1.0,1.0,5.883079168711447e-06,0.0,0.0
repaired,for-10,pure,18,duration,intact,1,6,1.0,1.0,0.0029936658545821615,0.0,0.0
old,for-10,pure,18,duration,intact,1,7,1.0,1.0,2.333763106321385e-06,0.0,0.0
repaired,for-10,pure,18,duration,intact,1,7,1.0,1.0,0.0022359989151858883,0.0,0.0
old,for-10,pure,18,duration,intact,1,8,1.0,1.0,2.641673351178042e-06,0.0,0.0
repaired,for-10,pure,18,duration,intact,1,8,1.0,1.0,0.0026257551140957958,0.0,0.0
old,for-10,pure,18,duration,intact,1,11,1.0,1.0,1.5155337337091623e-05,0.0,0.0
repaired,for-10,pure,18,duration,intact,1,11,1.0,1.0,0.0003188467036885356,0.0,0.0
old,for-10,pure,18,duration,intact,1,12,1.0,1.0,1.2309415197364615e-05,0.0,0.0
repaired,for-10,pure,18,duration,intact,1,12,1.0,1.0,0.0008515382606297806,0.0,0.0
old,for-10,pure,18,duration,intact,1,13,1.0,1.0,7.476273871986905e-06,0.0,0.0
repaired,for-10,pure,18,duration,intact,1,13,1.0,1.0,0.001661932874146288,0.0,0.0
old,for-10,pure,18,joint,intact,0,0,1.0,1.0,2.4150352686547194e-06,0.0,0.0
repaired,for-10,pure,18,joint,intact,0,0,1.0,1.0,0.000805403972471197,0.0,0.0
old,for-10,pure,18,joint,intact,0,1,1.0,1.0,1.7108723362468936e-06,0.0,0.0
repaired,for-10,pure,18,joint,intact,0,1,1.0,1.0,0.0028440486423644273,0.0,0.0
old,for-10,pure,18,joint,intact,0,2,1.0,1.0,2.333763106321385e-06,0.0,0.0
repaired,for-10,pure,18,joint,intact,0,2,1.0,1.0,0.0022359989151858883,0.0,0.0
old,for-10,pure,18,joint,intact,0,3,1.0,1.0,2.641673351178042e-06,0.0,0.0
repaired,for-10,pure,18,joint,intact,0,3,1.0,1.0,0.0026257551140957958,0.0,0.0
old,for-10,pure,18,joint,intact,0,5,1.0,1.0,2.4150352686547194e-06,0.0,0.0
repaired,for-10,pure,18,joint,intact,0,5,1.0,1.0,0.000805403972471197,0.0,0.0
old,for-10,pure,18,joint,intact,0,6,1.0,1.0,5.883079168711447e-06,0.0,0.0
repaired,for-10,pure,18,joint,intact,0,6,1.0,1.0,0.0029936658545821615,0.0,0.0
old,for-10,pure,18,joint,intact,0,7,1.0,1.0,2.333763106321385e-06,0.0,0.0
repaired,for-10,pure,18,joint,intact,0,7,1.0,1.0,0.0022359989151858883,0.0,0.0
old,for-10,pure,18,joint,intact,0,8,1.0,1.0,5.407049741279479e-07,0.0,0.0
repaired,for-10,pure,18,joint,intact,0,8,1.0,1.0,0.0007335483903574413,0.0,0.0
old,for-10,pure,18,joint,intact,0,11,1.0,1.0,8.555170644797272e-06,0.0,0.0
repaired,for-10,pure,18,joint,intact,0,11,1.0,1.0,0.0002746038005447815,0.0,0.0
old,for-10,pure,18,joint,intact,0,12,1.0,1.0,7.348566546383495e-06,0.0,0.0
repaired,for-10,pure,18,joint,intact,0,12,1.0,1.0,0.0018997531035367388,0.0,0.0
old,for-10,pure,18,joint,intact,0,13,1.0,1.0,4.270801493788667e-06,0.0,0.0
repaired,for-10,pure,18,joint,intact,0,13,1.0,1.0,0.0019874236186261385,0.0,0.0
old,for-10,pure,18,joint,intact,1,0,1.0,1.0,2.4150352686547194e-06,0.0,0.0
repaired,for-10,pure,18,joint,intact,1,0,1.0,1.0,0.000805403972471197,0.0,0.0
old,for-10,pure,18,joint,intact,1,1,1.0,1.0,1.7108723362468936e-06,0.0,0.0
repaired,for-10,pure,18,joint,intact,1,1,1.0,1.0,0.0028440486423644273,0.0,0.0
old,for-10,pure,18,joint,intact,1,2,1.0,1.0,2.333763106321385e-06,0.0,0.0
repaired,for-10,pure,18,joint,intact,1,2,1.0,1.0,0.0022359989151858883,0.0,0.0
old,for-10,pure,18,joint,intact,1,3,1.0,1.0,5.407049741279479e-07,0.0,0.0
repaired,for-10,pure,18,joint,intact,1,3,1.0,1.0,0.0007335483903574413,0.0,0.0
old,for-10,pure,18,joint,intact,1,5,1.0,1.0,2.4150352686547194e-06,0.0,0.0
repaired,for-10,pure,18,joint,intact,1,5,1.0,1.0,0.000805403972471197,0.0,0.0
old,for-10,pure,18,joint,intact,1,6,1.0,1.0,5.883079168711447e-06,0.0,0.0
repaired,for-10,pure,18,joint,intact,1,6,1.0,1.0,0.0029936658545821615,0.0,0.0
old,for-10,pure,18,joint,intact,1,7,1.0,1.0,2.333763106321385e-06,0.0,0.0
repaired,for-10,pure,18,joint,intact,1,7,1.0,1.0,0.0022359989151858883,0.0,0.0
old,for-10,pure,18,joint,intact,1,8,1.0,1.0,2.641673351178042e-06,0.0,0.0
repaired,for-10,pure,18,joint,intact,1,8,1.0,1.0,0.0026257551140957958,0.0,0.0
old,for-10,pure,18,joint,intact,1,11,1.0,1.0,8.555170644797272e-06,0.0,0.0
repaired,for-10,pure,18,joint,intact,1,11,1.0,1.0,0.0002746038005447815,0.0,0.0
old,for-10,pure,18,joint,intact,1,12,1.0,1.0,7.348566546383495e-06,0.0,0.0
repaired,for-10,pure,18,joint,intact,1,12,1.0,1.0,0.0018997531035367388,0.0,0.0
old,for-10,pure,18,joint,intact,1,13,1.0,1.0,4.270801493788667e-06,0.0,0.0
repaired,for-10,pure,18,joint,intact,1,13,1.0,1.0,0.0019874236186261385,0.0,0.0
old,for-10,pure,18,joint,reset,0,0,1.0,1.0,2.4150352686547194e-06,0.0,0.0
repaired,for-10,pure,18,joint,reset,0,0,1.0,1.0,0.000805403972471197,0.0,0.0
old,for-10,pure,18,joint,reset,0,1,1.0,1.0,1.7108723362468936e-06,0.0,0.0
repaired,for-10,pure,18,joint,reset,0,1,1.0,1.0,0.0028440486423644273,0.0,0.0
old,for-10,pure,18,joint,reset,0,2,1.0,1.0,2.333763106321385e-06,0.0,0.0
repaired,for-10,pure,18,joint,reset,0,2,1.0,1.0,0.0022359989151858883,0.0,0.0
old,for-10,pure,18,joint,reset,0,3,1.0,1.0,2.641673351178042e-06,0.0,0.0
repaired,for-10,pure,18,joint,reset,0,3,1.0,1.0,0.0026257551140957958,0.0,0.0
old,for-10,pure,18,joint,reset,0,5,1.0,1.0,2.4150352686547194e-06,0.0,0.0
repaired,for-10,pure,18,joint,reset,0,5,1.0,1.0,0.000805403972471197,0.0,0.0
old,for-10,pure,18,joint,reset,0,6,1.0,1.0,5.883079168711447e-06,0.0,0.0
repaired,for-10,pure,18,joint,reset,0,6,1.0,1.0,0.0029936658545821615,0.0,0.0
old,for-10,pure,18,joint,reset,0,7,1.0,1.0,2.333763106321385e-06,0.0,0.0
repaired,for-10,pure,18,joint,reset,0,7,1.0,1.0,0.0022359989151858883,0.0,0.0
old,for-10,pure,18,joint,reset,0,8,1.0,1.0,5.407049741279479e-07,0.0,0.0
repaired,for-10,pure,18,joint,reset,0,8,1.0,1.0,0.0007335483903574413,0.0,0.0
old,for-10,pure,18,joint,reset,0,11,1.0,1.0,8.555170644797272e-06,0.0,0.0
repaired,for-10,pure,18,joint,reset,0,11,1.0,1.0,0.0002746038005447815,0.0,0.0
old,for-10,pure,18,joint,reset,0,12,1.0,1.0,7.348566546383495e-06,0.0,0.0
repaired,for-10,pure,18,joint,reset,0,12,1.0,1.0,0.0018997531035367388,0.0,0.0
old,for-10,pure,18,joint,reset,0,13,1.0,1.0,4.270801493788667e-06,0.0,0.0
repaired,for-10,pure,18,joint,reset,0,13,1.0,1.0,0.0019874236186261385,0.0,0.0
old,for-10,pure,18,joint,reset,1,0,1.0,1.0,2.4150352686547194e-06,0.0,0.0
repaired,for-10,pure,18,joint,reset,1,0,1.0,1.0,0.000805403972471197,0.0,0.0
old,for-10,pure,18,joint,reset,1,1,1.0,1.0,1.7108723362468936e-06,0.0,0.0
repaired,for-10,pure,18,joint,reset,1,1,1.0,1.0,0.0028440486423644273,0.0,0.0
old,for-10,pure,18,joint,reset,1,2,1.0,1.0,2.333763106321385e-06,0.0,0.0
repaired,for-10,pure,18,joint,reset,1,2,1.0,1.0,0.0022359989151858883,0.0,0.0
old,for-10,pure,18,joint,reset,1,3,1.0,1.0,5.407049741279479e-07,0.0,0.0
repaired,for-10,pure,18,joint,reset,1,3,1.0,1.0,0.0007335483903574413,0.0,0.0
old,for-10,pure,18,joint,reset,1,5,1.0,1.0,2.4150352686547194e-06,0.0,0.0
repaired,for-10,pure,18,joint,reset,1,5,1.0,1.0,0.000805403972471197,0.0,0.0
old,for-10,pure,18,joint,reset,1,6,1.0,1.0,5.883079168711447e-06,0.0,0.0
repaired,for-10,pure,18,joint,reset,1,6,1.0,1.0,0.0029936658545821615,0.0,0.0
old,for-10,pure,18,joint,reset,1,7,1.0,1.0,2.333763106321385e-06,0.0,0.0
repaired,for-10,pure,18,joint,reset,1,7,1.0,1.0,0.0022359989151858883,0.0,0.0
old,for-10,pure,18,joint,reset,1,8,1.0,1.0,2.641673351178042e-06,0.0,0.0
repaired,for-10,pure,18,joint,reset,1,8,1.0,1.0,0.0026257551140957958,0.0,0.0
old,for-10,pure,18,joint,reset,1,11,1.0,1.0,8.555170644797272e-06,0.0,0.0
repaired,for-10,pure,18,joint,reset,1,11,1.0,1.0,0.0002746038005447815,0.0,0.0
old,for-10,pure,18,joint,reset,1,12,1.0,1.0,7.348566546383495e-06,0.0,0.0
repaired,for-10,pure,18,joint,reset,1,12,1.0,1.0,0.0018997531035367388,0.0,0.0
old,for-10,pure,18,joint,reset,1,13,1.0,1.0,4.270801493788667e-06,0.0,0.0
repaired,for-10,pure,18,joint,reset,1,13,1.0,1.0,0.0019874236186261385,0.0,0.0
old,for-10,pure,18,joint,removal,0,0,1.0,1.0,2.4150352686547194e-06,0.0,0.0
repaired,for-10,pure,18,joint,removal,0,0,1.0,1.0,0.000805403972471197,0.0,0.0
old,for-10,pure,18,joint,removal,0,1,1.0,1.0,1.7108723362468936e-06,0.0,0.0
repaired,for-10,pure,18,joint,removal,0,1,1.0,1.0,0.0028440486423644273,0.0,0.0
old,for-10,pure,18,joint,removal,0,2,1.0,1.0,2.333763106321385e-06,0.0,0.0
repaired,for-10,pure,18,joint,removal,0,2,1.0,1.0,0.0022359989151858883,0.0,0.0
old,for-10,pure,18,joint,removal,0,5,1.0,1.0,2.4150352686547194e-06,0.0,0.0
repaired,for-10,pure,18,joint,removal,0,5,1.0,1.0,0.000805403972471197,0.0,0.0
old,for-10,pure,18,joint,removal,0,6,1.0,1.0,5.883079168711447e-06,0.0,0.0
repaired,for-10,pure,18,joint,removal,0,6,1.0,1.0,0.0029936658545821615,0.0,0.0
old,for-10,pure,18,joint,removal,0,7,1.0,1.0,2.333763106321385e-06,0.0,0.0
repaired,for-10,pure,18,joint,removal,0,7,1.0,1.0,0.0022359989151858883,0.0,0.0
old,for-10,pure,18,joint,removal,0,11,1.0,1.0,8.555170644797272e-06,0.0,0.0
repaired,for-10,pure,18,joint,removal,0,11,1.0,1.0,0.0002746038005447815,0.0,0.0
old,for-10,pure,18,joint,removal,0,12,1.0,1.0,7.348566546383495e-06,0.0,0.0
repaired,for-10,pure,18,joint,removal,0,12,1.0,1.0,0.0018997531035367388,0.0,0.0
old,for-10,pure,18,joint,removal,0,13,1.0,1.0,4.270801493788667e-06,0.0,0.0
repaired,for-10,pure,18,joint,removal,0,13,1.0,1.0,0.0019874236186261385,0.0,0.0
old,for-10,pure,18,joint,removal,1,0,1.0,1.0,2.4150352686547194e-06,0.0,0.0
repaired,for-10,pure,18,joint,removal,1,0,1.0,1.0,0.000805403972471197,0.0,0.0
old,for-10,pure,18,joint,removal,1,1,1.0,1.0,1.7108723362468936e-06,0.0,0.0
repaired,for-10,pure,18,joint,removal,1,1,1.0,1.0,0.0028440486423644273,0.0,0.0
old,for-10,pure,18,joint,removal,1,2,1.0,1.0,2.333763106321385e-06,0.0,0.0
repaired,for-10,pure,18,joint,removal,1,2,1.0,1.0,0.0022359989151858883,0.0,0.0
old,for-10,pure,18,joint,removal,1,5,1.0,1.0,2.4150352686547194e-06,0.0,0.0
repaired,for-10,pure,18,joint,removal,1,5,1.0,1.0,0.000805403972471197,0.0,0.0
old,for-10,pure,18,joint,removal,1,6,1.0,1.0,5.883079168711447e-06,0.0,0.0
repaired,for-10,pure,18,joint,removal,1,6,1.0,1.0,0.0029936658545821615,0.0,0.0
old,for-10,pure,18,joint,removal,1,7,1.0,1.0,2.333763106321385e-06,0.0,0.0
repaired,for-10,pure,18,joint,removal,1,7,1.0,1.0,0.0022359989151858883,0.0,0.0
old,for-10,pure,18,joint,removal,1,11,1.0,1.0,8.555170644797272e-06,0.0,0.0
repaired,for-10,pure,18,joint,removal,1,11,1.0,1.0,0.0002746038005447815,0.0,0.0
old,for-10,pure,18,joint,removal,1,12,1.0,1.0,7.348566546383495e-06,0.0,0.0
repaired,for-10,pure,18,joint,removal,1,12,1.0,1.0,0.0018997531035367388,0.0,0.0
old,for-10,pure,18,joint,removal,1,13,1.0,1.0,4.270801493788667e-06,0.0,0.0
repaired,for-10,pure,18,joint,removal,1,13,1.0,1.0,0.0019874236186261385,0.0,0.0
old,for-10,pure,18,joint,swap,0,0,1.0,1.0,2.4150352686547194e-06,0.0,0.0
repaired,for-10,pure,18,joint,swap,0,0,1.0,1.0,0.000805403972471197,0.0,0.0
old,for-10,pure,18,joint,swap,0,1,1.0,1.0,1.7108723362468936e-06,0.0,0.0
repaired,for-10,pure,18,joint,swap,0,1,1.0,1.0,0.0028440486423644273,0.0,0.0
old,for-10,pure,18,joint,swap,0,2,1.0,1.0,2.333763106321385e-06,0.0,0.0
repaired,for-10,pure,18,joint,swap,0,2,1.0,1.0,0.0022359989151858883,0.0,0.0
old,for-10,pure,18,joint,swap,0,3,1.0,1.0,5.407049741279479e-07,0.0,0.0
repaired,for-10,pure,18,joint,swap,0,3,1.0,1.0,0.0007335483903574413,0.0,0.0
old,for-10,pure,18,joint,swap,0,5,1.0,1.0,2.4150352686547194e-06,0.0,0.0
repaired,for-10,pure,18,joint,swap,0,5,1.0,1.0,0.000805403972471197,0.0,0.0
old,for-10,pure,18,joint,swap,0,6,1.0,1.0,5.883079168711447e-06,0.0,0.0
repaired,for-10,pure,18,joint,swap,0,6,1.0,1.0,0.0029936658545821615,0.0,0.0
old,for-10,pure,18,joint,swap,0,7,1.0,1.0,2.333763106321385e-06,0.0,0.0
repaired,for-10,pure,18,joint,swap,0,7,1.0,1.0,0.0022359989151858883,0.0,0.0
old,for-10,pure,18,joint,swap,0,8,1.0,1.0,2.641673351178042e-06,0.0,0.0
repaired,for-10,pure,18,joint,swap,0,8,1.0,1.0,0.0026257551140957958,0.0,0.0
old,for-10,pure,18,joint,swap,0,11,1.0,1.0,8.555170644797272e-06,0.0,0.0
repaired,for-10,pure,18,joint,swap,0,11,1.0,1.0,0.0002746038005447815,0.0,0.0
old,for-10,pure,18,joint,swap,0,12,1.0,1.0,7.348566546383495e-06,0.0,0.0
repaired,for-10,pure,18,joint,swap,0,12,1.0,1.0,0.0018997531035367388,0.0,0.0
old,for-10,pure,18,joint,swap,0,13,1.0,1.0,4.270801493788667e-06,0.0,0.0
repaired,for-10,pure,18,joint,swap,0,13,1.0,1.0,0.0019874236186261385,0.0,0.0
old,for-10,pure,18,joint,swap,1,0,1.0,1.0,2.4150352686547194e-06,0.0,0.0
repaired,for-10,pure,18,joint,swap,1,0,1.0,1.0,0.000805403972471197,0.0,0.0
old,for-10,pure,18,joint,swap,1,1,1.0,1.0,1.7108723362468936e-06,0.0,0.0
repaired,for-10,pure,18,joint,swap,1,1,1.0,1.0,0.0028440486423644273,0.0,0.0
old,for-10,pure,18,joint,swap,1,2,1.0,1.0,2.333763106321385e-06,0.0,0.0
repaired,for-10,pure,18,joint,swap,1,2,1.0,1.0,0.0022359989151858883,0.0,0.0
old,for-10,pure,18,joint,swap,1,3,1.0,1.0,2.641673351178042e-06,0.0,0.0
repaired,for-10,pure,18,joint,swap,1,3,1.0,1.0,0.0026257551140957958,0.0,0.0
old,for-10,pure,18,joint,swap,1,5,1.0,1.0,2.4150352686547194e-06,0.0,0.0
repaired,for-10,pure,18,joint,swap,1,5,1.0,1.0,0.000805403972471197,0.0,0.0
old,for-10,pure,18,joint,swap,1,6,1.0,1.0,5.883079168711447e-06,0.0,0.0
repaired,for-10,pure,18,joint,swap,1,6,1.0,1.0,0.0029936658545821615,0.0,0.0
old,for-10,pure,18,joint,swap,1,7,1.0,1.0,2.333763106321385e-06,0.0,0.0
repaired,for-10,pure,18,joint,swap,1,7,1.0,1.0,0.0022359989151858883,0.0,0.0
old,for-10,pure,18,joint,swap,1,8,1.0,1.0,5.407049741279479e-07,0.0,0.0
repaired,for-10,pure,18,joint,swap,1,8,1.0,1.0,0.0007335483903574413,0.0,0.0
old,for-10,pure,18,joint,swap,1,11,1.0,1.0,8.555170644797272e-06,0.0,0.0
repaired,for-10,pure,18,joint,swap,1,11,1.0,1.0,0.0002746038005447815,0.0,0.0
old,for-10,pure,18,joint,swap,1,12,1.0,1.0,7.348566546383495e-06,0.0,0.0
repaired,for-10,pure,18,joint,swap,1,12,1.0,1.0,0.0018997531035367388,0.0,0.0
old,for-10,pure,18,joint,swap,1,13,1.0,1.0,4.270801493788667e-06,0.0,0.0
repaired,for-10,pure,18,joint,swap,1,13,1.0,1.0,0.0019874236186261385,0.0,0.0
old,for-10,pure,18,joint,shuffle,0,0,1.0,1.0,2.4150352686547194e-06,0.0,0.0
