adapter,group,family,register,cell,condition,variant,arrival,available,correct,absolute_error,octave_error,two_octave_error
old,for-08,fundamental,0,timbre,intact,0,6,1.0,1.0,9.608388384885203e-05,0.0,0.0
repaired,for-08,fundamental,0,timbre,intact,0,6,1.0,1.0,0.011877520993521351,0.0,0.0
old,for-08,fundamental,0,timbre,intact,0,7,1.0,1.0,3.62586863227321e-05,0.0,0.0
repaired,for-08,fundamental,0,timbre,intact,0,7,1.0,1.0,0.005068453185284483,0.0,0.0
old,for-08,fundamental,0,timbre,intact,0,8,1.0,1.0,3.5846691659457974e-06,0.0,0.0
repaired,for-08,fundamental,0,timbre,intact,0,8,1.0,1.0,0.003020557423088377,0.0,0.0
old,for-08,fundamental,0,timbre,intact,0,11,1.0,1.0,1.1367290307793343e-05,0.0,0.0
repaired,for-08,fundamental,0,timbre,intact,0,11,1.0,1.0,0.013668769548231659,0.0,0.0
old,for-08,fundamental,0,timbre,intact,0,12,1.0,1.0,2.4252978633398925e-05,0.0,0.0
repaired,for-08,fundamental,0,timbre,intact,0,12,1.0,1.0,0.021660135171069683,0.0,0.0
old,for-08,fundamental,0,timbre,intact,0,13,1.0,1.0,1.387765196270152e-05,0.0,0.0
repaired,for-08,fundamental,0,timbre,intact,0,13,1.0,1.0,0.00830784561441078,0.0,0.0
old,for-08,fundamental,0,timbre,intact,1,0,1.0,1.0,2.4143421560394593e-05,0.0,0.0
repaired,for-08,fundamental,0,timbre,intact,1,0,1.0,1.0,0.008622373448043768,0.0,0.0
old,for-08,fundamental,0,timbre,intact,1,1,1.0,1.0,3.6749455189166724e-05,0.0,0.0
repaired,for-08,fundamental,0,timbre,intact,1,1,1.0,1.0,0.01292348162594159,0.0,0.0
old,for-08,fundamental,0,timbre,intact,1,2,1.0,1.0,3.62586863227321e-05,0.0,0.0
repaired,for-08,fundamental,0,timbre,intact,1,2,1.0,1.0,0.005068453185284483,0.0,0.0
old,for-08,fundamental,0,timbre,intact,1,3,1.0,1.0,3.5846691659457974e-06,0.0,0.0
repaired,for-08,fundamental,0,timbre,intact,1,3,1.0,1.0,0.003020557423088377,0.0,0.0
old,for-08,fundamental,0,timbre,intact,1,5,1.0,1.0,2.4143421560394593e-05,0.0,0.0
repaired,for-08,fundamental,0,timbre,intact,1,5,1.0,1.0,0.008622373448043768,0.0,0.0
old,for-08,fundamental,0,timbre,intact,1,6,1.0,1.0,9.608388384885203e-05,0.0,0.0
repaired,for-08,fundamental,0,timbre,intact,1,6,1.0,1.0,0.011877520993521351,0.0,0.0
old,for-08,fundamental,0,timbre,intact,1,7,1.0,1.0,3.62586863227321e-05,0.0,0.0
repaired,for-08,fundamental,0,timbre,intact,1,7,1.0,1.0,0.005068453185284483,0.0,0.0
old,for-08,fundamental,0,timbre,intact,1,8,1.0,1.0,8.370062999829564e-05,0.0,0.0
repaired,for-08,fundamental,0,timbre,intact,1,8,1.0,1.0,0.007198553938095653,0.0,0.0
old,for-08,fundamental,0,timbre,intact,1,11,1.0,1.0,1.1367290307793343e-05,0.0,0.0
repaired,for-08,fundamental,0,timbre,intact,1,11,1.0,1.0,0.013668769548231659,0.0,0.0
old,for-08,fundamental,0,timbre,intact,1,12,1.0,1.0,2.4252978633398925e-05,0.0,0.0
repaired,for-08,fundamental,0,timbre,intact,1,12,1.0,1.0,0.021660135171069683,0.0,0.0
old,for-08,fundamental,0,timbre,intact,1,13,1.0,1.0,1.387765196270152e-05,0.0,0.0
repaired,for-08,fundamental,0,timbre,intact,1,13,1.0,1.0,0.00830784561441078,0.0,0.0
old,for-08,fundamental,0,duration,intact,0,0,1.0,1.0,2.4143421560394593e-05,0.0,0.0
repaired,for-08,fundamental,0,duration,intact,0,0,1.0,1.0,0.008622373448043768,0.0,0.0
old,for-08,fundamental,0,duration,intact,0,1,1.0,1.0,3.6749455189166724e-05,0.0,0.0
repaired,for-08,fundamental,0,duration,intact,0,1,1.0,1.0,0.01292348162594159,0.0,0.0
old,for-08,fundamental,0,duration,intact,0,2,1.0,1.0,3.62586863227321e-05,0.0,0.0
repaired,for-08,fundamental,0,duration,intact,0,2,1.0,1.0,0.005068453185284483,0.0,0.0
old,for-08,fundamental,0,duration,intact,0,3,1.0,1.0,8.370062999829564e-05,0.0,0.0
repaired,for-08,fundamental,0,duration,intact,0,3,1.0,1.0,0.007198553938095653,0.0,0.0
old,for-08,fundamental,0,duration,intact,0,5,1.0,1.0,2.4143421560394593e-05,0.0,0.0
repaired,for-08,fundamental,0,duration,intact,0,5,1.0,1.0,0.008622373448043768,0.0,0.0
old,for-08,fundamental,0,duration,intact,0,6,1.0,1.0,9.608388384885203e-05,0.0,0.0
repaired,for-08,fundamental,0,duration,intact,0,6,1.0,1.0,0.011877520993521351,0.0,0.0
old,for-08,fundamental,0,duration,intact,0,7,1.0,1.0,3.62586863227321e-05,0.0,0.0
repaired,for-08,fundamental,0,duration,intact,0,7,1.0,1.0,0.005068453185284483,0.0,0.0
old,for-08,fundamental,0,duration,intact,0,8,1.0,1.0,3.5846691659457974e-06,0.0,0.0
repaired,for-08,fundamental,0,duration,intact,0,8,1.0,1.0,0.003020557423088377,0.0,0.0
old,for-08,fundamental,0,duration,intact,0,11,1.0,1.0,5.060008839343112e-05,0.0,0.0
repaired,for-08,fundamental,0,duration,intact,0,11,1.0,1.0,0.0022519481960622907,0.0,0.0
old,for-08,fundamental,0,duration,intact,0,12,1.0,1.0,6.926349586766634e-05,0.0,0.0
repaired,for-08,fundamental,0,duration,intact,0,12,1.0,1.0,0.0037546408556208277,0.0,0.0
old,for-08,fundamental,0,duration,intact,0,13,1.0,1.0,2.306425777653942e-05,0.0,0.0
repaired,for-08,fundamental,0,duration,intact,0,13,1.0,1.0,0.0012660900730612212,0.0,0.0
old,for-08,fundamental,0,duration,intact,1,0,1.0,1.0,2.4143421560394593e-05,0.0,0.0
repaired,for-08,fundamental,0,duration,intact,1,0,1.0,1.0,0.008622373448043768,0.0,0.0
old,for-08,fundamental,0,duration,intact,1,1,1.0,1.0,3.6749455189166724e-05,0.0,0.0
repaired,for-08,fundamental,0,duration,intact,1,1,1.0,1.0,0.01292348162594159,0.0,0.0
old,for-08,fundamental,0,duration,intact,1,2,1.0,1.0,3.62586863227321e-05,0.0,0.0
repaired,for-08,fundamental,0,duration,intact,1,2,1.0,1.0,0.005068453185284483,0.0,0.0
old,for-08,fundamental,0,duration,intact,1,3,1.0,1.0,3.5846691659457974e-06,0.0,0.0
repaired,for-08,fundamental,0,duration,intact,1,3,1.0,1.0,0.003020557423088377,0.0,0.0
old,for-08,fundamental,0,duration,intact,1,5,1.0,1.0,2.4143421560394593e-05,0.0,0.0
repaired,for-08,fundamental,0,duration,intact,1,5,1.0,1.0,0.008622373448043768,0.0,0.0
old,for-08,fundamental,0,duration,intact,1,6,1.0,1.0,9.608388384885203e-05,0.0,0.0
repaired,for-08,fundamental,0,duration,intact,1,6,1.0,1.0,0.011877520993521351,0.0,0.0
old,for-08,fundamental,0,duration,intact,1,7,1.0,1.0,3.62586863227321e-05,0.0,0.0
repaired,for-08,fundamental,0,duration,intact,1,7,1.0,1.0,0.005068453185284483,0.0,0.0
old,for-08,fundamental,0,duration,intact,1,8,1.0,1.0,8.370062999829564e-05,0.0,0.0
repaired,for-08,fundamental,0,duration,intact,1,8,1.0,1.0,0.007198553938095653,0.0,0.0
old,for-08,fundamental,0,duration,intact,1,11,1.0,1.0,5.060008839343112e-05,0.0,0.0
repaired,for-08,fundamental,0,duration,intact,1,11,1.0,1.0,0.0022519481960622907,0.0,0.0
old,for-08,fundamental,0,duration,intact,1,12,1.0,1.0,6.926349586766634e-05,0.0,0.0
repaired,for-08,fundamental,0,duration,intact,1,12,1.0,1.0,0.0037546408556208277,0.0,0.0
old,for-08,fundamental,0,duration,intact,1,13,1.0,1.0,2.306425777653942e-05,0.0,0.0
repaired,for-08,fundamental,0,duration,intact,1,13,1.0,1.0,0.0012660900730612212,0.0,0.0
old,for-08,fundamental,0,joint,intact,0,0,1.0,1.0,2.4143421560394593e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,intact,0,0,1.0,1.0,0.008622373448043768,0.0,0.0
old,for-08,fundamental,0,joint,intact,0,1,1.0,1.0,3.6749455189166724e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,intact,0,1,1.0,1.0,0.01292348162594159,0.0,0.0
old,for-08,fundamental,0,joint,intact,0,2,1.0,1.0,3.62586863227321e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,intact,0,2,1.0,1.0,0.005068453185284483,0.0,0.0
old,for-08,fundamental,0,joint,intact,0,3,1.0,1.0,8.370062999829564e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,intact,0,3,1.0,1.0,0.007198553938095653,0.0,0.0
old,for-08,fundamental,0,joint,intact,0,5,1.0,1.0,2.4143421560394593e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,intact,0,5,1.0,1.0,0.008622373448043768,0.0,0.0
old,for-08,fundamental,0,joint,intact,0,6,1.0,1.0,9.608388384885203e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,intact,0,6,1.0,1.0,0.011877520993521351,0.0,0.0
old,for-08,fundamental,0,joint,intact,0,7,1.0,1.0,3.62586863227321e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,intact,0,7,1.0,1.0,0.005068453185284483,0.0,0.0
old,for-08,fundamental,0,joint,intact,0,8,1.0,1.0,3.5846691659457974e-06,0.0,0.0
repaired,for-08,fundamental,0,joint,intact,0,8,1.0,1.0,0.003020557423088377,0.0,0.0
old,for-08,fundamental,0,joint,intact,0,11,1.0,1.0,3.0410462467518127e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,intact,0,11,1.0,1.0,0.0006261484068786277,0.0,0.0
old,for-08,fundamental,0,joint,intact,0,12,1.0,1.0,3.5422981571109347e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,intact,0,12,1.0,1.0,0.003767180561192518,0.0,0.0
old,for-08,fundamental,0,joint,intact,0,13,1.0,1.0,1.4275673676955591e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,intact,0,13,1.0,1.0,0.001031303862710331,0.0,0.0
old,for-08,fundamental,0,joint,intact,1,0,1.0,1.0,2.4143421560394593e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,intact,1,0,1.0,1.0,0.008622373448043768,0.0,0.0
old,for-08,fundamental,0,joint,intact,1,1,1.0,1.0,3.6749455189166724e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,intact,1,1,1.0,1.0,0.01292348162594159,0.0,0.0
old,for-08,fundamental,0,joint,intact,1,2,1.0,1.0,3.62586863227321e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,intact,1,2,1.0,1.0,0.005068453185284483,0.0,0.0
old,for-08,fundamental,0,joint,intact,1,3,1.0,1.0,3.5846691659457974e-06,0.0,0.0
repaired,for-08,fundamental,0,joint,intact,1,3,1.0,1.0,0.003020557423088377,0.0,0.0
old,for-08,fundamental,0,joint,intact,1,5,1.0,1.0,2.4143421560394593e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,intact,1,5,1.0,1.0,0.008622373448043768,0.0,0.0
old,for-08,fundamental,0,joint,intact,1,6,1.0,1.0,9.608388384885203e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,intact,1,6,1.0,1.0,0.011877520993521351,0.0,0.0
old,for-08,fundamental,0,joint,intact,1,7,1.0,1.0,3.62586863227321e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,intact,1,7,1.0,1.0,0.005068453185284483,0.0,0.0
old,for-08,fundamental,0,joint,intact,1,8,1.0,1.0,8.370062999829564e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,intact,1,8,1.0,1.0,0.007198553938095653,0.0,0.0
old,for-08,fundamental,0,joint,intact,1,11,1.0,1.0,3.0410462467518127e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,intact,1,11,1.0,1.0,0.0006261484068786277,0.0,0.0
old,for-08,fundamental,0,joint,intact,1,12,1.0,1.0,3.5422981571109347e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,intact,1,12,1.0,1.0,0.003767180561192518,0.0,0.0
old,for-08,fundamental,0,joint,intact,1,13,1.0,1.0,1.4275673676955591e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,intact,1,13,1.0,1.0,0.001031303862710331,0.0,0.0
old,for-08,fundamental,0,joint,reset,0,0,1.0,1.0,2.4143421560394593e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,reset,0,0,1.0,1.0,0.008622373448043768,0.0,0.0
old,for-08,fundamental,0,joint,reset,0,1,1.0,1.0,3.6749455189166724e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,reset,0,1,1.0,1.0,0.01292348162594159,0.0,0.0
old,for-08,fundamental,0,joint,reset,0,2,1.0,1.0,3.62586863227321e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,reset,0,2,1.0,1.0,0.005068453185284483,0.0,0.0
old,for-08,fundamental,0,joint,reset,0,3,1.0,1.0,8.370062999829564e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,reset,0,3,1.0,1.0,0.007198553938095653,0.0,0.0
old,for-08,fundamental,0,joint,reset,0,5,1.0,1.0,2.4143421560394593e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,reset,0,5,1.0,1.0,0.008622373448043768,0.0,0.0
old,for-08,fundamental,0,joint,reset,0,6,1.0,1.0,9.608388384885203e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,reset,0,6,1.0,1.0,0.011877520993521351,0.0,0.0
old,for-08,fundamental,0,joint,reset,0,7,1.0,1.0,3.62586863227321e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,reset,0,7,1.0,1.0,0.005068453185284483,0.0,0.0
old,for-08,fundamental,0,joint,reset,0,8,1.0,1.0,3.5846691659457974e-06,0.0,0.0
repaired,for-08,fundamental,0,joint,reset,0,8,1.0,1.0,0.003020557423088377,0.0,0.0
old,for-08,fundamental,0,joint,reset,0,11,1.0,1.0,3.0410462467518127e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,reset,0,11,1.0,1.0,0.0006261484068786277,0.0,0.0
old,for-08,fundamental,0,joint,reset,0,12,1.0,1.0,3.5422981571109347e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,reset,0,12,1.0,1.0,0.003767180561192518,0.0,0.0
old,for-08,fundamental,0,joint,reset,0,13,1.0,1.0,1.4275673676955591e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,reset,0,13,1.0,1.0,0.001031303862710331,0.0,0.0
old,for-08,fundamental,0,joint,reset,1,0,1.0,1.0,2.4143421560394593e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,reset,1,0,1.0,1.0,0.008622373448043768,0.0,0.0
old,for-08,fundamental,0,joint,reset,1,1,1.0,1.0,3.6749455189166724e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,reset,1,1,1.0,1.0,0.01292348162594159,0.0,0.0
old,for-08,fundamental,0,joint,reset,1,2,1.0,1.0,3.62586863227321e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,reset,1,2,1.0,1.0,0.005068453185284483,0.0,0.0
old,for-08,fundamental,0,joint,reset,1,3,1.0,1.0,3.5846691659457974e-06,0.0,0.0
repaired,for-08,fundamental,0,joint,reset,1,3,1.0,1.0,0.003020557423088377,0.0,0.0
old,for-08,fundamental,0,joint,reset,1,5,1.0,1.0,2.4143421560394593e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,reset,1,5,1.0,1.0,0.008622373448043768,0.0,0.0
old,for-08,fundamental,0,joint,reset,1,6,1.0,1.0,9.608388384885203e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,reset,1,6,1.0,1.0,0.011877520993521351,0.0,0.0
old,for-08,fundamental,0,joint,reset,1,7,1.0,1.0,3.62586863227321e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,reset,1,7,1.0,1.0,0.005068453185284483,0.0,0.0
old,for-08,fundamental,0,joint,reset,1,8,1.0,1.0,8.370062999829564e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,reset,1,8,1.0,1.0,0.007198553938095653,0.0,0.0
old,for-08,fundamental,0,joint,reset,1,11,1.0,1.0,3.0410462467518127e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,reset,1,11,1.0,1.0,0.0006261484068786277,0.0,0.0
old,for-08,fundamental,0,joint,reset,1,12,1.0,1.0,3.5422981571109347e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,reset,1,12,1.0,1.0,0.003767180561192518,0.0,0.0
old,for-08,fundamental,0,joint,reset,1,13,1.0,1.0,1.4275673676955591e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,reset,1,13,1.0,1.0,0.001031303862710331,0.0,0.0
old,for-08,fundamental,0,joint,removal,0,0,1.0,1.0,2.4143421560394593e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,removal,0,0,1.0,1.0,0.008622373448043768,0.0,0.0
old,for-08,fundamental,0,joint,removal,0,1,1.0,1.0,3.6749455189166724e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,removal,0,1,1.0,1.0,0.01292348162594159,0.0,0.0
old,for-08,fundamental,0,joint,removal,0,2,1.0,1.0,3.62586863227321e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,removal,0,2,1.0,1.0,0.005068453185284483,0.0,0.0
old,for-08,fundamental,0,joint,removal,0,5,1.0,1.0,2.4143421560394593e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,removal,0,5,1.0,1.0,0.008622373448043768,0.0,0.0
old,for-08,fundamental,0,joint,removal,0,6,1.0,1.0,9.608388384885203e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,removal,0,6,1.0,1.0,0.011877520993521351,0.0,0.0
old,for-08,fundamental,0,joint,removal,0,7,1.0,1.0,3.62586863227321e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,removal,0,7,1.0,1.0,0.005068453185284483,0.0,0.0
old,for-08,fundamental,0,joint,removal,0,11,1.0,1.0,3.0410462467518127e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,removal,0,11,1.0,1.0,0.0006261484068786277,0.0,0.0
old,for-08,fundamental,0,joint,removal,0,12,1.0,1.0,3.5422981571109347e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,removal,0,12,1.0,1.0,0.003767180561192518,0.0,0.0
old,for-08,fundamental,0,joint,removal,0,13,1.0,1.0,1.4275673676955591e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,removal,0,13,1.0,1.0,0.001031303862710331,0.0,0.0
old,for-08,fundamental,0,joint,removal,1,0,1.0,1.0,2.4143421560394593e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,removal,1,0,1.0,1.0,0.008622373448043768,0.0,0.0
old,for-08,fundamental,0,joint,removal,1,1,1.0,1.0,3.6749455189166724e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,removal,1,1,1.0,1.0,0.01292348162594159,0.0,0.0
old,for-08,fundamental,0,joint,removal,1,2,1.0,1.0,3.62586863227321e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,removal,1,2,1.0,1.0,0.005068453185284483,0.0,0.0
old,for-08,fundamental,0,joint,removal,1,5,1.0,1.0,2.4143421560394593e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,removal,1,5,1.0,1.0,0.008622373448043768,0.0,0.0
old,for-08,fundamental,0,joint,removal,1,6,1.0,1.0,9.608388384885203e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,removal,1,6,1.0,1.0,0.011877520993521351,0.0,0.0
old,for-08,fundamental,0,joint,removal,1,7,1.0,1.0,3.62586863227321e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,removal,1,7,1.0,1.0,0.005068453185284483,0.0,0.0
old,for-08,fundamental,0,joint,removal,1,11,1.0,1.0,3.0410462467518127e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,removal,1,11,1.0,1.0,0.0006261484068786277,0.0,0.0
old,for-08,fundamental,0,joint,removal,1,12,1.0,1.0,3.5422981571109347e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,removal,1,12,1.0,1.0,0.003767180561192518,0.0,0.0
old,for-08,fundamental,0,joint,removal,1,13,1.0,1.0,1.4275673676955591e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,removal,1,13,1.0,1.0,0.001031303862710331,0.0,0.0
old,for-08,fundamental,0,joint,swap,0,0,1.0,1.0,2.4143421560394593e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,swap,0,0,1.0,1.0,0.008622373448043768,0.0,0.0
old,for-08,fundamental,0,joint,swap,0,1,1.0,1.0,3.6749455189166724e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,swap,0,1,1.0,1.0,0.01292348162594159,0.0,0.0
old,for-08,fundamental,0,joint,swap,0,2,1.0,1.0,3.62586863227321e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,swap,0,2,1.0,1.0,0.005068453185284483,0.0,0.0
old,for-08,fundamental,0,joint,swap,0,3,1.0,1.0,3.5846691659457974e-06,0.0,0.0
repaired,for-08,fundamental,0,joint,swap,0,3,1.0,1.0,0.003020557423088377,0.0,0.0
old,for-08,fundamental,0,joint,swap,0,5,1.0,1.0,2.4143421560394593e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,swap,0,5,1.0,1.0,0.008622373448043768,0.0,0.0
old,for-08,fundamental,0,joint,swap,0,6,1.0,1.0,9.608388384885203e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,swap,0,6,1.0,1.0,0.011877520993521351,0.0,0.0
old,for-08,fundamental,0,joint,swap,0,7,1.0,1.0,3.62586863227321e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,swap,0,7,1.0,1.0,0.005068453185284483,0.0,0.0
old,for-08,fundamental,0,joint,swap,0,8,1.0,1.0,8.370062999829564e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,swap,0,8,1.0,1.0,0.007198553938095653,0.0,0.0
old,for-08,fundamental,0,joint,swap,0,11,1.0,1.0,3.0410462467518127e-05,0.0,0.0
repaired,for-08,fundamental,0,joint,swap,0,11,1.0,1.0,0.0006261484068786277,0.0,0.0
old,for-08,fundamental,0,joint,swap,0,12,1.0,1.0,3.5422981571109347e-05,0.0,0.0
