model,group,cell,condition,variant,source_accuracy,false_match,rejection,pitch_accuracy,time_accuracy,timbre_accuracy,alignment_coverage,alignment_end_error,pitch_shift,time_ratio,spectral_residual,energy_residual
patch-multi/absolute,sp-33,unchanged,ambiguous,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0428125,0.0,1.0,0.02937030701903616,0.10590011382525391
patch-multi/reference,sp-33,unchanged,ambiguous,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0428125,0.0,1.0,0.02937030701903616,0.10590011382525391
patch-multi/absolute,sp-33,unchanged,ambiguous,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0428125,0.0,1.0,0.02937030701903616,0.10590011382525391
patch-multi/reference,sp-33,unchanged,ambiguous,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0428125,0.0,1.0,0.02937030701903616,0.10590011382525391
patch-multi/absolute,sp-33,unchanged,unrelated,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-33,unchanged,unrelated,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-33,unchanged,unrelated,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-33,unchanged,unrelated,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-33,transpose,intact,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-33,transpose,intact,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.013375,-3.0,1.3333333333333333,0.07540858763696814,0.11395649281185538
patch-multi/absolute,sp-33,transpose,intact,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-33,transpose,intact,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.013375,-3.0,1.3333333333333333,0.07459522096835483,0.11389134813875626
patch-multi/absolute,sp-33,stretch,intact,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.002625,0.0,1.3333333333333333,0.12954847162242053,0.16690440640561602
patch-multi/reference,sp-33,stretch,intact,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.002625,0.0,1.3333333333333333,0.12954847162242053,0.16690440640561602
patch-multi/absolute,sp-33,stretch,intact,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.002625,0.0,1.3333333333333333,0.12954847162242053,0.16690440640561602
patch-multi/reference,sp-33,stretch,intact,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.002625,0.0,1.3333333333333333,0.12954847162242053,0.16690440640561602
patch-multi/absolute,sp-33,timbre,intact,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.013375,0.0,1.3333333333333333,0.19248565860444833,0.11528694193549531
patch-multi/reference,sp-33,timbre,intact,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.013375,0.0,1.3333333333333333,0.19248565860444833,0.11528694193549531
patch-multi/absolute,sp-33,timbre,intact,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.013375,0.0,1.3333333333333333,0.19140493387163077,0.11522179726239619
patch-multi/reference,sp-33,timbre,intact,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.013375,0.0,1.3333333333333333,0.19140493387163077,0.11522179726239619
patch-multi/absolute,sp-34,unchanged,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0575,0.0,1.0,0.029670680399653183,0.23688719525753346
patch-multi/reference,sp-34,unchanged,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0575,0.0,1.0,0.029670680399653183,0.23688719525753346
patch-multi/absolute,sp-34,unchanged,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0575,0.0,1.0,0.039688783474409475,0.23726662850256056
patch-multi/reference,sp-34,unchanged,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0575,0.0,1.0,0.039688783474409475,0.23726662850256056
patch-multi/absolute,sp-34,unchanged,reset,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-34,unchanged,reset,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-34,unchanged,reset,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-34,unchanged,reset,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-34,unchanged,removal,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0065,0.0,1.3333333333333333,0.12378941005299318,0.26662803266325763
patch-multi/reference,sp-34,unchanged,removal,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0065,0.0,1.3333333333333333,0.12378941005299318,0.26662803266325763
patch-multi/absolute,sp-34,unchanged,removal,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0065,0.0,1.3333333333333333,0.12378941005299318,0.26662803266325763
patch-multi/reference,sp-34,unchanged,removal,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0065,0.0,1.3333333333333333,0.12378941005299318,0.26662803266325763
patch-multi/absolute,sp-34,unchanged,swap,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0575,0.0,1.0,0.039688783474409475,0.23726662850256056
patch-multi/reference,sp-34,unchanged,swap,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0575,0.0,1.0,0.039688783474409475,0.23726662850256056
patch-multi/absolute,sp-34,unchanged,swap,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0575,0.0,1.0,0.029670680399653183,0.23688719525753346
patch-multi/reference,sp-34,unchanged,swap,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0575,0.0,1.0,0.029670680399653183,0.23688719525753346
patch-multi/absolute,sp-34,unchanged,shuffle,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.027056176776365615,0.23479010928173977
patch-multi/reference,sp-34,unchanged,shuffle,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.027056176776365615,0.23479010928173977
patch-multi/absolute,sp-34,unchanged,shuffle,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.04048455571695107,0.234721996691282
patch-multi/reference,sp-34,unchanged,shuffle,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.04048455571695107,0.234721996691282
patch-multi/absolute,sp-34,unchanged,ambiguous,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0575,0.0,1.0,0.029670680399653183,0.23688719525753346
patch-multi/reference,sp-34,unchanged,ambiguous,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0575,0.0,1.0,0.029670680399653183,0.23688719525753346
patch-multi/absolute,sp-34,unchanged,ambiguous,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0575,0.0,1.0,0.029670680399653183,0.23688719525753346
patch-multi/reference,sp-34,unchanged,ambiguous,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0575,0.0,1.0,0.029670680399653183,0.23688719525753346
patch-multi/absolute,sp-34,unchanged,unrelated,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,0.0,1.3333333333333333,0.24895209996400672,0.24498207320143559
patch-multi/reference,sp-34,unchanged,unrelated,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,0.0,1.3333333333333333,0.24895209996400672,0.24498207320143559
patch-multi/absolute,sp-34,unchanged,unrelated,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,0.0,1.3333333333333333,0.24914540953601633,0.24498207320143559
patch-multi/reference,sp-34,unchanged,unrelated,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,0.0,1.3333333333333333,0.24914540953601633,0.24498207320143559
patch-multi/absolute,sp-34,transpose,intact,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-34,transpose,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0575,3.0,1.0,0.04039125653174081,0.23649980634167964
patch-multi/absolute,sp-34,transpose,intact,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-34,transpose,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0575,3.0,1.0,0.046570266110759845,0.23687923958670673
patch-multi/absolute,sp-34,stretch,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0415,0.0,1.3333333333333333,0.03774484914907107,0.15366028614645888
patch-multi/reference,sp-34,stretch,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0415,0.0,1.3333333333333333,0.03774484914907107,0.15366028614645888
patch-multi/absolute,sp-34,stretch,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0415,0.0,1.3333333333333333,0.043791622887551174,0.1537555316428394
patch-multi/reference,sp-34,stretch,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0415,0.0,1.3333333333333333,0.043791622887551174,0.1537555316428394
patch-multi/absolute,sp-34,timbre,intact,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0575,0.0,1.0,0.038497107270503456,0.23320640183279517
patch-multi/reference,sp-34,timbre,intact,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0575,0.0,1.0,0.038497107270503456,0.23320640183279517
patch-multi/absolute,sp-34,timbre,intact,1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0575,0.0,1.0,0.04661444178147497,0.23358583507782227
patch-multi/reference,sp-34,timbre,intact,1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0575,0.0,1.0,0.04661444178147497,0.23358583507782227
patch-multi/absolute,sp-35,unchanged,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0561875,0.0,1.0,0.05510418100383464,0.18543719502267714
patch-multi/reference,sp-35,unchanged,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0561875,0.0,1.0,0.05510418100383464,0.18543719502267714
patch-multi/absolute,sp-35,unchanged,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0561875,0.0,1.0,0.05342882212521151,0.18625128959988912
patch-multi/reference,sp-35,unchanged,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0561875,0.0,1.0,0.05342882212521151,0.18625128959988912
patch-multi/absolute,sp-35,unchanged,reset,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-35,unchanged,reset,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-35,unchanged,reset,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-35,unchanged,reset,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-35,unchanged,removal,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0081875,0.0,1.3333333333333333,0.10508633435642098,0.18845795982325658
patch-multi/reference,sp-35,unchanged,removal,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0081875,0.0,1.3333333333333333,0.10508633435642098,0.18845795982325658
patch-multi/absolute,sp-35,unchanged,removal,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0081875,0.0,1.3333333333333333,0.10508633435642098,0.18845795982325658
patch-multi/reference,sp-35,unchanged,removal,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0081875,0.0,1.3333333333333333,0.10508633435642098,0.18845795982325658
patch-multi/absolute,sp-35,unchanged,swap,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0561875,0.0,1.0,0.05342882212521151,0.18625128959988912
patch-multi/reference,sp-35,unchanged,swap,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0561875,0.0,1.0,0.05342882212521151,0.18625128959988912
patch-multi/absolute,sp-35,unchanged,swap,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0561875,0.0,1.0,0.05510418100383464,0.18543719502267714
patch-multi/reference,sp-35,unchanged,swap,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0561875,0.0,1.0,0.05510418100383464,0.18543719502267714
patch-multi/absolute,sp-35,unchanged,shuffle,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.06025,0.0,1.0,0.06104218586063789,0.18204912214838784
patch-multi/reference,sp-35,unchanged,shuffle,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.06025,0.0,1.0,0.06104218586063789,0.18204912214838784
patch-multi/absolute,sp-35,unchanged,shuffle,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.06025,0.0,1.0,0.058724128667896676,0.18276165193123567
patch-multi/reference,sp-35,unchanged,shuffle,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.06025,0.0,1.0,0.058724128667896676,0.18276165193123567
patch-multi/absolute,sp-35,unchanged,ambiguous,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0561875,0.0,1.0,0.05510418100383464,0.18543719502267714
patch-multi/reference,sp-35,unchanged,ambiguous,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0561875,0.0,1.0,0.05510418100383464,0.18543719502267714
patch-multi/absolute,sp-35,unchanged,ambiguous,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0561875,0.0,1.0,0.05510418100383464,0.18543719502267714
patch-multi/reference,sp-35,unchanged,ambiguous,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0561875,0.0,1.0,0.05510418100383464,0.18543719502267714
patch-multi/absolute,sp-35,unchanged,unrelated,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-35,unchanged,unrelated,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-35,unchanged,unrelated,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-35,unchanged,unrelated,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-35,transpose,intact,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-35,transpose,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0561875,5.0,1.0,0.07019338892722313,0.1803475219343712
patch-multi/absolute,sp-35,transpose,intact,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-35,transpose,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0561875,5.0,1.0,0.062965211365271,0.1811616165115832
patch-multi/absolute,sp-35,stretch,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0401875,0.0,1.3333333333333333,0.04435958280703147,0.14414438969262888
patch-multi/reference,sp-35,stretch,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0401875,0.0,1.3333333333333333,0.04435958280703147,0.14414438969262888
patch-multi/absolute,sp-35,stretch,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0401875,0.0,1.3333333333333333,0.0394506683125541,0.1456675097187429
patch-multi/reference,sp-35,stretch,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0401875,0.0,1.3333333333333333,0.0394506683125541,0.1456675097187429
patch-multi/absolute,sp-35,timbre,intact,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-35,timbre,intact,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-35,timbre,intact,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-35,timbre,intact,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-36,unchanged,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0596875,0.0,1.0,0.03509743249613993,0.1690798552540408
patch-multi/reference,sp-36,unchanged,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0596875,0.0,1.0,0.03509743249613993,0.1690798552540408
patch-multi/absolute,sp-36,unchanged,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0596875,0.0,1.0,0.03507665043646734,0.16913798185076478
patch-multi/reference,sp-36,unchanged,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0596875,0.0,1.0,0.03507665043646734,0.16913798185076478
patch-multi/absolute,sp-36,unchanged,reset,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-36,unchanged,reset,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-36,unchanged,reset,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-36,unchanged,reset,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-36,unchanged,removal,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0116875,0.0,1.3333333333333333,0.09586720627954212,0.1628324954209512
patch-multi/reference,sp-36,unchanged,removal,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0116875,0.0,1.3333333333333333,0.09586720627954212,0.1628324954209512
patch-multi/absolute,sp-36,unchanged,removal,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0116875,0.0,1.3333333333333333,0.09586720627954212,0.1628324954209512
patch-multi/reference,sp-36,unchanged,removal,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0116875,0.0,1.3333333333333333,0.09586720627954212,0.1628324954209512
patch-multi/absolute,sp-36,unchanged,swap,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0596875,0.0,1.0,0.03507665043646734,0.16913798185076478
patch-multi/reference,sp-36,unchanged,swap,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0596875,0.0,1.0,0.03507665043646734,0.16913798185076478
patch-multi/absolute,sp-36,unchanged,swap,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0596875,0.0,1.0,0.03509743249613993,0.1690798552540408
patch-multi/reference,sp-36,unchanged,swap,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0596875,0.0,1.0,0.03509743249613993,0.1690798552540408
patch-multi/absolute,sp-36,unchanged,shuffle,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.054875,0.0,1.0,0.028252814256837507,0.17054667268060258
patch-multi/reference,sp-36,unchanged,shuffle,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.054875,0.0,1.0,0.028252814256837507,0.17054667268060258
patch-multi/absolute,sp-36,unchanged,shuffle,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.054875,0.0,1.0,0.028796157727370448,0.1703395926616915
patch-multi/reference,sp-36,unchanged,shuffle,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.054875,0.0,1.0,0.028796157727370448,0.1703395926616915
patch-multi/absolute,sp-36,unchanged,ambiguous,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.054875,0.0,1.0,0.028796157727370448,0.1703395926616915
patch-multi/reference,sp-36,unchanged,ambiguous,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.054875,0.0,1.0,0.028796157727370448,0.1703395926616915
patch-multi/absolute,sp-36,unchanged,ambiguous,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.054875,0.0,1.0,0.028796157727370448,0.1703395926616915
patch-multi/reference,sp-36,unchanged,ambiguous,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.054875,0.0,1.0,0.028796157727370448,0.1703395926616915
patch-multi/absolute,sp-36,unchanged,unrelated,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,0.0,1.3333333333333333,0.23364784666189017,0.1783014286228731
patch-multi/reference,sp-36,unchanged,unrelated,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.3333333333333333,0.18781233432747704,0.17761798670971218
patch-multi/absolute,sp-36,unchanged,unrelated,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,0.0,1.3333333333333333,0.23325908470321738,0.1783014286228731
patch-multi/reference,sp-36,unchanged,unrelated,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.3333333333333333,0.18226105853393776,0.17761798670971218
patch-multi/absolute,sp-36,transpose,intact,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-36,transpose,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0596875,-5.0,1.0,0.04647338688166507,0.1626796179950177
patch-multi/absolute,sp-36,transpose,intact,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-36,transpose,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0596875,-5.0,1.0,0.051188088937398346,0.1627377445917417
patch-multi/absolute,sp-36,stretch,intact,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0043125,0.0,1.3333333333333333,0.13853318664015296,0.1356047307909871
patch-multi/reference,sp-36,stretch,intact,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0043125,0.0,1.3333333333333333,0.13853318664015296,0.1356047307909871
patch-multi/absolute,sp-36,stretch,intact,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,0.0,0.8,0.1372425269689782,0.1186566226168172
patch-multi/reference,sp-36,stretch,intact,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,0.0,0.8,0.1372425269689782,0.1186566226168172
patch-multi/absolute,sp-36,timbre,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0596875,0.0,1.0,0.1515020908056981,0.1738890484054992
patch-multi/reference,sp-36,timbre,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0596875,0.0,1.0,0.1515020908056981,0.1738890484054992
patch-multi/absolute,sp-36,timbre,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0596875,0.0,1.0,0.14586766668084294,0.17394717500222318
patch-multi/reference,sp-36,timbre,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0596875,0.0,1.0,0.14586766668084294,0.17394717500222318
patch-multi/absolute,sp-37,unchanged,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.059125,0.0,1.0,0.06092481501211399,0.15102527271934063
patch-multi/reference,sp-37,unchanged,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.059125,0.0,1.0,0.06092481501211399,0.15102527271934063
patch-multi/absolute,sp-37,unchanged,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.059125,0.0,1.0,0.05691949973333488,0.1512696478806443
patch-multi/reference,sp-37,unchanged,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.059125,0.0,1.0,0.05691949973333488,0.1512696478806443
patch-multi/absolute,sp-37,unchanged,reset,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-37,unchanged,reset,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-37,unchanged,reset,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-37,unchanged,reset,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-37,unchanged,removal,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.011125,0.0,1.3333333333333333,0.09515458602995455,0.14671828963758515
patch-multi/reference,sp-37,unchanged,removal,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.011125,0.0,1.3333333333333333,0.09515458602995455,0.14671828963758515
patch-multi/absolute,sp-37,unchanged,removal,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.011125,0.0,1.3333333333333333,0.09515458602995455,0.14671828963758515
patch-multi/reference,sp-37,unchanged,removal,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.011125,0.0,1.3333333333333333,0.09515458602995455,0.14671828963758515
patch-multi/absolute,sp-37,unchanged,swap,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.059125,0.0,1.0,0.05691949973333488,0.1512696478806443
patch-multi/reference,sp-37,unchanged,swap,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.059125,0.0,1.0,0.05691949973333488,0.1512696478806443
patch-multi/absolute,sp-37,unchanged,swap,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.059125,0.0,1.0,0.06092481501211399,0.15102527271934063
patch-multi/reference,sp-37,unchanged,swap,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.059125,0.0,1.0,0.06092481501211399,0.15102527271934063
patch-multi/absolute,sp-37,unchanged,shuffle,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0535625,0.0,1.0,0.04759649474582705,0.14737691082210386
patch-multi/reference,sp-37,unchanged,shuffle,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0535625,0.0,1.0,0.04759649474582705,0.14737691082210386
patch-multi/absolute,sp-37,unchanged,shuffle,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0535625,0.0,1.0,0.04497738450422725,0.14781233812553743
patch-multi/reference,sp-37,unchanged,shuffle,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0535625,0.0,1.0,0.04497738450422725,0.14781233812553743
patch-multi/absolute,sp-37,unchanged,ambiguous,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0535625,0.0,1.0,0.04497738450422725,0.14781233812553743
patch-multi/reference,sp-37,unchanged,ambiguous,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0535625,0.0,1.0,0.04497738450422725,0.14781233812553743
patch-multi/absolute,sp-37,unchanged,ambiguous,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0535625,0.0,1.0,0.04497738450422725,0.14781233812553743
patch-multi/reference,sp-37,unchanged,ambiguous,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0535625,0.0,1.0,0.04497738450422725,0.14781233812553743
patch-multi/absolute,sp-37,unchanged,unrelated,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-37,unchanged,unrelated,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-37,unchanged,unrelated,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-37,unchanged,unrelated,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-37,transpose,intact,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-37,transpose,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.059125,-3.0,1.0,0.06934828582590594,0.1484890096032879
patch-multi/absolute,sp-37,transpose,intact,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-37,transpose,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.059125,-3.0,1.0,0.07086309202522723,0.14873338476459153
patch-multi/absolute,sp-37,stretch,intact,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,0.0,0.8,0.13290353974259428,0.11029933230751711
patch-multi/reference,sp-37,stretch,intact,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,0.0,0.8,0.13290353974259428,0.11029933230751711
patch-multi/absolute,sp-37,stretch,intact,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,0.13529416511799136,0.12541608755533593
patch-multi/reference,sp-37,stretch,intact,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,0.13529416511799136,0.12541608755533593
