model,cell,condition,bin,count,confidence,accuracy
f32/recency,unchanged,unrelated,9,48,0.951,0.0
f32/reference,stretch,intact,5,4,0.511604927865247,0.5
f32/reference,stretch,intact,7,1,0.7009358840297331,0.0
f32/reference,stretch,intact,9,43,0.9996809302325583,0.3023255813953488
f32/reference,timbre,intact,5,3,0.5083342975825693,1.0
f32/reference,timbre,intact,6,5,0.6681487898993426,0.4
f32/reference,timbre,intact,9,40,0.999265,0.7
f32/reference,transpose,intact,5,6,0.527427797817069,1.0
f32/reference,transpose,intact,6,2,0.6830130527371774,0.0
f32/reference,transpose,intact,9,40,0.999314,0.65
f32/reference,unchanged,ambiguous,4,2,0.49980525090917843,0.5
f32/reference,unchanged,ambiguous,5,26,0.5128700158100267,0.46153846153846156
f32/reference,unchanged,ambiguous,6,6,0.6803311463893462,0.3333333333333333
f32/reference,unchanged,ambiguous,9,14,0.9997199999999999,0.07142857142857142
f32/reference,unchanged,intact,5,3,0.5175377273958488,0.6666666666666666
f32/reference,unchanged,intact,6,3,0.6813153932310438,0.0
f32/reference,unchanged,intact,9,42,0.9992533333333333,0.7142857142857143
f32/reference,unchanged,removal,9,48,0.9997141666666667,0.0
f32/reference,unchanged,reset,9,48,1.0,0.0
f32/reference,unchanged,shuffle,5,4,0.5111506100008754,1.0
f32/reference,unchanged,shuffle,9,44,0.9992872727272729,0.6363636363636364
f32/reference,unchanged,swap,5,3,0.5175377273958488,0.6666666666666666
f32/reference,unchanged,swap,6,3,0.6813153932310438,0.0
f32/reference,unchanged,swap,9,42,0.9992533333333333,0.7142857142857143
f32/reference,unchanged,unrelated,9,48,0.9999183333333334,0.0
f32/single,stretch,intact,5,2,0.5017893174019679,0.0
f32/single,stretch,intact,9,46,1.0,0.0
f32/single,timbre,intact,9,48,1.0,0.0
f32/single,transpose,intact,9,48,1.0,0.0
f32/single,unchanged,ambiguous,9,48,1.0,0.0
f32/single,unchanged,intact,9,48,1.0,0.0
f32/single,unchanged,removal,9,48,1.0,0.0
f32/single,unchanged,reset,9,48,1.0,0.0
f32/single,unchanged,shuffle,9,48,1.0,0.0
f32/single,unchanged,swap,9,48,1.0,0.0
f32/single,unchanged,unrelated,9,48,0.9999591666666667,0.0
f32/transition1,stretch,intact,9,48,0.9942299249457284,0.0
f32/transition1,timbre,intact,9,48,0.9924199058097978,0.0
f32/transition1,transpose,intact,3,2,0.37464499999999995,0.0
f32/transition1,transpose,intact,9,46,0.9990199999999744,0.0
f32/transition1,unchanged,ambiguous,9,48,0.9955279862141514,0.0
f32/transition1,unchanged,intact,9,48,0.9949425283661298,0.0
f32/transition1,unchanged,removal,9,48,0.9990199999999999,0.0
f32/transition1,unchanged,reset,9,48,0.9990199999999999,0.0
f32/transition1,unchanged,shuffle,9,48,0.9949991860382689,0.0
f32/transition1,unchanged,swap,9,48,0.9949425283661298,0.0
f32/transition1,unchanged,unrelated,3,2,0.37464499999999995,0.0
f32/transition1,unchanged,unrelated,9,46,0.9954714576226399,0.0
f32/transition2,stretch,intact,9,48,0.9934848378680092,0.0
f32/transition2,timbre,intact,9,48,0.9907346397377017,0.0
f32/transition2,transpose,intact,3,4,0.37464499999999995,0.0
f32/transition2,transpose,intact,9,44,0.999019999999965,0.0
f32/transition2,unchanged,ambiguous,9,48,0.994967928373946,0.0
f32/transition2,unchanged,intact,9,48,0.9943265802060841,0.0
f32/transition2,unchanged,removal,9,48,0.9990199999999999,0.0
f32/transition2,unchanged,reset,9,48,0.9990199999999999,0.0
f32/transition2,unchanged,shuffle,9,48,0.9944155498724108,0.0
f32/transition2,unchanged,swap,9,48,0.9943265802060841,0.0
f32/transition2,unchanged,unrelated,3,2,0.37464499999999995,0.0
f32/transition2,unchanged,unrelated,9,46,0.9949224465857575,0.0
f32/transition3,stretch,intact,9,48,0.9927187099323663,0.0
f32/transition3,timbre,intact,9,48,0.9896791118888594,0.0
f32/transition3,transpose,intact,3,4,0.37464499999999995,0.0
f32/transition3,transpose,intact,9,44,0.9990199999999596,0.0
f32/transition3,unchanged,ambiguous,9,48,0.9942793225313471,0.0
f32/transition3,unchanged,intact,9,48,0.9935913697127999,0.0
f32/transition3,unchanged,removal,9,48,0.9990199999999999,0.0
f32/transition3,unchanged,reset,9,48,0.9990199999999999,0.0
f32/transition3,unchanged,shuffle,9,48,0.9937121563948895,0.0
f32/transition3,unchanged,swap,9,48,0.9935913697127999,0.0
f32/transition3,unchanged,unrelated,3,2,0.37464499999999995,0.0
f32/transition3,unchanged,unrelated,9,46,0.994313493260108,0.0
fixed/absolute,stretch,intact,3,48,0.37464499999999995,0.08333333333333333
fixed/absolute,timbre,intact,3,48,0.37464499999999995,0.08333333333333333
fixed/absolute,transpose,intact,3,48,0.37464499999999995,0.08333333333333333
fixed/absolute,unchanged,ambiguous,3,48,0.37464499999999995,0.08333333333333333
fixed/absolute,unchanged,intact,3,48,0.37464499999999995,0.08333333333333333
fixed/absolute,unchanged,removal,3,48,0.37464499999999995,0.08333333333333333
fixed/absolute,unchanged,reset,3,48,0.37464499999999995,0.08333333333333333
fixed/absolute,unchanged,shuffle,3,48,0.37464499999999995,0.08333333333333333
fixed/absolute,unchanged,swap,3,48,0.37464499999999995,0.08333333333333333
fixed/absolute,unchanged,unrelated,3,48,0.37464499999999995,0.08333333333333333
fixed/present,stretch,intact,3,48,0.37464499999999995,0.08333333333333333
fixed/present,timbre,intact,3,48,0.37464499999999995,0.08333333333333333
fixed/present,transpose,intact,3,48,0.37464499999999995,0.08333333333333333
fixed/present,unchanged,ambiguous,3,48,0.37464499999999995,0.08333333333333333
fixed/present,unchanged,intact,3,48,0.37464499999999995,0.08333333333333333
fixed/present,unchanged,removal,3,48,0.37464499999999995,0.08333333333333333
fixed/present,unchanged,reset,3,48,0.37464499999999995,0.08333333333333333
fixed/present,unchanged,shuffle,3,48,0.37464499999999995,0.08333333333333333
fixed/present,unchanged,swap,3,48,0.37464499999999995,0.08333333333333333
fixed/present,unchanged,unrelated,3,48,0.37464499999999995,0.08333333333333333
fixed/recency,stretch,intact,3,26,0.35724999999999996,0.07692307692307693
fixed/recency,stretch,intact,9,22,0.9510000000000001,0.045454545454545456
fixed/recency,timbre,intact,3,16,0.35724999999999996,0.1875
fixed/recency,timbre,intact,9,32,0.9509999999999998,0.03125
fixed/recency,transpose,intact,3,16,0.35724999999999996,0.0625
fixed/recency,transpose,intact,9,32,0.951,0.0
fixed/recency,unchanged,ambiguous,3,16,0.35724999999999996,0.1875
fixed/recency,unchanged,ambiguous,9,32,0.951,0.03125
fixed/recency,unchanged,intact,3,16,0.35724999999999996,0.1875
fixed/recency,unchanged,intact,9,32,0.9509999999999998,0.03125
fixed/recency,unchanged,removal,3,12,0.35725,0.16666666666666666
fixed/recency,unchanged,removal,9,36,0.951,0.0
fixed/recency,unchanged,reset,3,18,0.3572499999999999,0.16666666666666666
fixed/recency,unchanged,reset,9,30,0.9510000000000001,0.0
fixed/recency,unchanged,shuffle,3,16,0.35724999999999996,0.1875
fixed/recency,unchanged,shuffle,9,32,0.9509999999999998,0.03125
fixed/recency,unchanged,swap,3,16,0.35724999999999996,0.1875
fixed/recency,unchanged,swap,9,32,0.9509999999999998,0.03125
fixed/recency,unchanged,unrelated,3,18,0.3572499999999999,0.1111111111111111
fixed/recency,unchanged,unrelated,9,30,0.9510000000000001,0.0
fixed/reference,stretch,intact,3,48,0.37464499999999995,0.08333333333333333
fixed/reference,timbre,intact,3,48,0.37464499999999995,0.08333333333333333
fixed/reference,transpose,intact,3,48,0.37464499999999995,0.08333333333333333
fixed/reference,unchanged,ambiguous,3,48,0.37464499999999995,0.08333333333333333
fixed/reference,unchanged,intact,3,48,0.37464499999999995,0.08333333333333333
fixed/reference,unchanged,removal,3,48,0.37464499999999995,0.08333333333333333
fixed/reference,unchanged,reset,3,48,0.37464499999999995,0.08333333333333333
fixed/reference,unchanged,shuffle,3,48,0.37464499999999995,0.08333333333333333
fixed/reference,unchanged,swap,3,48,0.37464499999999995,0.08333333333333333
fixed/reference,unchanged,unrelated,3,48,0.37464499999999995,0.08333333333333333
fixed/transition1,stretch,intact,3,28,0.37464499999999984,0.10714285714285714
fixed/transition1,stretch,intact,5,2,0.5170881530643819,0.0
fixed/transition1,stretch,intact,6,1,0.6535754080723821,0.0
fixed/transition1,stretch,intact,7,2,0.7969072824495465,0.0
fixed/transition1,stretch,intact,8,1,0.844456797067949,0.0
fixed/transition1,stretch,intact,9,14,0.9990199999999998,0.07142857142857142
fixed/transition1,timbre,intact,3,25,0.37652000087571047,0.12
fixed/transition1,timbre,intact,6,3,0.6477959967231591,0.0
fixed/transition1,timbre,intact,9,20,0.9990200000000001,0.05
fixed/transition1,transpose,intact,3,22,0.37279302490661537,0.09090909090909091
fixed/transition1,transpose,intact,6,1,0.6760786654127725,0.0
fixed/transition1,transpose,intact,7,1,0.7028301459955011,0.0
fixed/transition1,transpose,intact,9,24,0.9990178335849565,0.0
fixed/transition1,unchanged,ambiguous,3,24,0.3760749193649036,0.125
fixed/transition1,unchanged,ambiguous,5,4,0.5480826629032977,0.0
fixed/transition1,unchanged,ambiguous,9,20,0.9990200000000004,0.05
fixed/transition1,unchanged,intact,3,23,0.37670329274177167,0.13043478260869565
fixed/transition1,unchanged,intact,6,3,0.6456127438377807,0.0
fixed/transition1,unchanged,intact,9,22,0.9990200000000002,0.045454545454545456
fixed/transition1,unchanged,removal,3,20,0.374645,0.1
fixed/transition1,unchanged,removal,4,2,0.4927085436621157,0.0
fixed/transition1,unchanged,removal,6,2,0.6422424444644276,0.0
fixed/transition1,unchanged,removal,9,24,0.9990200000000001,0.0
fixed/transition1,unchanged,reset,3,24,0.37464499999999995,0.125
fixed/transition1,unchanged,reset,5,2,0.5473412474826967,0.0
fixed/transition1,unchanged,reset,6,2,0.6422424444644276,0.0
fixed/transition1,unchanged,reset,9,20,0.9990200000000004,0.0
fixed/transition1,unchanged,shuffle,3,25,0.3768919057723633,0.12
fixed/transition1,unchanged,shuffle,5,3,0.5428709886312267,0.0
fixed/transition1,unchanged,shuffle,6,1,0.6903362541404114,0.0
fixed/transition1,unchanged,shuffle,9,19,0.9990200000000001,0.05263157894736842
fixed/transition1,unchanged,swap,3,23,0.37670329274177167,0.13043478260869565
fixed/transition1,unchanged,swap,6,3,0.6456127438377807,0.0
fixed/transition1,unchanged,swap,9,22,0.9990200000000002,0.045454545454545456
fixed/transition1,unchanged,unrelated,3,22,0.37464499999999995,0.13636363636363635
fixed/transition1,unchanged,unrelated,5,8,0.5213350407632482,0.0
fixed/transition1,unchanged,unrelated,7,1,0.7500778959567821,0.0
fixed/transition1,unchanged,unrelated,9,17,0.9990200000000001,0.0
fixed/transition2,stretch,intact,3,48,0.37464499999999995,0.08333333333333333
fixed/transition2,timbre,intact,3,48,0.37464499999999995,0.08333333333333333
fixed/transition2,transpose,intact,3,46,0.374645,0.08695652173913043
fixed/transition2,transpose,intact,9,2,0.9990199999999999,0.0
fixed/transition2,unchanged,ambiguous,3,48,0.37464499999999995,0.08333333333333333
fixed/transition2,unchanged,intact,3,48,0.37464499999999995,0.08333333333333333
fixed/transition2,unchanged,removal,3,48,0.37464499999999995,0.08333333333333333
fixed/transition2,unchanged,reset,3,48,0.37464499999999995,0.08333333333333333
fixed/transition2,unchanged,shuffle,3,48,0.37464499999999995,0.08333333333333333
fixed/transition2,unchanged,swap,3,48,0.37464499999999995,0.08333333333333333
fixed/transition2,unchanged,unrelated,3,48,0.37464499999999995,0.08333333333333333
fixed/transition3,stretch,intact,3,48,0.37464499999999995,0.08333333333333333
fixed/transition3,timbre,intact,3,48,0.37464499999999995,0.08333333333333333
fixed/transition3,transpose,intact,3,48,0.37464499999999995,0.08333333333333333
fixed/transition3,unchanged,ambiguous,3,48,0.37464499999999995,0.08333333333333333
fixed/transition3,unchanged,intact,3,48,0.37464499999999995,0.08333333333333333
fixed/transition3,unchanged,removal,3,48,0.37464499999999995,0.08333333333333333
fixed/transition3,unchanged,reset,3,48,0.37464499999999995,0.08333333333333333
fixed/transition3,unchanged,shuffle,3,48,0.37464499999999995,0.08333333333333333
fixed/transition3,unchanged,swap,3,48,0.37464499999999995,0.08333333333333333
fixed/transition3,unchanged,unrelated,3,48,0.37464499999999995,0.08333333333333333
oracle-boundary/absolute,stretch,intact,9,48,0.9990199999999998,1.0
oracle-boundary/absolute,timbre,intact,9,48,0.9990199999999998,1.0
oracle-boundary/absolute,transpose,intact,3,48,0.37464499999999995,0.08333333333333333
oracle-boundary/absolute,unchanged,ambiguous,4,48,0.49951999999999996,0.5
oracle-boundary/absolute,unchanged,intact,9,48,0.9990199999999998,1.0
oracle-boundary/absolute,unchanged,removal,3,48,0.37464499999999995,0.08333333333333333
oracle-boundary/absolute,unchanged,reset,3,48,0.37464499999999995,0.08333333333333333
oracle-boundary/absolute,unchanged,shuffle,9,48,0.9990199999999998,1.0
oracle-boundary/absolute,unchanged,swap,9,48,0.9990199999999998,1.0
oracle-boundary/absolute,unchanged,unrelated,3,48,0.37464499999999995,0.08333333333333333
oracle-boundary/present,stretch,intact,3,48,0.37464499999999995,0.08333333333333333
oracle-boundary/present,timbre,intact,3,48,0.37464499999999995,0.08333333333333333
oracle-boundary/present,transpose,intact,3,48,0.37464499999999995,0.08333333333333333
oracle-boundary/present,unchanged,ambiguous,3,48,0.37464499999999995,0.08333333333333333
oracle-boundary/present,unchanged,intact,3,48,0.37464499999999995,0.08333333333333333
oracle-boundary/present,unchanged,removal,3,48,0.37464499999999995,0.08333333333333333
oracle-boundary/present,unchanged,reset,3,48,0.37464499999999995,0.08333333333333333
oracle-boundary/present,unchanged,shuffle,3,48,0.37464499999999995,0.08333333333333333
oracle-boundary/present,unchanged,swap,3,48,0.37464499999999995,0.08333333333333333
oracle-boundary/present,unchanged,unrelated,3,48,0.37464499999999995,0.08333333333333333
oracle-boundary/recency,stretch,intact,9,48,0.951,0.4583333333333333
oracle-boundary/recency,timbre,intact,9,48,0.951,0.4583333333333333
oracle-boundary/recency,transpose,intact,3,34,0.35725,0.08823529411764706
oracle-boundary/recency,transpose,intact,9,14,0.9510000000000002,0.0
oracle-boundary/recency,unchanged,ambiguous,9,48,0.951,0.4583333333333333
oracle-boundary/recency,unchanged,intact,9,48,0.951,0.4583333333333333
oracle-boundary/recency,unchanged,removal,3,42,0.35725,0.09523809523809523
oracle-boundary/recency,unchanged,removal,9,6,0.951,0.0
oracle-boundary/recency,unchanged,reset,3,44,0.35725,0.09090909090909091
oracle-boundary/recency,unchanged,reset,9,4,0.951,0.0
oracle-boundary/recency,unchanged,shuffle,9,48,0.951,0.4583333333333333
oracle-boundary/recency,unchanged,swap,9,48,0.951,0.4583333333333333
oracle-boundary/recency,unchanged,unrelated,3,22,0.35724999999999985,0.045454545454545456
oracle-boundary/recency,unchanged,unrelated,9,26,0.951,0.19230769230769232
oracle-boundary/reference,stretch,intact,9,48,0.9990199999999998,1.0
oracle-boundary/reference,timbre,intact,9,48,0.9990199999999998,1.0
oracle-boundary/reference,transpose,intact,9,48,0.9990199999999998,1.0
oracle-boundary/reference,unchanged,ambiguous,4,48,0.49951999999999996,0.5
oracle-boundary/reference,unchanged,intact,9,48,0.9990199999999998,1.0
oracle-boundary/reference,unchanged,removal,3,48,0.37464499999999995,0.08333333333333333
oracle-boundary/reference,unchanged,reset,3,48,0.37464499999999995,0.08333333333333333
oracle-boundary/reference,unchanged,shuffle,9,48,0.9990199999999998,1.0
oracle-boundary/reference,unchanged,swap,9,48,0.9990199999999998,1.0
oracle-boundary/reference,unchanged,unrelated,3,48,0.37464499999999995,0.08333333333333333
oracle-boundary/transition1,stretch,intact,3,6,0.3772987846839167,0.16666666666666666
oracle-boundary/transition1,stretch,intact,4,42,0.4995199999999999,0.5
oracle-boundary/transition1,timbre,intact,3,6,0.3774391596131597,0.16666666666666666
oracle-boundary/transition1,timbre,intact,4,42,0.4995199999999999,0.5
oracle-boundary/transition1,transpose,intact,3,34,0.3746449999999999,0.08823529411764706
oracle-boundary/transition1,transpose,intact,4,6,0.49956796249797414,0.0
oracle-boundary/transition1,transpose,intact,9,8,0.9990199999999999,0.0
oracle-boundary/transition1,unchanged,ambiguous,4,44,0.4995199999999999,0.5
oracle-boundary/transition1,unchanged,ambiguous,5,4,0.5991189352280697,0.0
oracle-boundary/transition1,unchanged,intact,3,6,0.3773136238648089,0.16666666666666666
oracle-boundary/transition1,unchanged,intact,4,42,0.4995199999999999,0.5
oracle-boundary/transition1,unchanged,removal,3,42,0.3746449999999999,0.09523809523809523
oracle-boundary/transition1,unchanged,removal,6,4,0.66602,0.0
oracle-boundary/transition1,unchanged,removal,9,2,0.99902,0.0
oracle-boundary/transition1,unchanged,reset,3,44,0.37464499999999995,0.09090909090909091
oracle-boundary/transition1,unchanged,reset,9,4,0.99902,0.0
oracle-boundary/transition1,unchanged,shuffle,3,6,0.3773136238648089,0.16666666666666666
oracle-boundary/transition1,unchanged,shuffle,4,42,0.4995199999999999,0.5
oracle-boundary/transition1,unchanged,swap,3,6,0.3773136238648089,0.16666666666666666
oracle-boundary/transition1,unchanged,swap,4,42,0.4995199999999999,0.5
oracle-boundary/transition1,unchanged,unrelated,3,22,0.37464499999999995,0.045454545454545456
oracle-boundary/transition1,unchanged,unrelated,4,6,0.49951999999999996,0.5
oracle-boundary/transition1,unchanged,unrelated,9,20,0.9990200000000001,0.05
oracle-boundary/transition2,stretch,intact,9,48,0.9990199999999998,1.0
oracle-boundary/transition2,timbre,intact,9,48,0.9990199999999998,1.0
oracle-boundary/transition2,transpose,intact,3,48,0.37464499999999995,0.08333333333333333
oracle-boundary/transition2,unchanged,ambiguous,4,48,0.49951999999999996,0.5
oracle-boundary/transition2,unchanged,intact,9,48,0.9990199999999998,1.0
oracle-boundary/transition2,unchanged,removal,3,48,0.37464499999999995,0.08333333333333333
oracle-boundary/transition2,unchanged,reset,3,48,0.37464499999999995,0.08333333333333333
oracle-boundary/transition2,unchanged,shuffle,9,48,0.9990199999999998,1.0
oracle-boundary/transition2,unchanged,swap,9,48,0.9990199999999998,1.0
oracle-boundary/transition2,unchanged,unrelated,3,48,0.37464499999999995,0.08333333333333333
oracle-boundary/transition3,stretch,intact,9,48,0.9990199999999998,1.0
oracle-boundary/transition3,timbre,intact,9,48,0.9990199999999998,1.0
oracle-boundary/transition3,transpose,intact,3,48,0.37464499999999995,0.08333333333333333
oracle-boundary/transition3,unchanged,ambiguous,4,48,0.49951999999999996,0.5
oracle-boundary/transition3,unchanged,intact,9,48,0.9990199999999998,1.0
oracle-boundary/transition3,unchanged,removal,3,48,0.37464499999999995,0.08333333333333333
oracle-boundary/transition3,unchanged,reset,3,48,0.37464499999999995,0.08333333333333333
oracle-boundary/transition3,unchanged,shuffle,9,48,0.9990199999999998,1.0
oracle-boundary/transition3,unchanged,swap,9,48,0.9990199999999998,1.0
oracle-boundary/transition3,unchanged,unrelated,3,48,0.37464499999999995,0.08333333333333333
patch-multi/absolute,stretch,intact,5,4,0.542247449101351,0.75
patch-multi/absolute,stretch,intact,6,2,0.6403820425655316,0.0
patch-multi/absolute,stretch,intact,8,2,0.8794143822644988,0.0
patch-multi/absolute,stretch,intact,9,40,0.9965169170663565,0.95
patch-multi/absolute,timbre,intact,9,48,0.9963415709530143,0.6666666666666666
patch-multi/absolute,transpose,intact,9,48,0.9998979166666665,0.0
patch-multi/absolute,unchanged,ambiguous,5,2,0.5595013010699307,0.5
patch-multi/absolute,unchanged,ambiguous,6,14,0.6478050070483975,0.5
patch-multi/absolute,unchanged,ambiguous,7,8,0.7382111625313056,0.5
patch-multi/absolute,unchanged,ambiguous,8,8,0.8660218047886695,0.5
patch-multi/absolute,unchanged,ambiguous,9,16,0.9417957035227609,0.5
patch-multi/absolute,unchanged,intact,9,48,0.9965605348063072,1.0
patch-multi/absolute,unchanged,removal,9,48,0.9990199999999999,0.0
patch-multi/absolute,unchanged,reset,9,48,1.0,0.0
patch-multi/absolute,unchanged,shuffle,5,1,0.5243078807882173,1.0
patch-multi/absolute,unchanged,shuffle,7,1,0.7897192381654096,1.0
patch-multi/absolute,unchanged,shuffle,9,46,0.9986126649135894,1.0
patch-multi/absolute,unchanged,swap,9,48,0.9965605348063072,1.0
patch-multi/absolute,unchanged,unrelated,9,48,0.9998774999999999,0.0
patch-multi/present,stretch,intact,3,48,0.37464499999999995,0.08333333333333333
patch-multi/present,timbre,intact,3,48,0.37464499999999995,0.08333333333333333
patch-multi/present,transpose,intact,3,48,0.37464499999999995,0.08333333333333333
patch-multi/present,unchanged,ambiguous,3,48,0.37464499999999995,0.08333333333333333
patch-multi/present,unchanged,intact,3,48,0.37464499999999995,0.08333333333333333
patch-multi/present,unchanged,removal,3,48,0.37464499999999995,0.08333333333333333
patch-multi/present,unchanged,reset,3,48,0.37464499999999995,0.08333333333333333
patch-multi/present,unchanged,shuffle,3,48,0.37464499999999995,0.08333333333333333
patch-multi/present,unchanged,swap,3,48,0.37464499999999995,0.08333333333333333
patch-multi/present,unchanged,unrelated,3,48,0.37464499999999995,0.08333333333333333
patch-multi/recency,stretch,intact,9,48,0.951,0.0
patch-multi/recency,timbre,intact,9,48,0.951,0.0
patch-multi/recency,transpose,intact,9,48,0.951,0.0
patch-multi/recency,unchanged,ambiguous,9,48,0.951,0.0
patch-multi/recency,unchanged,intact,9,48,0.951,0.0
patch-multi/recency,unchanged,removal,9,48,0.951,0.0
patch-multi/recency,unchanged,reset,9,48,0.951,0.0
patch-multi/recency,unchanged,shuffle,9,48,0.951,0.0
patch-multi/recency,unchanged,swap,9,48,0.951,0.0
patch-multi/recency,unchanged,unrelated,9,48,0.951,0.0
patch-multi/reference,stretch,intact,5,4,0.542247449101351,0.75
patch-multi/reference,stretch,intact,6,1,0.6362737901446524,0.0
patch-multi/reference,stretch,intact,7,2,0.7605909111111613,0.5
patch-multi/reference,stretch,intact,8,4,0.8745950956948851,0.25
patch-multi/reference,stretch,intact,9,37,0.9921668703423842,0.9459459459459459
patch-multi/reference,timbre,intact,6,1,0.644252160308017,1.0
patch-multi/reference,timbre,intact,9,47,0.9936036680881478,0.6595744680851063
patch-multi/reference,transpose,intact,8,2,0.8478923313085951,1.0
patch-multi/reference,transpose,intact,9,46,0.9920184466787406,1.0
patch-multi/reference,unchanged,ambiguous,5,2,0.5595013010699307,0.5
patch-multi/reference,unchanged,ambiguous,6,14,0.6478050070483975,0.5
patch-multi/reference,unchanged,ambiguous,7,8,0.7382111625313056,0.5
patch-multi/reference,unchanged,ambiguous,8,8,0.8660218047886695,0.5
patch-multi/reference,unchanged,ambiguous,9,16,0.9417957035227609,0.5
patch-multi/reference,unchanged,intact,6,1,0.6911507872912255,1.0
patch-multi/reference,unchanged,intact,9,47,0.9953879294724259,1.0
patch-multi/reference,unchanged,removal,5,2,0.598161488145604,0.0
patch-multi/reference,unchanged,removal,9,46,0.9985257088418843,0.0
patch-multi/reference,unchanged,reset,9,48,1.0,0.0
patch-multi/reference,unchanged,shuffle,5,1,0.5243078807882173,1.0
patch-multi/reference,unchanged,shuffle,7,1,0.7897192381654096,1.0
patch-multi/reference,unchanged,shuffle,9,46,0.9982467165564972,1.0
patch-multi/reference,unchanged,swap,6,1,0.6911507872912255,1.0
patch-multi/reference,unchanged,swap,9,47,0.995387929472426,1.0
patch-multi/reference,unchanged,unrelated,7,1,0.7525045429075862,0.0
patch-multi/reference,unchanged,unrelated,8,1,0.8131409602468314,0.0
patch-multi/reference,unchanged,unrelated,9,46,0.9995952173913044,0.021739130434782608
patch-multi/transition1,stretch,intact,8,3,0.8518257375805715,0.0
patch-multi/transition1,stretch,intact,9,45,0.9978933368986627,0.0
patch-multi/transition1,timbre,intact,8,2,0.8312454719370854,0.0
patch-multi/transition1,timbre,intact,9,46,0.9955688465491007,0.0
patch-multi/transition1,transpose,intact,8,2,0.8875310431027685,0.0
patch-multi/transition1,transpose,intact,9,46,0.9990199999824138,0.0
patch-multi/transition1,unchanged,ambiguous,3,2,0.37464499999999995,0.0
patch-multi/transition1,unchanged,ambiguous,8,2,0.8473494906297342,0.0
patch-multi/transition1,unchanged,ambiguous,9,44,0.9903807787440626,0.0
patch-multi/transition1,unchanged,intact,3,2,0.37464499999999995,0.0
patch-multi/transition1,unchanged,intact,8,2,0.8372400948110095,0.0
patch-multi/transition1,unchanged,intact,9,44,0.9954875867306711,0.0
patch-multi/transition1,unchanged,removal,9,48,0.9990199999999999,0.0
patch-multi/transition1,unchanged,reset,3,2,0.37464499999999995,0.0
patch-multi/transition1,unchanged,reset,9,46,0.9990200000000001,0.0
patch-multi/transition1,unchanged,shuffle,3,2,0.37464499999999995,0.0
patch-multi/transition1,unchanged,shuffle,8,2,0.8379224180053855,0.0
patch-multi/transition1,unchanged,shuffle,9,44,0.9920828606958634,0.0
patch-multi/transition1,unchanged,swap,3,2,0.37464499999999995,0.0
patch-multi/transition1,unchanged,swap,8,2,0.8372400948110095,0.0
patch-multi/transition1,unchanged,swap,9,44,0.9954875867306711,0.0
patch-multi/transition1,unchanged,unrelated,8,4,0.865158084693468,0.0
patch-multi/transition1,unchanged,unrelated,9,44,0.9942854679456429,0.0
patch-multi/transition2,stretch,intact,7,2,0.7755332087006848,0.0
patch-multi/transition2,stretch,intact,8,1,0.8436007681291314,0.0
patch-multi/transition2,stretch,intact,9,45,0.997396314258999,0.0
patch-multi/transition2,timbre,intact,7,2,0.7512987888386632,0.0
patch-multi/transition2,timbre,intact,8,2,0.8760655528582901,0.0
patch-multi/transition2,timbre,intact,9,44,0.9990108152751755,0.0
patch-multi/transition2,transpose,intact,7,2,0.7881812341240444,0.0
patch-multi/transition2,transpose,intact,9,46,0.9990199999754646,0.0
patch-multi/transition2,unchanged,ambiguous,3,2,0.37464499999999995,0.0
patch-multi/transition2,unchanged,ambiguous,7,2,0.7322337772488421,0.0
patch-multi/transition2,unchanged,ambiguous,8,4,0.8733711199742664,0.0
patch-multi/transition2,unchanged,ambiguous,9,40,0.9965527338285536,0.0
patch-multi/transition2,unchanged,intact,3,2,0.37464499999999995,0.0
patch-multi/transition2,unchanged,intact,7,2,0.748730840296538,0.0
patch-multi/transition2,unchanged,intact,8,1,0.8547553123361971,0.0
patch-multi/transition2,unchanged,intact,9,43,0.9967477438413509,0.0
patch-multi/transition2,unchanged,removal,9,48,0.9990199999999999,0.0
patch-multi/transition2,unchanged,reset,3,2,0.37464499999999995,0.0
patch-multi/transition2,unchanged,reset,9,46,0.9990200000000001,0.0
patch-multi/transition2,unchanged,shuffle,3,2,0.37464499999999995,0.0
patch-multi/transition2,unchanged,shuffle,7,2,0.7322337772486347,0.0
patch-multi/transition2,unchanged,shuffle,8,1,0.8547553123361971,0.0
patch-multi/transition2,unchanged,shuffle,9,43,0.9913835998804992,0.0
patch-multi/transition2,unchanged,swap,3,2,0.37464499999999995,0.0
patch-multi/transition2,unchanged,swap,7,2,0.748730840296538,0.0
patch-multi/transition2,unchanged,swap,8,1,0.8547553123361971,0.0
patch-multi/transition2,unchanged,swap,9,43,0.9967477438413509,0.0
patch-multi/transition2,unchanged,unrelated,7,2,0.7951456163454497,0.0
patch-multi/transition2,unchanged,unrelated,8,3,0.8405840798619706,0.0
patch-multi/transition2,unchanged,unrelated,9,43,0.9990180064073975,0.0
patch-multi/transition3,stretch,intact,3,4,0.37464499999999995,0.25
patch-multi/transition3,stretch,intact,8,3,0.890574771467731,0.0
patch-multi/transition3,stretch,intact,9,41,0.998933008513187,0.0
patch-multi/transition3,timbre,intact,7,2,0.7963165737398277,0.0
patch-multi/transition3,timbre,intact,8,1,0.8151984084628086,0.0
patch-multi/transition3,timbre,intact,9,45,0.9990057322376666,0.0
patch-multi/transition3,transpose,intact,7,2,0.7025675984528249,0.0
patch-multi/transition3,transpose,intact,9,46,0.9990199999662542,0.0
