model,cell,condition,bin,count,confidence,accuracy
a32_48_mixture/reference,transpose,intact,8,6,0.8315824108055506,0.3333333333333333
a32_48_mixture/reference,transpose,intact,9,5,0.9882382703422247,0.0
a32_48_mixture/reference,unchanged,ambiguous,3,14,0.36572000566975044,0.2857142857142857
a32_48_mixture/reference,unchanged,ambiguous,4,10,0.4491795975991414,0.3
a32_48_mixture/reference,unchanged,ambiguous,5,14,0.5406275942085205,0.21428571428571427
a32_48_mixture/reference,unchanged,ambiguous,7,4,0.7478607808797265,0.0
a32_48_mixture/reference,unchanged,ambiguous,8,2,0.8496790011273803,0.0
a32_48_mixture/reference,unchanged,ambiguous,9,4,0.9913233687175348,0.0
a32_48_mixture/reference,unchanged,intact,3,3,0.3308718599756675,0.0
a32_48_mixture/reference,unchanged,intact,4,3,0.48795377293036424,0.6666666666666666
a32_48_mixture/reference,unchanged,intact,5,7,0.5185491803091397,0.5714285714285714
a32_48_mixture/reference,unchanged,intact,6,11,0.6654384298069236,0.8181818181818182
a32_48_mixture/reference,unchanged,intact,7,11,0.7431936107560225,0.6363636363636364
a32_48_mixture/reference,unchanged,intact,8,8,0.8251916392804849,0.75
a32_48_mixture/reference,unchanged,intact,9,5,0.9606820888464676,0.4
a32_48_mixture/reference,unchanged,removal,2,14,0.2844021586309596,0.07142857142857142
a32_48_mixture/reference,unchanged,removal,3,22,0.335109339050884,0.045454545454545456
a32_48_mixture/reference,unchanged,removal,4,8,0.4418520689992935,0.0
a32_48_mixture/reference,unchanged,removal,6,2,0.6469498391578712,0.0
a32_48_mixture/reference,unchanged,removal,9,2,1.0,0.0
a32_48_mixture/reference,unchanged,reset,2,8,0.2529211467508942,0.0
a32_48_mixture/reference,unchanged,reset,3,38,0.34904882483490257,0.07894736842105263
a32_48_mixture/reference,unchanged,reset,6,2,0.6251922296823247,0.0
a32_48_mixture/reference,unchanged,shuffle,3,2,0.3446970593637977,0.0
a32_48_mixture/reference,unchanged,shuffle,4,5,0.471689219789538,0.4
a32_48_mixture/reference,unchanged,shuffle,5,6,0.5514046336048166,0.8333333333333334
a32_48_mixture/reference,unchanged,shuffle,6,8,0.6467417514413318,0.625
a32_48_mixture/reference,unchanged,shuffle,7,18,0.7472344504168374,0.7777777777777778
a32_48_mixture/reference,unchanged,shuffle,8,4,0.8245795920966291,0.5
a32_48_mixture/reference,unchanged,shuffle,9,5,0.9943302842798957,0.4
a32_48_mixture/reference,unchanged,swap,3,3,0.3308718599756675,0.0
a32_48_mixture/reference,unchanged,swap,4,3,0.4879537729303643,0.6666666666666666
a32_48_mixture/reference,unchanged,swap,5,7,0.5185491803091397,0.5714285714285714
a32_48_mixture/reference,unchanged,swap,6,11,0.6654384298069236,0.8181818181818182
a32_48_mixture/reference,unchanged,swap,7,11,0.7431936107560225,0.6363636363636364
a32_48_mixture/reference,unchanged,swap,8,8,0.8251916392804849,0.75
a32_48_mixture/reference,unchanged,swap,9,5,0.9606820888464676,0.4
a32_48_mixture/reference,unchanged,unrelated,2,12,0.28593750775380555,0.08333333333333333
a32_48_mixture/reference,unchanged,unrelated,3,17,0.3313639012743626,0.058823529411764705
a32_48_mixture/reference,unchanged,unrelated,4,8,0.45056018215894333,0.0
a32_48_mixture/reference,unchanged,unrelated,5,2,0.5439966080686957,0.0
a32_48_mixture/reference,unchanged,unrelated,7,6,0.7460508996816108,0.0
a32_48_mixture/reference,unchanged,unrelated,9,3,0.9803963200635123,0.0
a32_48_mixture/transition1,stretch,intact,3,15,0.3713462016300536,0.4666666666666667
a32_48_mixture/transition1,stretch,intact,4,18,0.42853478259860045,0.6111111111111112
a32_48_mixture/transition1,stretch,intact,5,3,0.522275816185665,0.3333333333333333
a32_48_mixture/transition1,stretch,intact,6,2,0.6493729594262794,0.0
a32_48_mixture/transition1,stretch,intact,7,7,0.7420895503839441,0.0
a32_48_mixture/transition1,stretch,intact,9,3,0.9921068404734111,0.0
a32_48_mixture/transition1,timbre,intact,3,17,0.3647180228430033,0.29411764705882354
a32_48_mixture/transition1,timbre,intact,4,18,0.44217920841634484,0.3888888888888889
a32_48_mixture/transition1,timbre,intact,5,4,0.5251406922032245,0.25
a32_48_mixture/transition1,timbre,intact,7,4,0.7197999575975792,0.0
a32_48_mixture/transition1,timbre,intact,8,2,0.8102488160133048,0.0
a32_48_mixture/transition1,timbre,intact,9,3,0.9934704616051425,0.0
a32_48_mixture/transition1,transpose,intact,2,8,0.28537961621339647,0.125
a32_48_mixture/transition1,transpose,intact,3,18,0.3365449446377583,0.05555555555555555
a32_48_mixture/transition1,transpose,intact,4,4,0.46086080006300434,0.0
a32_48_mixture/transition1,transpose,intact,5,3,0.5306379551101637,0.0
a32_48_mixture/transition1,transpose,intact,7,6,0.7442986787162926,0.0
a32_48_mixture/transition1,transpose,intact,8,4,0.8193416331570968,0.0
a32_48_mixture/transition1,transpose,intact,9,5,0.9882382703422247,0.0
a32_48_mixture/transition1,unchanged,ambiguous,3,14,0.3700985561255914,0.21428571428571427
a32_48_mixture/transition1,unchanged,ambiguous,4,10,0.4589395964304937,0.3
a32_48_mixture/transition1,unchanged,ambiguous,5,14,0.538352008953022,0.21428571428571427
a32_48_mixture/transition1,unchanged,ambiguous,7,4,0.7478607808797265,0.0
a32_48_mixture/transition1,unchanged,ambiguous,8,2,0.8496790011273803,0.0
a32_48_mixture/transition1,unchanged,ambiguous,9,4,0.9913233687175348,0.0
a32_48_mixture/transition1,unchanged,intact,3,11,0.3560886503097235,0.45454545454545453
a32_48_mixture/transition1,unchanged,intact,4,21,0.44431236203552144,0.47619047619047616
a32_48_mixture/transition1,unchanged,intact,5,5,0.5201868700717217,0.2
a32_48_mixture/transition1,unchanged,intact,6,2,0.654229263651934,0.0
a32_48_mixture/transition1,unchanged,intact,7,4,0.7197999575975792,0.0
a32_48_mixture/transition1,unchanged,intact,8,2,0.810252626564361,0.0
a32_48_mixture/transition1,unchanged,intact,9,3,0.9911821979357952,0.0
a32_48_mixture/transition1,unchanged,removal,2,14,0.2844021586309596,0.07142857142857142
a32_48_mixture/transition1,unchanged,removal,3,20,0.33342222291424717,0.05
a32_48_mixture/transition1,unchanged,removal,4,10,0.44279223671291285,0.0
a32_48_mixture/transition1,unchanged,removal,6,2,0.6469498391578712,0.0
a32_48_mixture/transition1,unchanged,removal,9,2,1.0,0.0
a32_48_mixture/transition1,unchanged,reset,2,6,0.24071103647608597,0.0
a32_48_mixture/transition1,unchanged,reset,3,36,0.35111366322666016,0.08333333333333333
a32_48_mixture/transition1,unchanged,reset,6,2,0.6251922296823247,0.0
a32_48_mixture/transition1,unchanged,reset,7,2,0.7721115112367581,0.0
a32_48_mixture/transition1,unchanged,reset,8,2,0.83165687433212,0.0
a32_48_mixture/transition1,unchanged,shuffle,3,11,0.3699122477657482,0.5454545454545454
a32_48_mixture/transition1,unchanged,shuffle,4,21,0.43840483648756273,0.2857142857142857
a32_48_mixture/transition1,unchanged,shuffle,5,4,0.5702010839092192,0.25
a32_48_mixture/transition1,unchanged,shuffle,6,3,0.6369374167720684,0.0
a32_48_mixture/transition1,unchanged,shuffle,7,4,0.7157893594690093,0.0
a32_48_mixture/transition1,unchanged,shuffle,8,2,0.8115466565385712,0.0
a32_48_mixture/transition1,unchanged,shuffle,9,3,0.9912038071331596,0.0
a32_48_mixture/transition1,unchanged,swap,3,11,0.35608865030972353,0.45454545454545453
a32_48_mixture/transition1,unchanged,swap,4,21,0.44431236203552144,0.47619047619047616
a32_48_mixture/transition1,unchanged,swap,5,5,0.5201868700717218,0.2
a32_48_mixture/transition1,unchanged,swap,6,2,0.654229263651934,0.0
a32_48_mixture/transition1,unchanged,swap,7,4,0.7197999575975792,0.0
a32_48_mixture/transition1,unchanged,swap,8,2,0.810252626564361,0.0
a32_48_mixture/transition1,unchanged,swap,9,3,0.9911821979357952,0.0
a32_48_mixture/transition1,unchanged,unrelated,2,4,0.2873845653957164,0.0
a32_48_mixture/transition1,unchanged,unrelated,3,9,0.33922571721878164,0.2222222222222222
a32_48_mixture/transition1,unchanged,unrelated,4,5,0.45937227687030663,0.0
a32_48_mixture/transition1,unchanged,unrelated,5,6,0.5459773917036231,0.0
a32_48_mixture/transition1,unchanged,unrelated,6,7,0.6533952083417981,0.0
a32_48_mixture/transition1,unchanged,unrelated,7,10,0.7340140983939665,0.0
a32_48_mixture/transition1,unchanged,unrelated,8,2,0.8581297583941438,0.5
a32_48_mixture/transition1,unchanged,unrelated,9,5,0.9878457920381074,0.0
a32_48_mixture/transition2,stretch,intact,3,2,0.36275402316055183,0.0
a32_48_mixture/transition2,stretch,intact,4,1,0.4038966440066844,0.0
a32_48_mixture/transition2,stretch,intact,5,11,0.5631535450911547,0.8181818181818182
a32_48_mixture/transition2,stretch,intact,6,9,0.6629999444908984,0.8888888888888888
a32_48_mixture/transition2,stretch,intact,7,15,0.7424093008591911,0.5333333333333333
a32_48_mixture/transition2,stretch,intact,8,7,0.8367501285399461,1.0
a32_48_mixture/transition2,stretch,intact,9,3,0.9921068404734111,0.0
a32_48_mixture/transition2,timbre,intact,3,1,0.3752628856779013,1.0
a32_48_mixture/transition2,timbre,intact,4,4,0.45403245541840387,0.75
a32_48_mixture/transition2,timbre,intact,5,9,0.531465154198115,0.7777777777777778
a32_48_mixture/transition2,timbre,intact,6,10,0.6531853853886911,1.0
a32_48_mixture/transition2,timbre,intact,7,17,0.7590271578940013,0.7647058823529411
a32_48_mixture/transition2,timbre,intact,8,2,0.8102488160133048,0.0
a32_48_mixture/transition2,timbre,intact,9,5,0.9620550470480758,0.4
a32_48_mixture/transition2,transpose,intact,2,12,0.28335214013087795,0.08333333333333333
a32_48_mixture/transition2,transpose,intact,3,17,0.33163179799352627,0.058823529411764705
a32_48_mixture/transition2,transpose,intact,4,5,0.4719241021119312,0.0
a32_48_mixture/transition2,transpose,intact,5,1,0.5281974851479527,0.0
a32_48_mixture/transition2,transpose,intact,7,4,0.7597393549786391,0.0
a32_48_mixture/transition2,transpose,intact,8,4,0.8193416331570968,0.0
a32_48_mixture/transition2,transpose,intact,9,5,0.9882382703422247,0.0
a32_48_mixture/transition2,unchanged,ambiguous,3,14,0.3691267509206803,0.2857142857142857
a32_48_mixture/transition2,unchanged,ambiguous,4,10,0.45425977714632404,0.3
a32_48_mixture/transition2,unchanged,ambiguous,5,14,0.5374171880881657,0.21428571428571427
a32_48_mixture/transition2,unchanged,ambiguous,7,4,0.7478607808797265,0.0
a32_48_mixture/transition2,unchanged,ambiguous,8,2,0.8496790011273803,0.0
a32_48_mixture/transition2,unchanged,ambiguous,9,4,0.9913233687175348,0.0
a32_48_mixture/transition2,unchanged,intact,3,2,0.3693251041619745,1.0
a32_48_mixture/transition2,unchanged,intact,4,4,0.47090409455898985,0.75
a32_48_mixture/transition2,unchanged,intact,5,7,0.5185491803091397,0.5714285714285714
a32_48_mixture/transition2,unchanged,intact,6,10,0.6651389831084871,0.8
a32_48_mixture/transition2,unchanged,intact,7,12,0.740919616884582,0.6666666666666666
a32_48_mixture/transition2,unchanged,intact,8,8,0.8323212262854045,0.75
a32_48_mixture/transition2,unchanged,intact,9,5,0.9606820888464676,0.4
a32_48_mixture/transition2,unchanged,removal,2,14,0.2844021586309596,0.07142857142857142
a32_48_mixture/transition2,unchanged,removal,3,22,0.335109339050884,0.045454545454545456
a32_48_mixture/transition2,unchanged,removal,4,8,0.4418520689992935,0.0
a32_48_mixture/transition2,unchanged,removal,6,2,0.6469498391578712,0.0
a32_48_mixture/transition2,unchanged,removal,9,2,1.0,0.0
a32_48_mixture/transition2,unchanged,reset,2,8,0.2529211467508942,0.0
a32_48_mixture/transition2,unchanged,reset,3,38,0.34904882483490257,0.07894736842105263
a32_48_mixture/transition2,unchanged,reset,6,2,0.6251922296823247,0.0
a32_48_mixture/transition2,unchanged,shuffle,3,2,0.38070003312943174,0.5
a32_48_mixture/transition2,unchanged,shuffle,4,5,0.471689219789538,0.4
a32_48_mixture/transition2,unchanged,shuffle,5,6,0.5514046336048166,0.8333333333333334
a32_48_mixture/transition2,unchanged,shuffle,6,8,0.6467417514413318,0.625
a32_48_mixture/transition2,unchanged,shuffle,7,18,0.7472344504168374,0.7777777777777778
a32_48_mixture/transition2,unchanged,shuffle,8,4,0.8245795920966291,0.5
a32_48_mixture/transition2,unchanged,shuffle,9,5,0.9943302842798957,0.4
a32_48_mixture/transition2,unchanged,swap,3,2,0.3693251041619745,1.0
a32_48_mixture/transition2,unchanged,swap,4,4,0.47090409455898985,0.75
a32_48_mixture/transition2,unchanged,swap,5,7,0.5185491803091397,0.5714285714285714
a32_48_mixture/transition2,unchanged,swap,6,10,0.6651389831084871,0.8
a32_48_mixture/transition2,unchanged,swap,7,12,0.740919616884582,0.6666666666666666
a32_48_mixture/transition2,unchanged,swap,8,8,0.8323212262854045,0.75
a32_48_mixture/transition2,unchanged,swap,9,5,0.9606820888464676,0.4
a32_48_mixture/transition2,unchanged,unrelated,2,12,0.28593750775380555,0.08333333333333333
a32_48_mixture/transition2,unchanged,unrelated,3,17,0.3313639012743626,0.058823529411764705
a32_48_mixture/transition2,unchanged,unrelated,4,8,0.45056018215894333,0.0
a32_48_mixture/transition2,unchanged,unrelated,5,2,0.5439966080686957,0.0
a32_48_mixture/transition2,unchanged,unrelated,7,6,0.7460508996816108,0.0
a32_48_mixture/transition2,unchanged,unrelated,9,3,0.9803963200635123,0.0
a32_48_mixture/transition3,stretch,intact,3,2,0.36275402316055183,0.0
a32_48_mixture/transition3,stretch,intact,4,1,0.4038966440066844,0.0
a32_48_mixture/transition3,stretch,intact,5,11,0.558952312946388,0.8181818181818182
a32_48_mixture/transition3,stretch,intact,6,9,0.6549338271161631,0.8888888888888888
a32_48_mixture/transition3,stretch,intact,7,16,0.7416104036760021,0.5625
a32_48_mixture/transition3,stretch,intact,8,6,0.8400673058485159,1.0
a32_48_mixture/transition3,stretch,intact,9,3,0.9921068404734111,0.0
a32_48_mixture/transition3,timbre,intact,2,1,0.2242516332247738,0.0
a32_48_mixture/transition3,timbre,intact,3,2,0.3227861556110074,0.0
a32_48_mixture/transition3,timbre,intact,4,3,0.4794041818357054,0.6666666666666666
a32_48_mixture/transition3,timbre,intact,5,10,0.5380673495926087,0.8
a32_48_mixture/transition3,timbre,intact,6,9,0.6576479793640178,1.0
a32_48_mixture/transition3,timbre,intact,7,16,0.760433731133738,0.75
a32_48_mixture/transition3,timbre,intact,8,2,0.8102488160133048,0.0
a32_48_mixture/transition3,timbre,intact,9,5,0.9620550470480758,0.4
a32_48_mixture/transition3,transpose,intact,2,12,0.28335214013087795,0.08333333333333333
a32_48_mixture/transition3,transpose,intact,3,17,0.33163179799352627,0.058823529411764705
a32_48_mixture/transition3,transpose,intact,4,5,0.4719241021119312,0.0
a32_48_mixture/transition3,transpose,intact,5,1,0.5281974851479527,0.0
a32_48_mixture/transition3,transpose,intact,7,4,0.7597393549786391,0.0
a32_48_mixture/transition3,transpose,intact,8,4,0.8193416331570968,0.0
a32_48_mixture/transition3,transpose,intact,9,5,0.9882382703422247,0.0
a32_48_mixture/transition3,unchanged,ambiguous,3,14,0.3690344430651775,0.2857142857142857
a32_48_mixture/transition3,unchanged,ambiguous,4,10,0.4475242979551918,0.3
a32_48_mixture/transition3,unchanged,ambiguous,5,14,0.541567104975135,0.21428571428571427
a32_48_mixture/transition3,unchanged,ambiguous,7,4,0.7478607808797265,0.0
a32_48_mixture/transition3,unchanged,ambiguous,8,2,0.8496790011273803,0.0
a32_48_mixture/transition3,unchanged,ambiguous,9,4,0.9913233687175348,0.0
a32_48_mixture/transition3,unchanged,intact,3,3,0.3308718599756675,0.0
a32_48_mixture/transition3,unchanged,intact,4,3,0.48795377293036424,0.6666666666666666
a32_48_mixture/transition3,unchanged,intact,5,7,0.5185491803091397,0.5714285714285714
a32_48_mixture/transition3,unchanged,intact,6,11,0.6654384298069236,0.8181818181818182
a32_48_mixture/transition3,unchanged,intact,7,11,0.7431936107560225,0.6363636363636364
a32_48_mixture/transition3,unchanged,intact,8,8,0.8251916392804849,0.75
a32_48_mixture/transition3,unchanged,intact,9,5,0.9606820888464676,0.4
a32_48_mixture/transition3,unchanged,removal,2,14,0.2844021586309596,0.07142857142857142
a32_48_mixture/transition3,unchanged,removal,3,22,0.335109339050884,0.045454545454545456
a32_48_mixture/transition3,unchanged,removal,4,8,0.4418520689992935,0.0
a32_48_mixture/transition3,unchanged,removal,6,2,0.6469498391578712,0.0
a32_48_mixture/transition3,unchanged,removal,9,2,1.0,0.0
a32_48_mixture/transition3,unchanged,reset,2,8,0.2529211467508942,0.0
a32_48_mixture/transition3,unchanged,reset,3,38,0.34904882483490257,0.07894736842105263
a32_48_mixture/transition3,unchanged,reset,6,2,0.6251922296823247,0.0
a32_48_mixture/transition3,unchanged,shuffle,3,2,0.3446970593637977,0.0
a32_48_mixture/transition3,unchanged,shuffle,4,5,0.471689219789538,0.4
a32_48_mixture/transition3,unchanged,shuffle,5,6,0.5514046336048166,0.8333333333333334
a32_48_mixture/transition3,unchanged,shuffle,6,8,0.6467417514413318,0.625
a32_48_mixture/transition3,unchanged,shuffle,7,18,0.7472344504168374,0.7777777777777778
a32_48_mixture/transition3,unchanged,shuffle,8,4,0.8245795920966291,0.5
a32_48_mixture/transition3,unchanged,shuffle,9,5,0.9943302842798957,0.4
a32_48_mixture/transition3,unchanged,swap,3,3,0.3308718599756675,0.0
a32_48_mixture/transition3,unchanged,swap,4,3,0.4879537729303643,0.6666666666666666
a32_48_mixture/transition3,unchanged,swap,5,7,0.5185491803091397,0.5714285714285714
a32_48_mixture/transition3,unchanged,swap,6,11,0.6654384298069236,0.8181818181818182
a32_48_mixture/transition3,unchanged,swap,7,11,0.7431936107560225,0.6363636363636364
a32_48_mixture/transition3,unchanged,swap,8,8,0.8251916392804849,0.75
a32_48_mixture/transition3,unchanged,swap,9,5,0.9606820888464676,0.4
a32_48_mixture/transition3,unchanged,unrelated,2,12,0.28593750775380555,0.08333333333333333
a32_48_mixture/transition3,unchanged,unrelated,3,17,0.3313639012743626,0.058823529411764705
a32_48_mixture/transition3,unchanged,unrelated,4,8,0.45056018215894333,0.0
a32_48_mixture/transition3,unchanged,unrelated,5,2,0.5439966080686957,0.0
a32_48_mixture/transition3,unchanged,unrelated,7,6,0.7460508996816108,0.0
a32_48_mixture/transition3,unchanged,unrelated,9,3,0.9803963200635123,0.0
b2/absolute,stretch,intact,3,47,0.374645,0.0851063829787234
b2/absolute,stretch,intact,9,1,0.9990199999999998,1.0
b2/absolute,timbre,intact,3,48,0.37464499999999995,0.08333333333333333
b2/absolute,transpose,intact,3,48,0.37464499999999995,0.08333333333333333
b2/absolute,unchanged,ambiguous,3,48,0.37464499999999995,0.08333333333333333
b2/absolute,unchanged,intact,3,48,0.37464499999999995,0.08333333333333333
b2/absolute,unchanged,removal,3,48,0.37464499999999995,0.08333333333333333
b2/absolute,unchanged,reset,3,48,0.37464499999999995,0.08333333333333333
b2/absolute,unchanged,shuffle,3,48,0.37464499999999995,0.08333333333333333
b2/absolute,unchanged,swap,3,48,0.37464499999999995,0.08333333333333333
b2/absolute,unchanged,unrelated,3,48,0.37464499999999995,0.08333333333333333
b2/present,stretch,intact,3,48,0.37464499999999995,0.08333333333333333
b2/present,timbre,intact,3,48,0.37464499999999995,0.08333333333333333
b2/present,transpose,intact,3,48,0.37464499999999995,0.08333333333333333
b2/present,unchanged,ambiguous,3,48,0.37464499999999995,0.08333333333333333
b2/present,unchanged,intact,3,48,0.37464499999999995,0.08333333333333333
b2/present,unchanged,removal,3,48,0.37464499999999995,0.08333333333333333
b2/present,unchanged,reset,3,48,0.37464499999999995,0.08333333333333333
b2/present,unchanged,shuffle,3,48,0.37464499999999995,0.08333333333333333
b2/present,unchanged,swap,3,48,0.37464499999999995,0.08333333333333333
b2/present,unchanged,unrelated,3,48,0.37464499999999995,0.08333333333333333
b2/recency,stretch,intact,3,19,0.3572499999999999,0.15789473684210525
b2/recency,stretch,intact,9,29,0.9483173418272343,0.3448275862068966
b2/recency,timbre,intact,3,21,0.3572499999999999,0.14285714285714285
b2/recency,timbre,intact,9,27,0.9497022778251097,0.37037037037037035
b2/recency,transpose,intact,3,38,0.35725000000000007,0.07894736842105263
b2/recency,transpose,intact,9,10,0.9500253347611094,0.1
b2/recency,unchanged,ambiguous,3,20,0.3572499999999999,0.15
b2/recency,unchanged,ambiguous,9,28,0.9504180644292591,0.35714285714285715
b2/recency,unchanged,intact,3,21,0.3572499999999999,0.14285714285714285
b2/recency,unchanged,intact,9,27,0.9503872717260478,0.37037037037037035
b2/recency,unchanged,removal,3,46,0.35725000000000007,0.08695652173913043
b2/recency,unchanged,removal,9,2,0.951,0.0
b2/recency,unchanged,reset,3,46,0.35725000000000007,0.08695652173913043
b2/recency,unchanged,reset,9,2,0.951,0.0
b2/recency,unchanged,shuffle,3,20,0.3572499999999999,0.15
b2/recency,unchanged,shuffle,8,1,0.8709994382825759,0.0
b2/recency,unchanged,shuffle,9,27,0.9503943284064036,0.3333333333333333
b2/recency,unchanged,swap,3,21,0.3572499999999999,0.14285714285714285
b2/recency,unchanged,swap,9,27,0.9503872717260478,0.37037037037037035
b2/recency,unchanged,unrelated,3,39,0.35725000000000007,0.07692307692307693
b2/recency,unchanged,unrelated,9,9,0.951,0.3333333333333333
b2/reference,stretch,intact,3,46,0.374645,0.08695652173913043
b2/reference,stretch,intact,9,2,0.9990199999999999,1.0
b2/reference,timbre,intact,3,48,0.37464499999999995,0.08333333333333333
b2/reference,transpose,intact,3,47,0.374645,0.0851063829787234
b2/reference,transpose,intact,9,1,0.99902,1.0
b2/reference,unchanged,ambiguous,3,46,0.374645,0.08695652173913043
b2/reference,unchanged,ambiguous,9,2,0.99902,0.5
b2/reference,unchanged,intact,3,48,0.37464499999999995,0.08333333333333333
b2/reference,unchanged,removal,3,48,0.37464499999999995,0.08333333333333333
b2/reference,unchanged,reset,3,48,0.37464499999999995,0.08333333333333333
b2/reference,unchanged,shuffle,3,47,0.374645,0.0851063829787234
b2/reference,unchanged,shuffle,9,1,0.99902,1.0
b2/reference,unchanged,swap,3,48,0.37464499999999995,0.08333333333333333
b2/reference,unchanged,unrelated,3,48,0.37464499999999995,0.08333333333333333
b2/transition1,stretch,intact,3,41,0.3746449999999999,0.0975609756097561
b2/transition1,stretch,intact,9,7,0.9975387733863854,0.14285714285714285
b2/transition1,timbre,intact,3,40,0.37464499999999995,0.1
b2/transition1,timbre,intact,9,8,0.9945492396084941,0.125
b2/transition1,transpose,intact,3,42,0.3746449999999999,0.07142857142857142
b2/transition1,transpose,intact,6,2,0.6884123243615996,0.0
b2/transition1,transpose,intact,9,4,0.9990199999999998,0.0
b2/transition1,unchanged,ambiguous,3,40,0.37464499999999995,0.1
b2/transition1,unchanged,ambiguous,5,2,0.5672957267539537,0.0
b2/transition1,unchanged,ambiguous,9,6,0.9962771327301713,0.16666666666666666
b2/transition1,unchanged,intact,3,40,0.37464499999999995,0.1
b2/transition1,unchanged,intact,9,8,0.9979346350132992,0.125
b2/transition1,unchanged,removal,3,46,0.374645,0.08695652173913043
b2/transition1,unchanged,removal,9,2,0.9990199999999998,0.0
b2/transition1,unchanged,reset,3,46,0.374645,0.08695652173913043
b2/transition1,unchanged,reset,9,2,0.9990199999999998,0.0
b2/transition1,unchanged,shuffle,3,41,0.3746449999999999,0.0975609756097561
b2/transition1,unchanged,shuffle,9,7,0.9859138607039171,0.0
b2/transition1,unchanged,swap,3,40,0.37464499999999995,0.1
b2/transition1,unchanged,swap,9,8,0.9979346350132992,0.125
b2/transition1,unchanged,unrelated,3,43,0.37464499999999995,0.06976744186046512
b2/transition1,unchanged,unrelated,9,5,0.9990199999999998,0.2
b2/transition2,stretch,intact,3,46,0.374645,0.08695652173913043
b2/transition2,stretch,intact,9,2,0.9938357068601178,0.5
b2/transition2,timbre,intact,3,44,0.37464499999999995,0.09090909090909091
b2/transition2,timbre,intact,9,4,0.9901509946771716,0.25
b2/transition2,transpose,intact,3,48,0.37464499999999995,0.08333333333333333
b2/transition2,unchanged,ambiguous,3,42,0.3746449999999999,0.09523809523809523
b2/transition2,unchanged,ambiguous,5,2,0.5025931081585842,0.0
b2/transition2,unchanged,ambiguous,9,4,0.994905699095257,0.25
b2/transition2,unchanged,intact,3,44,0.37464499999999995,0.09090909090909091
b2/transition2,unchanged,intact,9,4,0.9968749994967692,0.25
b2/transition2,unchanged,removal,3,48,0.37464499999999995,0.08333333333333333
b2/transition2,unchanged,reset,3,48,0.37464499999999995,0.08333333333333333
b2/transition2,unchanged,shuffle,3,46,0.374645,0.08695652173913043
b2/transition2,unchanged,shuffle,9,2,0.956923642006541,0.0
b2/transition2,unchanged,swap,3,44,0.37464499999999995,0.09090909090909091
b2/transition2,unchanged,swap,9,4,0.9968749994967692,0.25
b2/transition2,unchanged,unrelated,3,48,0.37464499999999995,0.08333333333333333
b2/transition3,stretch,intact,3,47,0.374645,0.0851063829787234
b2/transition3,stretch,intact,9,1,0.9990199999999998,1.0
b2/transition3,timbre,intact,3,48,0.37464499999999995,0.08333333333333333
b2/transition3,transpose,intact,3,48,0.37464499999999995,0.08333333333333333
b2/transition3,unchanged,ambiguous,3,48,0.37464499999999995,0.08333333333333333
b2/transition3,unchanged,intact,3,48,0.37464499999999995,0.08333333333333333
b2/transition3,unchanged,removal,3,48,0.37464499999999995,0.08333333333333333
b2/transition3,unchanged,reset,3,48,0.37464499999999995,0.08333333333333333
b2/transition3,unchanged,shuffle,3,48,0.37464499999999995,0.08333333333333333
b2/transition3,unchanged,swap,3,48,0.37464499999999995,0.08333333333333333
b2/transition3,unchanged,unrelated,3,48,0.37464499999999995,0.08333333333333333
f32/absolute,stretch,intact,9,48,0.9996325,0.375
f32/absolute,timbre,intact,9,48,0.9992241666666667,0.7916666666666666
f32/absolute,transpose,intact,9,48,0.9999795833333334,0.0
f32/absolute,unchanged,ambiguous,4,2,0.49983195091840793,0.5
f32/absolute,unchanged,ambiguous,5,28,0.5103363386016727,0.5
f32/absolute,unchanged,ambiguous,6,4,0.6739291979393396,0.5
f32/absolute,unchanged,ambiguous,7,2,0.701707152696679,0.5
f32/absolute,unchanged,ambiguous,9,12,0.9998366666666666,0.08333333333333333
f32/absolute,unchanged,intact,9,48,0.9992241666666667,0.7916666666666666
f32/absolute,unchanged,removal,9,48,0.9998366666666666,0.0
f32/absolute,unchanged,reset,9,48,1.0,0.0
f32/absolute,unchanged,shuffle,9,48,0.999265,0.75
f32/absolute,unchanged,swap,9,48,0.9992241666666667,0.7916666666666666
f32/absolute,unchanged,unrelated,9,48,1.0,0.0
f32/present,stretch,intact,3,48,0.37464499999999995,0.08333333333333333
f32/present,timbre,intact,3,48,0.37464499999999995,0.08333333333333333
f32/present,transpose,intact,3,48,0.37464499999999995,0.08333333333333333
f32/present,unchanged,ambiguous,3,48,0.37464499999999995,0.08333333333333333
f32/present,unchanged,intact,3,48,0.37464499999999995,0.08333333333333333
f32/present,unchanged,removal,3,48,0.37464499999999995,0.08333333333333333
f32/present,unchanged,reset,3,48,0.37464499999999995,0.08333333333333333
f32/present,unchanged,shuffle,3,48,0.37464499999999995,0.08333333333333333
f32/present,unchanged,swap,3,48,0.37464499999999995,0.08333333333333333
f32/present,unchanged,unrelated,3,48,0.37464499999999995,0.08333333333333333
f32/recency,stretch,intact,9,48,0.951,0.0
f32/recency,timbre,intact,9,48,0.951,0.0
f32/recency,transpose,intact,9,48,0.951,0.0
f32/recency,unchanged,ambiguous,9,48,0.951,0.0
f32/recency,unchanged,intact,9,48,0.951,0.0
f32/recency,unchanged,removal,9,48,0.951,0.0
f32/recency,unchanged,reset,9,48,0.951,0.0
f32/recency,unchanged,shuffle,9,48,0.951,0.0
f32/recency,unchanged,swap,9,48,0.951,0.0
