model,group,cell,condition,variant,accuracy,log_loss,brier,entropy,unknown_mass,confidence
fixed/transition1,sp-19,unchanged,intact,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
fixed/transition2,sp-19,unchanged,intact,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
fixed/transition3,sp-19,unchanged,intact,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
trim16/absolute,sp-19,unchanged,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07,0.011582902361780037,1.9999999999999998e-05,0.9990199999999998
trim16/present,sp-19,unchanged,intact,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
trim16/recency,sp-19,unchanged,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.38625940550147086,0.001,0.951
trim16/reference,sp-19,unchanged,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07,0.011582902361780037,1.9999999999999998e-05,0.9990199999999998
trim16/transition1,sp-19,unchanged,intact,0,1.0,0.6931743475923227,0.4990680817523736,0.7038278499649477,1.9999999999999998e-05,0.49998641666832155
trim16/transition2,sp-19,unchanged,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07,0.011582902361780037,1.9999999999999998e-05,0.9990199999999998
trim16/transition3,sp-19,unchanged,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07,0.011582902361780037,1.9999999999999998e-05,0.9990199999999998
patch-multi/absolute,sp-19,unchanged,intact,0,1.0,0.0009804805139614205,9.800000000392828e-07,0.011582902361779817,2e-05,0.99902
patch-multi/present,sp-19,unchanged,intact,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
patch-multi/recency,sp-19,unchanged,intact,0,0.0,6.907755278982137,1.90245,0.38625940550147086,0.001,0.951
patch-multi/reference,sp-19,unchanged,intact,0,1.0,0.01682476843768089,0.0005256206881645298,0.09222608623306851,2e-05,0.9833159775338884
patch-multi/transition1,sp-19,unchanged,intact,0,0.0,10.819778284410283,1.99800098,0.011582902361779822,2e-05,0.99902
patch-multi/transition2,sp-19,unchanged,intact,0,0.0,10.819778284410283,1.99800098,0.011582902361779826,2e-05,0.99902
patch-multi/transition3,sp-19,unchanged,intact,0,0.0,10.819778284410283,1.99800098,0.011582902361779817,2e-05,0.99902
oracle-boundary/absolute,sp-19,unchanged,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07,0.011582902361780037,1.9999999999999998e-05,0.9990199999999998
oracle-boundary/present,sp-19,unchanged,intact,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
oracle-boundary/recency,sp-19,unchanged,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.38625940550147086,0.001,0.951
oracle-boundary/reference,sp-19,unchanged,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07,0.011582902361780037,1.9999999999999998e-05,0.9990199999999998
oracle-boundary/transition1,sp-19,unchanged,intact,0,1.0,0.69410764165507,0.50000048,0.7038282854721148,1.9999999999999998e-05,0.4995199999999999
oracle-boundary/transition2,sp-19,unchanged,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07,0.011582902361780037,1.9999999999999998e-05,0.9990199999999998
oracle-boundary/transition3,sp-19,unchanged,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07,0.011582902361780037,1.9999999999999998e-05,0.9990199999999998
a32_48/absolute,sp-19,unchanged,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,0.011582902361779817,2e-05,0.99902
a32_48/present,sp-19,unchanged,intact,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
a32_48/recency,sp-19,unchanged,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.38625940550147086,0.001,0.951
a32_48/reference,sp-19,unchanged,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,0.011582902361779817,2e-05,0.99902
a32_48/transition1,sp-19,unchanged,intact,1,1.0,0.5078088740082385,0.31634254116877614,0.682731626450828,2e-05,0.6018127828359308
a32_48/transition2,sp-19,unchanged,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,0.011582902361779817,2e-05,0.99902
a32_48/transition3,sp-19,unchanged,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,0.011582902361779817,2e-05,0.99902
a32_48_mixture/absolute,sp-19,unchanged,intact,1,1.0,0.35961217654206573,0.18206737893083091,0.6199580552638898,0.30138235986091566,0.6979469537908238
a32_48_mixture/present,sp-19,unchanged,intact,1,0.0,11.178409980438387,1.2430449094931082,1.4957906761937503,0.30138235986091566,0.30138235986091566
a32_48_mixture/recency,sp-19,unchanged,intact,1,1.0,0.40887291246485097,0.20389616890178353,0.8769342962303743,0.30206701884143156,0.6643986637455441
a32_48_mixture/reference,sp-19,unchanged,intact,1,1.0,0.35961217654206573,0.18206737893083091,0.6199580552638898,0.30138235986091566,0.6979469537908238
a32_48_mixture/transition1,sp-19,unchanged,intact,1,1.0,0.8664405700363427,0.5037296777022244,1.0888437707836482,0.30138235986091566,0.4204454350590744
a32_48_mixture/transition2,sp-19,unchanged,intact,1,1.0,0.35961217654206573,0.18206737893083091,0.6199580552638898,0.30138235986091566,0.6979469537908238
a32_48_mixture/transition3,sp-19,unchanged,intact,1,1.0,0.35961217654206573,0.18206737893083091,0.6199580552638898,0.30138235986091566,0.6979469537908238
b2/absolute,sp-19,unchanged,intact,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
b2/present,sp-19,unchanged,intact,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
b2/recency,sp-19,unchanged,intact,1,0.0,6.907755278982137,1.90245,0.38625940550147086,0.001,0.951
b2/reference,sp-19,unchanged,intact,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
b2/transition1,sp-19,unchanged,intact,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
b2/transition2,sp-19,unchanged,intact,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
b2/transition3,sp-19,unchanged,intact,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
f32/absolute,sp-19,unchanged,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,0.011582902361779817,2e-05,0.99902
f32/present,sp-19,unchanged,intact,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
f32/recency,sp-19,unchanged,intact,1,0.0,6.907755278982137,1.90245,0.38625940550147086,0.001,0.951
f32/reference,sp-19,unchanged,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,0.011582902361779817,2e-05,0.99902
f32/single,sp-19,unchanged,intact,1,0.0,+Infinity,2.0,-0.0,1.0,1.0
f32/transition1,sp-19,unchanged,intact,1,0.0,10.819778284410283,1.99800098,0.011582902361779817,2e-05,0.99902
f32/transition2,sp-19,unchanged,intact,1,0.0,10.819778284410283,1.99800098,0.011582902361779817,2e-05,0.99902
f32/transition3,sp-19,unchanged,intact,1,0.0,10.819778284410283,1.99800098,0.011582902361779817,2e-05,0.99902
fixed/absolute,sp-19,unchanged,intact,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
fixed/present,sp-19,unchanged,intact,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
fixed/recency,sp-19,unchanged,intact,1,1.0,0.05024121643674889,0.0024500000000002853,0.38625940550148447,0.001,0.950999999999998
fixed/reference,sp-19,unchanged,intact,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
fixed/transition1,sp-19,unchanged,intact,1,1.0,0.000980480513963532,9.800000000392828e-07,0.011582902361802323,2e-05,0.9990199999999979
fixed/transition2,sp-19,unchanged,intact,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
fixed/transition3,sp-19,unchanged,intact,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
trim16/absolute,sp-19,unchanged,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,0.011582902361779817,2e-05,0.99902
trim16/present,sp-19,unchanged,intact,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
trim16/recency,sp-19,unchanged,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.38625940550147086,0.001,0.951
trim16/reference,sp-19,unchanged,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,0.011582902361779817,2e-05,0.99902
trim16/transition1,sp-19,unchanged,intact,1,1.0,0.6930654867022559,0.498959325371799,0.7038277423841293,2e-05,0.5000408485973618
trim16/transition2,sp-19,unchanged,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,0.011582902361779817,2e-05,0.99902
trim16/transition3,sp-19,unchanged,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,0.011582902361779817,2e-05,0.99902
patch-multi/absolute,sp-19,unchanged,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,0.011582902361779817,2e-05,0.99902
patch-multi/present,sp-19,unchanged,intact,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
patch-multi/recency,sp-19,unchanged,intact,1,0.0,6.907755278982137,1.90245,0.38625940550147086,0.001,0.951
patch-multi/reference,sp-19,unchanged,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,0.011582902361779817,2e-05,0.99902
patch-multi/transition1,sp-19,unchanged,intact,1,0.0,10.819778284410283,1.99800098,0.011582902361779817,2e-05,0.99902
patch-multi/transition2,sp-19,unchanged,intact,1,0.0,10.819778284410283,1.99800098,0.011582902361779817,2e-05,0.99902
patch-multi/transition3,sp-19,unchanged,intact,1,0.0,10.819778284410283,1.99800098,0.011582902361779817,2e-05,0.99902
oracle-boundary/absolute,sp-19,unchanged,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,0.011582902361779817,2e-05,0.99902
oracle-boundary/present,sp-19,unchanged,intact,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
oracle-boundary/recency,sp-19,unchanged,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.38625940550147086,0.001,0.951
oracle-boundary/reference,sp-19,unchanged,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,0.011582902361779817,2e-05,0.99902
oracle-boundary/transition1,sp-19,unchanged,intact,1,0.0,0.69410764165507,0.50000048,0.7038282854721148,1.9999999999999998e-05,0.4995199999999999
oracle-boundary/transition2,sp-19,unchanged,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,0.011582902361779817,2e-05,0.99902
oracle-boundary/transition3,sp-19,unchanged,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,0.011582902361779817,2e-05,0.99902
a32_48/absolute,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
a32_48/present,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
a32_48/recency,sp-19,unchanged,reset,0,0.0,6.907755278982137,1.2819812499999999,1.5615080942797084,0.001,0.35724999999999996
a32_48/reference,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
a32_48/transition1,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
a32_48/transition2,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
a32_48/transition3,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
a32_48_mixture/absolute,sp-19,unchanged,reset,0,0.0,10.907892703949722,1.26859827732323,1.4475889479589688,0.08436221134219679,0.34304598025130767
a32_48_mixture/present,sp-19,unchanged,reset,0,0.0,10.907892703949722,1.26859827732323,1.4475889479589688,0.08436221134219679,0.34304598025130767
a32_48_mixture/recency,sp-19,unchanged,reset,0,0.0,6.9958696985215765,1.2435343319545749,1.713994829745898,0.08525955432194103,0.32711814236084735
a32_48_mixture/reference,sp-19,unchanged,reset,0,0.0,10.907892703949722,1.26859827732323,1.4475889479589688,0.08436221134219679,0.34304598025130767
a32_48_mixture/transition1,sp-19,unchanged,reset,0,0.0,10.907892703949722,1.26859827732323,1.4475889479589688,0.08436221134219679,0.34304598025130767
a32_48_mixture/transition2,sp-19,unchanged,reset,0,0.0,10.907892703949722,1.26859827732323,1.4475889479589688,0.08436221134219679,0.34304598025130767
a32_48_mixture/transition3,sp-19,unchanged,reset,0,0.0,10.907892703949722,1.26859827732323,1.4475889479589688,0.08436221134219679,0.34304598025130767
b2/absolute,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
b2/present,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
b2/recency,sp-19,unchanged,reset,0,0.0,6.907755278982137,1.2819812499999999,1.5615080942797084,0.001,0.35724999999999996
b2/reference,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
b2/transition1,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
b2/transition2,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
b2/transition3,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
f32/absolute,sp-19,unchanged,reset,0,0.0,+Infinity,2.0,-0.0,1.0,1.0
f32/present,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
f32/recency,sp-19,unchanged,reset,0,0.0,6.907755278982137,1.90245,0.38625940550147086,0.001,0.951
f32/reference,sp-19,unchanged,reset,0,0.0,+Infinity,2.0,-0.0,1.0,1.0
f32/single,sp-19,unchanged,reset,0,0.0,+Infinity,2.0,-0.0,1.0,1.0
f32/transition1,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.99800098,0.011582902361779817,2e-05,0.99902
f32/transition2,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.99800098,0.011582902361779817,2e-05,0.99902
f32/transition3,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.99800098,0.011582902361779817,2e-05,0.99902
fixed/absolute,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
fixed/present,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
fixed/recency,sp-19,unchanged,reset,0,0.0,6.907755278982137,1.2819812499999999,1.5615080942797084,0.001,0.35724999999999996
fixed/reference,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
fixed/transition1,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
fixed/transition2,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
fixed/transition3,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
trim16/absolute,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
trim16/present,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
trim16/recency,sp-19,unchanged,reset,0,0.0,6.907755278982137,1.2819812499999999,1.5615080942797084,0.001,0.35724999999999996
trim16/reference,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
trim16/transition1,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
trim16/transition2,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
trim16/transition3,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
patch-multi/absolute,sp-19,unchanged,reset,0,0.0,+Infinity,2.0,-0.0,1.0,1.0
patch-multi/present,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
patch-multi/recency,sp-19,unchanged,reset,0,0.0,6.907755278982137,1.90245,0.38625940550147086,0.001,0.951
patch-multi/reference,sp-19,unchanged,reset,0,0.0,+Infinity,2.0,-0.0,1.0,1.0
patch-multi/transition1,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.9980009799999996,0.011582902361779928,2e-05,0.9990199999999999
patch-multi/transition2,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.99800098,0.011582902361779817,2e-05,0.99902
patch-multi/transition3,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.99800098,0.011582902361779817,2e-05,0.99902
oracle-boundary/absolute,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
oracle-boundary/present,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
oracle-boundary/recency,sp-19,unchanged,reset,0,0.0,6.907755278982137,1.2819812499999999,1.5615080942797084,0.001,0.35724999999999996
oracle-boundary/reference,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
oracle-boundary/transition1,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
oracle-boundary/transition2,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
oracle-boundary/transition3,sp-19,unchanged,reset,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
a32_48/absolute,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
a32_48/present,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
a32_48/recency,sp-19,unchanged,reset,1,0.0,6.907755278982137,1.2819812499999999,1.5615080942797084,0.001,0.35724999999999996
a32_48/reference,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
a32_48/transition1,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
a32_48/transition2,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
a32_48/transition3,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
a32_48_mixture/absolute,sp-19,unchanged,reset,1,0.0,10.907892703949722,1.26859827732323,1.4475889479589688,0.08436221134219679,0.34304598025130767
a32_48_mixture/present,sp-19,unchanged,reset,1,0.0,10.907892703949722,1.26859827732323,1.4475889479589688,0.08436221134219679,0.34304598025130767
a32_48_mixture/recency,sp-19,unchanged,reset,1,0.0,6.9958696985215765,1.2435343319545749,1.713994829745898,0.08525955432194103,0.32711814236084735
a32_48_mixture/reference,sp-19,unchanged,reset,1,0.0,10.907892703949722,1.26859827732323,1.4475889479589688,0.08436221134219679,0.34304598025130767
a32_48_mixture/transition1,sp-19,unchanged,reset,1,0.0,10.907892703949722,1.26859827732323,1.4475889479589688,0.08436221134219679,0.34304598025130767
a32_48_mixture/transition2,sp-19,unchanged,reset,1,0.0,10.907892703949722,1.26859827732323,1.4475889479589688,0.08436221134219679,0.34304598025130767
a32_48_mixture/transition3,sp-19,unchanged,reset,1,0.0,10.907892703949722,1.26859827732323,1.4475889479589688,0.08436221134219679,0.34304598025130767
b2/absolute,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
b2/present,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
b2/recency,sp-19,unchanged,reset,1,0.0,6.907755278982137,1.2819812499999999,1.5615080942797084,0.001,0.35724999999999996
b2/reference,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
b2/transition1,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
b2/transition2,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
b2/transition3,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
f32/absolute,sp-19,unchanged,reset,1,0.0,+Infinity,2.0,-0.0,1.0,1.0
f32/present,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
f32/recency,sp-19,unchanged,reset,1,0.0,6.907755278982137,1.90245,0.38625940550147086,0.001,0.951
f32/reference,sp-19,unchanged,reset,1,0.0,+Infinity,2.0,-0.0,1.0,1.0
f32/single,sp-19,unchanged,reset,1,0.0,+Infinity,2.0,-0.0,1.0,1.0
f32/transition1,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.99800098,0.011582902361779817,2e-05,0.99902
f32/transition2,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.99800098,0.011582902361779817,2e-05,0.99902
f32/transition3,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.99800098,0.011582902361779817,2e-05,0.99902
fixed/absolute,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
fixed/present,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
fixed/recency,sp-19,unchanged,reset,1,0.0,6.907755278982137,1.2819812499999999,1.5615080942797084,0.001,0.35724999999999996
fixed/reference,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
fixed/transition1,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
fixed/transition2,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
fixed/transition3,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
trim16/absolute,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
trim16/present,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
trim16/recency,sp-19,unchanged,reset,1,0.0,6.907755278982137,1.2819812499999999,1.5615080942797084,0.001,0.35724999999999996
trim16/reference,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
trim16/transition1,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
trim16/transition2,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
trim16/transition3,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
patch-multi/absolute,sp-19,unchanged,reset,1,0.0,+Infinity,2.0,-0.0,1.0,1.0
patch-multi/present,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
patch-multi/recency,sp-19,unchanged,reset,1,0.0,6.907755278982137,1.90245,0.38625940550147086,0.001,0.951
patch-multi/reference,sp-19,unchanged,reset,1,0.0,+Infinity,2.0,-0.0,1.0,1.0
patch-multi/transition1,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.9980009799999996,0.011582902361779928,2e-05,0.9990199999999999
patch-multi/transition2,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.99800098,0.011582902361779817,2e-05,0.99902
patch-multi/transition3,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.99800098,0.011582902361779817,2e-05,0.99902
oracle-boundary/absolute,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
oracle-boundary/present,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
oracle-boundary/recency,sp-19,unchanged,reset,1,0.0,6.907755278982137,1.2819812499999999,1.5615080942797084,0.001,0.35724999999999996
oracle-boundary/reference,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
oracle-boundary/transition1,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
oracle-boundary/transition2,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
oracle-boundary/transition3,sp-19,unchanged,reset,1,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
a32_48/absolute,sp-19,unchanged,removal,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
a32_48/present,sp-19,unchanged,removal,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
a32_48/recency,sp-19,unchanged,removal,0,0.0,6.907755278982137,1.2819812499999999,1.5615080942797084,0.001,0.35724999999999996
a32_48/reference,sp-19,unchanged,removal,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
a32_48/transition1,sp-19,unchanged,removal,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
a32_48/transition2,sp-19,unchanged,removal,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
a32_48/transition3,sp-19,unchanged,removal,0,0.0,10.819778284410283,1.3118752925,1.2652230253095489,1.9999999999999998e-05,0.37464499999999995
