front,group,precision,recall,f1,split_rate,merge_rate,pitch_accuracy,pitch_availability,octave_error_rate,mean_pitch_error_available,mean_onset_error_s,mean_end_error_s,max_true_end_latency_s,max_inferred_end_latency_s
repaired,ewr-16,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.001393728111633966,0.008680064534231199,0.010225589225589225,0.093875,0.096
repaired,ewr-17,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.00020137328081978672,0.007478184624017957,0.009872825476992145,0.11725,0.104
repaired,ewr-18,0.9777777777777779,0.9595959595959597,0.9682539682539684,0.0,0.020202020202020204,0.9595959595959597,0.9696969696969696,0.0,0.004858673443356923,0.005588909932659932,0.005080555555555556,0.11575,0.104
repaired,ewr-19,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0020726431811973222,0.0075578002244668895,0.009088103254769922,0.11425,0.104
repaired,ewr-20,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0024574891380303877,0.009458684062850728,0.009477342873176205,0.104375,0.104
repaired,ewr-21,0.9194444444444445,0.8540965207631874,0.8851540616246498,0.0,0.07295173961840629,0.8540965207631874,0.8540965207631874,0.0,0.00046194787577098014,0.006632605820105821,0.009258457591790925,0.11125,0.104
repaired,ewr-22,0.9953703703703702,1.0,0.9975845410628019,0.0,0.0,1.0,1.0,0.0,0.0008186692471623254,0.009379980359147026,0.009478675645342311,0.10975,0.104
repaired,ewr-23,0.8419210419210419,1.0,0.9119849465730473,0.0,0.0,0.9393939393939394,0.9393939393939394,0.0,0.005877167429984544,0.010735129068462404,0.01015333894500561,0.115875,0.104
repaired,ewr-24,1.0,1.0,1.0,0.04264870931537598,0.04264870931537598,1.0,1.0,0.0,0.003033362085904596,0.008740109427609428,0.009202230639730639,0.10675,0.104
repaired,ewr-25,0.9194444444444445,0.8540965207631874,0.8851540616246498,0.0,0.07295173961840629,0.8540965207631874,0.8540965207631874,0.0,0.0001784337134966708,0.005082962562129229,0.0067990620490620485,0.112875,0.104
repaired,ewr-26,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0018821853108984296,0.00933284231200898,0.009474817620650954,0.111375,0.104
repaired,ewr-27,0.825132275132275,1.0,0.9017997613878621,0.0,0.0,0.9545454545454546,0.9545454545454546,0.0,0.003105944958122175,0.010288159371492704,0.00907428451178451,0.119375,0.104
repaired,ewr-28,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0011336893866666026,0.009541175645342313,0.010415684624017957,0.1021875,0.104
repaired,ewr-29,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0005960471907725499,0.008461980920314253,0.010873877665544334,0.11525,0.104
repaired,ewr-30,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.000758081879554746,0.010098835578002245,0.009707421436588102,0.105375,0.104
repaired,ewr-31,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0029951037938540023,0.0084908810325477,0.009028198653198653,0.111125,0.1
repaired,ewr-32,0.9194444444444445,0.8540965207631874,0.8851540616246498,0.0,0.07295173961840629,0.8540965207631874,0.8540965207631874,0.0,0.00034525507185769556,0.006629699775533108,0.007457401394901395,0.1090625,0.104
repaired,ewr-33,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.00018690390700402037,0.006039001122334455,0.008235199214365881,0.107,0.104
repaired,ewr-34,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0004577480065914421,0.008871703142536476,0.008841540404040405,0.1049375,0.1
repaired,ewr-35,0.9060846560846559,1.0,0.9491787439613526,0.0,0.0,1.0,1.0,0.0,0.004787332094911986,0.010550224466891134,0.010747825476992144,0.102875,0.092
repaired,ewr-36,0.9194444444444445,0.8540965207631874,0.8851540616246498,0.0,0.07295173961840629,0.8540965207631874,0.8540965207631874,0.0,0.0019931094705957775,0.00718056557639891,0.0077941017316017335,0.1008125,0.1
repaired,ewr-37,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0013875516711923672,0.007929994388327722,0.010070917508417508,0.09875,0.096
repaired,ewr-38,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0005963298123440779,0.009332842312008979,0.00938489057239057,0.0966875,0.096
repaired,ewr-39,0.9518518518518518,1.0,0.9748283752860412,0.0,0.0,1.0,1.0,0.0,0.00454312505469889,0.009805695847362513,0.01035388608305275,0.117625,0.104
streaming,ewr-16,1.0,1.0,1.0,0.0,0.0,0.7188552188552187,0.9646464646464646,0.0,4.940107982419227,0.008680064534231199,0.010225589225589225,0.093875,0.096
streaming,ewr-17,1.0,1.0,1.0,0.0,0.0,0.6531986531986531,1.0,0.20314253647586977,3.5546963948941417,0.007478184624017957,0.009872825476992145,0.11725,0.104
