model,cell,condition,accuracy,accuracy_lower95,accuracy_upper95,paired_success,paired_success_lower95,paired_success_upper95,log_loss,log_loss_lower95,log_loss_upper95,brier,brier_lower95,brier_upper95
fixed/present,legato,intact,0.22916666666666666,0.125,0.3333333333333333,0.0,0.0,0.0,4.489965658217623,2.850298672157622,6.402236199964218,0.9164377925,0.7811565425000001,1.0517190425
fixed/recency,detached,intact,0.2708333333333333,0.125,0.4375,0.16666666666666666,0.041666666666666664,0.3333333333333333,4.825974524795165,3.6013830284263677,5.928098608313756,1.3182865885416668,0.9974760416666667,1.6094096354166665
fixed/recency,duration,intact,0.125,0.041666666666666664,0.20833333333333334,0.0,0.0,0.0,5.422496833609469,4.38623048059871,6.366106549654856,1.424295703125,1.1944649739583333,1.637674609375
fixed/recency,joint,ambiguous,0.125,0.041666666666666664,0.20833333333333334,0.0,0.0,0.0,5.544964246459678,4.610767842846304,6.377090700675663,1.4520658854166666,1.24746953125,1.6445398437499998
fixed/recency,joint,intact,0.125,0.041666666666666664,0.20833333333333334,0.0,0.0,0.0,5.422496833609469,4.38623048059871,6.366106549654856,1.424295703125,1.1944649739583333,1.637674609375
fixed/recency,joint,removal,0.08333333333333333,0.020833333333333332,0.16666666666666666,0.0,0.0,0.0,5.9280159761804745,4.948276673378811,6.6628204532817215,1.4993184895833334,1.2848263020833333,1.6917924479166666
fixed/recency,joint,reset,0.08333333333333333,0.020833333333333332,0.16666666666666666,0.0,0.0,0.0,5.728624049668348,4.748884746866685,6.6628204532817215,1.4635697916666668,1.2551388020833334,1.6582703125
fixed/recency,joint,shuffle,0.125,0.041666666666666664,0.20833333333333334,0.0,0.0,0.0,5.565361709912499,4.631165306299125,6.397488164128485,1.4638790364583334,1.2584786458333332,1.6582703125
fixed/recency,joint,swap,0.125,0.041666666666666664,0.20833333333333334,0.0,0.0,0.0,5.422496833609469,4.38623048059871,6.366106549654856,1.424295703125,1.1944649739583333,1.637674609375
fixed/recency,legato,intact,0.20833333333333334,0.10416666666666667,0.3333333333333333,0.041666666666666664,0.0,0.125,4.869060805708851,3.830420466556767,5.851174094651836,1.3960307291666665,1.1414604166666666,1.6346440104166666
fixed/reference,detached,intact,0.25,0.125,0.375,0.08333333333333333,0.0,0.20833333333333334,4.79771616644759,3.0129496789384906,6.7712864511652056,0.917638412411714,0.72506555421875,1.1115263616304638
fixed/reference,duration,intact,0.20833333333333334,0.10416666666666667,0.3125,0.0,0.0,0.0,4.871616978930368,3.231949992870367,6.670471274638399,1.0048264794227726,0.8540002925,1.1660517126433183
fixed/reference,joint,ambiguous,0.20833333333333334,0.10416666666666667,0.3125,0.0,0.0,0.0,4.899882404732623,3.168673291453685,6.812152946479219,0.9762451128124999,0.8227815424999999,1.140114933125
fixed/reference,joint,intact,0.20833333333333334,0.10416666666666667,0.3125,0.0,0.0,0.0,4.899882404732623,3.2383412998529977,6.698736700440655,1.004833683125,0.8540002925,1.16607332375
fixed/reference,joint,removal,0.22916666666666666,0.125,0.3333333333333333,0.0,0.0,0.0,4.489965658217623,2.850298672157622,6.402236199964218,0.9450263628125,0.7993388628124999,1.108896183125
fixed/reference,joint,reset,0.22916666666666666,0.125,0.3333333333333333,0.0,0.0,0.0,4.489965658217623,2.850298672157622,6.402236199964218,0.9164377925,0.7811565425000001,1.0517190425
fixed/reference,joint,shuffle,0.20833333333333334,0.10416666666666667,0.3125,0.0,0.0,0.0,4.899882404732623,3.2383412998529977,6.698736700440655,1.004833683125,0.8540002925,1.16607332375
fixed/reference,joint,swap,0.20833333333333334,0.10416666666666667,0.3125,0.0,0.0,0.0,4.899882404732623,3.2383412998529977,6.698736700440655,1.004833683125,0.8540002925,1.16607332375
fixed/reference,legato,intact,0.22916666666666666,0.125,0.3541666666666667,0.041666666666666664,0.0,0.125,4.818149414104597,3.030545126150095,6.7761910194606605,0.9293524228463684,0.74336234328125,1.115342502411487
fixed/transition1,detached,intact,0.22916666666666666,0.10416666666666667,0.3541666666666667,0.08333333333333333,0.0,0.20833333333333334,5.454080687864902,3.596360827583022,7.325105844881278,1.136345269834801,0.8749287695704401,1.3997347068251
fixed/transition1,duration,intact,0.22916666666666666,0.10416666666666667,0.3541666666666667,0.08333333333333333,0.0,0.20833333333333334,6.546991856595192,4.751399742876379,8.34668797915691,1.1508994072798473,0.949522187830533,1.3498123594829536
fixed/transition1,joint,ambiguous,0.16666666666666666,0.08333333333333333,0.2708333333333333,0.0,0.0,0.0,6.586544255923901,4.789138325523421,8.286035829043664,1.2289134115392517,1.0214814083373938,1.435893191546801
fixed/transition1,joint,intact,0.16666666666666666,0.0625,0.2916666666666667,0.041666666666666664,0.0,0.125,6.6512357829429005,4.882651306499944,8.397794938469339,1.2500837435273042,1.0445861040402775,1.4506524208443576
