group,cell,condition,variant,whole_duration_s,support_duration_s,available,cycles,extra_processing_seconds
ewr-16,joint,swap,1,0.108,0.076,1,23.64610438036464,0.00057225
ewr-16,joint,swap,1,0.1,0.068,1,14.95985787809695,0.000210959
ewr-16,joint,swap,1,0.088,0.056,1,9.22987773136072,0.000578542
ewr-16,joint,swap,1,0.076,0.044,1,6.097768143975349,0.00023275
ewr-16,joint,swap,1,0.104,0.072,1,22.40104121215266,0.00074925
ewr-16,joint,swap,1,0.108,0.076,1,18.767828080160957,0.00028625
ewr-16,joint,swap,1,0.076,0.044,1,7.2527365964803705,0.00014775
ewr-16,joint,swap,1,0.092,0.06,1,11.759874780026362,0.000277334
ewr-16,joint,swap,1,0.112,0.08,1,24.890497993754433,0.000686125
ewr-16,joint,swap,1,0.108,0.076,1,16.719929540668584,0.000253792
ewr-16,joint,swap,1,0.072,0.04,1,6.5923517763614345,0.000571041
ewr-16,joint,shuffle,0,0.104,0.072,1,22.401588940115612,0.000629458
ewr-16,joint,shuffle,0,0.108,0.076,1,18.767472130987887,0.000165083
ewr-16,joint,shuffle,0,0.076,0.044,1,7.252535970072613,0.000657625
ewr-16,joint,shuffle,0,0.092,0.06,1,11.760307996336062,0.000152125
ewr-16,joint,shuffle,0,0.108,0.076,1,23.645620433895147,0.000682625
ewr-16,joint,shuffle,0,0.1,0.068,1,14.959837572687526,0.000321417
ewr-16,joint,shuffle,0,0.088,0.056,1,9.229348072392568,0.000684041
ewr-16,joint,shuffle,0,0.076,0.044,1,6.098043830000968,0.000356333
ewr-16,joint,shuffle,0,0.112,0.08,1,24.890497993754433,0.000682667
ewr-16,joint,shuffle,0,0.108,0.076,1,16.719929540668584,0.000240125
ewr-16,joint,shuffle,0,0.072,0.04,1,6.5923517763614345,0.000568667
ewr-16,joint,shuffle,1,0.104,0.072,1,22.401588940115612,0.000643291
ewr-16,joint,shuffle,1,0.108,0.076,1,18.767472130987887,0.0001675
ewr-16,joint,shuffle,1,0.084,0.052,1,8.570974038316344,0.000581583
ewr-16,joint,shuffle,1,0.076,0.044,1,6.097768143975349,0.000237583
ewr-16,joint,shuffle,1,0.108,0.076,1,23.645620433895147,0.000696958
ewr-16,joint,shuffle,1,0.1,0.068,1,14.959837572687526,0.000327542
ewr-16,joint,shuffle,1,0.08,0.048,1,7.910981086203681,0.000154
ewr-16,joint,shuffle,1,0.092,0.06,1,11.759874780026362,0.00028525
ewr-16,joint,shuffle,1,0.112,0.08,1,24.890497993754433,0.000703375
ewr-16,joint,shuffle,1,0.108,0.076,1,16.719929540668584,0.000245542
ewr-16,joint,shuffle,1,0.072,0.04,1,6.5923517763614345,0.000593583
ewr-16,joint,ambiguous,0,0.108,0.076,1,23.64610438036464,0.000571834
ewr-16,joint,ambiguous,0,0.1,0.068,1,14.95985787809695,0.000201458
ewr-16,joint,ambiguous,0,0.088,0.056,1,9.22987773136072,0.00057325
ewr-16,joint,ambiguous,0,0.076,0.044,1,6.097768143975349,0.000233875
ewr-16,joint,ambiguous,0,0.108,0.076,1,23.645620433895147,0.000685291
ewr-16,joint,ambiguous,0,0.1,0.068,1,14.959837572687526,0.000324667
ewr-16,joint,ambiguous,0,0.08,0.048,1,7.910981086203681,0.000148792
ewr-16,joint,ambiguous,0,0.092,0.06,1,11.759874780026362,0.000276084
ewr-16,joint,ambiguous,0,0.112,0.08,1,24.890497993754433,0.000683
ewr-16,joint,ambiguous,0,0.108,0.076,1,16.719929540668584,0.00024675
ewr-16,joint,ambiguous,0,0.072,0.04,1,6.5923517763614345,0.000568833
ewr-16,joint,ambiguous,1,0.108,0.076,1,23.64610438036464,0.000569709
ewr-16,joint,ambiguous,1,0.1,0.068,1,14.95985787809695,0.000205875
ewr-16,joint,ambiguous,1,0.088,0.056,1,9.22987773136072,0.000574
ewr-16,joint,ambiguous,1,0.076,0.044,1,6.097768143975349,0.000231167
