front,group,cell,condition,variant,true_events,predicted_events,matched_events,bounded_matches,precision,recall,f1,split_count,merge_count,split_rate,merge_rate,pitch_accuracy,pitch_availability,mean_pitch_error_available,octave_error_rate,mean_onset_error_s,mean_end_error_s,max_true_end_latency_s,max_inferred_end_latency_s
streaming,ewr-29,joint,shuffle,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,0.5454545454545454,1.0,7.424567634247529,0.18181818181818182,0.008886363636363637,0.01152272727272727,0.11525,0.104
fixed,ewr-29,joint,shuffle,1,11,16,10,1,0.0625,0.09090909090909091,0.07407407407407407,4,0,0.36363636363636365,0.0,0.7272727272727273,0.9090909090909091,3.1211836144543144,0.09090909090909091,0.0188375,0.02144375,0.0091875,0.0
oracle-boundary,ewr-29,joint,shuffle,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0006997005561153458,0.0,0.0,0.0,0.06275,0.06275
repaired,ewr-29,joint,ambiguous,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0007001834644709119,0.0,0.009613636363636364,0.01225,0.11525,0.104
streaming,ewr-29,joint,ambiguous,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,0.36363636363636365,1.0,10.858276530619046,0.18181818181818182,0.009613636363636364,0.01225,0.11525,0.104
fixed,ewr-29,joint,ambiguous,0,11,15,9,1,0.06666666666666667,0.09090909090909091,0.07692307692307693,3,0,0.2727272727272727,0.0,0.6363636363636364,0.8181818181818182,3.450691514919079,0.09090909090909091,0.01648611111111111,0.02286111111111111,0.0091875,0.0
oracle-boundary,ewr-29,joint,ambiguous,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0006582971459174948,0.0,0.0,0.0,0.06275,0.06275
repaired,ewr-29,joint,ambiguous,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0007001834644709119,0.0,0.009613636363636364,0.01225,0.11525,0.104
streaming,ewr-29,joint,ambiguous,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,0.36363636363636365,1.0,10.858276530619046,0.18181818181818182,0.009613636363636364,0.01225,0.11525,0.104
fixed,ewr-29,joint,ambiguous,1,11,15,9,1,0.06666666666666667,0.09090909090909091,0.07692307692307693,3,0,0.2727272727272727,0.0,0.6363636363636364,0.8181818181818182,3.450691514919079,0.09090909090909091,0.01648611111111111,0.02286111111111111,0.0091875,0.0
oracle-boundary,ewr-29,joint,ambiguous,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0006582971459174948,0.0,0.0,0.0,0.06275,0.06275
repaired,ewr-30,detached,intact,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0007750920531155246,0.0,0.007318181818181818,0.005767045454545454,0.105375,0.104
streaming,ewr-30,detached,intact,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.07688438799855633,0.0,0.007318181818181818,0.005767045454545454,0.105375,0.104
fixed,ewr-30,detached,intact,0,11,14,8,3,0.21428571428571427,0.2727272727272727,0.24,4,0,0.36363636363636365,0.0,0.6363636363636364,0.7272727272727273,2.3881589443253186,0.0,0.021914062499999998,0.018250000000000002,0.0108125,0.0
oracle-boundary,ewr-30,detached,intact,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0037413187348437045,0.0,0.0,0.0,0.04325,0.04325
