kind,model,group,cell,condition,variant,accuracy,log_loss,brier,target_quantization_error
oracle,reference,cmr-21,joint,removal,0,0.0,10.819778284410283,1.3118752925000008,0.0
oracle,candidate,cmr-21,joint,removal,0,0.0,1.7196713928338012,0.7988171875000005,0.0
acoustic,candidate,cmr-21,joint,removal,1,0.0,1.7196713928338012,0.7988171875000005,2.3545902868349344e-05
acoustic,present,cmr-21,joint,removal,1,0.0,1.7196713928338012,0.7988171875000005,2.3545902868349344e-05
acoustic,recency,cmr-21,joint,removal,1,0.0,1.7196713928338012,0.7988171875000005,2.3545902868349344e-05
acoustic,reference,cmr-21,joint,removal,1,0.0,10.819778284410283,1.3118752925000003,2.3545902868349344e-05
acoustic,retrieval_absolute,cmr-21,joint,removal,1,0.0,1.7196713928338012,0.7988171875000005,2.3545902868349344e-05
acoustic,transition,cmr-21,joint,removal,1,0.0,1.7196713928338012,0.7988171875000005,2.3545902868349344e-05
oracle,present,cmr-21,joint,removal,1,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,recency,cmr-21,joint,removal,1,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,transition,cmr-21,joint,removal,1,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,retrieval_absolute,cmr-21,joint,removal,1,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,reference,cmr-21,joint,removal,1,0.0,10.819778284410283,1.3118752925000003,0.0
oracle,candidate,cmr-21,joint,removal,1,0.0,1.7196713928338012,0.7988171875000005,0.0
acoustic,candidate,cmr-21,joint,swap,0,1.0,0.05024121643674679,0.0024500000000000632,2.3545902868349344e-05
acoustic,present,cmr-21,joint,swap,0,0.0,1.7196713928338012,0.7988171875000005,2.3545902868349344e-05
acoustic,recency,cmr-21,joint,swap,0,0.0,1.7196713928338012,0.7988171875000005,2.3545902868349344e-05
acoustic,reference,cmr-21,joint,swap,0,1.0,0.0009804805139614205,9.800000000392828e-07,2.3545902868349344e-05
acoustic,retrieval_absolute,cmr-21,joint,swap,0,0.0,1.7196713928338012,0.7988171875000005,2.3545902868349344e-05
acoustic,transition,cmr-21,joint,swap,0,0.0,1.7196713928338012,0.7988171875000005,2.3545902868349344e-05
oracle,present,cmr-21,joint,swap,0,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,recency,cmr-21,joint,swap,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-21,joint,swap,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,retrieval_absolute,cmr-21,joint,swap,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,reference,cmr-21,joint,swap,0,1.0,0.0009804805139614205,9.800000000392828e-07,0.0
oracle,candidate,cmr-21,joint,swap,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
acoustic,candidate,cmr-21,joint,swap,1,1.0,0.05024121643674679,0.0024500000000000632,2.3545902868349344e-05
acoustic,present,cmr-21,joint,swap,1,0.0,1.7196713928338012,0.7988171875000005,2.3545902868349344e-05
acoustic,recency,cmr-21,joint,swap,1,0.0,1.7196713928338012,0.7988171875000005,2.3545902868349344e-05
acoustic,reference,cmr-21,joint,swap,1,1.0,0.0009804805139616427,9.800000000392828e-07,2.3545902868349344e-05
acoustic,retrieval_absolute,cmr-21,joint,swap,1,0.0,1.7196713928338012,0.7988171875000005,2.3545902868349344e-05
acoustic,transition,cmr-21,joint,swap,1,0.0,1.7196713928338012,0.7988171875000005,2.3545902868349344e-05
oracle,present,cmr-21,joint,swap,1,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,recency,cmr-21,joint,swap,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-21,joint,swap,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,retrieval_absolute,cmr-21,joint,swap,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,reference,cmr-21,joint,swap,1,1.0,0.0009804805139616427,9.800000000392828e-07,0.0
oracle,candidate,cmr-21,joint,swap,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
acoustic,candidate,cmr-21,joint,shuffle,0,1.0,0.05024121643674679,0.0024500000000000632,2.3545902868349344e-05
acoustic,present,cmr-21,joint,shuffle,0,0.0,1.7196713928338012,0.7988171875000005,2.3545902868349344e-05
acoustic,recency,cmr-21,joint,shuffle,0,0.0,1.7196713928338012,0.7988171875000005,2.3545902868349344e-05
acoustic,reference,cmr-21,joint,shuffle,0,1.0,0.0009804805139616427,9.800000000392828e-07,2.3545902868349344e-05
acoustic,retrieval_absolute,cmr-21,joint,shuffle,0,0.0,1.7196713928338012,0.7988171875000005,2.3545902868349344e-05
acoustic,transition,cmr-21,joint,shuffle,0,0.0,1.7196713928338012,0.7988171875000005,2.3545902868349344e-05
oracle,present,cmr-21,joint,shuffle,0,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,recency,cmr-21,joint,shuffle,0,0.0,6.907755278982137,1.9024499999999982,0.0
oracle,transition,cmr-21,joint,shuffle,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,retrieval_absolute,cmr-21,joint,shuffle,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,reference,cmr-21,joint,shuffle,0,1.0,0.0009804805139616427,9.800000000392828e-07,0.0
oracle,candidate,cmr-21,joint,shuffle,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
acoustic,candidate,cmr-21,joint,shuffle,1,1.0,0.05024121643674679,0.0024500000000000632,2.3545902868349344e-05
acoustic,present,cmr-21,joint,shuffle,1,0.0,1.7196713928338012,0.7988171875000005,2.3545902868349344e-05
acoustic,recency,cmr-21,joint,shuffle,1,0.0,1.7196713928338012,0.7988171875000005,2.3545902868349344e-05
acoustic,reference,cmr-21,joint,shuffle,1,1.0,0.0009804805139614205,9.800000000392828e-07,2.3545902868349344e-05
acoustic,retrieval_absolute,cmr-21,joint,shuffle,1,0.0,1.7196713928338012,0.7988171875000005,2.3545902868349344e-05
acoustic,transition,cmr-21,joint,shuffle,1,0.0,1.7196713928338012,0.7988171875000005,2.3545902868349344e-05
oracle,present,cmr-21,joint,shuffle,1,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,recency,cmr-21,joint,shuffle,1,0.0,6.907755278982137,1.9024499999999982,0.0
oracle,transition,cmr-21,joint,shuffle,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,retrieval_absolute,cmr-21,joint,shuffle,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,reference,cmr-21,joint,shuffle,1,1.0,0.0009804805139614205,9.800000000392828e-07,0.0
oracle,candidate,cmr-21,joint,shuffle,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
acoustic,candidate,cmr-21,joint,ambiguous,0,1.0,0.7423374247507171,0.5012000000000001,2.3545902868349344e-05
acoustic,present,cmr-21,joint,ambiguous,0,0.0,1.7196713928338012,0.7988171874999994,2.3545902868349344e-05
acoustic,recency,cmr-21,joint,ambiguous,0,0.0,1.7196713928338012,0.7988171874999994,2.3545902868349344e-05
acoustic,reference,cmr-21,joint,ambiguous,0,1.0,0.69410764165507,0.50000048,2.3545902868349344e-05
acoustic,retrieval_absolute,cmr-21,joint,ambiguous,0,0.0,1.7196713928338012,0.7988171874999994,2.3545902868349344e-05
acoustic,transition,cmr-21,joint,ambiguous,0,0.0,1.7196713928338012,0.7988171874999994,2.3545902868349344e-05
oracle,present,cmr-21,joint,ambiguous,0,0.0,1.7196713928338012,0.7988171874999994,0.0
oracle,recency,cmr-21,joint,ambiguous,0,1.0,3.4789982477094417,0.9524499999999994,0.0
oracle,transition,cmr-21,joint,ambiguous,0,1.0,0.7423374247507171,0.5012000000000001,0.0
oracle,retrieval_absolute,cmr-21,joint,ambiguous,0,1.0,0.7423374247507171,0.5012000000000001,0.0
oracle,reference,cmr-21,joint,ambiguous,0,1.0,0.69410764165507,0.50000048,0.0
oracle,candidate,cmr-21,joint,ambiguous,0,1.0,0.7423374247507171,0.5012000000000001,0.0
acoustic,candidate,cmr-21,joint,ambiguous,1,0.0,0.7423374247507171,0.5012000000000001,2.3545902868349344e-05
acoustic,present,cmr-21,joint,ambiguous,1,0.0,1.7196713928338012,0.7988171874999994,2.3545902868349344e-05
acoustic,recency,cmr-21,joint,ambiguous,1,0.0,1.7196713928338012,0.7988171874999994,2.3545902868349344e-05
acoustic,reference,cmr-21,joint,ambiguous,1,0.0,0.69410764165507,0.50000048,2.3545902868349344e-05
acoustic,retrieval_absolute,cmr-21,joint,ambiguous,1,0.0,1.7196713928338012,0.7988171874999994,2.3545902868349344e-05
acoustic,transition,cmr-21,joint,ambiguous,1,0.0,1.7196713928338012,0.7988171874999994,2.3545902868349344e-05
oracle,present,cmr-21,joint,ambiguous,1,0.0,1.7196713928338012,0.7988171874999994,0.0
oracle,recency,cmr-21,joint,ambiguous,1,0.0,3.4789982477094417,0.9524499999999994,0.0
oracle,transition,cmr-21,joint,ambiguous,1,0.0,0.7423374247507171,0.5012000000000001,0.0
oracle,retrieval_absolute,cmr-21,joint,ambiguous,1,0.0,0.7423374247507171,0.5012000000000001,0.0
oracle,reference,cmr-21,joint,ambiguous,1,0.0,0.69410764165507,0.50000048,0.0
oracle,candidate,cmr-21,joint,ambiguous,1,0.0,0.7423374247507171,0.5012000000000001,0.0
acoustic,candidate,cmr-22,matched,intact,0,1.0,0.05024121643674679,0.0024500000000000632,4.959483261401942e-06
acoustic,present,cmr-22,matched,intact,0,1.0,1.7196713928338012,0.7988171875000005,4.959483261401942e-06
acoustic,recency,cmr-22,matched,intact,0,1.0,0.05024121643674679,0.0024500000000000632,4.959483261401942e-06
acoustic,reference,cmr-22,matched,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07,4.959483261401942e-06
acoustic,retrieval_absolute,cmr-22,matched,intact,0,1.0,0.05024121643674679,0.0024500000000000632,4.959483261401942e-06
acoustic,transition,cmr-22,matched,intact,0,1.0,0.05024121643674679,0.0024500000000000632,4.959483261401942e-06
oracle,present,cmr-22,matched,intact,0,1.0,1.7196713928338012,0.7988171875000005,0.0
oracle,recency,cmr-22,matched,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-22,matched,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,retrieval_absolute,cmr-22,matched,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,reference,cmr-22,matched,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07,0.0
oracle,candidate,cmr-22,matched,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
acoustic,candidate,cmr-22,matched,intact,1,1.0,0.05024121643674679,0.0024500000000000632,4.959483261401942e-06
acoustic,present,cmr-22,matched,intact,1,0.0,1.7196713928338012,0.7988171875000005,4.959483261401942e-06
acoustic,recency,cmr-22,matched,intact,1,1.0,0.05024121643674679,0.0024500000000000632,4.959483261401942e-06
acoustic,reference,cmr-22,matched,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,4.959483261401942e-06
acoustic,retrieval_absolute,cmr-22,matched,intact,1,1.0,0.05024121643674679,0.0024500000000000632,4.959483261401942e-06
acoustic,transition,cmr-22,matched,intact,1,1.0,0.05024121643674679,0.0024500000000000632,4.959483261401942e-06
oracle,present,cmr-22,matched,intact,1,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,recency,cmr-22,matched,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-22,matched,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,retrieval_absolute,cmr-22,matched,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,reference,cmr-22,matched,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,0.0
oracle,candidate,cmr-22,matched,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
acoustic,candidate,cmr-22,timbre,intact,0,1.0,0.05024121643674679,0.0024500000000000632,1.130090647016857e-05
acoustic,present,cmr-22,timbre,intact,0,1.0,1.7196713928338012,0.7988171875000005,1.130090647016857e-05
acoustic,recency,cmr-22,timbre,intact,0,1.0,0.05024121643674679,0.0024500000000000632,1.130090647016857e-05
acoustic,reference,cmr-22,timbre,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07,1.130090647016857e-05
acoustic,retrieval_absolute,cmr-22,timbre,intact,0,1.0,0.05024121643674679,0.0024500000000000632,1.130090647016857e-05
acoustic,transition,cmr-22,timbre,intact,0,1.0,0.05024121643674679,0.0024500000000000632,1.130090647016857e-05
oracle,present,cmr-22,timbre,intact,0,1.0,1.7196713928338012,0.7988171875000005,0.0
oracle,recency,cmr-22,timbre,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-22,timbre,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,retrieval_absolute,cmr-22,timbre,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,reference,cmr-22,timbre,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07,0.0
oracle,candidate,cmr-22,timbre,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
acoustic,candidate,cmr-22,timbre,intact,1,1.0,0.05024121643674679,0.0024500000000000632,1.130090647016857e-05
acoustic,present,cmr-22,timbre,intact,1,0.0,1.7196713928338012,0.7988171875000005,1.130090647016857e-05
acoustic,recency,cmr-22,timbre,intact,1,1.0,0.05024121643674679,0.0024500000000000632,1.130090647016857e-05
acoustic,reference,cmr-22,timbre,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,1.130090647016857e-05
acoustic,retrieval_absolute,cmr-22,timbre,intact,1,1.0,0.05024121643674679,0.0024500000000000632,1.130090647016857e-05
acoustic,transition,cmr-22,timbre,intact,1,1.0,0.05024121643674679,0.0024500000000000632,1.130090647016857e-05
oracle,present,cmr-22,timbre,intact,1,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,recency,cmr-22,timbre,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-22,timbre,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,retrieval_absolute,cmr-22,timbre,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,reference,cmr-22,timbre,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,0.0
oracle,candidate,cmr-22,timbre,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
acoustic,candidate,cmr-22,duration,intact,0,1.0,0.05024121643674679,0.0024500000000000632,1.4706691349175571e-05
acoustic,present,cmr-22,duration,intact,0,1.0,1.7196713928338012,0.7988171875000005,1.4706691349175571e-05
acoustic,recency,cmr-22,duration,intact,0,1.0,0.05024121643674679,0.0024500000000000632,1.4706691349175571e-05
acoustic,reference,cmr-22,duration,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07,1.4706691349175571e-05
acoustic,retrieval_absolute,cmr-22,duration,intact,0,1.0,0.05024121643674679,0.0024500000000000632,1.4706691349175571e-05
acoustic,transition,cmr-22,duration,intact,0,1.0,0.05024121643674679,0.0024500000000000632,1.4706691349175571e-05
oracle,present,cmr-22,duration,intact,0,1.0,1.7196713928338012,0.7988171875000005,0.0
oracle,recency,cmr-22,duration,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-22,duration,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,retrieval_absolute,cmr-22,duration,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,reference,cmr-22,duration,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07,0.0
oracle,candidate,cmr-22,duration,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
acoustic,candidate,cmr-22,duration,intact,1,1.0,0.05024121643674679,0.0024500000000000632,1.4706691349175571e-05
acoustic,present,cmr-22,duration,intact,1,0.0,1.7196713928338012,0.7988171875000005,1.4706691349175571e-05
acoustic,recency,cmr-22,duration,intact,1,1.0,0.05024121643674679,0.0024500000000000632,1.4706691349175571e-05
acoustic,reference,cmr-22,duration,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,1.4706691349175571e-05
acoustic,retrieval_absolute,cmr-22,duration,intact,1,1.0,0.05024121643674679,0.0024500000000000632,1.4706691349175571e-05
acoustic,transition,cmr-22,duration,intact,1,1.0,0.05024121643674679,0.0024500000000000632,1.4706691349175571e-05
oracle,present,cmr-22,duration,intact,1,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,recency,cmr-22,duration,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-22,duration,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,retrieval_absolute,cmr-22,duration,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,reference,cmr-22,duration,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,0.0
oracle,candidate,cmr-22,duration,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
acoustic,candidate,cmr-22,joint,intact,0,1.0,0.05024121643674679,0.0024500000000000632,7.752491855583798e-06
acoustic,present,cmr-22,joint,intact,0,1.0,1.7196713928338012,0.7988171875000005,7.752491855583798e-06
acoustic,recency,cmr-22,joint,intact,0,1.0,0.05024121643674679,0.0024500000000000632,7.752491855583798e-06
acoustic,reference,cmr-22,joint,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07,7.752491855583798e-06
acoustic,retrieval_absolute,cmr-22,joint,intact,0,1.0,0.05024121643674679,0.0024500000000000632,7.752491855583798e-06
acoustic,transition,cmr-22,joint,intact,0,1.0,0.05024121643674679,0.0024500000000000632,7.752491855583798e-06
oracle,present,cmr-22,joint,intact,0,1.0,1.7196713928338012,0.7988171875000005,0.0
oracle,recency,cmr-22,joint,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-22,joint,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,retrieval_absolute,cmr-22,joint,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,reference,cmr-22,joint,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07,0.0
oracle,candidate,cmr-22,joint,intact,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
acoustic,candidate,cmr-22,joint,intact,1,1.0,0.05024121643674679,0.0024500000000000632,7.752491855583798e-06
acoustic,present,cmr-22,joint,intact,1,0.0,1.7196713928338012,0.7988171875000005,7.752491855583798e-06
acoustic,recency,cmr-22,joint,intact,1,1.0,0.05024121643674679,0.0024500000000000632,7.752491855583798e-06
acoustic,reference,cmr-22,joint,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,7.752491855583798e-06
acoustic,retrieval_absolute,cmr-22,joint,intact,1,1.0,0.05024121643674679,0.0024500000000000632,7.752491855583798e-06
acoustic,transition,cmr-22,joint,intact,1,1.0,0.05024121643674679,0.0024500000000000632,7.752491855583798e-06
oracle,present,cmr-22,joint,intact,1,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,recency,cmr-22,joint,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-22,joint,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,retrieval_absolute,cmr-22,joint,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,reference,cmr-22,joint,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07,0.0
oracle,candidate,cmr-22,joint,intact,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
acoustic,candidate,cmr-22,joint,reset,0,1.0,1.7196713928338012,0.7988171875000005,7.752491855583798e-06
acoustic,present,cmr-22,joint,reset,0,1.0,1.7196713928338012,0.7988171875000005,7.752491855583798e-06
acoustic,recency,cmr-22,joint,reset,0,1.0,1.7196713928338012,0.7988171875000005,7.752491855583798e-06
acoustic,reference,cmr-22,joint,reset,0,0.0,2.0802818946775288,1.062125292500001,7.752491855583798e-06
acoustic,retrieval_absolute,cmr-22,joint,reset,0,1.0,1.7196713928338012,0.7988171875000005,7.752491855583798e-06
acoustic,transition,cmr-22,joint,reset,0,1.0,1.7196713928338012,0.7988171875000005,7.752491855583798e-06
oracle,present,cmr-22,joint,reset,0,1.0,1.7196713928338012,0.7988171875000005,0.0
oracle,recency,cmr-22,joint,reset,0,1.0,1.7196713928338012,0.7988171875000005,0.0
oracle,transition,cmr-22,joint,reset,0,1.0,1.7196713928338012,0.7988171875000005,0.0
oracle,retrieval_absolute,cmr-22,joint,reset,0,1.0,1.7196713928338012,0.7988171875000005,0.0
oracle,reference,cmr-22,joint,reset,0,0.0,2.0802818946775288,1.062125292500001,0.0
oracle,candidate,cmr-22,joint,reset,0,1.0,1.7196713928338012,0.7988171875000005,0.0
acoustic,candidate,cmr-22,joint,reset,1,0.0,1.7196713928338012,0.7988171875000005,7.752491855583798e-06
acoustic,present,cmr-22,joint,reset,1,0.0,1.7196713928338012,0.7988171875000005,7.752491855583798e-06
acoustic,recency,cmr-22,joint,reset,1,0.0,1.7196713928338012,0.7988171875000005,7.752491855583798e-06
acoustic,reference,cmr-22,joint,reset,1,0.0,2.0802818946775288,1.0621252925000007,7.752491855583798e-06
acoustic,retrieval_absolute,cmr-22,joint,reset,1,0.0,1.7196713928338012,0.7988171875000005,7.752491855583798e-06
acoustic,transition,cmr-22,joint,reset,1,0.0,1.7196713928338012,0.7988171875000005,7.752491855583798e-06
oracle,present,cmr-22,joint,reset,1,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,recency,cmr-22,joint,reset,1,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,transition,cmr-22,joint,reset,1,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,retrieval_absolute,cmr-22,joint,reset,1,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,reference,cmr-22,joint,reset,1,0.0,2.0802818946775288,1.0621252925000007,0.0
oracle,candidate,cmr-22,joint,reset,1,0.0,1.7196713928338012,0.7988171875000005,0.0
acoustic,candidate,cmr-22,joint,removal,0,1.0,1.7196713928338012,0.7988171875000005,7.752491855583798e-06
acoustic,present,cmr-22,joint,removal,0,1.0,1.7196713928338012,0.7988171875000005,7.752491855583798e-06
acoustic,recency,cmr-22,joint,removal,0,1.0,1.7196713928338012,0.7988171875000005,7.752491855583798e-06
acoustic,reference,cmr-22,joint,removal,0,0.0,2.0802818946775288,1.062125292500001,7.752491855583798e-06
acoustic,retrieval_absolute,cmr-22,joint,removal,0,1.0,1.7196713928338012,0.7988171875000005,7.752491855583798e-06
acoustic,transition,cmr-22,joint,removal,0,1.0,1.7196713928338012,0.7988171875000005,7.752491855583798e-06
oracle,present,cmr-22,joint,removal,0,1.0,1.7196713928338012,0.7988171875000005,0.0
oracle,recency,cmr-22,joint,removal,0,1.0,1.7196713928338012,0.7988171875000005,0.0
oracle,transition,cmr-22,joint,removal,0,1.0,1.7196713928338012,0.7988171875000005,0.0
oracle,retrieval_absolute,cmr-22,joint,removal,0,1.0,1.7196713928338012,0.7988171875000005,0.0
oracle,reference,cmr-22,joint,removal,0,0.0,2.0802818946775288,1.062125292500001,0.0
oracle,candidate,cmr-22,joint,removal,0,1.0,1.7196713928338012,0.7988171875000005,0.0
acoustic,candidate,cmr-22,joint,removal,1,0.0,1.7196713928338012,0.7988171875000005,7.752491855583798e-06
acoustic,present,cmr-22,joint,removal,1,0.0,1.7196713928338012,0.7988171875000005,7.752491855583798e-06
acoustic,recency,cmr-22,joint,removal,1,0.0,1.7196713928338012,0.7988171875000005,7.752491855583798e-06
acoustic,reference,cmr-22,joint,removal,1,0.0,2.0802818946775288,1.0621252925000007,7.752491855583798e-06
acoustic,retrieval_absolute,cmr-22,joint,removal,1,0.0,1.7196713928338012,0.7988171875000005,7.752491855583798e-06
acoustic,transition,cmr-22,joint,removal,1,0.0,1.7196713928338012,0.7988171875000005,7.752491855583798e-06
oracle,present,cmr-22,joint,removal,1,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,recency,cmr-22,joint,removal,1,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,transition,cmr-22,joint,removal,1,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,retrieval_absolute,cmr-22,joint,removal,1,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,reference,cmr-22,joint,removal,1,0.0,2.0802818946775288,1.0621252925000007,0.0
oracle,candidate,cmr-22,joint,removal,1,0.0,1.7196713928338012,0.7988171875000005,0.0
acoustic,candidate,cmr-22,joint,swap,0,1.0,0.05024121643674679,0.0024500000000000632,7.752491855583798e-06
acoustic,present,cmr-22,joint,swap,0,0.0,1.7196713928338012,0.7988171875000005,7.752491855583798e-06
acoustic,recency,cmr-22,joint,swap,0,1.0,0.05024121643674679,0.0024500000000000632,7.752491855583798e-06
acoustic,reference,cmr-22,joint,swap,0,1.0,0.0009804805139614205,9.800000000392828e-07,7.752491855583798e-06
acoustic,retrieval_absolute,cmr-22,joint,swap,0,1.0,0.05024121643674679,0.0024500000000000632,7.752491855583798e-06
acoustic,transition,cmr-22,joint,swap,0,1.0,0.05024121643674679,0.0024500000000000632,7.752491855583798e-06
oracle,present,cmr-22,joint,swap,0,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,recency,cmr-22,joint,swap,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-22,joint,swap,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,retrieval_absolute,cmr-22,joint,swap,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,reference,cmr-22,joint,swap,0,1.0,0.0009804805139614205,9.800000000392828e-07,0.0
oracle,candidate,cmr-22,joint,swap,0,1.0,0.05024121643674679,0.0024500000000000632,0.0
acoustic,candidate,cmr-22,joint,swap,1,1.0,0.05024121643674679,0.0024500000000000632,7.752491855583798e-06
acoustic,present,cmr-22,joint,swap,1,1.0,1.7196713928338012,0.7988171875000005,7.752491855583798e-06
acoustic,recency,cmr-22,joint,swap,1,1.0,0.05024121643674679,0.0024500000000000632,7.752491855583798e-06
acoustic,reference,cmr-22,joint,swap,1,1.0,0.0009804805139616427,9.800000000392828e-07,7.752491855583798e-06
acoustic,retrieval_absolute,cmr-22,joint,swap,1,1.0,0.05024121643674679,0.0024500000000000632,7.752491855583798e-06
acoustic,transition,cmr-22,joint,swap,1,1.0,0.05024121643674679,0.0024500000000000632,7.752491855583798e-06
oracle,present,cmr-22,joint,swap,1,1.0,1.7196713928338012,0.7988171875000005,0.0
oracle,recency,cmr-22,joint,swap,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-22,joint,swap,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,retrieval_absolute,cmr-22,joint,swap,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,reference,cmr-22,joint,swap,1,1.0,0.0009804805139616427,9.800000000392828e-07,0.0
oracle,candidate,cmr-22,joint,swap,1,1.0,0.05024121643674679,0.0024500000000000632,0.0
acoustic,candidate,cmr-22,joint,shuffle,0,1.0,0.05024121643674679,0.0024500000000000632,7.752491855583798e-06
acoustic,present,cmr-22,joint,shuffle,0,1.0,1.7196713928338012,0.7988171875000005,7.752491855583798e-06
acoustic,recency,cmr-22,joint,shuffle,0,0.0,6.907755278982137,1.9024499999999982,7.752491855583798e-06
acoustic,reference,cmr-22,joint,shuffle,0,1.0,0.0009804805139616427,9.800000000392828e-07,7.752491855583798e-06
acoustic,retrieval_absolute,cmr-22,joint,shuffle,0,1.0,0.05024121643674679,0.0024500000000000632,7.752491855583798e-06
acoustic,transition,cmr-22,joint,shuffle,0,1.0,0.05024121643674679,0.0024500000000000632,7.752491855583798e-06
oracle,present,cmr-22,joint,shuffle,0,1.0,1.7196713928338012,0.7988171875000005,0.0
