block_id,event_index_zero_based,onset_s,offset_s,pitch_semitones,pitch_span_cents,phase_fraction,bend_peak_cents,rms_frame_count,rms_mean,rms_max
e05_reference_b,5,0.9589999914169312,1.0509999990463257,6.58261251449585,0.32485634088516235,1.0,0.23357996344566345,,,
e21_distractor_1,0,0.13300000131130219,0.22499999403953552,8.359827041625977,0.2337723821401596,1.0,0.14186698198318481,,,
e21_distractor_1,1,0.29899999499320984,0.38999998569488525,5.359889507293701,0.6263121366500854,1.0,0.40886902809143066,,,
e21_distractor_1,2,0.46399998664855957,0.5559999942779541,19.359695434570312,0.023298557847738266,1.0,0.012708041816949844,,,
e21_distractor_1,3,0.6290000081062317,0.7210000157356262,14.35970401763916,0.0587136372923851,1.0,-0.046275217086076736,,,
e21_distractor_1,4,0.7940000295639038,0.8859999775886536,17.359695434570312,0.028437890112400055,1.0,-0.01468661893159151,,,
e21_distractor_1,5,0.9580000042915344,1.0499999523162842,3.359966993331909,1.0417603254318237,1.0,0.5908039808273315,,,
e21_distractor_3,0,0.1340000033378601,0.22599999606609344,17.359695434570312,0.028437890112400055,1.0,-0.01468661893159151,,,
e21_distractor_3,1,0.29899999499320984,0.38999998569488525,5.359889507293701,0.626314640045166,1.0,0.4088703691959381,,,
e21_distractor_3,2,0.46399998664855957,0.5559999942779541,19.359695434570312,0.023298557847738266,1.0,0.012708041816949844,,,
e21_distractor_3,3,0.628000020980835,0.7200000286102295,3.359966993331909,1.041760802268982,1.0,0.5908042192459106,,,
e21_distractor_3,4,0.7929999828338623,0.8849999904632568,8.359827041625977,0.23376725614070892,1.0,0.1418634057044983,,,
e21_distractor_3,5,0.9589999914169312,1.0509999990463257,14.35970401763916,0.05871357396245003,1.0,-0.04627515375614166,,,
e21_query_a_delete_closed,0,0.1340000033378601,0.22599999606609344,17.359695434570312,0.028437890112400055,1.0,-0.01468661893159151,19,0.15379977226257324,0.18141211569309235
e21_query_a_delete_closed,1,0.29899999499320984,0.38999998569488525,5.359889507293701,0.6263148784637451,1.0,0.4088691771030426,19,0.15374602377414703,0.1815166473388672
e21_query_a_delete_closed,2,0.46299999952316284,0.5550000071525574,3.359966993331909,1.0417801141738892,1.0,0.5908164978027344,19,0.1535010039806366,0.18363745510578156
e21_query_a_delete_closed,3,0.628000020980835,0.7200000286102295,8.359827041625977,0.23376725614070892,1.0,0.1418634057044983,19,0.15379375219345093,0.18463553488254547
e21_query_a_delete_closed,4,0.7940000295639038,0.8859999775886536,14.35970401763916,0.05871357396245003,1.0,-0.04627515375614166,19,0.15365637838840485,0.18282003700733185
e21_query_b_delete_closed,0,0.13300000131130219,0.22499999403953552,8.359827041625977,0.23376865684986115,1.0,0.14186331629753113,19,0.15379375219345093,0.18463553488254547
e21_query_b_delete_closed,1,0.29899999499320984,0.39100000262260437,19.359695434570312,0.023298557847738266,1.0,0.012708041816949844,19,0.15370939671993256,0.18299302458763123
e21_query_b_delete_closed,2,0.46399998664855957,0.5550000071525574,5.359889507293701,0.6263146996498108,1.0,0.4088704288005829,19,0.15374602377414703,0.1815166473388672
e21_query_b_delete_closed,3,0.6290000081062317,0.7210000157356262,17.359695434570312,0.028437890112400055,1.0,-0.01468661893159151,19,0.15379977226257324,0.18141211569309235
e21_query_b_delete_closed,4,0.7929999828338623,0.8849999904632568,3.359966993331909,1.0417603254318237,1.0,0.5908039808273315,19,0.1535010039806366,0.18363745510578156
e21_reference_a,0,0.1340000033378601,0.22599999606609344,17.359695434570312,0.028437890112400055,1.0,-0.01468661893159151,,,
e21_reference_a,1,0.29899999499320984,0.38999998569488525,5.359889507293701,0.6263148784637451,1.0,0.4088691771030426,,,
e21_reference_a,2,0.46299999952316284,0.5550000071525574,3.359966993331909,1.0417802333831787,1.0,0.5908166170120239,,,
e21_reference_a,3,0.6290000081062317,0.7210000157356262,19.359695434570312,0.023298557847738266,1.0,0.012708041816949844,,,
e21_reference_a,4,0.7929999828338623,0.8849999904632568,8.359827041625977,0.23376870155334473,1.0,0.1418633610010147,,,
e21_reference_a,5,0.9589999914169312,1.0509999990463257,14.35970401763916,0.05871357396245003,1.0,-0.04627515375614166,,,
e21_reference_b,0,0.13300000131130219,0.22499999403953552,8.359827041625977,0.23376865684986115,1.0,0.14186331629753113,,,
e21_reference_b,1,0.29899999499320984,0.39100000262260437,19.359695434570312,0.023298557847738266,1.0,0.012708041816949844,,,
e21_reference_b,2,0.46399998664855957,0.5550000071525574,5.359889507293701,0.6263146996498108,1.0,0.4088703989982605,,,
e21_reference_b,3,0.6290000081062317,0.7210000157356262,14.35970401763916,0.05871357396245003,1.0,-0.04627515375614166,,,
e21_reference_b,4,0.7940000295639038,0.8859999775886536,17.359695434570312,0.028437890112400055,1.0,-0.01468661893159151,,,
e21_reference_b,5,0.9580000042915344,1.0499999523162842,3.359966993331909,1.0417603254318237,1.0,0.5908039808273315,,,
