query_id,impostor_id,feature,true_value,impostor_value,raw_difference,frozen_scale,frozen_coefficient,coefficient_per_raw_unit,additive_gap_contribution
e21_query_a_delete_closed,e21_distractor_3,unreliable_query_fraction,0.0,0.0,0.0,0.0759914199575819,-0.1901067659209956,-2.5016872434692288,-0.0
e21_query_a_delete_closed,e21_distractor_3,reference_log,1.9459101490553132,1.9459101490553132,0.0,0.29722327461291553,-0.45896887318568824,-1.5441888720976504,-0.0
e21_query_a_delete_closed,e21_distractor_3,query_log,1.791759469228055,1.791759469228055,0.0,0.34433484181595764,-0.5436830291102611,-1.5789370202648632,-0.0
e21_query_b_delete_closed,e21_distractor_1,cost,0.15271034004821418,0.3927666603140158,-0.24005632026580162,28.839434573599693,-0.10067515138039233,-0.003490885063070993,0.0008380090227116734
e21_query_b_delete_closed,e21_distractor_1,matched_log,1.791759469228055,1.6094379124341003,0.18232155679395468,0.32247307413628085,0.3237922503675114,1.0040908104801118,0.18306739972923766
e21_query_b_delete_closed,e21_distractor_1,reference_coverage,0.8333333333333334,0.6666666666666666,0.16666666666666674,0.16871370270706523,0.8894460940114841,5.271925633425368,0.8786542722375618
e21_query_b_delete_closed,e21_distractor_1,query_coverage,1.0,0.8,0.19999999999999996,0.1841884855109096,1.2572359171587626,6.825811687801166,1.365162337560233
e21_query_b_delete_closed,e21_distractor_1,mean_pitch_loss,0.0,0.0,0.0,28.85229472495839,-0.04978551389297523,-0.0017255304774739032,-0.0
e21_query_b_delete_closed,e21_distractor_1,exact_pitch_fraction,1.0,1.0,0.0,0.2776053319402254,4.01406717154738,14.459618421204162,0.0
e21_query_b_delete_closed,e21_distractor_1,mean_timing_loss,0.04325240805785704,0.06414999047102372,-0.020897582413166686,28.853889816902644,-0.05909025700431892,-0.0020479130328453594,4.279643137888403e-05
e21_query_b_delete_closed,e21_distractor_1,missing_fraction,0.16666666666666666,0.3333333333333333,-0.16666666666666666,0.16871370270706518,-0.88944609401149,-5.271925633425405,0.8786542722375674
e21_query_b_delete_closed,e21_distractor_1,inserted_fraction,0.0,0.2,-0.2,0.18418848551090924,-1.2572359171587628,-6.825811687801181,1.3651623375602364
e21_query_b_delete_closed,e21_distractor_1,unreliable_query_fraction,0.0,0.0,0.0,0.0759914199575819,-0.1901067659209956,-2.5016872434692288,-0.0
e21_query_b_delete_closed,e21_distractor_1,reference_log,1.9459101490553132,1.9459101490553132,0.0,0.29722327461291553,-0.45896887318568824,-1.5441888720976504,-0.0
e21_query_b_delete_closed,e21_distractor_1,query_log,1.791759469228055,1.791759469228055,0.0,0.34433484181595764,-0.5436830291102611,-1.5789370202648632,-0.0
