front,group,cell,condition,variant,true_events,predicted_events,matched_events,bounded_matches,precision,recall,f1,split_count,merge_count,split_rate,merge_rate,pitch_accuracy,pitch_availability,mean_pitch_error_available,octave_error_rate,mean_onset_error_s,mean_end_error_s,max_true_end_latency_s,max_inferred_end_latency_s
fixed,civ-10,duration,intact,1,11,16,8,1,0.0625,0.09090909090909091,0.07407407407407407,7,3,0.6363636363636364,0.2727272727272727,0.7272727272727273,0.7272727272727273,0.04183843520390429,0.0,0.0178828125,0.0208828125,-0.00025,0.0
oracle-boundary,civ-10,duration,intact,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.00034809390691218056,0.0,0.0,0.0,0.06375,0.06375
streaming,civ-10,joint,intact,0,11,12,11,11,0.9166666666666666,1.0,0.9565217391304348,0,0,0.0,0.0,0.9090909090909091,1.0,0.11432845098546177,0.0,0.007096590909090908,0.00815909090909091,0.111875,0.1
fixed,civ-10,joint,intact,0,11,16,8,1,0.0625,0.09090909090909091,0.07407407407407407,7,3,0.6363636363636364,0.2727272727272727,0.7272727272727273,0.7272727272727273,0.04186134517303808,0.0,0.0178828125,0.0208828125,-0.00025,0.0
oracle-boundary,civ-10,joint,intact,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.00034809390691218056,0.0,0.0,0.0,0.06375,0.06375
streaming,civ-10,joint,intact,1,11,12,11,11,0.9166666666666666,1.0,0.9565217391304348,0,0,0.0,0.0,0.9090909090909091,1.0,0.11385782783528792,0.0,0.00709659090909091,0.00815909090909091,0.111875,0.104
fixed,civ-10,joint,intact,1,11,16,8,1,0.0625,0.09090909090909091,0.07407407407407407,7,3,0.6363636363636364,0.2727272727272727,0.7272727272727273,0.7272727272727273,0.04183843520390429,0.0,0.0178828125,0.0208828125,-0.00025,0.0
oracle-boundary,civ-10,joint,intact,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.00034809390691218056,0.0,0.0,0.0,0.06375,0.06375
streaming,civ-10,joint,reset,0,3,3,3,3,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0927039373554095,0.0,0.006604166666666667,0.007333333333333333,0.0904375,0.08
fixed,civ-10,joint,reset,0,3,5,2,0,0.0,0.0,0.0,3,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.00037977452841708725,0.0,0.01553125,0.02340625,-0.013625,0.0
oracle-boundary,civ-10,joint,reset,0,3,3,3,3,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0003395891855628719,0.0,0.0,0.0,0.050375,0.050375
streaming,civ-10,joint,reset,1,3,3,3,3,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0927039373554095,0.0,0.006604166666666667,0.007333333333333333,0.0904375,0.08
fixed,civ-10,joint,reset,1,3,5,2,0,0.0,0.0,0.0,3,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.00037977452841708725,0.0,0.01553125,0.02340625,-0.013625,0.0
oracle-boundary,civ-10,joint,reset,1,3,3,3,3,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0003395891855628719,0.0,0.0,0.0,0.050375,0.050375
streaming,civ-10,joint,removal,0,9,10,9,9,0.9,1.0,0.9473684210526315,0,0,0.0,0.0,1.0,1.0,0.06173356031782045,0.0,0.0059652777777777785,0.007347222222222223,0.098125,0.088
fixed,civ-10,joint,removal,0,9,15,6,0,0.0,0.0,0.0,9,3,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.05576543846189234,0.0,0.015114583333333334,0.025114583333333333,-0.011125,0.0
oracle-boundary,civ-10,joint,removal,0,9,9,9,9,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.00037695043833214155,0.0,0.0,0.0,0.052875,0.052875
streaming,civ-10,joint,removal,1,9,10,9,9,0.9,1.0,0.9473684210526315,0,0,0.0,0.0,1.0,1.0,0.06173356031782045,0.0,0.0059652777777777785,0.007347222222222223,0.098125,0.088
fixed,civ-10,joint,removal,1,9,15,6,0,0.0,0.0,0.0,9,3,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.05576543846189234,0.0,0.015114583333333334,0.025114583333333333,-0.011125,0.0
oracle-boundary,civ-10,joint,removal,1,9,9,9,9,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.00037695043833214155,0.0,0.0,0.0,0.052875,0.052875
streaming,civ-10,joint,swap,0,11,12,11,11,0.9166666666666666,1.0,0.9565217391304348,0,0,0.0,0.0,0.9090909090909091,1.0,0.11385782783528792,0.0,0.00709659090909091,0.00815909090909091,0.111875,0.104
fixed,civ-10,joint,swap,0,11,16,8,1,0.0625,0.09090909090909091,0.07407407407407407,7,3,0.6363636363636364,0.2727272727272727,0.7272727272727273,0.7272727272727273,0.04183843520390429,0.0,0.0178828125,0.0208828125,-0.00025,0.0
oracle-boundary,civ-10,joint,swap,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.00034809390691218056,0.0,0.0,0.0,0.06375,0.06375
streaming,civ-10,joint,swap,1,11,12,11,11,0.9166666666666666,1.0,0.9565217391304348,0,0,0.0,0.0,0.9090909090909091,1.0,0.11432845098546177,0.0,0.007096590909090908,0.00815909090909091,0.111875,0.1
fixed,civ-10,joint,swap,1,11,16,8,1,0.0625,0.09090909090909091,0.07407407407407407,7,3,0.6363636363636364,0.2727272727272727,0.7272727272727273,0.7272727272727273,0.04186134517303808,0.0,0.0178828125,0.0208828125,-0.00025,0.0
oracle-boundary,civ-10,joint,swap,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.00034809390691218056,0.0,0.0,0.0,0.06375,0.06375
streaming,civ-10,joint,shuffle,0,11,12,11,11,0.9166666666666666,1.0,0.9565217391304348,0,0,0.0,0.0,0.9090909090909091,1.0,0.11360538468654159,0.0,0.0071193181818181815,0.008204545454545454,0.111875,0.104
fixed,civ-10,joint,shuffle,0,11,15,8,1,0.06666666666666667,0.09090909090909091,0.07692307692307693,6,2,0.5454545454545454,0.18181818181818182,0.6363636363636364,0.7272727272727273,0.046139524070033744,0.0,0.0178828125,0.0208828125,-0.00025,0.0
oracle-boundary,civ-10,joint,shuffle,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.00034809390691218056,0.0,0.0,0.0,0.06375,0.06375
streaming,civ-10,joint,shuffle,1,11,12,11,11,0.9166666666666666,1.0,0.9565217391304348,0,0,0.0,0.0,0.9090909090909091,1.0,0.11523842195552576,0.0,0.0071193181818181815,0.008204545454545454,0.111875,0.1
fixed,civ-10,joint,shuffle,1,11,15,8,1,0.06666666666666667,0.09090909090909091,0.07692307692307693,6,2,0.5454545454545454,0.18181818181818182,0.6363636363636364,0.7272727272727273,0.04616243403916753,0.0,0.0178828125,0.0208828125,-0.00025,0.0
oracle-boundary,civ-10,joint,shuffle,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.00034809390691218056,0.0,0.0,0.0,0.06375,0.06375
streaming,civ-10,joint,ambiguous,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,0.8181818181818182,1.0,0.13122406156885058,0.0,0.007142045454545454,0.007659090909090908,0.111875,0.1
fixed,civ-10,joint,ambiguous,0,11,15,8,1,0.06666666666666667,0.09090909090909091,0.07692307692307693,6,2,0.5454545454545454,0.18181818181818182,0.7272727272727273,0.7272727272727273,0.04190551219543659,0.0,0.0178828125,0.0208828125,-0.00025,0.0
oracle-boundary,civ-10,joint,ambiguous,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0003576466054774453,0.0,0.0,0.0,0.06375,0.06375
streaming,civ-10,joint,ambiguous,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,0.8181818181818182,1.0,0.13122406156885058,0.0,0.007142045454545454,0.007659090909090908,0.111875,0.1
fixed,civ-10,joint,ambiguous,1,11,15,8,1,0.06666666666666667,0.09090909090909091,0.07692307692307693,6,2,0.5454545454545454,0.18181818181818182,0.7272727272727273,0.7272727272727273,0.04190551219543659,0.0,0.0178828125,0.0208828125,-0.00025,0.0
oracle-boundary,civ-10,joint,ambiguous,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0003576466054774453,0.0,0.0,0.0,0.06375,0.06375
streaming,civ-11,detached,intact,0,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.8181818181818182,0.8181818181818182,0.02472781342679495,0.0,0.004638888888888889,0.0030694444444444445,0.0815,0.08
fixed,civ-11,detached,intact,0,11,17,8,4,0.23529411764705882,0.36363636363636365,0.2857142857142857,6,2,0.5454545454545454,0.18181818181818182,0.7272727272727273,0.7272727272727273,0.0026793859643818863,0.0,0.01559375,0.0165625,0.005875,0.0
oracle-boundary,civ-11,detached,intact,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0049317546975590106,0.0,0.0,0.0,0.0509375,0.0509375
streaming,civ-11,detached,intact,1,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.8181818181818182,0.8181818181818182,0.033248024213471915,0.0,0.005083333333333333,0.0030694444444444445,0.0815,0.08
fixed,civ-11,detached,intact,1,11,18,8,4,0.2222222222222222,0.36363636363636365,0.27586206896551724,6,2,0.5454545454545454,0.18181818181818182,0.7272727272727273,0.7272727272727273,0.0024504041035515733,0.0,0.01559375,0.0165625,0.005875,0.0
oracle-boundary,civ-11,detached,intact,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0049317546975590106,0.0,0.0,0.0,0.0509375,0.0509375
streaming,civ-11,legato,intact,0,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.8181818181818182,0.8181818181818182,0.06351982591779798,0.0,0.005458333333333333,0.0061111111111111106,0.1149375,0.104
fixed,civ-11,legato,intact,0,11,18,8,4,0.2222222222222222,0.36363636363636365,0.27586206896551724,8,3,0.7272727272727273,0.2727272727272727,0.7272727272727273,0.7272727272727273,0.0038386471050464444,0.0,0.01559375,0.0165625,0.005875,0.0
oracle-boundary,civ-11,legato,intact,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0008823301127404451,0.0,0.0,0.0,0.0509375,0.0509375
streaming,civ-11,legato,intact,1,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.7272727272727273,0.8181818181818182,0.07581064584561562,0.0,0.00501388888888889,0.006111111111111111,0.1149375,0.1
fixed,civ-11,legato,intact,1,11,18,8,4,0.2222222222222222,0.36363636363636365,0.27586206896551724,8,3,0.7272727272727273,0.2727272727272727,0.7272727272727273,0.7272727272727273,0.003471147106479222,0.0,0.01559375,0.0165625,0.005875,0.0
oracle-boundary,civ-11,legato,intact,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0008823301127404451,0.0,0.0,0.0,0.0509375,0.0509375
streaming,civ-11,duration,intact,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,0.9090909090909091,1.0,0.12297193104606695,0.0,0.006920454545454546,0.008295454545454545,0.111125,0.1
fixed,civ-11,duration,intact,0,11,17,8,1,0.058823529411764705,0.09090909090909091,0.07142857142857142,8,3,0.7272727272727273,0.2727272727272727,0.7272727272727273,0.7272727272727273,0.012111583196317444,0.0,0.017718750000000002,0.022078125,-0.00175,0.0
oracle-boundary,civ-11,duration,intact,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0009346508623583428,0.0,0.0,0.0,0.06225,0.06225
streaming,civ-11,duration,intact,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.09406983818431348,0.0,0.006556818181818183,0.00793181818181818,0.111125,0.096
fixed,civ-11,duration,intact,1,11,17,8,1,0.058823529411764705,0.09090909090909091,0.07142857142857142,8,3,0.7272727272727273,0.2727272727272727,0.7272727272727273,0.7272727272727273,0.012133495634278013,0.0,0.017718750000000002,0.022078125,-0.00175,0.0
oracle-boundary,civ-11,duration,intact,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0009346508623583428,0.0,0.0,0.0,0.06225,0.06225
streaming,civ-11,joint,intact,0,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.8181818181818182,0.8181818181818182,0.05267312793096382,0.0,0.005604166666666666,0.0071041666666666675,0.111125,0.1
fixed,civ-11,joint,intact,0,11,17,8,1,0.058823529411764705,0.09090909090909091,0.07142857142857142,8,3,0.7272727272727273,0.2727272727272727,0.7272727272727273,0.7272727272727273,0.01494814549422907,0.0,0.017718750000000002,0.022078125,-0.00175,0.0
oracle-boundary,civ-11,joint,intact,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0022280277729820534,0.0,0.0,0.0,0.06225,0.06225
streaming,civ-11,joint,intact,1,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.8181818181818182,0.8181818181818182,0.06010683688774934,0.0,0.006048611111111111,0.0071041666666666675,0.111125,0.096
fixed,civ-11,joint,intact,1,11,17,8,1,0.058823529411764705,0.09090909090909091,0.07142857142857142,8,3,0.7272727272727273,0.2727272727272727,0.7272727272727273,0.7272727272727273,0.014989596427599672,0.0,0.017718750000000002,0.022078125,-0.00175,0.0
oracle-boundary,civ-11,joint,intact,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0022280277729820534,0.0,0.0,0.0,0.06225,0.06225
streaming,civ-11,joint,reset,0,3,3,3,3,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.03424171160337153,0.0,0.004791666666666666,0.007,0.088375,0.076
fixed,civ-11,joint,reset,0,3,5,2,0,0.0,0.0,0.0,3,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.007250942043651065,0.0,0.015437500000000002,0.0251875,-0.0155,0.0
oracle-boundary,civ-11,joint,reset,0,3,3,3,3,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0005948517054991479,0.0,0.0,0.0,0.0485,0.0485
streaming,civ-11,joint,reset,1,3,3,3,3,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.03424171160337153,0.0,0.004791666666666666,0.007,0.088375,0.076
fixed,civ-11,joint,reset,1,3,5,2,0,0.0,0.0,0.0,3,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.007250942043651065,0.0,0.015437500000000002,0.0251875,-0.0155,0.0
oracle-boundary,civ-11,joint,reset,1,3,3,3,3,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0005948517054991479,0.0,0.0,0.0,0.0485,0.0485
streaming,civ-11,joint,removal,0,9,8,7,7,0.875,0.7777777777777778,0.8235294117647058,0,1,0.0,0.1111111111111111,0.7777777777777778,0.7777777777777778,0.03888950507848778,0.0,0.0045625000000000015,0.006080357142857143,0.088375,0.084
fixed,civ-11,joint,removal,0,9,14,6,0,0.0,0.0,0.0,7,2,0.7777777777777778,0.2222222222222222,0.6666666666666666,0.6666666666666666,0.018472581568964586,0.0,0.015208333333333332,0.026333333333333334,-0.01225,0.0
oracle-boundary,civ-11,joint,removal,0,9,9,9,9,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0016918248291663612,0.0,0.0,0.0,0.05175,0.05175
streaming,civ-11,joint,removal,1,9,8,7,7,0.875,0.7777777777777778,0.8235294117647058,0,1,0.0,0.1111111111111111,0.7777777777777778,0.7777777777777778,0.03888950507848778,0.0,0.0045625000000000015,0.006080357142857143,0.088375,0.084
fixed,civ-11,joint,removal,1,9,14,6,0,0.0,0.0,0.0,7,2,0.7777777777777778,0.2222222222222222,0.6666666666666666,0.6666666666666666,0.018472581568964586,0.0,0.015208333333333332,0.026333333333333334,-0.01225,0.0
oracle-boundary,civ-11,joint,removal,1,9,9,9,9,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0016918248291663612,0.0,0.0,0.0,0.05175,0.05175
streaming,civ-11,joint,swap,0,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.8181818181818182,0.8181818181818182,0.06010683688774934,0.0,0.006048611111111111,0.0071041666666666675,0.111125,0.096
fixed,civ-11,joint,swap,0,11,17,8,1,0.058823529411764705,0.09090909090909091,0.07142857142857142,8,3,0.7272727272727273,0.2727272727272727,0.7272727272727273,0.7272727272727273,0.014989596427599672,0.0,0.017718750000000002,0.022078125,-0.00175,0.0
oracle-boundary,civ-11,joint,swap,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0022280277729820534,0.0,0.0,0.0,0.06225,0.06225
streaming,civ-11,joint,swap,1,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.8181818181818182,0.8181818181818182,0.05267312793096382,0.0,0.005604166666666666,0.0071041666666666675,0.111125,0.1
fixed,civ-11,joint,swap,1,11,17,8,1,0.058823529411764705,0.09090909090909091,0.07142857142857142,8,3,0.7272727272727273,0.2727272727272727,0.7272727272727273,0.7272727272727273,0.01494814549422907,0.0,0.017718750000000002,0.022078125,-0.00175,0.0
oracle-boundary,civ-11,joint,swap,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0022280277729820534,0.0,0.0,0.0,0.06225,0.06225
streaming,civ-11,joint,shuffle,0,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.8181818181818182,0.8181818181818182,0.06158815144809103,0.0,0.006354166666666667,0.007854166666666667,0.111125,0.096
fixed,civ-11,joint,shuffle,0,11,17,8,1,0.058823529411764705,0.09090909090909091,0.07142857142857142,9,4,0.8181818181818182,0.36363636363636365,0.7272727272727273,0.7272727272727273,0.030037994799966494,0.0,0.017718750000000002,0.022078125,-0.00175,0.0
oracle-boundary,civ-11,joint,shuffle,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0022280277729820534,0.0,0.0,0.0,0.06225,0.06225
streaming,civ-11,joint,shuffle,1,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.8181818181818182,0.8181818181818182,0.06052907908680933,0.0,0.0059097222222222225,0.007409722222222222,0.111125,0.1
fixed,civ-11,joint,shuffle,1,11,17,8,1,0.058823529411764705,0.09090909090909091,0.07142857142857142,9,4,0.8181818181818182,0.36363636363636365,0.7272727272727273,0.7272727272727273,0.029996543866595893,0.0,0.017718750000000002,0.022078125,-0.00175,0.0
oracle-boundary,civ-11,joint,shuffle,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0022280277729820534,0.0,0.0,0.0,0.06225,0.06225
streaming,civ-11,joint,ambiguous,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.054448359522271256,0.0,0.004897727272727273,0.006272727272727272,0.111125,0.1
fixed,civ-11,joint,ambiguous,0,11,18,8,1,0.05555555555555555,0.09090909090909091,0.06896551724137931,10,4,0.9090909090909091,0.36363636363636365,0.7272727272727273,0.7272727272727273,0.029867378016696033,0.0,0.017718750000000002,0.022078125,-0.00175,0.0
oracle-boundary,civ-11,joint,ambiguous,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0020714395638205085,0.0,0.0,0.0,0.06225,0.06225
streaming,civ-11,joint,ambiguous,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.054448359522271256,0.0,0.004897727272727273,0.006272727272727272,0.111125,0.1
fixed,civ-11,joint,ambiguous,1,11,18,8,1,0.05555555555555555,0.09090909090909091,0.06896551724137931,10,4,0.9090909090909091,0.36363636363636365,0.7272727272727273,0.7272727272727273,0.029867378016696033,0.0,0.017718750000000002,0.022078125,-0.00175,0.0
oracle-boundary,civ-11,joint,ambiguous,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0020714395638205085,0.0,0.0,0.0,0.06225,0.06225
streaming,civ-12,detached,intact,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0579684539613666,0.0,0.007011363636363636,0.009073863636363637,0.0809375,0.084
fixed,civ-12,detached,intact,0,11,9,8,4,0.4444444444444444,0.36363636363636365,0.4,0,0,0.0,0.0,0.7272727272727273,0.7272727272727273,0.0031410051974845588,0.0,0.014875,0.01725,0.004375,0.0
oracle-boundary,civ-12,detached,intact,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0073913914571161225,0.0,0.0,0.0,0.0635,0.0635
streaming,civ-12,detached,intact,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.05439680324330762,0.0,0.007011363636363636,0.008710227272727274,0.0809375,0.072
fixed,civ-12,detached,intact,1,11,9,8,4,0.4444444444444444,0.36363636363636365,0.4,0,0,0.0,0.0,0.7272727272727273,0.7272727272727273,0.0034188298385069427,0.0,0.014875,0.01725,0.004375,0.0
oracle-boundary,civ-12,detached,intact,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0073913914571161225,0.0,0.0,0.0,0.0635,0.0635
streaming,civ-12,legato,intact,0,11,12,11,11,0.9166666666666666,1.0,0.9565217391304348,0,0,0.0,0.0,0.8181818181818182,0.8181818181818182,0.09128192505582132,0.0,0.0073409090909090915,0.006994318181818181,0.0809375,0.08
fixed,civ-12,legato,intact,0,11,12,8,4,0.3333333333333333,0.36363636363636365,0.34782608695652173,4,2,0.36363636363636365,0.18181818181818182,0.7272727272727273,0.7272727272727273,0.008922565231250179,0.0,0.014875,0.01725,0.004375,0.0
oracle-boundary,civ-12,legato,intact,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.000229775870928852,0.0,0.0,0.0,0.0635,0.0635
streaming,civ-12,legato,intact,1,11,12,11,11,0.9166666666666666,1.0,0.9565217391304348,0,0,0.0,0.0,0.8181818181818182,0.9090909090909091,0.12230538379555829,0.0,0.0073409090909090915,0.007392045454545454,0.0809375,0.08
fixed,civ-12,legato,intact,1,11,12,8,4,0.3333333333333333,0.36363636363636365,0.34782608695652173,4,2,0.36363636363636365,0.18181818181818182,0.7272727272727273,0.7272727272727273,0.008232034652146059,0.0,0.014875,0.01725,0.004375,0.0
oracle-boundary,civ-12,legato,intact,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.000229775870928852,0.0,0.0,0.0,0.0635,0.0635
streaming,civ-12,duration,intact,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,0.6363636363636364,0.7272727272727273,2.486891899875703,0.0,0.009505681818181818,0.010090909090909091,0.09025,0.088
fixed,civ-12,duration,intact,0,11,10,7,1,0.1,0.09090909090909091,0.09523809523809523,0,0,0.0,0.0,0.6363636363636364,0.6363636363636364,0.009942915280543283,0.0,0.018151785714285714,0.021955357142857145,-0.00325,0.0
oracle-boundary,civ-12,duration,intact,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.00023305060686026638,0.0,0.0,0.0,0.06075,0.06075
streaming,civ-12,duration,intact,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,0.6363636363636364,0.7272727272727273,2.485982335493827,0.0,0.00986931818181818,0.010522727272727272,0.0955,0.088
fixed,civ-12,duration,intact,1,11,9,7,1,0.1111111111111111,0.09090909090909091,0.1,0,0,0.0,0.0,0.6363636363636364,0.6363636363636364,0.009969982363864371,0.0,0.018151785714285714,0.021955357142857145,-0.00325,0.0
oracle-boundary,civ-12,duration,intact,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.00023305060686026638,0.0,0.0,0.0,0.06075,0.06075
streaming,civ-12,joint,intact,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,0.5454545454545454,0.7272727272727273,3.9736221267110245,0.09090909090909091,0.010232954545454545,0.010818181818181819,0.0914375,0.088
fixed,civ-12,joint,intact,0,11,10,7,1,0.1,0.09090909090909091,0.09523809523809523,0,0,0.0,0.0,0.6363636363636364,0.6363636363636364,0.0072876255370688215,0.0,0.018151785714285714,0.021955357142857145,-0.00325,0.0
oracle-boundary,civ-12,joint,intact,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0002516338146440831,0.0,0.0,0.0,0.06075,0.06075
streaming,civ-12,joint,intact,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,0.5454545454545454,0.7272727272727273,3.972712562329148,0.09090909090909091,0.01059659090909091,0.01125,0.0955,0.088
fixed,civ-12,joint,intact,1,11,9,7,1,0.1111111111111111,0.09090909090909091,0.1,0,0,0.0,0.0,0.6363636363636364,0.6363636363636364,0.00731469262038991,0.0,0.018151785714285714,0.021955357142857145,-0.00325,0.0
oracle-boundary,civ-12,joint,intact,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0002516338146440831,0.0,0.0,0.0,0.06075,0.06075
streaming,civ-12,joint,reset,0,3,3,3,3,1.0,1.0,1.0,0,0,0.0,0.0,0.3333333333333333,1.0,10.334514866239244,0.3333333333333333,0.011104166666666667,0.010583333333333333,0.0914375,0.088
fixed,civ-12,joint,reset,0,3,3,2,0,0.0,0.0,0.0,0,0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.006971153955855014,0.0,0.01534375,0.02696875,-0.017375,0.0
oracle-boundary,civ-12,joint,reset,0,3,3,3,3,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.000285364813035797,0.0,0.0,0.0,0.046625,0.046625
streaming,civ-12,joint,reset,1,3,3,3,3,1.0,1.0,1.0,0,0,0.0,0.0,0.3333333333333333,1.0,10.334514866239244,0.3333333333333333,0.011104166666666667,0.010583333333333333,0.0914375,0.088
fixed,civ-12,joint,reset,1,3,3,2,0,0.0,0.0,0.0,0,0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.006971153955855014,0.0,0.01534375,0.02696875,-0.017375,0.0
oracle-boundary,civ-12,joint,reset,1,3,3,3,3,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.000285364813035797,0.0,0.0,0.0,0.046625,0.046625
streaming,civ-12,joint,removal,0,9,9,9,9,1.0,1.0,1.0,0,0,0.0,0.0,0.6666666666666666,0.8888888888888888,3.972438450533727,0.1111111111111111,0.010215277777777778,0.01023611111111111,0.0955,0.096
fixed,civ-12,joint,removal,0,9,9,5,0,0.0,0.0,0.0,0,0,0.0,0.0,0.5555555555555556,0.5555555555555556,0.010074267370416478,0.0,0.0156875,0.0265625,-0.013375,0.0
oracle-boundary,civ-12,joint,removal,0,9,9,9,9,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.00024440896090357117,0.0,0.0,0.0,0.050625,0.050625
streaming,civ-12,joint,removal,1,9,9,9,9,1.0,1.0,1.0,0,0,0.0,0.0,0.6666666666666666,0.8888888888888888,3.972438450533727,0.1111111111111111,0.010215277777777778,0.01023611111111111,0.0955,0.096
fixed,civ-12,joint,removal,1,9,9,5,0,0.0,0.0,0.0,0,0,0.0,0.0,0.5555555555555556,0.5555555555555556,0.010074267370416478,0.0,0.0156875,0.0265625,-0.013375,0.0
