model,group,cell,condition,variant,accuracy,log_loss,brier
oracle-boundary/transition1,civ-09,joint,swap,0,0.0,0.69410764165507,0.50000048
oracle-boundary/transition2,civ-09,joint,swap,0,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/transition3,civ-09,joint,swap,0,1.0,0.0009804805139614205,9.800000000392828e-07
streaming/absolute,civ-09,joint,swap,1,1.0,0.9817763680502767,0.5626252924999999
streaming/present,civ-09,joint,swap,1,1.0,0.9817763680502767,0.5626252924999999
streaming/recency,civ-09,joint,swap,1,1.0,1.0293194621721604,0.5694812499999999
streaming/reference,civ-09,joint,swap,1,1.0,0.9817763680502767,0.5626252924999999
streaming/transition1,civ-09,joint,swap,1,1.0,0.9817763680502767,0.5626252924999999
streaming/transition2,civ-09,joint,swap,1,1.0,0.9817763680502767,0.5626252924999999
streaming/transition3,civ-09,joint,swap,1,1.0,0.9817763680502767,0.5626252924999999
fixed/absolute,civ-09,joint,swap,1,1.0,0.9817763680502767,0.5626252924999999
fixed/present,civ-09,joint,swap,1,1.0,0.9817763680502767,0.5626252924999999
fixed/recency,civ-09,joint,swap,1,0.0,6.907755278982137,1.90245
fixed/reference,civ-09,joint,swap,1,1.0,0.9817763680502767,0.5626252924999999
fixed/transition1,civ-09,joint,swap,1,0.0,10.819778284410283,1.99800098
fixed/transition2,civ-09,joint,swap,1,1.0,0.9817763680502767,0.5626252924999999
fixed/transition3,civ-09,joint,swap,1,1.0,0.9817763680502767,0.5626252924999999
oracle-boundary/absolute,civ-09,joint,swap,1,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/present,civ-09,joint,swap,1,1.0,0.9817763680502767,0.5626252924999999
oracle-boundary/recency,civ-09,joint,swap,1,1.0,0.05024121643674679,0.0024500000000000632
oracle-boundary/reference,civ-09,joint,swap,1,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/transition1,civ-09,joint,swap,1,1.0,0.69410764165507,0.50000048
oracle-boundary/transition2,civ-09,joint,swap,1,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/transition3,civ-09,joint,swap,1,1.0,0.0009804805139616427,9.800000000392828e-07
streaming/absolute,civ-09,joint,shuffle,0,1.0,0.9817763680502767,0.5626252924999999
streaming/present,civ-09,joint,shuffle,0,1.0,0.9817763680502767,0.5626252924999999
streaming/recency,civ-09,joint,shuffle,0,1.0,1.0293194621721604,0.5694812499999999
streaming/reference,civ-09,joint,shuffle,0,1.0,0.9817763680502767,0.5626252924999999
streaming/transition1,civ-09,joint,shuffle,0,1.0,0.9817763680502767,0.5626252924999999
streaming/transition2,civ-09,joint,shuffle,0,1.0,0.9817763680502767,0.5626252924999999
streaming/transition3,civ-09,joint,shuffle,0,1.0,0.9817763680502767,0.5626252924999999
fixed/absolute,civ-09,joint,shuffle,0,1.0,0.9817763680502767,0.5626252924999999
fixed/present,civ-09,joint,shuffle,0,1.0,0.9817763680502767,0.5626252924999999
fixed/recency,civ-09,joint,shuffle,0,0.0,6.907755278982137,1.90245
fixed/reference,civ-09,joint,shuffle,0,1.0,0.9817763680502767,0.5626252924999999
fixed/transition1,civ-09,joint,shuffle,0,0.0,10.819778284410283,1.99800098
fixed/transition2,civ-09,joint,shuffle,0,1.0,0.9817763680502767,0.5626252924999999
fixed/transition3,civ-09,joint,shuffle,0,1.0,0.9817763680502767,0.5626252924999999
oracle-boundary/absolute,civ-09,joint,shuffle,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/present,civ-09,joint,shuffle,0,1.0,0.9817763680502767,0.5626252924999999
oracle-boundary/recency,civ-09,joint,shuffle,0,0.0,6.907755278982137,1.90245
oracle-boundary/reference,civ-09,joint,shuffle,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/transition1,civ-09,joint,shuffle,0,1.0,0.69410764165507,0.50000048
oracle-boundary/transition2,civ-09,joint,shuffle,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/transition3,civ-09,joint,shuffle,0,1.0,0.0009804805139616427,9.800000000392828e-07
streaming/absolute,civ-09,joint,shuffle,1,0.0,0.9817763680502767,0.5626252924999999
streaming/present,civ-09,joint,shuffle,1,0.0,0.9817763680502767,0.5626252924999999
streaming/recency,civ-09,joint,shuffle,1,0.0,1.0293194621721604,0.5694812499999999
streaming/reference,civ-09,joint,shuffle,1,0.0,0.9817763680502767,0.5626252924999999
streaming/transition1,civ-09,joint,shuffle,1,0.0,0.9817763680502767,0.5626252924999999
streaming/transition2,civ-09,joint,shuffle,1,0.0,0.9817763680502767,0.5626252924999999
streaming/transition3,civ-09,joint,shuffle,1,0.0,0.9817763680502767,0.5626252924999999
fixed/absolute,civ-09,joint,shuffle,1,0.0,0.9817763680502767,0.5626252924999999
fixed/present,civ-09,joint,shuffle,1,0.0,0.9817763680502767,0.5626252924999999
fixed/recency,civ-09,joint,shuffle,1,0.0,6.907755278982137,1.90245
fixed/reference,civ-09,joint,shuffle,1,0.0,0.9817763680502767,0.5626252924999999
fixed/transition1,civ-09,joint,shuffle,1,0.0,10.819778284410283,1.99800098
fixed/transition2,civ-09,joint,shuffle,1,0.0,0.9817763680502767,0.5626252924999999
fixed/transition3,civ-09,joint,shuffle,1,0.0,0.9817763680502767,0.5626252924999999
oracle-boundary/absolute,civ-09,joint,shuffle,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/present,civ-09,joint,shuffle,1,0.0,0.9817763680502767,0.5626252924999999
oracle-boundary/recency,civ-09,joint,shuffle,1,0.0,6.907755278982137,1.90245
oracle-boundary/reference,civ-09,joint,shuffle,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/transition1,civ-09,joint,shuffle,1,0.0,0.69410764165507,0.50000048
oracle-boundary/transition2,civ-09,joint,shuffle,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/transition3,civ-09,joint,shuffle,1,1.0,0.0009804805139614205,9.800000000392828e-07
streaming/absolute,civ-09,joint,ambiguous,0,1.0,0.9817763680502767,0.5626252924999999
streaming/present,civ-09,joint,ambiguous,0,1.0,0.9817763680502767,0.5626252924999999
streaming/recency,civ-09,joint,ambiguous,0,1.0,1.0293194621721604,0.5694812499999999
streaming/reference,civ-09,joint,ambiguous,0,1.0,0.9817763680502767,0.5626252924999999
streaming/transition1,civ-09,joint,ambiguous,0,1.0,0.9817763680502767,0.5626252924999999
streaming/transition2,civ-09,joint,ambiguous,0,1.0,0.9817763680502767,0.5626252924999999
streaming/transition3,civ-09,joint,ambiguous,0,1.0,0.9817763680502767,0.5626252924999999
fixed/absolute,civ-09,joint,ambiguous,0,1.0,0.9817763680502767,0.5626252924999999
fixed/present,civ-09,joint,ambiguous,0,1.0,0.9817763680502767,0.5626252924999999
fixed/recency,civ-09,joint,ambiguous,0,0.0,6.907755278982137,1.90245
fixed/reference,civ-09,joint,ambiguous,0,1.0,0.9817763680502767,0.5626252924999999
fixed/transition1,civ-09,joint,ambiguous,0,0.0,10.819778284410283,1.99800098
fixed/transition2,civ-09,joint,ambiguous,0,1.0,0.9817763680502767,0.5626252924999999
fixed/transition3,civ-09,joint,ambiguous,0,1.0,0.9817763680502767,0.5626252924999999
oracle-boundary/absolute,civ-09,joint,ambiguous,0,1.0,0.69410764165507,0.50000048
oracle-boundary/present,civ-09,joint,ambiguous,0,1.0,0.9817763680502767,0.5626252924999999
oracle-boundary/recency,civ-09,joint,ambiguous,0,1.0,3.4789982477094417,0.95245
oracle-boundary/reference,civ-09,joint,ambiguous,0,1.0,0.69410764165507,0.50000048
oracle-boundary/transition1,civ-09,joint,ambiguous,0,1.0,0.69410764165507,0.50000048
oracle-boundary/transition2,civ-09,joint,ambiguous,0,1.0,0.69410764165507,0.50000048
oracle-boundary/transition3,civ-09,joint,ambiguous,0,1.0,0.69410764165507,0.50000048
streaming/absolute,civ-09,joint,ambiguous,1,0.0,0.9817763680502767,0.5626252924999999
streaming/present,civ-09,joint,ambiguous,1,0.0,0.9817763680502767,0.5626252924999999
streaming/recency,civ-09,joint,ambiguous,1,0.0,1.0293194621721604,0.5694812499999999
streaming/reference,civ-09,joint,ambiguous,1,0.0,0.9817763680502767,0.5626252924999999
streaming/transition1,civ-09,joint,ambiguous,1,0.0,0.9817763680502767,0.5626252924999999
streaming/transition2,civ-09,joint,ambiguous,1,0.0,0.9817763680502767,0.5626252924999999
streaming/transition3,civ-09,joint,ambiguous,1,0.0,0.9817763680502767,0.5626252924999999
fixed/absolute,civ-09,joint,ambiguous,1,0.0,0.9817763680502767,0.5626252924999999
fixed/present,civ-09,joint,ambiguous,1,0.0,0.9817763680502767,0.5626252924999999
fixed/recency,civ-09,joint,ambiguous,1,0.0,6.907755278982137,1.90245
fixed/reference,civ-09,joint,ambiguous,1,0.0,0.9817763680502767,0.5626252924999999
fixed/transition1,civ-09,joint,ambiguous,1,0.0,10.819778284410283,1.99800098
fixed/transition2,civ-09,joint,ambiguous,1,0.0,0.9817763680502767,0.5626252924999999
fixed/transition3,civ-09,joint,ambiguous,1,0.0,0.9817763680502767,0.5626252924999999
oracle-boundary/absolute,civ-09,joint,ambiguous,1,0.0,0.69410764165507,0.50000048
oracle-boundary/present,civ-09,joint,ambiguous,1,0.0,0.9817763680502767,0.5626252924999999
oracle-boundary/recency,civ-09,joint,ambiguous,1,0.0,3.4789982477094417,0.95245
oracle-boundary/reference,civ-09,joint,ambiguous,1,0.0,0.69410764165507,0.50000048
oracle-boundary/transition1,civ-09,joint,ambiguous,1,0.0,0.69410764165507,0.50000048
oracle-boundary/transition2,civ-09,joint,ambiguous,1,0.0,0.69410764165507,0.50000048
oracle-boundary/transition3,civ-09,joint,ambiguous,1,0.0,0.69410764165507,0.50000048
streaming/absolute,civ-10,detached,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
streaming/present,civ-10,detached,intact,0,0.0,10.819778284410283,1.3118752925
streaming/recency,civ-10,detached,intact,0,1.0,0.05024121643674679,0.0024500000000000632
streaming/reference,civ-10,detached,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
streaming/transition1,civ-10,detached,intact,0,0.0,1.5620536317169007,1.2476160371898901
streaming/transition2,civ-10,detached,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
streaming/transition3,civ-10,detached,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
fixed/absolute,civ-10,detached,intact,0,0.0,10.819778284410283,1.3118752925
fixed/present,civ-10,detached,intact,0,0.0,10.819778284410283,1.3118752925
fixed/recency,civ-10,detached,intact,0,0.0,6.907755278982137,1.2819812499999999
fixed/reference,civ-10,detached,intact,0,0.0,10.819778284410283,1.3118752925
fixed/transition1,civ-10,detached,intact,0,0.0,10.819778284410283,1.3118752925
fixed/transition2,civ-10,detached,intact,0,0.0,10.819778284410283,1.3118752925
fixed/transition3,civ-10,detached,intact,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/absolute,civ-10,detached,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/present,civ-10,detached,intact,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/recency,civ-10,detached,intact,0,1.0,0.05024121643674679,0.0024500000000000632
oracle-boundary/reference,civ-10,detached,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/transition1,civ-10,detached,intact,0,1.0,0.69410764165507,0.50000048
oracle-boundary/transition2,civ-10,detached,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/transition3,civ-10,detached,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
streaming/absolute,civ-10,detached,intact,1,0.0,10.819778284410283,1.3118752925
streaming/present,civ-10,detached,intact,1,0.0,10.819778284410283,1.3118752925
streaming/recency,civ-10,detached,intact,1,1.0,0.05024121643674679,0.0024500000000000632
streaming/reference,civ-10,detached,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
streaming/transition1,civ-10,detached,intact,1,0.0,10.819778284410283,1.9980009799999996
streaming/transition2,civ-10,detached,intact,1,0.0,10.819778284410283,1.3118752925
streaming/transition3,civ-10,detached,intact,1,0.0,10.819778284410283,1.3118752925
fixed/absolute,civ-10,detached,intact,1,0.0,10.819778284410283,1.3118752925
fixed/present,civ-10,detached,intact,1,0.0,10.819778284410283,1.3118752925
fixed/recency,civ-10,detached,intact,1,0.0,6.907755278981432,1.9024499999999973
fixed/reference,civ-10,detached,intact,1,0.0,10.819778284410283,1.3118752925
fixed/transition1,civ-10,detached,intact,1,0.0,10.819778284373207,1.998000979999997
fixed/transition2,civ-10,detached,intact,1,0.0,10.819778284410283,1.3118752925
fixed/transition3,civ-10,detached,intact,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/absolute,civ-10,detached,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/present,civ-10,detached,intact,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/recency,civ-10,detached,intact,1,1.0,0.05024121643674679,0.0024500000000000632
oracle-boundary/reference,civ-10,detached,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/transition1,civ-10,detached,intact,1,0.0,0.69410764165507,0.50000048
oracle-boundary/transition2,civ-10,detached,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/transition3,civ-10,detached,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
streaming/absolute,civ-10,legato,intact,0,0.0,10.819778284410283,1.3118752925
streaming/present,civ-10,legato,intact,0,0.0,10.819778284410283,1.3118752925
streaming/recency,civ-10,legato,intact,0,0.0,6.907755278982137,1.2819812499999999
streaming/reference,civ-10,legato,intact,0,0.0,10.819778284410283,1.3118752925
streaming/transition1,civ-10,legato,intact,0,0.0,10.819778284410283,1.3118752925
streaming/transition2,civ-10,legato,intact,0,0.0,10.819778284410283,1.3118752925
streaming/transition3,civ-10,legato,intact,0,0.0,10.819778284410283,1.3118752925
fixed/absolute,civ-10,legato,intact,0,0.0,10.819778284410283,1.3118752925
fixed/present,civ-10,legato,intact,0,0.0,10.819778284410283,1.3118752925
fixed/recency,civ-10,legato,intact,0,0.0,6.907755278982137,1.90245
fixed/reference,civ-10,legato,intact,0,0.0,10.819778284410283,1.3118752925
fixed/transition1,civ-10,legato,intact,0,0.0,10.819778284410283,1.99800098
fixed/transition2,civ-10,legato,intact,0,0.0,10.819778284410283,1.3118752925
fixed/transition3,civ-10,legato,intact,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/absolute,civ-10,legato,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/present,civ-10,legato,intact,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/recency,civ-10,legato,intact,0,1.0,0.05024121643674679,0.0024500000000000632
oracle-boundary/reference,civ-10,legato,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/transition1,civ-10,legato,intact,0,1.0,0.69410764165507,0.50000048
oracle-boundary/transition2,civ-10,legato,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/transition3,civ-10,legato,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
streaming/absolute,civ-10,legato,intact,1,0.0,10.819778284410283,1.3118752925
streaming/present,civ-10,legato,intact,1,0.0,10.819778284410283,1.3118752925
streaming/recency,civ-10,legato,intact,1,0.0,6.907755278982137,1.2819812499999999
streaming/reference,civ-10,legato,intact,1,0.0,10.819778284410283,1.3118752925
streaming/transition1,civ-10,legato,intact,1,0.0,10.819778284410283,1.3118752925
streaming/transition2,civ-10,legato,intact,1,0.0,10.819778284410283,1.3118752925
streaming/transition3,civ-10,legato,intact,1,0.0,10.819778284410283,1.3118752925
fixed/absolute,civ-10,legato,intact,1,0.0,10.819778284410283,1.3118752925
fixed/present,civ-10,legato,intact,1,0.0,10.819778284410283,1.3118752925
fixed/recency,civ-10,legato,intact,1,0.0,6.907755278982137,1.90245
fixed/reference,civ-10,legato,intact,1,0.0,10.819778284410283,1.3118752925
fixed/transition1,civ-10,legato,intact,1,0.0,10.819778284410283,1.99800098
fixed/transition2,civ-10,legato,intact,1,0.0,10.819778284410283,1.3118752925
fixed/transition3,civ-10,legato,intact,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/absolute,civ-10,legato,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/present,civ-10,legato,intact,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/recency,civ-10,legato,intact,1,1.0,0.05024121643674679,0.0024500000000000632
oracle-boundary/reference,civ-10,legato,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/transition1,civ-10,legato,intact,1,0.0,0.69410764165507,0.50000048
oracle-boundary/transition2,civ-10,legato,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/transition3,civ-10,legato,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
streaming/absolute,civ-10,duration,intact,0,0.0,10.819778284410283,1.3118752925
streaming/present,civ-10,duration,intact,0,0.0,10.819778284410283,1.3118752925
streaming/recency,civ-10,duration,intact,0,0.0,6.907755278982137,1.2819812499999999
streaming/reference,civ-10,duration,intact,0,0.0,10.819778284410283,1.3118752925
streaming/transition1,civ-10,duration,intact,0,0.0,10.819778284410283,1.3118752925
streaming/transition2,civ-10,duration,intact,0,0.0,10.819778284410283,1.3118752925
streaming/transition3,civ-10,duration,intact,0,0.0,10.819778284410283,1.3118752925
fixed/absolute,civ-10,duration,intact,0,0.0,10.819778284410283,1.3118752925
fixed/present,civ-10,duration,intact,0,0.0,10.819778284410283,1.3118752925
fixed/recency,civ-10,duration,intact,0,0.0,6.907755278982137,1.2819812499999999
fixed/reference,civ-10,duration,intact,0,0.0,10.819778284410283,1.3118752925
fixed/transition1,civ-10,duration,intact,0,0.0,10.819778284410283,1.3118752925
fixed/transition2,civ-10,duration,intact,0,0.0,10.819778284410283,1.3118752925
fixed/transition3,civ-10,duration,intact,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/absolute,civ-10,duration,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/present,civ-10,duration,intact,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/recency,civ-10,duration,intact,0,1.0,0.05024121643674679,0.0024500000000000632
oracle-boundary/reference,civ-10,duration,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/transition1,civ-10,duration,intact,0,1.0,0.69410764165507,0.50000048
oracle-boundary/transition2,civ-10,duration,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/transition3,civ-10,duration,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
streaming/absolute,civ-10,duration,intact,1,0.0,10.819778284410283,1.3118752925
streaming/present,civ-10,duration,intact,1,0.0,10.819778284410283,1.3118752925
streaming/recency,civ-10,duration,intact,1,0.0,6.907755278982137,1.2819812499999999
streaming/reference,civ-10,duration,intact,1,0.0,10.819778284410283,1.3118752925
streaming/transition1,civ-10,duration,intact,1,0.0,10.819778284410283,1.3118752925
streaming/transition2,civ-10,duration,intact,1,0.0,10.819778284410283,1.3118752925
streaming/transition3,civ-10,duration,intact,1,0.0,10.819778284410283,1.3118752925
fixed/absolute,civ-10,duration,intact,1,0.0,10.819778284410283,1.3118752925
fixed/present,civ-10,duration,intact,1,0.0,10.819778284410283,1.3118752925
fixed/recency,civ-10,duration,intact,1,0.0,6.907755278982137,1.2819812499999999
fixed/reference,civ-10,duration,intact,1,0.0,10.819778284410283,1.3118752925
fixed/transition1,civ-10,duration,intact,1,0.0,10.819778284410283,1.3118752925
fixed/transition2,civ-10,duration,intact,1,0.0,10.819778284410283,1.3118752925
fixed/transition3,civ-10,duration,intact,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/absolute,civ-10,duration,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/present,civ-10,duration,intact,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/recency,civ-10,duration,intact,1,1.0,0.05024121643674679,0.0024500000000000632
oracle-boundary/reference,civ-10,duration,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/transition1,civ-10,duration,intact,1,0.0,0.69410764165507,0.50000048
oracle-boundary/transition2,civ-10,duration,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/transition3,civ-10,duration,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
streaming/absolute,civ-10,joint,intact,0,0.0,10.819778284410283,1.3118752925
streaming/present,civ-10,joint,intact,0,0.0,10.819778284410283,1.3118752925
streaming/recency,civ-10,joint,intact,0,0.0,6.907755278982137,1.2819812499999999
streaming/reference,civ-10,joint,intact,0,0.0,10.819778284410283,1.3118752925
streaming/transition1,civ-10,joint,intact,0,0.0,10.819778284410283,1.3118752925
streaming/transition2,civ-10,joint,intact,0,0.0,10.819778284410283,1.3118752925
streaming/transition3,civ-10,joint,intact,0,0.0,10.819778284410283,1.3118752925
fixed/absolute,civ-10,joint,intact,0,0.0,10.819778284410283,1.3118752925
fixed/present,civ-10,joint,intact,0,0.0,10.819778284410283,1.3118752925
fixed/recency,civ-10,joint,intact,0,0.0,6.907755278982137,1.2819812499999999
fixed/reference,civ-10,joint,intact,0,0.0,10.819778284410283,1.3118752925
fixed/transition1,civ-10,joint,intact,0,0.0,10.819778284410283,1.3118752925
fixed/transition2,civ-10,joint,intact,0,0.0,10.819778284410283,1.3118752925
fixed/transition3,civ-10,joint,intact,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/absolute,civ-10,joint,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/present,civ-10,joint,intact,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/recency,civ-10,joint,intact,0,1.0,0.05024121643674679,0.0024500000000000632
oracle-boundary/reference,civ-10,joint,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/transition1,civ-10,joint,intact,0,1.0,0.69410764165507,0.50000048
oracle-boundary/transition2,civ-10,joint,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
oracle-boundary/transition3,civ-10,joint,intact,0,1.0,0.0009804805139616427,9.800000000392828e-07
streaming/absolute,civ-10,joint,intact,1,0.0,10.819778284410283,1.3118752925
streaming/present,civ-10,joint,intact,1,0.0,10.819778284410283,1.3118752925
streaming/recency,civ-10,joint,intact,1,0.0,6.907755278982137,1.2819812499999999
streaming/reference,civ-10,joint,intact,1,0.0,10.819778284410283,1.3118752925
streaming/transition1,civ-10,joint,intact,1,0.0,10.819778284410283,1.3118752925
streaming/transition2,civ-10,joint,intact,1,0.0,10.819778284410283,1.3118752925
streaming/transition3,civ-10,joint,intact,1,0.0,10.819778284410283,1.3118752925
fixed/absolute,civ-10,joint,intact,1,0.0,10.819778284410283,1.3118752925
fixed/present,civ-10,joint,intact,1,0.0,10.819778284410283,1.3118752925
fixed/recency,civ-10,joint,intact,1,0.0,6.907755278982137,1.2819812499999999
fixed/reference,civ-10,joint,intact,1,0.0,10.819778284410283,1.3118752925
fixed/transition1,civ-10,joint,intact,1,0.0,10.819778284410283,1.3118752925
fixed/transition2,civ-10,joint,intact,1,0.0,10.819778284410283,1.3118752925
fixed/transition3,civ-10,joint,intact,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/absolute,civ-10,joint,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/present,civ-10,joint,intact,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/recency,civ-10,joint,intact,1,1.0,0.05024121643674679,0.0024500000000000632
oracle-boundary/reference,civ-10,joint,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/transition1,civ-10,joint,intact,1,0.0,0.69410764165507,0.50000048
oracle-boundary/transition2,civ-10,joint,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
oracle-boundary/transition3,civ-10,joint,intact,1,1.0,0.0009804805139614205,9.800000000392828e-07
streaming/absolute,civ-10,joint,reset,0,0.0,10.819778284410283,1.3118752925
streaming/present,civ-10,joint,reset,0,0.0,10.819778284410283,1.3118752925
streaming/recency,civ-10,joint,reset,0,0.0,6.907755278982137,1.2819812499999999
streaming/reference,civ-10,joint,reset,0,0.0,10.819778284410283,1.3118752925
streaming/transition1,civ-10,joint,reset,0,0.0,10.819778284410283,1.3118752925
streaming/transition2,civ-10,joint,reset,0,0.0,10.819778284410283,1.3118752925
streaming/transition3,civ-10,joint,reset,0,0.0,10.819778284410283,1.3118752925
fixed/absolute,civ-10,joint,reset,0,0.0,10.819778284410283,1.3118752925
fixed/present,civ-10,joint,reset,0,0.0,10.819778284410283,1.3118752925
fixed/recency,civ-10,joint,reset,0,0.0,6.907755278982137,1.2819812499999999
fixed/reference,civ-10,joint,reset,0,0.0,10.819778284410283,1.3118752925
fixed/transition1,civ-10,joint,reset,0,0.0,10.819778284410283,1.3118752925
fixed/transition2,civ-10,joint,reset,0,0.0,10.819778284410283,1.3118752925
fixed/transition3,civ-10,joint,reset,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/absolute,civ-10,joint,reset,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/present,civ-10,joint,reset,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/recency,civ-10,joint,reset,0,0.0,6.907755278982137,1.2819812499999999
oracle-boundary/reference,civ-10,joint,reset,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/transition1,civ-10,joint,reset,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/transition2,civ-10,joint,reset,0,0.0,10.819778284410283,1.3118752925
oracle-boundary/transition3,civ-10,joint,reset,0,0.0,10.819778284410283,1.3118752925
streaming/absolute,civ-10,joint,reset,1,0.0,10.819778284410283,1.3118752925
streaming/present,civ-10,joint,reset,1,0.0,10.819778284410283,1.3118752925
streaming/recency,civ-10,joint,reset,1,0.0,6.907755278982137,1.2819812499999999
streaming/reference,civ-10,joint,reset,1,0.0,10.819778284410283,1.3118752925
streaming/transition1,civ-10,joint,reset,1,0.0,10.819778284410283,1.3118752925
streaming/transition2,civ-10,joint,reset,1,0.0,10.819778284410283,1.3118752925
streaming/transition3,civ-10,joint,reset,1,0.0,10.819778284410283,1.3118752925
fixed/absolute,civ-10,joint,reset,1,0.0,10.819778284410283,1.3118752925
fixed/present,civ-10,joint,reset,1,0.0,10.819778284410283,1.3118752925
fixed/recency,civ-10,joint,reset,1,0.0,6.907755278982137,1.2819812499999999
fixed/reference,civ-10,joint,reset,1,0.0,10.819778284410283,1.3118752925
fixed/transition1,civ-10,joint,reset,1,0.0,10.819778284410283,1.3118752925
fixed/transition2,civ-10,joint,reset,1,0.0,10.819778284410283,1.3118752925
fixed/transition3,civ-10,joint,reset,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/absolute,civ-10,joint,reset,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/present,civ-10,joint,reset,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/recency,civ-10,joint,reset,1,0.0,6.907755278982137,1.2819812499999999
oracle-boundary/reference,civ-10,joint,reset,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/transition1,civ-10,joint,reset,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/transition2,civ-10,joint,reset,1,0.0,10.819778284410283,1.3118752925
oracle-boundary/transition3,civ-10,joint,reset,1,0.0,10.819778284410283,1.3118752925
streaming/absolute,civ-10,joint,removal,0,0.0,10.819778284410283,1.3118752925
streaming/present,civ-10,joint,removal,0,0.0,10.819778284410283,1.3118752925
streaming/recency,civ-10,joint,removal,0,0.0,6.907755278982137,1.2819812499999999
streaming/reference,civ-10,joint,removal,0,0.0,10.819778284410283,1.3118752925
streaming/transition1,civ-10,joint,removal,0,0.0,10.819778284410283,1.3118752925
streaming/transition2,civ-10,joint,removal,0,0.0,10.819778284410283,1.3118752925
