model,cell,condition,accuracy,accuracy_lower95,accuracy_upper95,paired_success,paired_success_lower95,paired_success_upper95,log_loss,log_loss_lower95,log_loss_upper95,brier,brier_lower95,brier_upper95
old_absolute,duration,intact,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
old_absolute,joint,ambiguous,0.2916666666666667,0.1875,0.3958333333333333,0.0,0.0,0.0,4.2088181041916135,2.4514628729233414,6.1788459064808094,0.8226878862499999,0.6717816518749999,0.973625339375
old_absolute,joint,intact,0.5416666666666666,0.3541666666666667,0.7291666666666666,0.5,0.2916666666666667,0.7083333333333334,3.862254523621059,1.949983981874464,5.884433672393545,0.57268813625,0.33059973781250007,0.812146355
old_absolute,joint,removal,0.125,0.041666666666666664,0.20833333333333334,0.0,0.0,0.0,6.175403707887092,4.263133166140498,8.087674249633688,1.0621252925,0.9372502924999999,1.1765940424999999
old_absolute,joint,reset,0.125,0.041666666666666664,0.20833333333333334,0.0,0.0,0.0,6.175403707887092,4.263133166140498,8.087674249633688,1.0621252925,0.9372502924999999,1.1765940424999999
old_absolute,joint,shuffle,0.5416666666666666,0.3541666666666667,0.7291666666666666,0.5,0.2916666666666667,0.7083333333333334,3.862254523621059,1.949983981874464,5.884433672393545,0.57268813625,0.33059973781250007,0.812146355
old_absolute,joint,swap,0.5416666666666666,0.3541666666666667,0.7291666666666666,0.5,0.2916666666666667,0.7083333333333334,3.862254523621059,1.949983981874464,5.884433672393545,0.57268813625,0.33059973781250007,0.812146355
old_absolute,matched,intact,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
old_absolute,timbre,intact,0.5416666666666666,0.3541666666666667,0.7291666666666666,0.5,0.2916666666666667,0.7083333333333334,3.862254523621059,1.949983981874464,5.884433672393545,0.57268813625,0.33059973781250007,0.812146355
old_present,duration,intact,0.16666666666666666,0.08333333333333333,0.25,0.0,0.0,0.0,4.6272788490460295,2.9876118629860287,6.448007263573687,0.9788752925,0.8540002925,1.1037502925
old_present,joint,ambiguous,0.125,0.041666666666666664,0.20833333333333334,0.0,0.0,0.0,6.175403707887092,4.263133166140498,8.087674249633688,1.0621252925,0.9372502924999999,1.1765940424999999
old_present,joint,intact,0.125,0.041666666666666664,0.20833333333333334,0.0,0.0,0.0,6.175403707887092,4.263133166140498,8.087674249633688,1.0621252925,0.9372502924999999,1.1765940424999999
old_present,joint,removal,0.125,0.041666666666666664,0.20833333333333334,0.0,0.0,0.0,6.175403707887092,4.263133166140498,8.087674249633688,1.0621252925,0.9372502924999999,1.1765940424999999
old_present,joint,reset,0.125,0.041666666666666664,0.20833333333333334,0.0,0.0,0.0,6.175403707887092,4.263133166140498,8.087674249633688,1.0621252925,0.9372502924999999,1.1765940424999999
old_present,joint,shuffle,0.125,0.041666666666666664,0.20833333333333334,0.0,0.0,0.0,6.175403707887092,4.263133166140498,8.087674249633688,1.0621252925,0.9372502924999999,1.1765940424999999
old_present,joint,swap,0.125,0.041666666666666664,0.20833333333333334,0.0,0.0,0.0,6.175403707887092,4.263133166140498,8.087674249633688,1.0621252925,0.9372502924999999,1.1765940424999999
old_present,matched,intact,0.16666666666666666,0.08333333333333333,0.25,0.0,0.0,0.0,4.6272788490460295,2.9876118629860287,6.448007263573687,0.9788752925,0.8540002925,1.1037502925
old_present,timbre,intact,0.125,0.041666666666666664,0.20833333333333334,0.0,0.0,0.0,6.175403707887092,4.263133166140498,8.087674249633688,1.0621252925,0.9372502924999999,1.1765940424999999
old_recency,duration,intact,0.5,0.2916666666666667,0.7083333333333334,0.5,0.2916666666666667,0.7083333333333334,3.4789982477094417,2.050349484679152,4.907647010739731,0.9524500000000001,0.5566166666666668,1.3482833333333335
old_recency,joint,ambiguous,0.2708333333333333,0.16666666666666666,0.375,0.0,0.0,0.0,4.549658084621122,3.778806652896879,5.309525365324556,1.0935893229166667,1.0006921874999999,1.2002169270833332
old_recency,joint,intact,0.2708333333333333,0.10416666666666667,0.4583333333333333,0.25,0.08333333333333333,0.4166666666666667,4.549658084621122,3.2796063211973157,5.764836268557905,1.0935893229166667,0.7967143229166668,1.3767338541666667
old_recency,joint,removal,0.10416666666666667,0.020833333333333332,0.1875,0.0,0.0,0.0,4.486729591407303,3.4270067298994156,5.483689223967933,1.1000216145833333,0.9713757812499999,1.2270593749999998
old_recency,joint,reset,0.125,0.041666666666666664,0.20833333333333334,0.0,0.0,0.0,4.241794765706887,3.153749334769677,5.3298401966440965,1.0444812499999998,0.9257312499999998,1.1533354166666665
old_recency,joint,shuffle,0.2708333333333333,0.10416666666666667,0.4583333333333333,0.25,0.08333333333333333,0.4166666666666667,4.549658084621122,3.248142074590406,5.692577095045354,1.0935893229166667,0.7989408854166666,1.3630033854166665
old_recency,joint,swap,0.2708333333333333,0.10416666666666667,0.4583333333333333,0.25,0.08333333333333333,0.4166666666666667,4.549658084621122,3.2796063211973157,5.764836268557905,1.0935893229166667,0.7967143229166668,1.3767338541666667
old_recency,matched,intact,0.5,0.2916666666666667,0.7083333333333334,0.5,0.2916666666666667,0.7083333333333334,3.4789982477094417,2.050349484679152,4.907647010739731,0.9524500000000001,0.5566166666666668,1.3482833333333335
old_recency,timbre,intact,0.2708333333333333,0.10416666666666667,0.4583333333333333,0.25,0.08333333333333333,0.4166666666666667,4.549658084621122,3.2796063211973157,5.764836268557905,1.0935893229166667,0.7967143229166668,1.3767338541666667
old_reference,duration,intact,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
old_reference,joint,ambiguous,0.375,0.2916666666666667,0.4583333333333333,0.0,0.0,0.0,3.2255253023438732,1.5379135285513374,4.913137076136409,0.74975048,0.5832504799999999,0.91625048
old_reference,joint,intact,0.75,0.5833333333333334,0.9166666666666666,0.75,0.5833333333333334,0.9166666666666666,2.705679931488042,0.9025469641719882,4.508812898804096,0.49950097999999993,0.16650098000000002,0.83250098
old_reference,joint,removal,0.125,0.041666666666666664,0.20833333333333334,0.0,0.0,0.0,6.175403707887092,4.263133166140498,8.087674249633688,1.0621252925,0.9372502924999999,1.1765940424999999
old_reference,joint,reset,0.125,0.041666666666666664,0.20833333333333334,0.0,0.0,0.0,6.175403707887092,4.263133166140498,8.087674249633688,1.0621252925,0.9372502924999999,1.1765940424999999
old_reference,joint,shuffle,0.75,0.5833333333333334,0.9166666666666666,0.75,0.5833333333333334,0.9166666666666666,2.705679931488042,0.9025469641719882,4.508812898804096,0.49950097999999993,0.16650098000000002,0.83250098
old_reference,joint,swap,0.75,0.5833333333333334,0.9166666666666666,0.75,0.5833333333333334,0.9166666666666666,2.705679931488042,0.9025469641719882,4.508812898804096,0.49950097999999993,0.16650098000000002,0.83250098
old_reference,matched,intact,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
old_reference,timbre,intact,0.75,0.5833333333333334,0.9166666666666666,0.75,0.5833333333333334,0.9166666666666666,2.705679931488042,0.9025469641719882,4.508812898804096,0.49950097999999993,0.16650098000000002,0.83250098
old_transition1,duration,intact,0.5,0.5,0.5,0.0,0.0,0.0,0.6941076416550699,0.6941076416550699,0.6941076416550699,0.5000004800000001,0.5000004800000001,0.5000004800000001
old_transition1,joint,ambiguous,0.2708333333333333,0.16666666666666666,0.375,0.0,0.0,0.0,4.6187348507066135,2.6606932453505494,6.658506110471546,0.8824952065625,0.7081879175,1.0646514096875
old_transition1,joint,intact,0.2708333333333333,0.16666666666666666,0.375,0.0,0.0,0.0,4.6187348507066135,2.6606932453505494,6.658506110471546,0.8824952065625,0.7081879175,1.0646514096875
old_transition1,joint,removal,0.10416666666666667,0.020833333333333332,0.1875,0.0,0.0,0.0,6.585320454402094,4.7188209762649675,8.406048868929751,1.1219326128125,0.9866513628125001,1.2572138628125
old_transition1,joint,reset,0.125,0.041666666666666664,0.20833333333333334,0.0,0.0,0.0,6.175403707887092,4.263133166140498,8.087674249633688,1.0621252925,0.9372502924999999,1.1765940424999999
old_transition1,joint,shuffle,0.2708333333333333,0.16666666666666666,0.375,0.0,0.0,0.0,4.6187348507066135,2.6606932453505494,6.658506110471546,0.8824952065625,0.7081879175,1.0646514096875
old_transition1,joint,swap,0.2708333333333333,0.16666666666666666,0.375,0.0,0.0,0.0,4.6187348507066135,2.6606932453505494,6.658506110471546,0.8824952065625,0.7081879175,1.0646514096875
old_transition1,matched,intact,0.5,0.5,0.5,0.0,0.0,0.0,0.6941076416550699,0.6941076416550699,0.6941076416550699,0.5000004800000001,0.5000004800000001,0.5000004800000001
old_transition1,timbre,intact,0.2708333333333333,0.16666666666666666,0.375,0.0,0.0,0.0,4.6187348507066135,2.6606932453505494,6.658506110471546,0.8824952065625,0.7081879175,1.0646514096875
old_transition2,duration,intact,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
old_transition2,joint,ambiguous,0.2916666666666667,0.1875,0.3958333333333333,0.0,0.0,0.0,4.2088181041916135,2.4514628729233414,6.1788459064808094,0.8226878862499999,0.6717816518749999,0.973625339375
