adapter,group,family,register,cell,condition,variant,arrival,available,correct,absolute_error,octave_error,two_octave_error
old,for-22,overtone,18,joint,removal,0,12,1.0,0.0,12.000004854328992,1.0,0.0
repaired,for-22,overtone,18,joint,removal,0,12,1.0,1.0,0.0012682399076560102,0.0,0.0
old,for-22,overtone,18,joint,removal,0,13,1.0,0.0,11.999996249665138,1.0,0.0
repaired,for-22,overtone,18,joint,removal,0,13,1.0,1.0,0.004376059246684605,0.0,0.0
old,for-22,overtone,18,joint,removal,1,0,1.0,1.0,6.928699299635355e-06,0.0,0.0
repaired,for-22,overtone,18,joint,removal,1,0,1.0,1.0,0.0004787436579292148,0.0,0.0
old,for-22,overtone,18,joint,removal,1,1,1.0,1.0,5.4991853986052774e-06,0.0,0.0
repaired,for-22,overtone,18,joint,removal,1,1,1.0,1.0,0.0025312812164361986,0.0,0.0
old,for-22,overtone,18,joint,removal,1,2,1.0,1.0,3.632318271939994e-06,0.0,0.0
repaired,for-22,overtone,18,joint,removal,1,2,1.0,1.0,0.0018076352248819205,0.0,0.0
old,for-22,overtone,18,joint,removal,1,5,1.0,1.0,6.928699299635355e-06,0.0,0.0
repaired,for-22,overtone,18,joint,removal,1,5,1.0,1.0,0.0004787436579292148,0.0,0.0
old,for-22,overtone,18,joint,removal,1,6,1.0,1.0,8.672847156887542e-06,0.0,0.0
repaired,for-22,overtone,18,joint,removal,1,6,1.0,1.0,0.002353190418912021,0.0,0.0
old,for-22,overtone,18,joint,removal,1,7,1.0,1.0,3.632318271939994e-06,0.0,0.0
repaired,for-22,overtone,18,joint,removal,1,7,1.0,1.0,0.0018076352248819205,0.0,0.0
old,for-22,overtone,18,joint,removal,1,11,1.0,0.0,12.000004977285379,1.0,0.0
repaired,for-22,overtone,18,joint,removal,1,11,1.0,1.0,0.0027637073784347876,0.0,0.0
old,for-22,overtone,18,joint,removal,1,12,1.0,0.0,12.000004854328992,1.0,0.0
repaired,for-22,overtone,18,joint,removal,1,12,1.0,1.0,0.0012682399076560102,0.0,0.0
old,for-22,overtone,18,joint,removal,1,13,1.0,0.0,11.999996249665138,1.0,0.0
repaired,for-22,overtone,18,joint,removal,1,13,1.0,1.0,0.004376059246684605,0.0,0.0
old,for-22,overtone,18,joint,swap,0,0,1.0,1.0,6.928699299635355e-06,0.0,0.0
repaired,for-22,overtone,18,joint,swap,0,0,1.0,1.0,0.0004787436579292148,0.0,0.0
old,for-22,overtone,18,joint,swap,0,1,1.0,1.0,5.4991853986052774e-06,0.0,0.0
repaired,for-22,overtone,18,joint,swap,0,1,1.0,1.0,0.0025312812164361986,0.0,0.0
old,for-22,overtone,18,joint,swap,0,2,1.0,1.0,3.632318271939994e-06,0.0,0.0
repaired,for-22,overtone,18,joint,swap,0,2,1.0,1.0,0.0018076352248819205,0.0,0.0
old,for-22,overtone,18,joint,swap,0,3,1.0,1.0,1.4854949199616385e-06,0.0,0.0
repaired,for-22,overtone,18,joint,swap,0,3,1.0,1.0,0.003001162751409936,0.0,0.0
old,for-22,overtone,18,joint,swap,0,5,1.0,1.0,6.928699299635355e-06,0.0,0.0
repaired,for-22,overtone,18,joint,swap,0,5,1.0,1.0,0.0004787436579292148,0.0,0.0
old,for-22,overtone,18,joint,swap,0,6,1.0,1.0,8.672847156887542e-06,0.0,0.0
repaired,for-22,overtone,18,joint,swap,0,6,1.0,1.0,0.002353190418912021,0.0,0.0
old,for-22,overtone,18,joint,swap,0,7,1.0,1.0,3.632318271939994e-06,0.0,0.0
repaired,for-22,overtone,18,joint,swap,0,7,1.0,1.0,0.0018076352248819205,0.0,0.0
old,for-22,overtone,18,joint,swap,0,8,1.0,1.0,6.928699299635355e-06,0.0,0.0
repaired,for-22,overtone,18,joint,swap,0,8,1.0,1.0,0.0004787436579292148,0.0,0.0
old,for-22,overtone,18,joint,swap,0,11,1.0,0.0,12.000004977285379,1.0,0.0
repaired,for-22,overtone,18,joint,swap,0,11,1.0,1.0,0.0027637073784347876,0.0,0.0
old,for-22,overtone,18,joint,swap,0,12,1.0,0.0,12.000004854328992,1.0,0.0
repaired,for-22,overtone,18,joint,swap,0,12,1.0,1.0,0.0012682399076560102,0.0,0.0
old,for-22,overtone,18,joint,swap,0,13,1.0,0.0,11.999996249665138,1.0,0.0
repaired,for-22,overtone,18,joint,swap,0,13,1.0,1.0,0.004376059246684605,0.0,0.0
old,for-22,overtone,18,joint,swap,1,0,1.0,1.0,6.928699299635355e-06,0.0,0.0
repaired,for-22,overtone,18,joint,swap,1,0,1.0,1.0,0.0004787436579292148,0.0,0.0
old,for-22,overtone,18,joint,swap,1,1,1.0,1.0,5.4991853986052774e-06,0.0,0.0
repaired,for-22,overtone,18,joint,swap,1,1,1.0,1.0,0.0025312812164361986,0.0,0.0
old,for-22,overtone,18,joint,swap,1,2,1.0,1.0,3.632318271939994e-06,0.0,0.0
repaired,for-22,overtone,18,joint,swap,1,2,1.0,1.0,0.0018076352248819205,0.0,0.0
old,for-22,overtone,18,joint,swap,1,3,1.0,1.0,6.928699299635355e-06,0.0,0.0
repaired,for-22,overtone,18,joint,swap,1,3,1.0,1.0,0.0004787436579292148,0.0,0.0
old,for-22,overtone,18,joint,swap,1,5,1.0,1.0,6.928699299635355e-06,0.0,0.0
repaired,for-22,overtone,18,joint,swap,1,5,1.0,1.0,0.0004787436579292148,0.0,0.0
old,for-22,overtone,18,joint,swap,1,6,1.0,1.0,8.672847156887542e-06,0.0,0.0
repaired,for-22,overtone,18,joint,swap,1,6,1.0,1.0,0.002353190418912021,0.0,0.0
old,for-22,overtone,18,joint,swap,1,7,1.0,1.0,3.632318271939994e-06,0.0,0.0
repaired,for-22,overtone,18,joint,swap,1,7,1.0,1.0,0.0018076352248819205,0.0,0.0
old,for-22,overtone,18,joint,swap,1,8,1.0,1.0,1.4854949199616385e-06,0.0,0.0
repaired,for-22,overtone,18,joint,swap,1,8,1.0,1.0,0.003001162751409936,0.0,0.0
old,for-22,overtone,18,joint,swap,1,11,1.0,0.0,12.000004977285379,1.0,0.0
repaired,for-22,overtone,18,joint,swap,1,11,1.0,1.0,0.0027637073784347876,0.0,0.0
old,for-22,overtone,18,joint,swap,1,12,1.0,0.0,12.000004854328992,1.0,0.0
repaired,for-22,overtone,18,joint,swap,1,12,1.0,1.0,0.0012682399076560102,0.0,0.0
old,for-22,overtone,18,joint,swap,1,13,1.0,0.0,11.999996249665138,1.0,0.0
repaired,for-22,overtone,18,joint,swap,1,13,1.0,1.0,0.004376059246684605,0.0,0.0
old,for-22,overtone,18,joint,shuffle,0,0,1.0,1.0,6.928699299635355e-06,0.0,0.0
repaired,for-22,overtone,18,joint,shuffle,0,0,1.0,1.0,0.0004787436579292148,0.0,0.0
old,for-22,overtone,18,joint,shuffle,0,1,1.0,1.0,8.672847156887542e-06,0.0,0.0
repaired,for-22,overtone,18,joint,shuffle,0,1,1.0,1.0,0.002353190418912021,0.0,0.0
old,for-22,overtone,18,joint,shuffle,0,2,1.0,1.0,3.632318271939994e-06,0.0,0.0
repaired,for-22,overtone,18,joint,shuffle,0,2,1.0,1.0,0.0018076352248819205,0.0,0.0
old,for-22,overtone,18,joint,shuffle,0,3,1.0,1.0,1.4854949199616385e-06,0.0,0.0
repaired,for-22,overtone,18,joint,shuffle,0,3,1.0,1.0,0.003001162751409936,0.0,0.0
old,for-22,overtone,18,joint,shuffle,0,5,1.0,1.0,6.928699299635355e-06,0.0,0.0
repaired,for-22,overtone,18,joint,shuffle,0,5,1.0,1.0,0.0004787436579292148,0.0,0.0
old,for-22,overtone,18,joint,shuffle,0,6,1.0,1.0,5.4991853986052774e-06,0.0,0.0
repaired,for-22,overtone,18,joint,shuffle,0,6,1.0,1.0,0.0025312812164361986,0.0,0.0
old,for-22,overtone,18,joint,shuffle,0,7,1.0,1.0,3.632318271939994e-06,0.0,0.0
repaired,for-22,overtone,18,joint,shuffle,0,7,1.0,1.0,0.0018076352248819205,0.0,0.0
old,for-22,overtone,18,joint,shuffle,0,8,1.0,1.0,6.928699299635355e-06,0.0,0.0
repaired,for-22,overtone,18,joint,shuffle,0,8,1.0,1.0,0.0004787436579292148,0.0,0.0
old,for-22,overtone,18,joint,shuffle,0,11,1.0,0.0,12.000004977285379,1.0,0.0
repaired,for-22,overtone,18,joint,shuffle,0,11,1.0,1.0,0.0027637073784347876,0.0,0.0
old,for-22,overtone,18,joint,shuffle,0,12,1.0,0.0,12.000004854328992,1.0,0.0
repaired,for-22,overtone,18,joint,shuffle,0,12,1.0,1.0,0.0012682399076560102,0.0,0.0
old,for-22,overtone,18,joint,shuffle,0,13,1.0,0.0,11.999996249665138,1.0,0.0
repaired,for-22,overtone,18,joint,shuffle,0,13,1.0,1.0,0.004376059246684605,0.0,0.0
old,for-22,overtone,18,joint,shuffle,1,0,1.0,1.0,6.928699299635355e-06,0.0,0.0
repaired,for-22,overtone,18,joint,shuffle,1,0,1.0,1.0,0.0004787436579292148,0.0,0.0
old,for-22,overtone,18,joint,shuffle,1,1,1.0,1.0,8.672847156887542e-06,0.0,0.0
repaired,for-22,overtone,18,joint,shuffle,1,1,1.0,1.0,0.002353190418912021,0.0,0.0
old,for-22,overtone,18,joint,shuffle,1,2,1.0,1.0,3.632318271939994e-06,0.0,0.0
repaired,for-22,overtone,18,joint,shuffle,1,2,1.0,1.0,0.0018076352248819205,0.0,0.0
old,for-22,overtone,18,joint,shuffle,1,3,1.0,1.0,6.928699299635355e-06,0.0,0.0
repaired,for-22,overtone,18,joint,shuffle,1,3,1.0,1.0,0.0004787436579292148,0.0,0.0
old,for-22,overtone,18,joint,shuffle,1,5,1.0,1.0,6.928699299635355e-06,0.0,0.0
repaired,for-22,overtone,18,joint,shuffle,1,5,1.0,1.0,0.0004787436579292148,0.0,0.0
old,for-22,overtone,18,joint,shuffle,1,6,1.0,1.0,5.4991853986052774e-06,0.0,0.0
repaired,for-22,overtone,18,joint,shuffle,1,6,1.0,1.0,0.0025312812164361986,0.0,0.0
old,for-22,overtone,18,joint,shuffle,1,7,1.0,1.0,3.632318271939994e-06,0.0,0.0
repaired,for-22,overtone,18,joint,shuffle,1,7,1.0,1.0,0.0018076352248819205,0.0,0.0
old,for-22,overtone,18,joint,shuffle,1,8,1.0,1.0,1.4854949199616385e-06,0.0,0.0
repaired,for-22,overtone,18,joint,shuffle,1,8,1.0,1.0,0.003001162751409936,0.0,0.0
old,for-22,overtone,18,joint,shuffle,1,11,1.0,0.0,12.000004977285379,1.0,0.0
repaired,for-22,overtone,18,joint,shuffle,1,11,1.0,1.0,0.0027637073784347876,0.0,0.0
old,for-22,overtone,18,joint,shuffle,1,12,1.0,0.0,12.000004854328992,1.0,0.0
repaired,for-22,overtone,18,joint,shuffle,1,12,1.0,1.0,0.0012682399076560102,0.0,0.0
old,for-22,overtone,18,joint,shuffle,1,13,1.0,0.0,11.999996249665138,1.0,0.0
repaired,for-22,overtone,18,joint,shuffle,1,13,1.0,1.0,0.004376059246684605,0.0,0.0
old,for-22,overtone,18,joint,ambiguous,0,0,1.0,1.0,6.928699299635355e-06,0.0,0.0
repaired,for-22,overtone,18,joint,ambiguous,0,0,1.0,1.0,0.0004787436579292148,0.0,0.0
old,for-22,overtone,18,joint,ambiguous,0,1,1.0,1.0,5.4991853986052774e-06,0.0,0.0
repaired,for-22,overtone,18,joint,ambiguous,0,1,1.0,1.0,0.0025312812164361986,0.0,0.0
old,for-22,overtone,18,joint,ambiguous,0,2,1.0,1.0,3.632318271939994e-06,0.0,0.0
repaired,for-22,overtone,18,joint,ambiguous,0,2,1.0,1.0,0.0018076352248819205,0.0,0.0
old,for-22,overtone,18,joint,ambiguous,0,3,1.0,1.0,6.928699299635355e-06,0.0,0.0
repaired,for-22,overtone,18,joint,ambiguous,0,3,1.0,1.0,0.0004787436579292148,0.0,0.0
old,for-22,overtone,18,joint,ambiguous,0,5,1.0,1.0,6.928699299635355e-06,0.0,0.0
repaired,for-22,overtone,18,joint,ambiguous,0,5,1.0,1.0,0.0004787436579292148,0.0,0.0
old,for-22,overtone,18,joint,ambiguous,0,6,1.0,1.0,5.4991853986052774e-06,0.0,0.0
repaired,for-22,overtone,18,joint,ambiguous,0,6,1.0,1.0,0.0025312812164361986,0.0,0.0
old,for-22,overtone,18,joint,ambiguous,0,7,1.0,1.0,3.632318271939994e-06,0.0,0.0
repaired,for-22,overtone,18,joint,ambiguous,0,7,1.0,1.0,0.0018076352248819205,0.0,0.0
old,for-22,overtone,18,joint,ambiguous,0,8,1.0,1.0,1.4854949199616385e-06,0.0,0.0
repaired,for-22,overtone,18,joint,ambiguous,0,8,1.0,1.0,0.003001162751409936,0.0,0.0
old,for-22,overtone,18,joint,ambiguous,0,11,1.0,0.0,12.000004977285379,1.0,0.0
repaired,for-22,overtone,18,joint,ambiguous,0,11,1.0,1.0,0.0027637073784347876,0.0,0.0
old,for-22,overtone,18,joint,ambiguous,0,12,1.0,0.0,12.000004854328992,1.0,0.0
repaired,for-22,overtone,18,joint,ambiguous,0,12,1.0,1.0,0.0012682399076560102,0.0,0.0
old,for-22,overtone,18,joint,ambiguous,0,13,1.0,0.0,11.999996249665138,1.0,0.0
repaired,for-22,overtone,18,joint,ambiguous,0,13,1.0,1.0,0.004376059246684605,0.0,0.0
old,for-22,overtone,18,joint,ambiguous,1,0,1.0,1.0,6.928699299635355e-06,0.0,0.0
repaired,for-22,overtone,18,joint,ambiguous,1,0,1.0,1.0,0.0004787436579292148,0.0,0.0
old,for-22,overtone,18,joint,ambiguous,1,1,1.0,1.0,5.4991853986052774e-06,0.0,0.0
repaired,for-22,overtone,18,joint,ambiguous,1,1,1.0,1.0,0.0025312812164361986,0.0,0.0
old,for-22,overtone,18,joint,ambiguous,1,2,1.0,1.0,3.632318271939994e-06,0.0,0.0
repaired,for-22,overtone,18,joint,ambiguous,1,2,1.0,1.0,0.0018076352248819205,0.0,0.0
old,for-22,overtone,18,joint,ambiguous,1,3,1.0,1.0,6.928699299635355e-06,0.0,0.0
repaired,for-22,overtone,18,joint,ambiguous,1,3,1.0,1.0,0.0004787436579292148,0.0,0.0
old,for-22,overtone,18,joint,ambiguous,1,5,1.0,1.0,6.928699299635355e-06,0.0,0.0
repaired,for-22,overtone,18,joint,ambiguous,1,5,1.0,1.0,0.0004787436579292148,0.0,0.0
old,for-22,overtone,18,joint,ambiguous,1,6,1.0,1.0,5.4991853986052774e-06,0.0,0.0
repaired,for-22,overtone,18,joint,ambiguous,1,6,1.0,1.0,0.0025312812164361986,0.0,0.0
old,for-22,overtone,18,joint,ambiguous,1,7,1.0,1.0,3.632318271939994e-06,0.0,0.0
repaired,for-22,overtone,18,joint,ambiguous,1,7,1.0,1.0,0.0018076352248819205,0.0,0.0
old,for-22,overtone,18,joint,ambiguous,1,8,1.0,1.0,1.4854949199616385e-06,0.0,0.0
repaired,for-22,overtone,18,joint,ambiguous,1,8,1.0,1.0,0.003001162751409936,0.0,0.0
old,for-22,overtone,18,joint,ambiguous,1,11,1.0,0.0,12.000004977285379,1.0,0.0
repaired,for-22,overtone,18,joint,ambiguous,1,11,1.0,1.0,0.0027637073784347876,0.0,0.0
old,for-22,overtone,18,joint,ambiguous,1,12,1.0,0.0,12.000004854328992,1.0,0.0
repaired,for-22,overtone,18,joint,ambiguous,1,12,1.0,1.0,0.0012682399076560102,0.0,0.0
old,for-22,overtone,18,joint,ambiguous,1,13,1.0,0.0,11.999996249665138,1.0,0.0
repaired,for-22,overtone,18,joint,ambiguous,1,13,1.0,1.0,0.004376059246684605,0.0,0.0
old,for-23,overtone,18,matched,intact,0,0,1.0,1.0,5.263621947193542e-06,0.0,0.0
repaired,for-23,overtone,18,matched,intact,0,0,1.0,1.0,0.000453706021133371,0.0,0.0
old,for-23,overtone,18,matched,intact,0,1,1.0,1.0,1.0300212535341302e-05,0.0,0.0
repaired,for-23,overtone,18,matched,intact,0,1,1.0,1.0,0.00236309190777817,0.0,0.0
old,for-23,overtone,18,matched,intact,0,2,1.0,1.0,1.3297527488020933e-06,0.0,0.0
repaired,for-23,overtone,18,matched,intact,0,2,1.0,1.0,0.002284488189413736,0.0,0.0
old,for-23,overtone,18,matched,intact,0,3,1.0,1.0,1.5687865939639778e-06,0.0,0.0
repaired,for-23,overtone,18,matched,intact,0,3,1.0,1.0,0.0037844181600306115,0.0,0.0
old,for-23,overtone,18,matched,intact,0,5,1.0,1.0,5.263621947193542e-06,0.0,0.0
repaired,for-23,overtone,18,matched,intact,0,5,1.0,1.0,0.000453706021133371,0.0,0.0
old,for-23,overtone,18,matched,intact,0,6,1.0,1.0,1.580939379408619e-07,0.0,0.0
repaired,for-23,overtone,18,matched,intact,0,6,1.0,1.0,0.002504906496268333,0.0,0.0
old,for-23,overtone,18,matched,intact,0,7,1.0,1.0,1.3297527488020933e-06,0.0,0.0
repaired,for-23,overtone,18,matched,intact,0,7,1.0,1.0,0.002284488189413736,0.0,0.0
old,for-23,overtone,18,matched,intact,0,8,1.0,1.0,1.4685249247747834e-06,0.0,0.0
repaired,for-23,overtone,18,matched,intact,0,8,1.0,1.0,0.0019179420469868091,0.0,0.0
old,for-23,overtone,18,matched,intact,0,11,1.0,1.0,5.263621947193542e-06,0.0,0.0
repaired,for-23,overtone,18,matched,intact,0,11,1.0,1.0,0.000453706021133371,0.0,0.0
old,for-23,overtone,18,matched,intact,0,12,1.0,1.0,1.580939379408619e-07,0.0,0.0
repaired,for-23,overtone,18,matched,intact,0,12,1.0,1.0,0.002504906496268333,0.0,0.0
old,for-23,overtone,18,matched,intact,0,13,1.0,1.0,1.3297527488020933e-06,0.0,0.0
repaired,for-23,overtone,18,matched,intact,0,13,1.0,1.0,0.002284488189413736,0.0,0.0
old,for-23,overtone,18,matched,intact,1,0,1.0,1.0,5.263621947193542e-06,0.0,0.0
repaired,for-23,overtone,18,matched,intact,1,0,1.0,1.0,0.000453706021133371,0.0,0.0
old,for-23,overtone,18,matched,intact,1,1,1.0,1.0,1.0300212535341302e-05,0.0,0.0
repaired,for-23,overtone,18,matched,intact,1,1,1.0,1.0,0.00236309190777817,0.0,0.0
old,for-23,overtone,18,matched,intact,1,2,1.0,1.0,1.3297527488020933e-06,0.0,0.0
repaired,for-23,overtone,18,matched,intact,1,2,1.0,1.0,0.002284488189413736,0.0,0.0
old,for-23,overtone,18,matched,intact,1,3,1.0,1.0,1.4685249247747834e-06,0.0,0.0
repaired,for-23,overtone,18,matched,intact,1,3,1.0,1.0,0.0019179420469868091,0.0,0.0
old,for-23,overtone,18,matched,intact,1,5,1.0,1.0,5.263621947193542e-06,0.0,0.0
repaired,for-23,overtone,18,matched,intact,1,5,1.0,1.0,0.000453706021133371,0.0,0.0
old,for-23,overtone,18,matched,intact,1,6,1.0,1.0,1.580939379408619e-07,0.0,0.0
repaired,for-23,overtone,18,matched,intact,1,6,1.0,1.0,0.002504906496268333,0.0,0.0
old,for-23,overtone,18,matched,intact,1,7,1.0,1.0,1.3297527488020933e-06,0.0,0.0
repaired,for-23,overtone,18,matched,intact,1,7,1.0,1.0,0.002284488189413736,0.0,0.0
old,for-23,overtone,18,matched,intact,1,8,1.0,1.0,1.5687865939639778e-06,0.0,0.0
repaired,for-23,overtone,18,matched,intact,1,8,1.0,1.0,0.0037844181600306115,0.0,0.0
old,for-23,overtone,18,matched,intact,1,11,1.0,1.0,5.263621947193542e-06,0.0,0.0
repaired,for-23,overtone,18,matched,intact,1,11,1.0,1.0,0.000453706021133371,0.0,0.0
old,for-23,overtone,18,matched,intact,1,12,1.0,1.0,1.580939379408619e-07,0.0,0.0
repaired,for-23,overtone,18,matched,intact,1,12,1.0,1.0,0.002504906496268333,0.0,0.0
old,for-23,overtone,18,matched,intact,1,13,1.0,1.0,1.3297527488020933e-06,0.0,0.0
repaired,for-23,overtone,18,matched,intact,1,13,1.0,1.0,0.002284488189413736,0.0,0.0
old,for-23,overtone,18,timbre,intact,0,0,1.0,0.0,12.000001205832277,1.0,0.0
repaired,for-23,overtone,18,timbre,intact,0,0,1.0,1.0,0.002430661402879508,0.0,0.0
old,for-23,overtone,18,timbre,intact,0,1,1.0,0.0,11.999998226868264,1.0,0.0
repaired,for-23,overtone,18,timbre,intact,0,1,1.0,1.0,0.0015662217149809976,0.0,0.0
old,for-23,overtone,18,timbre,intact,0,2,1.0,0.0,12.000000886536462,1.0,0.0
repaired,for-23,overtone,18,timbre,intact,0,2,1.0,1.0,0.00715166875585993,0.0,0.0
old,for-23,overtone,18,timbre,intact,0,3,1.0,0.0,11.999999336999501,1.0,0.0
repaired,for-23,overtone,18,timbre,intact,0,3,1.0,1.0,0.01727408762897298,0.0,0.0
old,for-23,overtone,18,timbre,intact,0,5,1.0,0.0,12.000001205832277,1.0,0.0
repaired,for-23,overtone,18,timbre,intact,0,5,1.0,1.0,0.002430661402879508,0.0,0.0
old,for-23,overtone,18,timbre,intact,0,6,1.0,0.0,12.000000987509878,1.0,0.0
repaired,for-23,overtone,18,timbre,intact,0,6,1.0,1.0,0.001254335115710603,0.0,0.0
old,for-23,overtone,18,timbre,intact,0,7,1.0,0.0,12.000000886536462,1.0,0.0
repaired,for-23,overtone,18,timbre,intact,0,7,1.0,1.0,0.00715166875585993,0.0,0.0
old,for-23,overtone,18,timbre,intact,0,8,1.0,0.0,12.00000084246291,1.0,0.0
repaired,for-23,overtone,18,timbre,intact,0,8,1.0,1.0,0.0039446388394956955,0.0,0.0
old,for-23,overtone,18,timbre,intact,0,11,1.0,1.0,5.263621947193542e-06,0.0,0.0
repaired,for-23,overtone,18,timbre,intact,0,11,1.0,1.0,0.000453706021133371,0.0,0.0
old,for-23,overtone,18,timbre,intact,0,12,1.0,1.0,1.580939379408619e-07,0.0,0.0
repaired,for-23,overtone,18,timbre,intact,0,12,1.0,1.0,0.002504906496268333,0.0,0.0
old,for-23,overtone,18,timbre,intact,0,13,1.0,1.0,1.3297527488020933e-06,0.0,0.0
repaired,for-23,overtone,18,timbre,intact,0,13,1.0,1.0,0.002284488189413736,0.0,0.0
old,for-23,overtone,18,timbre,intact,1,0,1.0,0.0,12.000001205832277,1.0,0.0
repaired,for-23,overtone,18,timbre,intact,1,0,1.0,1.0,0.002430661402879508,0.0,0.0
old,for-23,overtone,18,timbre,intact,1,1,1.0,0.0,11.999998226868264,1.0,0.0
repaired,for-23,overtone,18,timbre,intact,1,1,1.0,1.0,0.0015662217149809976,0.0,0.0
old,for-23,overtone,18,timbre,intact,1,2,1.0,0.0,12.000000886536462,1.0,0.0
repaired,for-23,overtone,18,timbre,intact,1,2,1.0,1.0,0.00715166875585993,0.0,0.0
old,for-23,overtone,18,timbre,intact,1,3,1.0,0.0,12.00000084246291,1.0,0.0
repaired,for-23,overtone,18,timbre,intact,1,3,1.0,1.0,0.0039446388394956955,0.0,0.0
old,for-23,overtone,18,timbre,intact,1,5,1.0,0.0,12.000001205832277,1.0,0.0
repaired,for-23,overtone,18,timbre,intact,1,5,1.0,1.0,0.002430661402879508,0.0,0.0
old,for-23,overtone,18,timbre,intact,1,6,1.0,0.0,12.000000987509878,1.0,0.0
repaired,for-23,overtone,18,timbre,intact,1,6,1.0,1.0,0.001254335115710603,0.0,0.0
old,for-23,overtone,18,timbre,intact,1,7,1.0,0.0,12.000000886536462,1.0,0.0
repaired,for-23,overtone,18,timbre,intact,1,7,1.0,1.0,0.00715166875585993,0.0,0.0
old,for-23,overtone,18,timbre,intact,1,8,1.0,0.0,11.999999336999501,1.0,0.0
repaired,for-23,overtone,18,timbre,intact,1,8,1.0,1.0,0.01727408762897298,0.0,0.0
old,for-23,overtone,18,timbre,intact,1,11,1.0,1.0,5.263621947193542e-06,0.0,0.0
repaired,for-23,overtone,18,timbre,intact,1,11,1.0,1.0,0.000453706021133371,0.0,0.0
old,for-23,overtone,18,timbre,intact,1,12,1.0,1.0,1.580939379408619e-07,0.0,0.0
repaired,for-23,overtone,18,timbre,intact,1,12,1.0,1.0,0.002504906496268333,0.0,0.0
old,for-23,overtone,18,timbre,intact,1,13,1.0,1.0,1.3297527488020933e-06,0.0,0.0
repaired,for-23,overtone,18,timbre,intact,1,13,1.0,1.0,0.002284488189413736,0.0,0.0
old,for-23,overtone,18,duration,intact,0,0,1.0,1.0,5.263621947193542e-06,0.0,0.0
repaired,for-23,overtone,18,duration,intact,0,0,1.0,1.0,0.000453706021133371,0.0,0.0
old,for-23,overtone,18,duration,intact,0,1,1.0,1.0,1.0300212535341302e-05,0.0,0.0
repaired,for-23,overtone,18,duration,intact,0,1,1.0,1.0,0.00236309190777817,0.0,0.0
old,for-23,overtone,18,duration,intact,0,2,1.0,1.0,1.3297527488020933e-06,0.0,0.0
repaired,for-23,overtone,18,duration,intact,0,2,1.0,1.0,0.002284488189413736,0.0,0.0
old,for-23,overtone,18,duration,intact,0,3,1.0,1.0,1.5687865939639778e-06,0.0,0.0
repaired,for-23,overtone,18,duration,intact,0,3,1.0,1.0,0.0037844181600306115,0.0,0.0
old,for-23,overtone,18,duration,intact,0,5,1.0,1.0,5.263621947193542e-06,0.0,0.0
repaired,for-23,overtone,18,duration,intact,0,5,1.0,1.0,0.000453706021133371,0.0,0.0
old,for-23,overtone,18,duration,intact,0,6,1.0,1.0,1.580939379408619e-07,0.0,0.0
repaired,for-23,overtone,18,duration,intact,0,6,1.0,1.0,0.002504906496268333,0.0,0.0
old,for-23,overtone,18,duration,intact,0,7,1.0,1.0,1.3297527488020933e-06,0.0,0.0
repaired,for-23,overtone,18,duration,intact,0,7,1.0,1.0,0.002284488189413736,0.0,0.0
old,for-23,overtone,18,duration,intact,0,8,1.0,1.0,1.4685249247747834e-06,0.0,0.0
repaired,for-23,overtone,18,duration,intact,0,8,1.0,1.0,0.0019179420469868091,0.0,0.0
old,for-23,overtone,18,duration,intact,0,11,1.0,1.0,1.756269738706351e-05,0.0,0.0
repaired,for-23,overtone,18,duration,intact,0,11,1.0,1.0,0.00045406387623359024,0.0,0.0
old,for-23,overtone,18,duration,intact,0,12,1.0,1.0,1.5019168232655034e-05,0.0,0.0
repaired,for-23,overtone,18,duration,intact,0,12,1.0,1.0,0.0007636524320364657,0.0,0.0
old,for-23,overtone,18,duration,intact,0,13,1.0,1.0,8.55089968965217e-06,0.0,0.0
repaired,for-23,overtone,18,duration,intact,0,13,1.0,1.0,0.0018190223921052961,0.0,0.0
old,for-23,overtone,18,duration,intact,1,0,1.0,1.0,5.263621947193542e-06,0.0,0.0
repaired,for-23,overtone,18,duration,intact,1,0,1.0,1.0,0.000453706021133371,0.0,0.0
old,for-23,overtone,18,duration,intact,1,1,1.0,1.0,1.0300212535341302e-05,0.0,0.0
repaired,for-23,overtone,18,duration,intact,1,1,1.0,1.0,0.00236309190777817,0.0,0.0
old,for-23,overtone,18,duration,intact,1,2,1.0,1.0,1.3297527488020933e-06,0.0,0.0
repaired,for-23,overtone,18,duration,intact,1,2,1.0,1.0,0.002284488189413736,0.0,0.0
old,for-23,overtone,18,duration,intact,1,3,1.0,1.0,1.4685249247747834e-06,0.0,0.0
repaired,for-23,overtone,18,duration,intact,1,3,1.0,1.0,0.0019179420469868091,0.0,0.0
old,for-23,overtone,18,duration,intact,1,5,1.0,1.0,5.263621947193542e-06,0.0,0.0
repaired,for-23,overtone,18,duration,intact,1,5,1.0,1.0,0.000453706021133371,0.0,0.0
old,for-23,overtone,18,duration,intact,1,6,1.0,1.0,1.580939379408619e-07,0.0,0.0
repaired,for-23,overtone,18,duration,intact,1,6,1.0,1.0,0.002504906496268333,0.0,0.0
old,for-23,overtone,18,duration,intact,1,7,1.0,1.0,1.3297527488020933e-06,0.0,0.0
repaired,for-23,overtone,18,duration,intact,1,7,1.0,1.0,0.002284488189413736,0.0,0.0
old,for-23,overtone,18,duration,intact,1,8,1.0,1.0,1.5687865939639778e-06,0.0,0.0
