adapter,group,family,register,cell,condition,variant,arrival,available,correct,absolute_error,octave_error,two_octave_error
repaired,for-28,overtone,0,joint,shuffle,0,0,1.0,1.0,0.008393663946784103,0.0,0.0
old,for-28,overtone,0,joint,shuffle,0,1,1.0,1.0,1.4780974965322713e-05,0.0,0.0
repaired,for-28,overtone,0,joint,shuffle,0,1,1.0,1.0,0.010552902623301552,0.0,0.0
old,for-28,overtone,0,joint,shuffle,0,2,1.0,1.0,7.028906765071952e-06,0.0,0.0
repaired,for-28,overtone,0,joint,shuffle,0,2,1.0,1.0,0.006140013871005046,0.0,0.0
old,for-28,overtone,0,joint,shuffle,0,3,1.0,1.0,6.430144335922705e-05,0.0,0.0
repaired,for-28,overtone,0,joint,shuffle,0,3,1.0,1.0,0.009143901723347447,0.0,0.0
old,for-28,overtone,0,joint,shuffle,0,5,1.0,1.0,2.339611414705802e-05,0.0,0.0
repaired,for-28,overtone,0,joint,shuffle,0,5,1.0,1.0,0.008393663946784103,0.0,0.0
old,for-28,overtone,0,joint,shuffle,0,6,1.0,1.0,1.792245960530181e-07,0.0,0.0
repaired,for-28,overtone,0,joint,shuffle,0,6,1.0,1.0,0.010594688803987395,0.0,0.0
old,for-28,overtone,0,joint,shuffle,0,7,1.0,1.0,7.028906765071952e-06,0.0,0.0
repaired,for-28,overtone,0,joint,shuffle,0,7,1.0,1.0,0.006140013871005046,0.0,0.0
old,for-28,overtone,0,joint,shuffle,0,8,1.0,1.0,5.757782784776566e-06,0.0,0.0
repaired,for-28,overtone,0,joint,shuffle,0,8,1.0,1.0,0.004049786239495035,0.0,0.0
old,for-28,overtone,0,joint,shuffle,0,11,1.0,0.0,11.999991145287675,1.0,0.0
repaired,for-28,overtone,0,joint,shuffle,0,11,1.0,1.0,0.00030522997042978825,0.0,0.0
old,for-28,overtone,0,joint,shuffle,0,12,1.0,0.0,11.99998716144076,1.0,0.0
repaired,for-28,overtone,0,joint,shuffle,0,12,1.0,1.0,0.0001525000598401327,0.0,0.0
old,for-28,overtone,0,joint,shuffle,0,13,1.0,0.0,11.999987477574251,1.0,0.0
repaired,for-28,overtone,0,joint,shuffle,0,13,1.0,1.0,0.0006644472328360962,0.0,0.0
old,for-28,overtone,0,joint,shuffle,1,0,1.0,1.0,2.339611414705802e-05,0.0,0.0
repaired,for-28,overtone,0,joint,shuffle,1,0,1.0,1.0,0.008393663946784103,0.0,0.0
old,for-28,overtone,0,joint,shuffle,1,1,1.0,1.0,1.4780974965322713e-05,0.0,0.0
repaired,for-28,overtone,0,joint,shuffle,1,1,1.0,1.0,0.010552902623301552,0.0,0.0
old,for-28,overtone,0,joint,shuffle,1,2,1.0,1.0,7.028906765071952e-06,0.0,0.0
repaired,for-28,overtone,0,joint,shuffle,1,2,1.0,1.0,0.006140013871005046,0.0,0.0
old,for-28,overtone,0,joint,shuffle,1,3,1.0,1.0,5.757782784776566e-06,0.0,0.0
repaired,for-28,overtone,0,joint,shuffle,1,3,1.0,1.0,0.004049786239495035,0.0,0.0
old,for-28,overtone,0,joint,shuffle,1,5,1.0,1.0,2.339611414705802e-05,0.0,0.0
repaired,for-28,overtone,0,joint,shuffle,1,5,1.0,1.0,0.008393663946784103,0.0,0.0
old,for-28,overtone,0,joint,shuffle,1,6,1.0,1.0,1.792245960530181e-07,0.0,0.0
repaired,for-28,overtone,0,joint,shuffle,1,6,1.0,1.0,0.010594688803987395,0.0,0.0
old,for-28,overtone,0,joint,shuffle,1,7,1.0,1.0,7.028906765071952e-06,0.0,0.0
repaired,for-28,overtone,0,joint,shuffle,1,7,1.0,1.0,0.006140013871005046,0.0,0.0
old,for-28,overtone,0,joint,shuffle,1,8,1.0,1.0,6.430144335922705e-05,0.0,0.0
repaired,for-28,overtone,0,joint,shuffle,1,8,1.0,1.0,0.009143901723347447,0.0,0.0
old,for-28,overtone,0,joint,shuffle,1,11,1.0,0.0,11.999991145287675,1.0,0.0
repaired,for-28,overtone,0,joint,shuffle,1,11,1.0,1.0,0.00030522997042978825,0.0,0.0
old,for-28,overtone,0,joint,shuffle,1,12,1.0,0.0,11.99998716144076,1.0,0.0
repaired,for-28,overtone,0,joint,shuffle,1,12,1.0,1.0,0.0001525000598401327,0.0,0.0
old,for-28,overtone,0,joint,shuffle,1,13,1.0,0.0,11.999987477574251,1.0,0.0
repaired,for-28,overtone,0,joint,shuffle,1,13,1.0,1.0,0.0006644472328360962,0.0,0.0
old,for-28,overtone,0,joint,ambiguous,0,0,1.0,1.0,2.339611414705802e-05,0.0,0.0
repaired,for-28,overtone,0,joint,ambiguous,0,0,1.0,1.0,0.008393663946784103,0.0,0.0
old,for-28,overtone,0,joint,ambiguous,0,1,1.0,1.0,1.4780974965322713e-05,0.0,0.0
repaired,for-28,overtone,0,joint,ambiguous,0,1,1.0,1.0,0.010552902623301552,0.0,0.0
old,for-28,overtone,0,joint,ambiguous,0,2,1.0,1.0,7.028906765071952e-06,0.0,0.0
repaired,for-28,overtone,0,joint,ambiguous,0,2,1.0,1.0,0.006140013871005046,0.0,0.0
old,for-28,overtone,0,joint,ambiguous,0,3,1.0,1.0,5.757782784776566e-06,0.0,0.0
repaired,for-28,overtone,0,joint,ambiguous,0,3,1.0,1.0,0.004049786239495035,0.0,0.0
old,for-28,overtone,0,joint,ambiguous,0,5,1.0,1.0,2.339611414705802e-05,0.0,0.0
repaired,for-28,overtone,0,joint,ambiguous,0,5,1.0,1.0,0.008393663946784103,0.0,0.0
old,for-28,overtone,0,joint,ambiguous,0,6,1.0,1.0,1.4780974965322713e-05,0.0,0.0
repaired,for-28,overtone,0,joint,ambiguous,0,6,1.0,1.0,0.010552902623301552,0.0,0.0
old,for-28,overtone,0,joint,ambiguous,0,7,1.0,1.0,7.028906765071952e-06,0.0,0.0
repaired,for-28,overtone,0,joint,ambiguous,0,7,1.0,1.0,0.006140013871005046,0.0,0.0
old,for-28,overtone,0,joint,ambiguous,0,8,1.0,1.0,6.430144335922705e-05,0.0,0.0
repaired,for-28,overtone,0,joint,ambiguous,0,8,1.0,1.0,0.009143901723347447,0.0,0.0
old,for-28,overtone,0,joint,ambiguous,0,11,1.0,0.0,11.999991145287675,1.0,0.0
repaired,for-28,overtone,0,joint,ambiguous,0,11,1.0,1.0,0.00030522997042978825,0.0,0.0
old,for-28,overtone,0,joint,ambiguous,0,12,1.0,0.0,11.99998716144076,1.0,0.0
repaired,for-28,overtone,0,joint,ambiguous,0,12,1.0,1.0,0.0001525000598401327,0.0,0.0
old,for-28,overtone,0,joint,ambiguous,0,13,1.0,0.0,11.999987477574251,1.0,0.0
repaired,for-28,overtone,0,joint,ambiguous,0,13,1.0,1.0,0.0006644472328360962,0.0,0.0
old,for-28,overtone,0,joint,ambiguous,1,0,1.0,1.0,2.339611414705802e-05,0.0,0.0
repaired,for-28,overtone,0,joint,ambiguous,1,0,1.0,1.0,0.008393663946784103,0.0,0.0
old,for-28,overtone,0,joint,ambiguous,1,1,1.0,1.0,1.4780974965322713e-05,0.0,0.0
repaired,for-28,overtone,0,joint,ambiguous,1,1,1.0,1.0,0.010552902623301552,0.0,0.0
old,for-28,overtone,0,joint,ambiguous,1,2,1.0,1.0,7.028906765071952e-06,0.0,0.0
repaired,for-28,overtone,0,joint,ambiguous,1,2,1.0,1.0,0.006140013871005046,0.0,0.0
old,for-28,overtone,0,joint,ambiguous,1,3,1.0,1.0,5.757782784776566e-06,0.0,0.0
repaired,for-28,overtone,0,joint,ambiguous,1,3,1.0,1.0,0.004049786239495035,0.0,0.0
old,for-28,overtone,0,joint,ambiguous,1,5,1.0,1.0,2.339611414705802e-05,0.0,0.0
repaired,for-28,overtone,0,joint,ambiguous,1,5,1.0,1.0,0.008393663946784103,0.0,0.0
old,for-28,overtone,0,joint,ambiguous,1,6,1.0,1.0,1.4780974965322713e-05,0.0,0.0
repaired,for-28,overtone,0,joint,ambiguous,1,6,1.0,1.0,0.010552902623301552,0.0,0.0
old,for-28,overtone,0,joint,ambiguous,1,7,1.0,1.0,7.028906765071952e-06,0.0,0.0
repaired,for-28,overtone,0,joint,ambiguous,1,7,1.0,1.0,0.006140013871005046,0.0,0.0
old,for-28,overtone,0,joint,ambiguous,1,8,1.0,1.0,6.430144335922705e-05,0.0,0.0
repaired,for-28,overtone,0,joint,ambiguous,1,8,1.0,1.0,0.009143901723347447,0.0,0.0
old,for-28,overtone,0,joint,ambiguous,1,11,1.0,0.0,11.999991145287675,1.0,0.0
repaired,for-28,overtone,0,joint,ambiguous,1,11,1.0,1.0,0.00030522997042978825,0.0,0.0
old,for-28,overtone,0,joint,ambiguous,1,12,1.0,0.0,11.99998716144076,1.0,0.0
repaired,for-28,overtone,0,joint,ambiguous,1,12,1.0,1.0,0.0001525000598401327,0.0,0.0
old,for-28,overtone,0,joint,ambiguous,1,13,1.0,0.0,11.999987477574251,1.0,0.0
repaired,for-28,overtone,0,joint,ambiguous,1,13,1.0,1.0,0.0006644472328360962,0.0,0.0
old,for-29,overtone,0,matched,intact,0,0,1.0,1.0,4.0858443063379385e-06,0.0,0.0
repaired,for-29,overtone,0,matched,intact,0,0,1.0,1.0,0.007605256900767856,0.0,0.0
old,for-29,overtone,0,matched,intact,0,1,1.0,1.0,1.0377130767125209e-05,0.0,0.0
repaired,for-29,overtone,0,matched,intact,0,1,1.0,1.0,0.009603317361440489,0.0,0.0
old,for-29,overtone,0,matched,intact,0,2,1.0,1.0,3.0226620245876745e-05,0.0,0.0
repaired,for-29,overtone,0,matched,intact,0,2,1.0,1.0,0.004486265273901502,0.0,0.0
old,for-29,overtone,0,matched,intact,0,3,1.0,1.0,4.0858443063379385e-06,0.0,0.0
repaired,for-29,overtone,0,matched,intact,0,3,1.0,1.0,0.007605256900767856,0.0,0.0
old,for-29,overtone,0,matched,intact,0,5,1.0,1.0,4.0858443063379385e-06,0.0,0.0
repaired,for-29,overtone,0,matched,intact,0,5,1.0,1.0,0.007605256900767856,0.0,0.0
old,for-29,overtone,0,matched,intact,0,6,1.0,1.0,1.4375168977842634e-05,0.0,0.0
repaired,for-29,overtone,0,matched,intact,0,6,1.0,1.0,0.009543316745276975,0.0,0.0
old,for-29,overtone,0,matched,intact,0,7,1.0,1.0,3.0226620245876745e-05,0.0,0.0
repaired,for-29,overtone,0,matched,intact,0,7,1.0,1.0,0.004486265273901502,0.0,0.0
old,for-29,overtone,0,matched,intact,0,8,1.0,1.0,5.692615214769603e-06,0.0,0.0
repaired,for-29,overtone,0,matched,intact,0,8,1.0,1.0,0.0025846711140928846,0.0,0.0
old,for-29,overtone,0,matched,intact,0,11,1.0,1.0,4.0858443063379385e-06,0.0,0.0
repaired,for-29,overtone,0,matched,intact,0,11,1.0,1.0,0.007605256900767856,0.0,0.0
old,for-29,overtone,0,matched,intact,0,12,1.0,1.0,1.0377130767125209e-05,0.0,0.0
repaired,for-29,overtone,0,matched,intact,0,12,1.0,1.0,0.009603317361440489,0.0,0.0
old,for-29,overtone,0,matched,intact,0,13,1.0,1.0,3.0226620245876745e-05,0.0,0.0
repaired,for-29,overtone,0,matched,intact,0,13,1.0,1.0,0.004486265273901502,0.0,0.0
old,for-29,overtone,0,matched,intact,1,0,1.0,1.0,4.0858443063379385e-06,0.0,0.0
repaired,for-29,overtone,0,matched,intact,1,0,1.0,1.0,0.007605256900767856,0.0,0.0
old,for-29,overtone,0,matched,intact,1,1,1.0,1.0,1.0377130767125209e-05,0.0,0.0
repaired,for-29,overtone,0,matched,intact,1,1,1.0,1.0,0.009603317361440489,0.0,0.0
old,for-29,overtone,0,matched,intact,1,2,1.0,1.0,3.0226620245876745e-05,0.0,0.0
repaired,for-29,overtone,0,matched,intact,1,2,1.0,1.0,0.004486265273901502,0.0,0.0
old,for-29,overtone,0,matched,intact,1,3,1.0,1.0,5.692615214769603e-06,0.0,0.0
repaired,for-29,overtone,0,matched,intact,1,3,1.0,1.0,0.0025846711140928846,0.0,0.0
old,for-29,overtone,0,matched,intact,1,5,1.0,1.0,4.0858443063379385e-06,0.0,0.0
repaired,for-29,overtone,0,matched,intact,1,5,1.0,1.0,0.007605256900767856,0.0,0.0
old,for-29,overtone,0,matched,intact,1,6,1.0,1.0,1.4375168977842634e-05,0.0,0.0
repaired,for-29,overtone,0,matched,intact,1,6,1.0,1.0,0.009543316745276975,0.0,0.0
old,for-29,overtone,0,matched,intact,1,7,1.0,1.0,3.0226620245876745e-05,0.0,0.0
repaired,for-29,overtone,0,matched,intact,1,7,1.0,1.0,0.004486265273901502,0.0,0.0
old,for-29,overtone,0,matched,intact,1,8,1.0,1.0,4.0858443063379385e-06,0.0,0.0
repaired,for-29,overtone,0,matched,intact,1,8,1.0,1.0,0.007605256900767856,0.0,0.0
old,for-29,overtone,0,matched,intact,1,11,1.0,1.0,4.0858443063379385e-06,0.0,0.0
repaired,for-29,overtone,0,matched,intact,1,11,1.0,1.0,0.007605256900767856,0.0,0.0
old,for-29,overtone,0,matched,intact,1,12,1.0,1.0,1.0377130767125209e-05,0.0,0.0
repaired,for-29,overtone,0,matched,intact,1,12,1.0,1.0,0.009603317361440489,0.0,0.0
old,for-29,overtone,0,matched,intact,1,13,1.0,1.0,3.0226620245876745e-05,0.0,0.0
repaired,for-29,overtone,0,matched,intact,1,13,1.0,1.0,0.004486265273901502,0.0,0.0
old,for-29,overtone,0,timbre,intact,0,0,1.0,0.0,11.99999560036938,1.0,0.0
repaired,for-29,overtone,0,timbre,intact,0,0,1.0,1.0,0.007298115910116377,0.0,0.0
old,for-29,overtone,0,timbre,intact,0,1,1.0,0.0,11.999997008641495,1.0,0.0
repaired,for-29,overtone,0,timbre,intact,0,1,1.0,1.0,0.008192384465023572,0.0,0.0
old,for-29,overtone,0,timbre,intact,0,2,1.0,0.0,12.000000968562041,1.0,0.0
repaired,for-29,overtone,0,timbre,intact,0,2,1.0,1.0,0.002976457444147762,0.0,0.0
old,for-29,overtone,0,timbre,intact,0,3,1.0,0.0,11.99999560036938,1.0,0.0
repaired,for-29,overtone,0,timbre,intact,0,3,1.0,1.0,0.007298115910116377,0.0,0.0
old,for-29,overtone,0,timbre,intact,0,5,1.0,0.0,11.99999560036938,1.0,0.0
repaired,for-29,overtone,0,timbre,intact,0,5,1.0,1.0,0.007298115910116377,0.0,0.0
old,for-29,overtone,0,timbre,intact,0,6,1.0,0.0,12.000003542303375,1.0,0.0
repaired,for-29,overtone,0,timbre,intact,0,6,1.0,1.0,0.007795419165317341,0.0,0.0
old,for-29,overtone,0,timbre,intact,0,7,1.0,0.0,12.000000968562041,1.0,0.0
repaired,for-29,overtone,0,timbre,intact,0,7,1.0,1.0,0.002976457444147762,0.0,0.0
old,for-29,overtone,0,timbre,intact,0,8,1.0,0.0,11.99999819996808,1.0,0.0
repaired,for-29,overtone,0,timbre,intact,0,8,1.0,1.0,0.0011589299743537396,0.0,0.0
old,for-29,overtone,0,timbre,intact,0,11,1.0,1.0,4.0858443063379385e-06,0.0,0.0
repaired,for-29,overtone,0,timbre,intact,0,11,1.0,1.0,0.007605256900767856,0.0,0.0
old,for-29,overtone,0,timbre,intact,0,12,1.0,1.0,1.0377130767125209e-05,0.0,0.0
repaired,for-29,overtone,0,timbre,intact,0,12,1.0,1.0,0.009603317361440489,0.0,0.0
old,for-29,overtone,0,timbre,intact,0,13,1.0,1.0,3.0226620245876745e-05,0.0,0.0
repaired,for-29,overtone,0,timbre,intact,0,13,1.0,1.0,0.004486265273901502,0.0,0.0
old,for-29,overtone,0,timbre,intact,1,0,1.0,0.0,11.99999560036938,1.0,0.0
repaired,for-29,overtone,0,timbre,intact,1,0,1.0,1.0,0.007298115910116377,0.0,0.0
old,for-29,overtone,0,timbre,intact,1,1,1.0,0.0,11.999997008641495,1.0,0.0
repaired,for-29,overtone,0,timbre,intact,1,1,1.0,1.0,0.008192384465023572,0.0,0.0
old,for-29,overtone,0,timbre,intact,1,2,1.0,0.0,12.000000968562041,1.0,0.0
repaired,for-29,overtone,0,timbre,intact,1,2,1.0,1.0,0.002976457444147762,0.0,0.0
old,for-29,overtone,0,timbre,intact,1,3,1.0,0.0,11.99999819996808,1.0,0.0
repaired,for-29,overtone,0,timbre,intact,1,3,1.0,1.0,0.0011589299743537396,0.0,0.0
old,for-29,overtone,0,timbre,intact,1,5,1.0,0.0,11.99999560036938,1.0,0.0
repaired,for-29,overtone,0,timbre,intact,1,5,1.0,1.0,0.007298115910116377,0.0,0.0
old,for-29,overtone,0,timbre,intact,1,6,1.0,0.0,12.000003542303375,1.0,0.0
repaired,for-29,overtone,0,timbre,intact,1,6,1.0,1.0,0.007795419165317341,0.0,0.0
old,for-29,overtone,0,timbre,intact,1,7,1.0,0.0,12.000000968562041,1.0,0.0
repaired,for-29,overtone,0,timbre,intact,1,7,1.0,1.0,0.002976457444147762,0.0,0.0
old,for-29,overtone,0,timbre,intact,1,8,1.0,0.0,11.99999560036938,1.0,0.0
repaired,for-29,overtone,0,timbre,intact,1,8,1.0,1.0,0.007298115910116377,0.0,0.0
old,for-29,overtone,0,timbre,intact,1,11,1.0,1.0,4.0858443063379385e-06,0.0,0.0
repaired,for-29,overtone,0,timbre,intact,1,11,1.0,1.0,0.007605256900767856,0.0,0.0
old,for-29,overtone,0,timbre,intact,1,12,1.0,1.0,1.0377130767125209e-05,0.0,0.0
repaired,for-29,overtone,0,timbre,intact,1,12,1.0,1.0,0.009603317361440489,0.0,0.0
old,for-29,overtone,0,timbre,intact,1,13,1.0,1.0,3.0226620245876745e-05,0.0,0.0
repaired,for-29,overtone,0,timbre,intact,1,13,1.0,1.0,0.004486265273901502,0.0,0.0
old,for-29,overtone,0,duration,intact,0,0,1.0,1.0,4.0858443063379385e-06,0.0,0.0
repaired,for-29,overtone,0,duration,intact,0,0,1.0,1.0,0.007605256900767856,0.0,0.0
old,for-29,overtone,0,duration,intact,0,1,1.0,1.0,1.0377130767125209e-05,0.0,0.0
repaired,for-29,overtone,0,duration,intact,0,1,1.0,1.0,0.009603317361440489,0.0,0.0
old,for-29,overtone,0,duration,intact,0,2,1.0,1.0,3.0226620245876745e-05,0.0,0.0
repaired,for-29,overtone,0,duration,intact,0,2,1.0,1.0,0.004486265273901502,0.0,0.0
old,for-29,overtone,0,duration,intact,0,3,1.0,1.0,4.0858443063379385e-06,0.0,0.0
repaired,for-29,overtone,0,duration,intact,0,3,1.0,1.0,0.007605256900767856,0.0,0.0
old,for-29,overtone,0,duration,intact,0,5,1.0,1.0,4.0858443063379385e-06,0.0,0.0
repaired,for-29,overtone,0,duration,intact,0,5,1.0,1.0,0.007605256900767856,0.0,0.0
old,for-29,overtone,0,duration,intact,0,6,1.0,1.0,1.4375168977842634e-05,0.0,0.0
repaired,for-29,overtone,0,duration,intact,0,6,1.0,1.0,0.009543316745276975,0.0,0.0
old,for-29,overtone,0,duration,intact,0,7,1.0,1.0,3.0226620245876745e-05,0.0,0.0
repaired,for-29,overtone,0,duration,intact,0,7,1.0,1.0,0.004486265273901502,0.0,0.0
old,for-29,overtone,0,duration,intact,0,8,1.0,1.0,5.692615214769603e-06,0.0,0.0
repaired,for-29,overtone,0,duration,intact,0,8,1.0,1.0,0.0025846711140928846,0.0,0.0
old,for-29,overtone,0,duration,intact,0,11,1.0,1.0,6.627260517556589e-05,0.0,0.0
repaired,for-29,overtone,0,duration,intact,0,11,1.0,1.0,0.0019235453917145454,0.0,0.0
old,for-29,overtone,0,duration,intact,0,12,1.0,1.0,4.270461282818161e-05,0.0,0.0
repaired,for-29,overtone,0,duration,intact,0,12,1.0,1.0,0.002714979111305915,0.0,0.0
old,for-29,overtone,0,duration,intact,0,13,1.0,1.0,4.8088041587845964e-05,0.0,0.0
repaired,for-29,overtone,0,duration,intact,0,13,1.0,1.0,0.001151232922846468,0.0,0.0
old,for-29,overtone,0,duration,intact,1,0,1.0,1.0,4.0858443063379385e-06,0.0,0.0
repaired,for-29,overtone,0,duration,intact,1,0,1.0,1.0,0.007605256900767856,0.0,0.0
old,for-29,overtone,0,duration,intact,1,1,1.0,1.0,1.0377130767125209e-05,0.0,0.0
repaired,for-29,overtone,0,duration,intact,1,1,1.0,1.0,0.009603317361440489,0.0,0.0
old,for-29,overtone,0,duration,intact,1,2,1.0,1.0,3.0226620245876745e-05,0.0,0.0
repaired,for-29,overtone,0,duration,intact,1,2,1.0,1.0,0.004486265273901502,0.0,0.0
old,for-29,overtone,0,duration,intact,1,3,1.0,1.0,5.692615214769603e-06,0.0,0.0
repaired,for-29,overtone,0,duration,intact,1,3,1.0,1.0,0.0025846711140928846,0.0,0.0
old,for-29,overtone,0,duration,intact,1,5,1.0,1.0,4.0858443063379385e-06,0.0,0.0
repaired,for-29,overtone,0,duration,intact,1,5,1.0,1.0,0.007605256900767856,0.0,0.0
old,for-29,overtone,0,duration,intact,1,6,1.0,1.0,1.4375168977842634e-05,0.0,0.0
repaired,for-29,overtone,0,duration,intact,1,6,1.0,1.0,0.009543316745276975,0.0,0.0
old,for-29,overtone,0,duration,intact,1,7,1.0,1.0,3.0226620245876745e-05,0.0,0.0
repaired,for-29,overtone,0,duration,intact,1,7,1.0,1.0,0.004486265273901502,0.0,0.0
old,for-29,overtone,0,duration,intact,1,8,1.0,1.0,4.0858443063379385e-06,0.0,0.0
repaired,for-29,overtone,0,duration,intact,1,8,1.0,1.0,0.007605256900767856,0.0,0.0
old,for-29,overtone,0,duration,intact,1,11,1.0,1.0,6.627260517556589e-05,0.0,0.0
repaired,for-29,overtone,0,duration,intact,1,11,1.0,1.0,0.0019235453917145454,0.0,0.0
old,for-29,overtone,0,duration,intact,1,12,1.0,1.0,4.270461282818161e-05,0.0,0.0
repaired,for-29,overtone,0,duration,intact,1,12,1.0,1.0,0.002714979111305915,0.0,0.0
old,for-29,overtone,0,duration,intact,1,13,1.0,1.0,4.8088041587845964e-05,0.0,0.0
repaired,for-29,overtone,0,duration,intact,1,13,1.0,1.0,0.001151232922846468,0.0,0.0
old,for-29,overtone,0,joint,intact,0,0,1.0,0.0,11.99999560036938,1.0,0.0
repaired,for-29,overtone,0,joint,intact,0,0,1.0,1.0,0.007298115910116377,0.0,0.0
old,for-29,overtone,0,joint,intact,0,1,1.0,0.0,11.999997008641495,1.0,0.0
repaired,for-29,overtone,0,joint,intact,0,1,1.0,1.0,0.008192384465023572,0.0,0.0
old,for-29,overtone,0,joint,intact,0,2,1.0,0.0,12.000000968562041,1.0,0.0
repaired,for-29,overtone,0,joint,intact,0,2,1.0,1.0,0.002976457444147762,0.0,0.0
old,for-29,overtone,0,joint,intact,0,3,1.0,0.0,11.99999560036938,1.0,0.0
repaired,for-29,overtone,0,joint,intact,0,3,1.0,1.0,0.007298115910116377,0.0,0.0
old,for-29,overtone,0,joint,intact,0,5,1.0,0.0,11.99999560036938,1.0,0.0
repaired,for-29,overtone,0,joint,intact,0,5,1.0,1.0,0.007298115910116377,0.0,0.0
old,for-29,overtone,0,joint,intact,0,6,1.0,0.0,12.000003542303375,1.0,0.0
repaired,for-29,overtone,0,joint,intact,0,6,1.0,1.0,0.007795419165317341,0.0,0.0
old,for-29,overtone,0,joint,intact,0,7,1.0,0.0,12.000000968562041,1.0,0.0
repaired,for-29,overtone,0,joint,intact,0,7,1.0,1.0,0.002976457444147762,0.0,0.0
old,for-29,overtone,0,joint,intact,0,8,1.0,0.0,11.99999819996808,1.0,0.0
repaired,for-29,overtone,0,joint,intact,0,8,1.0,1.0,0.0011589299743537396,0.0,0.0
old,for-29,overtone,0,joint,intact,0,11,1.0,1.0,6.627260517556589e-05,0.0,0.0
repaired,for-29,overtone,0,joint,intact,0,11,1.0,1.0,0.0019235453917145454,0.0,0.0
old,for-29,overtone,0,joint,intact,0,12,1.0,1.0,4.270461282818161e-05,0.0,0.0
repaired,for-29,overtone,0,joint,intact,0,12,1.0,1.0,0.002714979111305915,0.0,0.0
old,for-29,overtone,0,joint,intact,0,13,1.0,1.0,4.8088041587845964e-05,0.0,0.0
repaired,for-29,overtone,0,joint,intact,0,13,1.0,1.0,0.001151232922846468,0.0,0.0
old,for-29,overtone,0,joint,intact,1,0,1.0,0.0,11.99999560036938,1.0,0.0
repaired,for-29,overtone,0,joint,intact,1,0,1.0,1.0,0.007298115910116377,0.0,0.0
old,for-29,overtone,0,joint,intact,1,1,1.0,0.0,11.999997008641495,1.0,0.0
repaired,for-29,overtone,0,joint,intact,1,1,1.0,1.0,0.008192384465023572,0.0,0.0
old,for-29,overtone,0,joint,intact,1,2,1.0,0.0,12.000000968562041,1.0,0.0
repaired,for-29,overtone,0,joint,intact,1,2,1.0,1.0,0.002976457444147762,0.0,0.0
old,for-29,overtone,0,joint,intact,1,3,1.0,0.0,11.99999819996808,1.0,0.0
repaired,for-29,overtone,0,joint,intact,1,3,1.0,1.0,0.0011589299743537396,0.0,0.0
old,for-29,overtone,0,joint,intact,1,5,1.0,0.0,11.99999560036938,1.0,0.0
repaired,for-29,overtone,0,joint,intact,1,5,1.0,1.0,0.007298115910116377,0.0,0.0
old,for-29,overtone,0,joint,intact,1,6,1.0,0.0,12.000003542303375,1.0,0.0
repaired,for-29,overtone,0,joint,intact,1,6,1.0,1.0,0.007795419165317341,0.0,0.0
old,for-29,overtone,0,joint,intact,1,7,1.0,0.0,12.000000968562041,1.0,0.0
repaired,for-29,overtone,0,joint,intact,1,7,1.0,1.0,0.002976457444147762,0.0,0.0
old,for-29,overtone,0,joint,intact,1,8,1.0,0.0,11.99999560036938,1.0,0.0
repaired,for-29,overtone,0,joint,intact,1,8,1.0,1.0,0.007298115910116377,0.0,0.0
old,for-29,overtone,0,joint,intact,1,11,1.0,1.0,6.627260517556589e-05,0.0,0.0
repaired,for-29,overtone,0,joint,intact,1,11,1.0,1.0,0.0019235453917145454,0.0,0.0
old,for-29,overtone,0,joint,intact,1,12,1.0,1.0,4.270461282818161e-05,0.0,0.0
repaired,for-29,overtone,0,joint,intact,1,12,1.0,1.0,0.002714979111305915,0.0,0.0
old,for-29,overtone,0,joint,intact,1,13,1.0,1.0,4.8088041587845964e-05,0.0,0.0
repaired,for-29,overtone,0,joint,intact,1,13,1.0,1.0,0.001151232922846468,0.0,0.0
old,for-29,overtone,0,joint,reset,0,0,1.0,0.0,11.99999560036938,1.0,0.0
repaired,for-29,overtone,0,joint,reset,0,0,1.0,1.0,0.007298115910116377,0.0,0.0
old,for-29,overtone,0,joint,reset,0,1,1.0,0.0,11.999997008641495,1.0,0.0
repaired,for-29,overtone,0,joint,reset,0,1,1.0,1.0,0.008192384465023572,0.0,0.0
old,for-29,overtone,0,joint,reset,0,2,1.0,0.0,12.000000968562041,1.0,0.0
repaired,for-29,overtone,0,joint,reset,0,2,1.0,1.0,0.002976457444147762,0.0,0.0
old,for-29,overtone,0,joint,reset,0,3,1.0,0.0,11.99999560036938,1.0,0.0
repaired,for-29,overtone,0,joint,reset,0,3,1.0,1.0,0.007298115910116377,0.0,0.0
old,for-29,overtone,0,joint,reset,0,5,1.0,0.0,11.99999560036938,1.0,0.0
repaired,for-29,overtone,0,joint,reset,0,5,1.0,1.0,0.007298115910116377,0.0,0.0
old,for-29,overtone,0,joint,reset,0,6,1.0,0.0,12.000003542303375,1.0,0.0
repaired,for-29,overtone,0,joint,reset,0,6,1.0,1.0,0.007795419165317341,0.0,0.0
old,for-29,overtone,0,joint,reset,0,7,1.0,0.0,12.000000968562041,1.0,0.0
repaired,for-29,overtone,0,joint,reset,0,7,1.0,1.0,0.002976457444147762,0.0,0.0
old,for-29,overtone,0,joint,reset,0,8,1.0,0.0,11.99999819996808,1.0,0.0
repaired,for-29,overtone,0,joint,reset,0,8,1.0,1.0,0.0011589299743537396,0.0,0.0
old,for-29,overtone,0,joint,reset,0,11,1.0,1.0,6.627260517556589e-05,0.0,0.0
repaired,for-29,overtone,0,joint,reset,0,11,1.0,1.0,0.0019235453917145454,0.0,0.0
