model,cell,condition,accuracy,accuracy_lower95,accuracy_upper95,log_loss,log_loss_lower95,log_loss_upper95,brier,brier_lower95,brier_upper95,entropy,entropy_lower95,entropy_upper95,unknown_mass,unknown_mass_lower95,unknown_mass_upper95,confidence,confidence_lower95,confidence_upper95,paired_success,paired_success_lower95,paired_success_upper95
b2/present,legato,intact,0.0625,0.0,0.1875,5.220279849998905,2.623466180080497,8.634904186977096,1.0933440425,0.9060315425000001,1.2494377925,1.2652230253095489,1.2652230253095489,1.2652230253095489,1.9999999999999998e-05,1.9999999999999998e-05,1.9999999999999998e-05,0.37464499999999995,0.37464499999999995,0.37464499999999995,0.0,0.0,0.0
b2/recency,detached,intact,0.625,0.25,0.875,2.621808989891268,0.9074304742549205,5.193376763345789,0.71495,0.23995000000000005,1.4274499999999999,0.38625940550147086,0.38625940550147086,0.38625940550147086,0.001,0.001,0.001,0.951,0.951,0.951,0.625,0.25,0.875
b2/recency,duration,intact,0.25,0.0,0.5,2.793551686776306,1.2158018687048275,4.717585764526338,0.9654382812499998,0.5943445312499998,1.3662195312499996,1.1207898359878694,0.7535246207446701,1.4146020081824286,0.001,0.001,0.001,0.57990625,0.43146874999999996,0.765453125,0.125,0.0,0.375
b2/recency,joint,ambiguous,0.125,0.0,0.3125,3.949828834362669,2.343591182595306,5.711403719909381,1.06266484375,0.89604375,1.1995984375,1.4146020081824286,1.1207898359878694,1.5615080942797084,0.001,0.001,0.001,0.43146874999999996,0.35724999999999996,0.57990625,0.0,0.0,0.0
b2/recency,joint,intact,0.125,0.0,0.3125,3.65074094459448,1.9434843873821035,5.574775022344512,1.0478210937499997,0.8012292968749999,1.2738171874999997,1.4146020081824286,1.1942428790365092,1.5615080942797084,0.001,0.001,0.001,0.43146874999999996,0.35724999999999996,0.542796875,0.0,0.0,0.0
b2/recency,joint,removal,0.0625,0.0,0.1875,3.780247683735378,2.1740100319680145,5.711403719909381,1.0741687499999997,0.8960437499999998,1.2226062499999997,1.5615080942797084,1.5615080942797084,1.5615080942797084,0.001,0.001,0.001,0.35724999999999996,0.35724999999999996,0.35724999999999996,0.0,0.0,0.0
b2/recency,joint,reset,0.0625,0.0,0.1875,3.780247683735378,2.1740100319680145,5.711403719909381,1.0741687499999997,0.8960437499999998,1.2226062499999997,1.5615080942797084,1.5615080942797084,1.5615080942797084,0.001,0.001,0.001,0.35724999999999996,0.35724999999999996,0.35724999999999996,0.0,0.0,0.0
b2/recency,joint,shuffle,0.1875,0.0,0.375,3.521234205453582,1.7997337313932633,5.574775022344512,0.9826941406249998,0.7245984374999999,1.2441296874999999,1.341148965133789,1.1207898359878694,1.4880550512310684,0.001,0.001,0.001,0.46857812499999996,0.39435937499999996,0.57990625,0.0,0.0,0.0
b2/recency,joint,swap,0.125,0.0,0.3125,3.65074094459448,1.9434843873821035,5.574775022344512,1.0478210937499997,0.8012292968749999,1.2738171874999997,1.4146020081824286,1.1942428790365092,1.5615080942797084,0.001,0.001,0.001,0.43146874999999996,0.35724999999999996,0.542796875,0.0,0.0,0.0
b2/recency,joint,unrelated,0.125,0.0,0.3125,3.65074094459448,1.9434843873821035,5.574775022344512,1.0478210937499997,0.8012292968749999,1.2738171874999997,1.4146020081824286,1.1942428790365092,1.5615080942797084,0.001,0.001,0.001,0.43146874999999996,0.35724999999999996,0.542796875,0.0,0.0,0.0
