group,cell,condition,variant,window_count,valid_count,candidate_count,cluster_count,concentration,disagreement,unknown_mass,available
cea-16,detached,intact,0,14,14,1,1,1.0,0.0,0.0,1
cea-16,detached,intact,0,12,12,1,1,1.0,0.0,0.0,1
cea-16,detached,intact,0,12,11,1,1,0.9153466166283383,0.08465338337166173,0.08465338337166173,1
cea-16,detached,intact,0,6,6,1,1,1.0,0.0,0.0,1
cea-16,detached,intact,0,12,12,1,1,1.0,0.0,0.0,1
cea-16,detached,intact,0,12,12,1,1,1.0,0.0,0.0,1
cea-16,detached,intact,0,10,10,1,1,1.0,0.0,0.0,1
cea-16,detached,intact,0,8,8,1,1,1.0,0.0,0.0,1
cea-16,detached,intact,0,12,12,1,1,1.0,0.0,0.0,1
cea-16,detached,intact,0,12,12,1,1,1.0,0.0,0.0,1
cea-16,detached,intact,0,6,6,1,1,1.0,0.0,0.0,1
cea-16,detached,intact,1,14,14,1,1,1.0,0.0,0.0,1
cea-16,detached,intact,1,12,12,1,1,1.0,0.0,0.0,1
cea-16,detached,intact,1,10,10,1,1,1.0,0.0,0.0,1
cea-16,detached,intact,1,8,8,1,1,1.0,0.0,0.0,1
cea-16,detached,intact,1,12,12,1,1,1.0,0.0,0.0,1
cea-16,detached,intact,1,12,12,1,1,1.0,0.0,0.0,1
cea-16,detached,intact,1,10,10,1,1,1.0,0.0,0.0,1
cea-16,detached,intact,1,6,6,1,1,1.0,0.0,0.0,1
cea-16,detached,intact,1,12,12,1,1,1.0,0.0,0.0,1
cea-16,detached,intact,1,12,12,1,1,1.0,0.0,0.0,1
cea-16,detached,intact,1,6,6,1,1,1.0,0.0,0.0,1
cea-16,legato,intact,0,12,12,1,1,1.0,0.0,0.0,1
cea-16,legato,intact,0,14,13,1,1,0.9278980120463641,0.07210198795363587,0.07210198795363587,1
cea-16,legato,intact,0,8,8,1,1,1.0,0.0,0.0,1
cea-16,legato,intact,0,8,8,1,1,1.0,0.0,0.0,1
cea-16,legato,intact,0,14,12,1,1,0.8569632559678763,0.14303674403212374,0.14303674403212374,1
cea-16,legato,intact,0,12,10,1,1,0.833271746800023,0.16672825319997697,0.16672825319997697,1
cea-16,legato,intact,0,10,10,1,1,1.0,0.0,0.0,1
cea-16,legato,intact,0,8,8,1,1,1.0,0.0,0.0,1
cea-16,legato,intact,0,12,12,1,1,1.0,0.0,0.0,1
cea-16,legato,intact,0,14,13,1,1,0.9280380123925608,0.07196198760743922,0.07196198760743922,1
cea-16,legato,intact,0,6,6,1,1,1.0,0.0,0.0,1
cea-16,legato,intact,1,12,12,1,1,1.0,0.0,0.0,1
cea-16,legato,intact,1,14,13,1,1,0.9278980120463641,0.07210198795363587,0.07210198795363587,1
cea-16,legato,intact,1,10,10,1,1,1.0,0.0,0.0,1
cea-16,legato,intact,1,8,8,1,1,1.0,0.0,0.0,1
cea-16,legato,intact,1,14,12,1,1,0.8569632559678763,0.14303674403212374,0.14303674403212374,1
cea-16,legato,intact,1,12,10,1,1,0.833271746800023,0.16672825319997697,0.16672825319997697,1
cea-16,legato,intact,1,8,8,1,1,1.0,0.0,0.0,1
cea-16,legato,intact,1,8,8,1,1,1.0,0.0,0.0,1
cea-16,legato,intact,1,12,12,1,1,1.0,0.0,0.0,1
cea-16,legato,intact,1,14,13,1,1,0.9280380123925608,0.07196198760743922,0.07196198760743922,1
cea-16,legato,intact,1,6,6,1,1,1.0,0.0,0.0,1
cea-16,duration,intact,0,12,12,1,1,1.0,0.0,0.0,1
cea-16,duration,intact,0,16,15,1,1,0.9369135009974017,0.06308649900259833,0.06308649900259833,1
cea-16,duration,intact,0,10,8,1,1,0.7998517675964324,0.2001482324035676,0.2001482324035676,1
cea-16,duration,intact,0,8,8,1,1,1.0,0.0,0.0,1
cea-16,duration,intact,0,14,14,1,1,1.0,0.0,0.0,1
cea-16,duration,intact,0,10,10,1,1,1.0,0.0,0.0,1
cea-16,duration,intact,0,12,11,1,1,0.9158274962657522,0.08417250373424778,0.08417250373424778,1
cea-16,duration,intact,0,8,8,1,1,1.0,0.0,0.0,1
cea-16,duration,intact,0,16,14,1,1,0.8748393117719017,0.12516068822809834,0.12516068822809834,1
cea-16,duration,intact,0,14,14,2,2,0.9350097326415925,0.06499026735840752,0.0,1
cea-16,duration,intact,0,6,6,1,1,1.0,0.0,0.0,1
cea-16,duration,intact,1,12,12,1,1,1.0,0.0,0.0,1
cea-16,duration,intact,1,16,15,1,1,0.9369135009974017,0.06308649900259833,0.06308649900259833,1
cea-16,duration,intact,1,10,8,1,1,0.7998517675964324,0.2001482324035676,0.2001482324035676,1
cea-16,duration,intact,1,8,8,1,1,1.0,0.0,0.0,1
cea-16,duration,intact,1,14,14,1,1,1.0,0.0,0.0,1
cea-16,duration,intact,1,10,10,1,1,1.0,0.0,0.0,1
cea-16,duration,intact,1,12,11,1,1,0.9159303883087192,0.0840696116912808,0.0840696116912808,1
cea-16,duration,intact,1,8,8,1,1,1.0,0.0,0.0,1
cea-16,duration,intact,1,16,14,1,1,0.8748393117719017,0.12516068822809834,0.12516068822809834,1
cea-16,duration,intact,1,14,14,2,2,0.9350097326415925,0.06499026735840752,0.0,1
cea-16,duration,intact,1,6,6,1,1,1.0,0.0,0.0,1
cea-16,joint,intact,0,12,12,1,1,1.0,0.0,0.0,1
cea-16,joint,intact,0,16,15,1,1,0.9369135009974017,0.06308649900259833,0.06308649900259833,1
cea-16,joint,intact,0,10,8,1,1,0.7998517675964324,0.2001482324035676,0.2001482324035676,1
cea-16,joint,intact,0,8,8,1,1,1.0,0.0,0.0,1
cea-16,joint,intact,0,14,14,1,1,1.0,0.0,0.0,1
cea-16,joint,intact,0,10,10,1,1,1.0,0.0,0.0,1
cea-16,joint,intact,0,12,11,1,1,0.9158274962657522,0.08417250373424778,0.08417250373424778,1
cea-16,joint,intact,0,8,8,1,1,1.0,0.0,0.0,1
cea-16,joint,intact,0,16,14,1,1,0.874761829964913,0.12523817003508697,0.12523817003508697,1
cea-16,joint,intact,0,16,15,2,2,0.8820746680875007,0.11792533191249932,0.06302320566167374,1
cea-16,joint,intact,0,6,6,1,1,1.0,0.0,0.0,1
cea-16,joint,intact,1,12,12,1,1,1.0,0.0,0.0,1
cea-16,joint,intact,1,16,15,1,1,0.9369135009974017,0.06308649900259833,0.06308649900259833,1
cea-16,joint,intact,1,10,8,1,1,0.7998517675964324,0.2001482324035676,0.2001482324035676,1
cea-16,joint,intact,1,8,8,1,1,1.0,0.0,0.0,1
cea-16,joint,intact,1,14,14,1,1,1.0,0.0,0.0,1
cea-16,joint,intact,1,10,10,1,1,1.0,0.0,0.0,1
cea-16,joint,intact,1,12,11,1,1,0.9159303883087192,0.0840696116912808,0.0840696116912808,1
cea-16,joint,intact,1,8,8,1,1,1.0,0.0,0.0,1
cea-16,joint,intact,1,16,14,1,1,0.874761829964913,0.12523817003508697,0.12523817003508697,1
cea-16,joint,intact,1,16,15,2,2,0.8820746680875007,0.11792533191249932,0.06302320566167374,1
cea-16,joint,intact,1,6,6,1,1,1.0,0.0,0.0,1
cea-16,joint,reset,0,16,14,1,1,0.874761829964913,0.12523817003508697,0.12523817003508697,1
cea-16,joint,reset,0,16,15,2,2,0.8820746680875007,0.11792533191249932,0.06302320566167374,1
cea-16,joint,reset,0,6,6,1,1,1.0,0.0,0.0,1
cea-16,joint,reset,1,16,14,1,1,0.874761829964913,0.12523817003508697,0.12523817003508697,1
cea-16,joint,reset,1,16,15,2,2,0.8820746680875007,0.11792533191249932,0.06302320566167374,1
cea-16,joint,reset,1,6,6,1,1,1.0,0.0,0.0,1
cea-16,joint,removal,0,12,12,1,1,1.0,0.0,0.0,1
cea-16,joint,removal,0,16,15,1,1,0.9369135009974017,0.06308649900259833,0.06308649900259833,1
cea-16,joint,removal,0,6,6,1,1,1.0,0.0,0.0,1
cea-16,joint,removal,0,14,14,1,1,1.0,0.0,0.0,1
cea-16,joint,removal,0,10,10,1,1,1.0,0.0,0.0,1
cea-16,joint,removal,0,8,8,1,1,1.0,0.0,0.0,1
cea-16,joint,removal,0,16,14,1,1,0.874761829964913,0.12523817003508697,0.12523817003508697,1
cea-16,joint,removal,0,16,15,2,2,0.8820746680875007,0.11792533191249932,0.06302320566167374,1
cea-16,joint,removal,0,6,6,1,1,1.0,0.0,0.0,1
cea-16,joint,removal,1,12,12,1,1,1.0,0.0,0.0,1
cea-16,joint,removal,1,16,15,1,1,0.9369135009974017,0.06308649900259833,0.06308649900259833,1
cea-16,joint,removal,1,6,6,1,1,1.0,0.0,0.0,1
cea-16,joint,removal,1,14,14,1,1,1.0,0.0,0.0,1
cea-16,joint,removal,1,10,10,1,1,1.0,0.0,0.0,1
cea-16,joint,removal,1,8,8,1,1,1.0,0.0,0.0,1
cea-16,joint,removal,1,16,14,1,1,0.874761829964913,0.12523817003508697,0.12523817003508697,1
cea-16,joint,removal,1,16,15,2,2,0.8820746680875007,0.11792533191249932,0.06302320566167374,1
cea-16,joint,removal,1,6,6,1,1,1.0,0.0,0.0,1
cea-16,joint,swap,0,12,12,1,1,1.0,0.0,0.0,1
cea-16,joint,swap,0,16,15,1,1,0.9369135009974017,0.06308649900259833,0.06308649900259833,1
cea-16,joint,swap,0,10,8,1,1,0.7998517675964324,0.2001482324035676,0.2001482324035676,1
cea-16,joint,swap,0,8,8,1,1,1.0,0.0,0.0,1
cea-16,joint,swap,0,14,14,1,1,1.0,0.0,0.0,1
cea-16,joint,swap,0,10,10,1,1,1.0,0.0,0.0,1
cea-16,joint,swap,0,12,11,1,1,0.9159303883087192,0.0840696116912808,0.0840696116912808,1
cea-16,joint,swap,0,8,8,1,1,1.0,0.0,0.0,1
cea-16,joint,swap,0,16,14,1,1,0.874761829964913,0.12523817003508697,0.12523817003508697,1
cea-16,joint,swap,0,16,15,2,2,0.8820746680875007,0.11792533191249932,0.06302320566167374,1
cea-16,joint,swap,0,6,6,1,1,1.0,0.0,0.0,1
cea-16,joint,swap,1,12,12,1,1,1.0,0.0,0.0,1
cea-16,joint,swap,1,16,15,1,1,0.9369135009974017,0.06308649900259833,0.06308649900259833,1
cea-16,joint,swap,1,10,8,1,1,0.7998517675964324,0.2001482324035676,0.2001482324035676,1
cea-16,joint,swap,1,8,8,1,1,1.0,0.0,0.0,1
cea-16,joint,swap,1,14,14,1,1,1.0,0.0,0.0,1
cea-16,joint,swap,1,10,10,1,1,1.0,0.0,0.0,1
cea-16,joint,swap,1,12,11,1,1,0.9158274962657522,0.08417250373424778,0.08417250373424778,1
cea-16,joint,swap,1,8,8,1,1,1.0,0.0,0.0,1
cea-16,joint,swap,1,16,14,1,1,0.874761829964913,0.12523817003508697,0.12523817003508697,1
cea-16,joint,swap,1,16,15,2,2,0.8820746680875007,0.11792533191249932,0.06302320566167374,1
cea-16,joint,swap,1,6,6,1,1,1.0,0.0,0.0,1
cea-16,joint,shuffle,0,14,14,1,1,1.0,0.0,0.0,1
cea-16,joint,shuffle,0,10,10,1,1,1.0,0.0,0.0,1
cea-16,joint,shuffle,0,12,10,1,1,0.8332051579351765,0.16679484206482353,0.16679484206482353,1
cea-16,joint,shuffle,0,8,8,1,1,1.0,0.0,0.0,1
cea-16,joint,shuffle,0,12,12,1,1,1.0,0.0,0.0,1
cea-16,joint,shuffle,0,14,14,1,1,1.0,0.0,0.0,1
cea-16,joint,shuffle,0,10,8,1,1,0.799852838438523,0.20014716156147705,0.20014716156147705,1
cea-16,joint,shuffle,0,8,8,1,1,1.0,0.0,0.0,1
cea-16,joint,shuffle,0,16,14,1,1,0.874761829964913,0.12523817003508697,0.12523817003508697,1
cea-16,joint,shuffle,0,16,15,2,2,0.8820746680875007,0.11792533191249932,0.06302320566167374,1
cea-16,joint,shuffle,0,6,6,1,1,1.0,0.0,0.0,1
cea-16,joint,shuffle,1,14,14,1,1,1.0,0.0,0.0,1
cea-16,joint,shuffle,1,10,10,1,1,1.0,0.0,0.0,1
cea-16,joint,shuffle,1,12,10,1,1,0.8332051579351765,0.16679484206482353,0.16679484206482353,1
cea-16,joint,shuffle,1,8,8,1,1,1.0,0.0,0.0,1
cea-16,joint,shuffle,1,12,12,1,1,1.0,0.0,0.0,1
cea-16,joint,shuffle,1,14,14,1,1,1.0,0.0,0.0,1
cea-16,joint,shuffle,1,10,8,1,1,0.799852838438523,0.20014716156147705,0.20014716156147705,1
cea-16,joint,shuffle,1,8,8,1,1,1.0,0.0,0.0,1
cea-16,joint,shuffle,1,16,14,1,1,0.874761829964913,0.12523817003508697,0.12523817003508697,1
cea-16,joint,shuffle,1,16,15,2,2,0.8820746680875007,0.11792533191249932,0.06302320566167374,1
cea-16,joint,shuffle,1,6,6,1,1,1.0,0.0,0.0,1
cea-16,joint,ambiguous,0,12,12,1,1,1.0,0.0,0.0,1
cea-16,joint,ambiguous,0,16,15,1,1,0.9369135009974017,0.06308649900259833,0.06308649900259833,1
cea-16,joint,ambiguous,0,10,8,1,1,0.7998517675964324,0.2001482324035676,0.2001482324035676,1
cea-16,joint,ambiguous,0,8,8,1,1,1.0,0.0,0.0,1
cea-16,joint,ambiguous,0,12,12,1,1,1.0,0.0,0.0,1
cea-16,joint,ambiguous,0,14,14,1,1,1.0,0.0,0.0,1
cea-16,joint,ambiguous,0,10,8,1,1,0.799852838438523,0.20014716156147705,0.20014716156147705,1
cea-16,joint,ambiguous,0,8,8,1,1,1.0,0.0,0.0,1
cea-16,joint,ambiguous,0,16,14,1,1,0.874761829964913,0.12523817003508697,0.12523817003508697,1
cea-16,joint,ambiguous,0,16,15,2,2,0.8820746680875007,0.11792533191249932,0.06302320566167374,1
cea-16,joint,ambiguous,0,6,6,1,1,1.0,0.0,0.0,1
cea-16,joint,ambiguous,1,12,12,1,1,1.0,0.0,0.0,1
cea-16,joint,ambiguous,1,16,15,1,1,0.9369135009974017,0.06308649900259833,0.06308649900259833,1
cea-16,joint,ambiguous,1,10,8,1,1,0.7998517675964324,0.2001482324035676,0.2001482324035676,1
cea-16,joint,ambiguous,1,8,8,1,1,1.0,0.0,0.0,1
cea-16,joint,ambiguous,1,12,12,1,1,1.0,0.0,0.0,1
cea-16,joint,ambiguous,1,14,14,1,1,1.0,0.0,0.0,1
cea-16,joint,ambiguous,1,10,8,1,1,0.799852838438523,0.20014716156147705,0.20014716156147705,1
cea-16,joint,ambiguous,1,8,8,1,1,1.0,0.0,0.0,1
cea-16,joint,ambiguous,1,16,14,1,1,0.874761829964913,0.12523817003508697,0.12523817003508697,1
cea-16,joint,ambiguous,1,16,15,2,2,0.8820746680875007,0.11792533191249932,0.06302320566167374,1
cea-16,joint,ambiguous,1,6,6,1,1,1.0,0.0,0.0,1
cea-17,detached,intact,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,detached,intact,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,detached,intact,0,10,10,1,1,1.0,0.0,0.0,1
cea-17,detached,intact,0,10,10,1,1,1.0,0.0,0.0,1
cea-17,detached,intact,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,detached,intact,0,10,10,1,1,1.0,0.0,0.0,1
cea-17,detached,intact,0,14,14,1,1,1.0,0.0,0.0,1
cea-17,detached,intact,0,10,10,1,1,1.0,0.0,0.0,1
cea-17,detached,intact,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,detached,intact,0,10,10,1,1,1.0,0.0,0.0,1
cea-17,detached,intact,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,detached,intact,1,12,12,1,1,1.0,0.0,0.0,1
cea-17,detached,intact,1,12,12,1,1,1.0,0.0,0.0,1
cea-17,detached,intact,1,10,10,1,1,1.0,0.0,0.0,1
cea-17,detached,intact,1,10,10,1,1,1.0,0.0,0.0,1
cea-17,detached,intact,1,12,12,1,1,1.0,0.0,0.0,1
cea-17,detached,intact,1,10,10,1,1,1.0,0.0,0.0,1
cea-17,detached,intact,1,12,12,1,1,1.0,0.0,0.0,1
cea-17,detached,intact,1,12,12,1,1,1.0,0.0,0.0,1
cea-17,detached,intact,1,12,12,1,1,1.0,0.0,0.0,1
cea-17,detached,intact,1,10,10,1,1,1.0,0.0,0.0,1
cea-17,detached,intact,1,12,12,1,1,1.0,0.0,0.0,1
cea-17,legato,intact,0,14,14,1,1,1.0,0.0,0.0,1
cea-17,legato,intact,0,12,12,2,2,0.9240925817467531,0.07590741825324687,0.0,1
cea-17,legato,intact,0,10,10,1,1,1.0,0.0,0.0,1
cea-17,legato,intact,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,legato,intact,0,14,14,1,1,1.0,0.0,0.0,1
cea-17,legato,intact,0,8,8,1,1,1.0,0.0,0.0,1
cea-17,legato,intact,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,legato,intact,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,legato,intact,0,14,14,1,1,1.0,0.0,0.0,1
cea-17,legato,intact,0,8,8,1,1,1.0,0.0,0.0,1
cea-17,legato,intact,0,14,14,1,1,1.0,0.0,0.0,1
cea-17,legato,intact,1,14,14,1,1,1.0,0.0,0.0,1
cea-17,legato,intact,1,12,12,2,2,0.9240925817467531,0.07590741825324687,0.0,1
cea-17,legato,intact,1,10,10,1,1,1.0,0.0,0.0,1
cea-17,legato,intact,1,10,10,1,1,1.0,0.0,0.0,1
cea-17,legato,intact,1,14,14,1,1,1.0,0.0,0.0,1
cea-17,legato,intact,1,8,8,1,1,1.0,0.0,0.0,1
cea-17,legato,intact,1,12,12,1,1,1.0,0.0,0.0,1
cea-17,legato,intact,1,12,12,1,1,1.0,0.0,0.0,1
cea-17,legato,intact,1,14,14,1,1,1.0,0.0,0.0,1
cea-17,legato,intact,1,8,8,1,1,1.0,0.0,0.0,1
cea-17,legato,intact,1,14,14,1,1,1.0,0.0,0.0,1
cea-17,duration,intact,0,14,14,1,1,1.0,0.0,0.0,1
cea-17,duration,intact,0,14,14,1,1,1.0,0.0,0.0,1
cea-17,duration,intact,0,10,9,1,1,0.8986749485304,0.10132505146960002,0.10132505146960002,1
cea-17,duration,intact,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,duration,intact,0,14,14,1,1,1.0,0.0,0.0,1
cea-17,duration,intact,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,duration,intact,0,12,11,2,2,0.8427701594507035,0.15722984054929645,0.08453050966074116,1
cea-17,duration,intact,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,duration,intact,0,16,15,1,1,0.9368840957866242,0.06311590421337576,0.06311590421337576,1
cea-17,duration,intact,0,14,14,1,1,1.0,0.0,0.0,1
cea-17,duration,intact,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,duration,intact,1,14,14,1,1,1.0,0.0,0.0,1
cea-17,duration,intact,1,14,14,1,1,1.0,0.0,0.0,1
cea-17,duration,intact,1,10,9,1,1,0.8987083424861799,0.10129165751382008,0.10129165751382008,1
cea-17,duration,intact,1,10,10,1,1,1.0,0.0,0.0,1
cea-17,duration,intact,1,14,14,1,1,1.0,0.0,0.0,1
cea-17,duration,intact,1,12,12,1,1,1.0,0.0,0.0,1
cea-17,duration,intact,1,12,11,2,2,0.8423938921203342,0.15760610787966578,0.08449276975164699,1
cea-17,duration,intact,1,12,12,1,1,1.0,0.0,0.0,1
cea-17,duration,intact,1,16,15,1,1,0.9368840957866242,0.06311590421337576,0.06311590421337576,1
cea-17,duration,intact,1,14,14,1,1,1.0,0.0,0.0,1
cea-17,duration,intact,1,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,intact,0,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,intact,0,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,intact,0,10,9,1,1,0.8986749485304,0.10132505146960002,0.10132505146960002,1
cea-17,joint,intact,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,intact,0,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,intact,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,intact,0,12,11,2,2,0.8427701594507035,0.15722984054929645,0.08453050966074116,1
cea-17,joint,intact,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,intact,0,16,15,1,1,0.9368840957866242,0.06311590421337576,0.06311590421337576,1
cea-17,joint,intact,0,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,intact,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,intact,1,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,intact,1,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,intact,1,10,9,1,1,0.8987083424861799,0.10129165751382008,0.10129165751382008,1
cea-17,joint,intact,1,10,10,1,1,1.0,0.0,0.0,1
cea-17,joint,intact,1,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,intact,1,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,intact,1,12,11,2,2,0.8423938921203342,0.15760610787966578,0.08449276975164699,1
cea-17,joint,intact,1,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,intact,1,16,15,1,1,0.9368840957866242,0.06311590421337576,0.06311590421337576,1
cea-17,joint,intact,1,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,intact,1,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,reset,0,16,15,1,1,0.9368840957866242,0.06311590421337576,0.06311590421337576,1
cea-17,joint,reset,0,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,reset,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,reset,1,16,15,1,1,0.9368840957866242,0.06311590421337576,0.06311590421337576,1
cea-17,joint,reset,1,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,reset,1,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,removal,0,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,removal,0,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,removal,0,10,10,1,1,1.0,0.0,0.0,1
cea-17,joint,removal,0,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,removal,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,removal,0,10,10,1,1,1.0,0.0,0.0,1
cea-17,joint,removal,0,16,15,1,1,0.9368840957866242,0.06311590421337576,0.06311590421337576,1
cea-17,joint,removal,0,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,removal,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,removal,1,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,removal,1,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,removal,1,10,10,1,1,1.0,0.0,0.0,1
cea-17,joint,removal,1,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,removal,1,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,removal,1,10,10,1,1,1.0,0.0,0.0,1
cea-17,joint,removal,1,16,15,1,1,0.9368840957866242,0.06311590421337576,0.06311590421337576,1
cea-17,joint,removal,1,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,removal,1,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,swap,0,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,swap,0,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,swap,0,10,9,1,1,0.8987083424861799,0.10129165751382008,0.10129165751382008,1
cea-17,joint,swap,0,10,10,1,1,1.0,0.0,0.0,1
cea-17,joint,swap,0,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,swap,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,swap,0,12,11,2,2,0.8423938921203342,0.15760610787966578,0.08449276975164699,1
cea-17,joint,swap,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,swap,0,16,15,1,1,0.9368840957866242,0.06311590421337576,0.06311590421337576,1
cea-17,joint,swap,0,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,swap,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,swap,1,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,swap,1,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,swap,1,10,9,1,1,0.8986749485304,0.10132505146960002,0.10132505146960002,1
cea-17,joint,swap,1,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,swap,1,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,swap,1,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,swap,1,12,11,2,2,0.8427701594507035,0.15722984054929645,0.08453050966074116,1
cea-17,joint,swap,1,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,swap,1,16,15,1,1,0.9368840957866242,0.06311590421337576,0.06311590421337576,1
cea-17,joint,swap,1,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,swap,1,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,shuffle,0,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,shuffle,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,shuffle,0,12,10,1,1,0.8329208838905307,0.16707911610946935,0.16707911610946935,1
cea-17,joint,shuffle,0,10,10,1,1,1.0,0.0,0.0,1
cea-17,joint,shuffle,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,shuffle,0,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,shuffle,0,10,10,1,1,1.0,0.0,0.0,1
cea-17,joint,shuffle,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,shuffle,0,16,15,1,1,0.9368840957866242,0.06311590421337576,0.06311590421337576,1
cea-17,joint,shuffle,0,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,shuffle,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,shuffle,1,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,shuffle,1,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,shuffle,1,10,10,1,1,1.0,0.0,0.0,1
cea-17,joint,shuffle,1,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,shuffle,1,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,shuffle,1,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,shuffle,1,10,10,1,1,1.0,0.0,0.0,1
cea-17,joint,shuffle,1,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,shuffle,1,16,15,1,1,0.9368840957866242,0.06311590421337576,0.06311590421337576,1
cea-17,joint,shuffle,1,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,shuffle,1,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,ambiguous,0,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,ambiguous,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,ambiguous,0,10,10,1,1,1.0,0.0,0.0,1
cea-17,joint,ambiguous,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,ambiguous,0,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,ambiguous,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,ambiguous,0,12,11,2,2,0.8427701594507035,0.15722984054929645,0.08453050966074116,1
cea-17,joint,ambiguous,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,ambiguous,0,16,15,1,1,0.9368840957866242,0.06311590421337576,0.06311590421337576,1
cea-17,joint,ambiguous,0,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,ambiguous,0,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,ambiguous,1,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,ambiguous,1,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,ambiguous,1,10,10,1,1,1.0,0.0,0.0,1
cea-17,joint,ambiguous,1,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,ambiguous,1,14,14,1,1,1.0,0.0,0.0,1
cea-17,joint,ambiguous,1,12,12,1,1,1.0,0.0,0.0,1
cea-17,joint,ambiguous,1,12,11,2,2,0.8427701594507035,0.15722984054929645,0.08453050966074116,1
