model,cell,condition,bin,count,mean_confidence,accuracy
mixture/transition1,joint,intact,7,1,0.7160136786540351,1.0
mixture/transition1,joint,intact,9,8,1.0,0.0
mixture/transition1,joint,removal,2,10,0.2899886906081131,0.2
mixture/transition1,joint,removal,3,32,0.3394815303279819,0.1875
mixture/transition1,joint,removal,9,6,1.0,0.0
mixture/transition1,joint,reset,3,46,0.35774218943900055,0.1956521739130435
mixture/transition1,joint,reset,9,2,1.0,0.0
mixture/transition1,joint,shuffle,3,10,0.3694695065120782,0.5
mixture/transition1,joint,shuffle,4,15,0.4543081528009385,0.4666666666666667
mixture/transition1,joint,shuffle,5,13,0.5368654155487125,0.8461538461538461
mixture/transition1,joint,shuffle,6,2,0.6705070423080229,1.0
mixture/transition1,joint,shuffle,7,2,0.722648747696029,1.0
mixture/transition1,joint,shuffle,9,6,1.0,0.0
mixture/transition1,joint,swap,3,10,0.37273345589505935,0.4
mixture/transition1,joint,swap,4,19,0.4515560602786739,0.3684210526315789
mixture/transition1,joint,swap,5,6,0.5375880574082667,0.6666666666666666
mixture/transition1,joint,swap,6,4,0.6493057947236096,1.0
mixture/transition1,joint,swap,7,1,0.7160136786540351,1.0
mixture/transition1,joint,swap,9,8,1.0,0.0
mixture/transition1,legato,intact,3,7,0.3827834034241649,0.2857142857142857
mixture/transition1,legato,intact,4,20,0.4575037481104468,0.6
mixture/transition1,legato,intact,5,8,0.547874184209467,0.875
mixture/transition1,legato,intact,6,4,0.6496890132338976,0.5
mixture/transition1,legato,intact,7,1,0.7992689230629454,0.0
mixture/transition1,legato,intact,9,8,1.0,0.0
mixture/transition2,detached,intact,8,3,0.844428351964503,1.0
mixture/transition2,detached,intact,9,45,0.9883639853035595,0.8666666666666667
mixture/transition2,duration,intact,5,5,0.5383886150854631,1.0
mixture/transition2,duration,intact,6,5,0.64266869460757,1.0
mixture/transition2,duration,intact,7,2,0.716400141552564,1.0
mixture/transition2,duration,intact,8,15,0.8544850692135026,1.0
mixture/transition2,duration,intact,9,21,0.9881918687742115,0.47619047619047616
mixture/transition2,joint,ambiguous,3,8,0.3750941277877551,0.5
mixture/transition2,joint,ambiguous,4,24,0.4601535503522262,0.4583333333333333
mixture/transition2,joint,ambiguous,5,12,0.5208761633971278,0.4166666666666667
mixture/transition2,joint,ambiguous,9,4,1.0,0.0
mixture/transition2,joint,intact,5,6,0.53981091529265,1.0
mixture/transition2,joint,intact,6,6,0.6528282844652568,1.0
mixture/transition2,joint,intact,7,8,0.7189713521189862,1.0
mixture/transition2,joint,intact,8,10,0.8525858199245115,1.0
mixture/transition2,joint,intact,9,18,0.9760200491316149,0.5555555555555556
mixture/transition2,joint,removal,2,10,0.2899886906081131,0.2
mixture/transition2,joint,removal,3,32,0.3394815303279819,0.1875
mixture/transition2,joint,removal,9,6,1.0,0.0
mixture/transition2,joint,reset,3,46,0.35774218943900055,0.1956521739130435
mixture/transition2,joint,reset,9,2,1.0,0.0
mixture/transition2,joint,shuffle,5,2,0.5137264638868269,1.0
mixture/transition2,joint,shuffle,6,8,0.6460262479708299,1.0
mixture/transition2,joint,shuffle,7,9,0.7430518185384224,1.0
mixture/transition2,joint,shuffle,8,9,0.8607503372667448,1.0
mixture/transition2,joint,shuffle,9,20,0.980189373904486,0.7
mixture/transition2,joint,swap,5,6,0.53981091529265,1.0
mixture/transition2,joint,swap,6,6,0.6528282844652566,1.0
mixture/transition2,joint,swap,7,8,0.7189713521189862,1.0
mixture/transition2,joint,swap,8,10,0.8525858199245115,1.0
mixture/transition2,joint,swap,9,18,0.9760200491316149,0.5555555555555556
mixture/transition2,legato,intact,2,1,0.29973584681079174,0.0
mixture/transition2,legato,intact,5,5,0.5815664218046209,1.0
mixture/transition2,legato,intact,6,9,0.628885616272653,0.7777777777777778
mixture/transition2,legato,intact,7,2,0.7448769511373783,1.0
mixture/transition2,legato,intact,8,10,0.8572896739061152,1.0
mixture/transition2,legato,intact,9,21,0.9781435879517515,0.6190476190476191
mixture/transition3,detached,intact,8,3,0.844428351964503,1.0
mixture/transition3,detached,intact,9,45,0.9883639853035595,0.8666666666666667
mixture/transition3,duration,intact,4,1,0.47395592219506105,1.0
mixture/transition3,duration,intact,5,5,0.5547059006522467,1.0
mixture/transition3,duration,intact,6,4,0.6319823606755746,1.0
mixture/transition3,duration,intact,7,4,0.748102295420553,1.0
mixture/transition3,duration,intact,8,13,0.8573708181003645,1.0
mixture/transition3,duration,intact,9,21,0.9867107231944044,0.47619047619047616
mixture/transition3,joint,ambiguous,3,8,0.36867614926789083,0.5
mixture/transition3,joint,ambiguous,4,20,0.45012241404220976,0.45
mixture/transition3,joint,ambiguous,5,16,0.5211325358366544,0.4375
mixture/transition3,joint,ambiguous,9,4,1.0,0.0
mixture/transition3,joint,intact,5,6,0.5346718803396019,1.0
mixture/transition3,joint,intact,6,8,0.6576248866539866,1.0
mixture/transition3,joint,intact,7,8,0.7316471062400507,1.0
mixture/transition3,joint,intact,8,8,0.8454594483854825,1.0
mixture/transition3,joint,intact,9,18,0.9742940306735272,0.5555555555555556
mixture/transition3,joint,removal,2,10,0.2899886906081131,0.2
mixture/transition3,joint,removal,3,32,0.3394815303279819,0.1875
mixture/transition3,joint,removal,9,6,1.0,0.0
mixture/transition3,joint,reset,3,46,0.35774218943900055,0.1956521739130435
mixture/transition3,joint,reset,9,2,1.0,0.0
mixture/transition3,joint,shuffle,5,2,0.5137264638868269,1.0
mixture/transition3,joint,shuffle,6,10,0.6434524827088265,1.0
mixture/transition3,joint,shuffle,7,8,0.755577425319127,1.0
mixture/transition3,joint,shuffle,8,9,0.8519688638131867,1.0
mixture/transition3,joint,shuffle,9,19,0.9825248268202138,0.6842105263157895
mixture/transition3,joint,swap,5,6,0.5346718803396019,1.0
mixture/transition3,joint,swap,6,8,0.6576248866539866,1.0
mixture/transition3,joint,swap,7,8,0.7316471062400507,1.0
mixture/transition3,joint,swap,8,8,0.8454594483854825,1.0
mixture/transition3,joint,swap,9,18,0.9742940306735272,0.5555555555555556
mixture/transition3,legato,intact,2,1,0.29973584681079174,0.0
mixture/transition3,legato,intact,5,7,0.5779186607760873,1.0
mixture/transition3,legato,intact,6,8,0.6355183225090646,0.75
mixture/transition3,legato,intact,7,1,0.7776914829513835,1.0
mixture/transition3,legato,intact,8,10,0.8572896739061152,1.0
mixture/transition3,legato,intact,9,21,0.9781435879517515,0.6190476190476191
oracle-boundary/absolute,detached,intact,9,48,0.9990199999999998,1.0
oracle-boundary/absolute,duration,intact,9,48,0.9990199999999998,1.0
oracle-boundary/absolute,joint,ambiguous,4,48,0.49951999999999996,0.5
oracle-boundary/absolute,joint,intact,9,48,0.9990199999999998,1.0
oracle-boundary/absolute,joint,removal,3,48,0.37464499999999995,0.20833333333333334
oracle-boundary/absolute,joint,reset,3,48,0.37464499999999995,0.20833333333333334
oracle-boundary/absolute,joint,shuffle,9,48,0.9990199999999998,1.0
oracle-boundary/absolute,joint,swap,9,48,0.9990199999999998,1.0
oracle-boundary/absolute,legato,intact,9,48,0.9990199999999998,1.0
oracle-boundary/present,detached,intact,3,48,0.37464499999999995,0.20833333333333334
oracle-boundary/present,duration,intact,3,48,0.37464499999999995,0.20833333333333334
oracle-boundary/present,joint,ambiguous,3,48,0.37464499999999995,0.20833333333333334
oracle-boundary/present,joint,intact,3,48,0.37464499999999995,0.20833333333333334
oracle-boundary/present,joint,removal,3,48,0.37464499999999995,0.20833333333333334
oracle-boundary/present,joint,reset,3,48,0.37464499999999995,0.20833333333333334
oracle-boundary/present,joint,shuffle,3,48,0.37464499999999995,0.20833333333333334
oracle-boundary/present,joint,swap,3,48,0.37464499999999995,0.20833333333333334
oracle-boundary/present,legato,intact,3,48,0.37464499999999995,0.20833333333333334
oracle-boundary/recency,detached,intact,9,48,0.951,0.5
oracle-boundary/recency,duration,intact,9,48,0.951,0.5
oracle-boundary/recency,joint,ambiguous,9,48,0.951,0.5
oracle-boundary/recency,joint,intact,9,48,0.951,0.5
oracle-boundary/recency,joint,removal,3,44,0.35725,0.22727272727272727
oracle-boundary/recency,joint,removal,9,4,0.951,0.0
oracle-boundary/recency,joint,reset,3,48,0.35725,0.20833333333333334
oracle-boundary/recency,joint,shuffle,9,48,0.951,0.5
oracle-boundary/recency,joint,swap,9,48,0.951,0.5
oracle-boundary/recency,legato,intact,9,48,0.951,0.5
oracle-boundary/reference,detached,intact,9,48,0.9990199999999998,1.0
oracle-boundary/reference,duration,intact,9,48,0.9990199999999998,1.0
oracle-boundary/reference,joint,ambiguous,4,48,0.49951999999999996,0.5
oracle-boundary/reference,joint,intact,9,48,0.9990199999999998,1.0
oracle-boundary/reference,joint,removal,3,48,0.37464499999999995,0.20833333333333334
oracle-boundary/reference,joint,reset,3,48,0.37464499999999995,0.20833333333333334
oracle-boundary/reference,joint,shuffle,9,48,0.9990199999999998,1.0
oracle-boundary/reference,joint,swap,9,48,0.9990199999999998,1.0
oracle-boundary/reference,legato,intact,9,48,0.9990199999999998,1.0
oracle-boundary/transition1,detached,intact,3,4,0.33623746086205897,0.5
oracle-boundary/transition1,detached,intact,4,44,0.4995199999999999,0.5
oracle-boundary/transition1,duration,intact,3,4,0.33306229923484804,0.5
oracle-boundary/transition1,duration,intact,4,44,0.4995199999999999,0.5
oracle-boundary/transition1,joint,ambiguous,4,48,0.49951999999999996,0.5
oracle-boundary/transition1,joint,intact,3,4,0.3330882540083699,0.25
oracle-boundary/transition1,joint,intact,4,44,0.4995199999999999,0.5
oracle-boundary/transition1,joint,removal,3,44,0.37464499999999995,0.22727272727272727
oracle-boundary/transition1,joint,removal,9,4,0.99902,0.0
oracle-boundary/transition1,joint,reset,3,48,0.37464499999999995,0.20833333333333334
oracle-boundary/transition1,joint,shuffle,3,4,0.3330882540083699,0.25
oracle-boundary/transition1,joint,shuffle,4,44,0.4995199999999999,0.5
oracle-boundary/transition1,joint,swap,3,4,0.3330882540083699,0.25
oracle-boundary/transition1,joint,swap,4,44,0.4995199999999999,0.5
oracle-boundary/transition1,legato,intact,3,4,0.3330496399636938,0.5
oracle-boundary/transition1,legato,intact,4,44,0.4995199999999999,0.5
oracle-boundary/transition2,detached,intact,9,48,0.9990199999999998,1.0
oracle-boundary/transition2,duration,intact,9,48,0.9990199999999998,1.0
oracle-boundary/transition2,joint,ambiguous,4,48,0.49951999999999996,0.5
oracle-boundary/transition2,joint,intact,9,48,0.9990199999999998,1.0
oracle-boundary/transition2,joint,removal,3,48,0.37464499999999995,0.20833333333333334
oracle-boundary/transition2,joint,reset,3,48,0.37464499999999995,0.20833333333333334
oracle-boundary/transition2,joint,shuffle,9,48,0.9990199999999998,1.0
oracle-boundary/transition2,joint,swap,9,48,0.9990199999999998,1.0
oracle-boundary/transition2,legato,intact,9,48,0.9990199999999998,1.0
oracle-boundary/transition3,detached,intact,9,48,0.9990199999999998,1.0
oracle-boundary/transition3,duration,intact,9,48,0.9990199999999998,1.0
oracle-boundary/transition3,joint,ambiguous,4,48,0.49951999999999996,0.5
oracle-boundary/transition3,joint,intact,9,48,0.9990199999999998,1.0
oracle-boundary/transition3,joint,removal,3,48,0.37464499999999995,0.20833333333333334
oracle-boundary/transition3,joint,reset,3,48,0.37464499999999995,0.20833333333333334
oracle-boundary/transition3,joint,shuffle,9,48,0.9990199999999998,1.0
oracle-boundary/transition3,joint,swap,9,48,0.9990199999999998,1.0
oracle-boundary/transition3,legato,intact,9,48,0.9990199999999998,1.0
repaired/absolute,detached,intact,3,2,0.37464499999999995,0.0
repaired/absolute,detached,intact,9,46,0.99902,1.0
repaired/absolute,duration,intact,3,5,0.37464499999999995,0.4
repaired/absolute,duration,intact,9,43,0.9990199999999999,1.0
repaired/absolute,joint,ambiguous,3,2,0.37464499999999995,0.5
repaired/absolute,joint,ambiguous,4,12,0.4998041941068219,0.5
repaired/absolute,joint,ambiguous,5,32,0.5102618388068165,0.5
repaired/absolute,joint,ambiguous,9,2,0.9990199999999998,0.5
repaired/absolute,joint,intact,3,3,0.37464499999999995,0.3333333333333333
repaired/absolute,joint,intact,9,45,0.99902,1.0
repaired/absolute,joint,removal,3,48,0.37464499999999995,0.20833333333333334
repaired/absolute,joint,reset,3,48,0.37464499999999995,0.20833333333333334
repaired/absolute,joint,shuffle,3,4,0.37464499999999995,0.5
repaired/absolute,joint,shuffle,9,44,0.9990199999999999,1.0
repaired/absolute,joint,swap,3,3,0.37464499999999995,0.3333333333333333
repaired/absolute,joint,swap,9,45,0.99902,1.0
repaired/absolute,legato,intact,3,6,0.37464499999999995,0.3333333333333333
repaired/absolute,legato,intact,9,42,0.9990199999999999,1.0
repaired/present,detached,intact,3,48,0.37464499999999995,0.20833333333333334
repaired/present,duration,intact,3,48,0.37464499999999995,0.20833333333333334
repaired/present,joint,ambiguous,3,48,0.37464499999999995,0.20833333333333334
repaired/present,joint,intact,3,48,0.37464499999999995,0.20833333333333334
repaired/present,joint,removal,3,48,0.37464499999999995,0.20833333333333334
repaired/present,joint,reset,3,48,0.37464499999999995,0.20833333333333334
repaired/present,joint,shuffle,3,48,0.37464499999999995,0.20833333333333334
repaired/present,joint,swap,3,48,0.37464499999999995,0.20833333333333334
repaired/present,legato,intact,3,48,0.37464499999999995,0.20833333333333334
repaired/recency,detached,intact,9,48,0.951,0.5
repaired/recency,duration,intact,3,4,0.35724999999999996,0.5
repaired/recency,duration,intact,9,44,0.9510000000000001,0.4772727272727273
repaired/recency,joint,ambiguous,9,48,0.951,0.5
repaired/recency,joint,intact,3,2,0.35724999999999996,0.0
repaired/recency,joint,intact,9,46,0.9510000000000001,0.5217391304347826
repaired/recency,joint,removal,3,48,0.35725,0.20833333333333334
repaired/recency,joint,reset,3,48,0.35725,0.20833333333333334
repaired/recency,joint,shuffle,3,2,0.35724999999999996,1.0
repaired/recency,joint,shuffle,9,46,0.9510000000000001,0.5652173913043478
repaired/recency,joint,swap,3,2,0.35724999999999996,0.0
repaired/recency,joint,swap,9,46,0.9510000000000001,0.5217391304347826
repaired/recency,legato,intact,3,4,0.35724999999999996,0.5
repaired/recency,legato,intact,9,44,0.9510000000000001,0.4772727272727273
repaired/reference,detached,intact,3,2,0.37464499999999995,0.0
repaired/reference,detached,intact,9,46,0.99902,1.0
repaired/reference,duration,intact,3,5,0.37464499999999995,0.4
repaired/reference,duration,intact,9,43,0.9990199999999999,1.0
repaired/reference,joint,ambiguous,3,2,0.37464499999999995,0.5
repaired/reference,joint,ambiguous,4,16,0.4997228571730128,0.5
repaired/reference,joint,ambiguous,5,28,0.508090030687368,0.5
repaired/reference,joint,ambiguous,9,2,0.9990199999999998,0.5
repaired/reference,joint,intact,3,3,0.37464499999999995,0.3333333333333333
repaired/reference,joint,intact,9,45,0.99902,1.0
repaired/reference,joint,removal,3,48,0.37464499999999995,0.20833333333333334
repaired/reference,joint,reset,3,48,0.37464499999999995,0.20833333333333334
repaired/reference,joint,shuffle,3,4,0.37464499999999995,0.5
repaired/reference,joint,shuffle,9,44,0.9990199999999999,1.0
repaired/reference,joint,swap,3,3,0.37464499999999995,0.3333333333333333
repaired/reference,joint,swap,9,45,0.99902,1.0
repaired/reference,legato,intact,3,6,0.37464499999999995,0.3333333333333333
repaired/reference,legato,intact,9,42,0.9990199999999999,1.0
repaired/transition1,detached,intact,4,9,0.4997711118780409,0.7777777777777778
repaired/transition1,detached,intact,5,25,0.5201456233656898,0.6
repaired/transition1,detached,intact,6,6,0.6261151597474975,0.8333333333333334
repaired/transition1,detached,intact,9,8,0.9990199999999998,0.75
repaired/transition1,duration,intact,3,4,0.37464499999999995,0.5
repaired/transition1,duration,intact,4,9,0.4997704152665005,0.3333333333333333
repaired/transition1,duration,intact,5,29,0.513833864141163,0.4482758620689655
repaired/transition1,duration,intact,9,6,0.9990199999999998,0.8333333333333334
repaired/transition1,joint,ambiguous,4,6,0.4998080172516726,0.5
repaired/transition1,joint,ambiguous,5,38,0.5015271471623649,0.5
repaired/transition1,joint,ambiguous,9,4,0.9990199999999998,0.5
repaired/transition1,joint,intact,3,2,0.37464499999999995,0.0
repaired/transition1,joint,intact,4,5,0.4997596292402406,0.4
repaired/transition1,joint,intact,5,34,0.5102930144865985,0.29411764705882354
repaired/transition1,joint,intact,6,1,0.601848952524178,1.0
repaired/transition1,joint,intact,9,6,0.9990199999999998,1.0
repaired/transition1,joint,removal,3,48,0.37464499999999995,0.20833333333333334
repaired/transition1,joint,reset,3,48,0.37464499999999995,0.20833333333333334
repaired/transition1,joint,shuffle,3,2,0.37464499999999995,1.0
repaired/transition1,joint,shuffle,4,8,0.4997144695265894,0.5
repaired/transition1,joint,shuffle,5,31,0.5112221448286944,0.8064516129032258
repaired/transition1,joint,shuffle,6,1,0.6009699998727892,1.0
repaired/transition1,joint,shuffle,9,6,0.9990199999999998,0.6666666666666666
repaired/transition1,joint,swap,3,2,0.37464499999999995,0.0
repaired/transition1,joint,swap,4,5,0.4997596292402406,0.4
repaired/transition1,joint,swap,5,34,0.5102930144865985,0.29411764705882354
repaired/transition1,joint,swap,6,1,0.601848952524178,1.0
repaired/transition1,joint,swap,9,6,0.9990199999999998,1.0
repaired/transition1,legato,intact,3,4,0.37464499999999995,0.5
repaired/transition1,legato,intact,4,12,0.4997628114907693,0.8333333333333334
repaired/transition1,legato,intact,5,23,0.5060001324685736,0.6086956521739131
repaired/transition1,legato,intact,6,2,0.6230347855998437,1.0
repaired/transition1,legato,intact,9,7,0.9990199999999999,0.7142857142857143
repaired/transition2,detached,intact,3,2,0.37464499999999995,0.0
repaired/transition2,detached,intact,9,46,0.99902,1.0
repaired/transition2,duration,intact,3,5,0.37464499999999995,0.4
repaired/transition2,duration,intact,9,43,0.9990199999999999,1.0
repaired/transition2,joint,ambiguous,3,2,0.37464499999999995,0.5
repaired/transition2,joint,ambiguous,4,12,0.49975825248703937,0.5
repaired/transition2,joint,ambiguous,5,32,0.5055568828944639,0.5
repaired/transition2,joint,ambiguous,9,2,0.9990199999999998,0.5
repaired/transition2,joint,intact,3,3,0.37464499999999995,0.3333333333333333
repaired/transition2,joint,intact,9,45,0.99902,1.0
repaired/transition2,joint,removal,3,48,0.37464499999999995,0.20833333333333334
repaired/transition2,joint,reset,3,48,0.37464499999999995,0.20833333333333334
repaired/transition2,joint,shuffle,3,4,0.37464499999999995,0.5
repaired/transition2,joint,shuffle,9,44,0.9990199999999999,1.0
repaired/transition2,joint,swap,3,3,0.37464499999999995,0.3333333333333333
repaired/transition2,joint,swap,9,45,0.99902,1.0
repaired/transition2,legato,intact,3,6,0.37464499999999995,0.3333333333333333
repaired/transition2,legato,intact,9,42,0.9990199999999999,1.0
repaired/transition3,detached,intact,3,2,0.37464499999999995,0.0
repaired/transition3,detached,intact,9,46,0.99902,1.0
repaired/transition3,duration,intact,3,5,0.37464499999999995,0.4
repaired/transition3,duration,intact,9,43,0.9990199999999999,1.0
repaired/transition3,joint,ambiguous,3,2,0.37464499999999995,0.5
repaired/transition3,joint,ambiguous,4,12,0.4998041941068219,0.5
repaired/transition3,joint,ambiguous,5,32,0.5102618388068165,0.5
repaired/transition3,joint,ambiguous,9,2,0.9990199999999998,0.5
repaired/transition3,joint,intact,3,3,0.37464499999999995,0.3333333333333333
repaired/transition3,joint,intact,9,45,0.99902,1.0
repaired/transition3,joint,removal,3,48,0.37464499999999995,0.20833333333333334
repaired/transition3,joint,reset,3,48,0.37464499999999995,0.20833333333333334
repaired/transition3,joint,shuffle,3,4,0.37464499999999995,0.5
repaired/transition3,joint,shuffle,9,44,0.9990199999999999,1.0
repaired/transition3,joint,swap,3,3,0.37464499999999995,0.3333333333333333
repaired/transition3,joint,swap,9,45,0.99902,1.0
repaired/transition3,legato,intact,3,6,0.37464499999999995,0.3333333333333333
repaired/transition3,legato,intact,9,42,0.9990199999999999,1.0
streaming/absolute,detached,intact,3,23,0.37464499999999995,0.2608695652173913
streaming/absolute,detached,intact,9,25,0.9990199999999999,1.0
streaming/absolute,duration,intact,3,46,0.374645,0.1956521739130435
streaming/absolute,duration,intact,9,2,0.9990199999999998,0.5
streaming/absolute,joint,ambiguous,3,48,0.37464499999999995,0.20833333333333334
streaming/absolute,joint,intact,3,48,0.37464499999999995,0.20833333333333334
streaming/absolute,joint,removal,3,48,0.37464499999999995,0.20833333333333334
streaming/absolute,joint,reset,3,48,0.37464499999999995,0.20833333333333334
streaming/absolute,joint,shuffle,3,48,0.37464499999999995,0.20833333333333334
streaming/absolute,joint,swap,3,48,0.37464499999999995,0.20833333333333334
streaming/absolute,legato,intact,3,44,0.37464499999999995,0.20454545454545456
streaming/absolute,legato,intact,9,4,0.9990199999999999,1.0
streaming/present,detached,intact,3,48,0.37464499999999995,0.20833333333333334
streaming/present,duration,intact,3,48,0.37464499999999995,0.20833333333333334
streaming/present,joint,ambiguous,3,48,0.37464499999999995,0.20833333333333334
streaming/present,joint,intact,3,48,0.37464499999999995,0.20833333333333334
streaming/present,joint,removal,3,48,0.37464499999999995,0.20833333333333334
streaming/present,joint,reset,3,48,0.37464499999999995,0.20833333333333334
streaming/present,joint,shuffle,3,48,0.37464499999999995,0.20833333333333334
streaming/present,joint,swap,3,48,0.37464499999999995,0.20833333333333334
streaming/present,legato,intact,3,48,0.37464499999999995,0.20833333333333334
streaming/recency,detached,intact,9,48,0.951,0.5
streaming/recency,duration,intact,3,17,0.35724999999999996,0.35294117647058826
streaming/recency,duration,intact,9,31,0.9510000000000001,0.41935483870967744
streaming/recency,joint,ambiguous,3,20,0.3572499999999999,0.25
streaming/recency,joint,ambiguous,9,28,0.951,0.4642857142857143
streaming/recency,joint,intact,3,20,0.3572499999999999,0.25
streaming/recency,joint,intact,9,28,0.951,0.42857142857142855
streaming/recency,joint,removal,3,48,0.35725,0.20833333333333334
streaming/recency,joint,reset,3,48,0.35725,0.20833333333333334
streaming/recency,joint,shuffle,3,21,0.3572499999999999,0.2857142857142857
streaming/recency,joint,shuffle,9,27,0.951,0.4444444444444444
streaming/recency,joint,swap,3,20,0.3572499999999999,0.25
streaming/recency,joint,swap,9,28,0.951,0.42857142857142855
streaming/recency,legato,intact,3,12,0.35725,0.3333333333333333
streaming/recency,legato,intact,9,36,0.951,0.3611111111111111
streaming/reference,detached,intact,3,13,0.374645,0.23076923076923078
streaming/reference,detached,intact,9,35,0.9990199999999999,1.0
streaming/reference,duration,intact,3,44,0.37464499999999995,0.20454545454545456
streaming/reference,duration,intact,9,4,0.9990199999999998,0.75
streaming/reference,joint,ambiguous,3,46,0.374645,0.21739130434782608
streaming/reference,joint,ambiguous,9,2,0.9990199999999998,0.5
streaming/reference,joint,intact,3,47,0.374645,0.2127659574468085
streaming/reference,joint,intact,9,1,0.9990199999999998,1.0
streaming/reference,joint,removal,3,48,0.37464499999999995,0.20833333333333334
streaming/reference,joint,reset,3,48,0.37464499999999995,0.20833333333333334
streaming/reference,joint,shuffle,3,48,0.37464499999999995,0.20833333333333334
streaming/reference,joint,swap,3,47,0.374645,0.2127659574468085
streaming/reference,joint,swap,9,1,0.9990199999999998,1.0
streaming/reference,legato,intact,3,42,0.3746449999999999,0.21428571428571427
streaming/reference,legato,intact,9,6,0.9990199999999999,1.0
streaming/transition1,detached,intact,3,12,0.37464499999999995,0.4166666666666667
streaming/transition1,detached,intact,5,6,0.5429977671977401,0.5
streaming/transition1,detached,intact,6,3,0.6359547745548167,0.3333333333333333
streaming/transition1,detached,intact,7,7,0.7408491535934838,0.5714285714285714
streaming/transition1,detached,intact,8,2,0.8298468947553339,0.5
streaming/transition1,detached,intact,9,18,0.99902,0.4444444444444444
streaming/transition1,duration,intact,3,37,0.37464499999999984,0.21621621621621623
streaming/transition1,duration,intact,5,2,0.582700125958867,1.0
streaming/transition1,duration,intact,9,9,0.9990199999999998,0.2222222222222222
streaming/transition1,joint,ambiguous,3,40,0.37464499999999995,0.175
streaming/transition1,joint,ambiguous,4,2,0.49971623493119266,0.5
streaming/transition1,joint,ambiguous,5,4,0.5144676458647601,0.25
streaming/transition1,joint,ambiguous,9,2,0.9990199999999998,0.5
streaming/transition1,joint,intact,3,39,0.37464499999999984,0.1794871794871795
streaming/transition1,joint,intact,5,4,0.5485838859118135,0.75
streaming/transition1,joint,intact,7,1,0.7418778406787191,0.0
streaming/transition1,joint,intact,9,4,0.9990199999999998,0.25
streaming/transition1,joint,removal,3,48,0.37464499999999995,0.20833333333333334
streaming/transition1,joint,reset,3,48,0.37464499999999995,0.20833333333333334
streaming/transition1,joint,shuffle,3,39,0.37464499999999984,0.1794871794871795
streaming/transition1,joint,shuffle,5,4,0.5485920680824541,0.5
streaming/transition1,joint,shuffle,7,1,0.7622542154038912,1.0
streaming/transition1,joint,shuffle,9,4,0.9990199999999998,0.25
streaming/transition1,joint,swap,3,39,0.37464499999999984,0.1794871794871795
streaming/transition1,joint,swap,5,4,0.5485838859118135,0.75
streaming/transition1,joint,swap,7,1,0.7418778406787191,0.0
streaming/transition1,joint,swap,9,4,0.9990199999999998,0.25
streaming/transition1,legato,intact,3,37,0.37464499999999984,0.1891891891891892
streaming/transition1,legato,intact,7,1,0.7904030176099808,1.0
streaming/transition1,legato,intact,8,2,0.8209073756830234,0.5
streaming/transition1,legato,intact,9,8,0.9990199999999998,0.375
streaming/transition2,detached,intact,3,22,0.37464499999999995,0.2727272727272727
streaming/transition2,detached,intact,9,26,0.9990199999999999,1.0
streaming/transition2,duration,intact,3,45,0.374645,0.2
streaming/transition2,duration,intact,9,3,0.9990199999999998,0.6666666666666666
streaming/transition2,joint,ambiguous,3,48,0.37464499999999995,0.20833333333333334
streaming/transition2,joint,intact,3,48,0.37464499999999995,0.20833333333333334
streaming/transition2,joint,removal,3,48,0.37464499999999995,0.20833333333333334
streaming/transition2,joint,reset,3,48,0.37464499999999995,0.20833333333333334
streaming/transition2,joint,shuffle,3,47,0.374645,0.19148936170212766
streaming/transition2,joint,shuffle,9,1,0.9990199999999998,1.0
streaming/transition2,joint,swap,3,48,0.37464499999999995,0.20833333333333334
streaming/transition2,legato,intact,3,42,0.3746449999999999,0.21428571428571427
streaming/transition2,legato,intact,9,6,0.9990199999999999,1.0
streaming/transition3,detached,intact,3,23,0.37464499999999995,0.2608695652173913
streaming/transition3,detached,intact,9,25,0.9990199999999999,1.0
streaming/transition3,duration,intact,3,46,0.374645,0.1956521739130435
streaming/transition3,duration,intact,9,2,0.9990199999999998,0.5
streaming/transition3,joint,ambiguous,3,48,0.37464499999999995,0.20833333333333334
streaming/transition3,joint,intact,3,48,0.37464499999999995,0.20833333333333334
streaming/transition3,joint,removal,3,48,0.37464499999999995,0.20833333333333334
streaming/transition3,joint,reset,3,48,0.37464499999999995,0.20833333333333334
streaming/transition3,joint,shuffle,3,48,0.37464499999999995,0.20833333333333334
streaming/transition3,joint,swap,3,48,0.37464499999999995,0.20833333333333334
streaming/transition3,legato,intact,3,44,0.37464499999999995,0.20454545454545456
streaming/transition3,legato,intact,9,4,0.9990199999999999,1.0
