kind,model,group,cell,condition,accuracy,paired_success,log_loss,brier,target_quantization_error
oracle,reference,cmr-12,joint,removal,0.0,0.0,10.819778284410283,1.3118752925000006,0.0
oracle,candidate,cmr-12,joint,removal,0.0,0.0,1.6748701661650265,0.796906401875001,0.0
acoustic,candidate,cmr-12,joint,swap,0.0,0.0,10.819778284410283,1.9980009800000011,8.604029503089805e-06
acoustic,present,cmr-12,joint,swap,0.0,0.0,10.819778284410283,1.171531401875001,8.604029503089805e-06
acoustic,recency,cmr-12,joint,swap,0.0,0.0,6.907755278982137,1.1550671874999983,8.604029503089805e-06
acoustic,reference,cmr-12,joint,swap,0.0,0.0,10.819778284410283,1.9980009800000011,8.604029503089805e-06
acoustic,retrieval_absolute,cmr-12,joint,swap,0.0,0.0,10.819778284410283,1.171531401875001,8.604029503089805e-06
acoustic,transition,cmr-12,joint,swap,0.0,0.0,10.819778284410283,1.171531401875001,8.604029503089805e-06
oracle,present,cmr-12,joint,swap,0.0,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,recency,cmr-12,joint,swap,0.0,0.0,6.907755278982137,1.9024499999999982,0.0
oracle,transition,cmr-12,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-12,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-12,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-12,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-12,joint,shuffle,0.0,0.0,10.819778284410283,1.9980009800000011,8.604029503089805e-06
acoustic,present,cmr-12,joint,shuffle,0.0,0.0,10.819778284410283,1.171531401875001,8.604029503089805e-06
acoustic,recency,cmr-12,joint,shuffle,0.0,0.0,6.907755278982137,1.1550671874999983,8.604029503089805e-06
acoustic,reference,cmr-12,joint,shuffle,0.0,0.0,10.819778284410283,1.9980009800000011,8.604029503089805e-06
acoustic,retrieval_absolute,cmr-12,joint,shuffle,0.0,0.0,10.819778284410283,1.171531401875001,8.604029503089805e-06
acoustic,transition,cmr-12,joint,shuffle,0.0,0.0,10.819778284410283,1.171531401875001,8.604029503089805e-06
oracle,present,cmr-12,joint,shuffle,0.0,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,recency,cmr-12,joint,shuffle,1.0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-12,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-12,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-12,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-12,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-12,joint,ambiguous,0.0,0.0,10.819778284410283,1.4990004800000007,8.604029503089805e-06
acoustic,present,cmr-12,joint,ambiguous,0.0,0.0,10.819778284410283,1.1715314018750007,8.604029503089805e-06
acoustic,recency,cmr-12,joint,ambiguous,0.0,0.0,6.907755278982137,1.1550671875000007,8.604029503089805e-06
acoustic,reference,cmr-12,joint,ambiguous,0.0,0.0,10.819778284410283,1.4990004800000007,8.604029503089805e-06
acoustic,retrieval_absolute,cmr-12,joint,ambiguous,0.0,0.0,10.819778284410283,1.1715314018750007,8.604029503089805e-06
acoustic,transition,cmr-12,joint,ambiguous,0.0,0.0,10.819778284410283,1.1715314018750007,8.604029503089805e-06
oracle,present,cmr-12,joint,ambiguous,0.0,0.0,1.6748701661650265,0.7969064018749996,0.0
oracle,recency,cmr-12,joint,ambiguous,0.5,0.0,3.4789982477094417,0.9524499999999994,0.0
oracle,transition,cmr-12,joint,ambiguous,0.5,0.0,0.69410764165507,0.50000048,0.0
oracle,retrieval_absolute,cmr-12,joint,ambiguous,0.5,0.0,0.69410764165507,0.50000048,0.0
oracle,reference,cmr-12,joint,ambiguous,0.5,0.0,0.69410764165507,0.50000048,0.0
oracle,candidate,cmr-12,joint,ambiguous,0.5,0.0,0.69410764165507,0.50000048,0.0
acoustic,candidate,cmr-13,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,3.536043902130359e-06
acoustic,present,cmr-13,matched,intact,0.5,0.0,1.6748701661650265,0.796906401875001,3.536043902130359e-06
acoustic,recency,cmr-13,matched,intact,1.0,1.0,0.05024121643674679,0.0024500000000000632,3.536043902130359e-06
acoustic,reference,cmr-13,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,3.536043902130359e-06
acoustic,retrieval_absolute,cmr-13,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,3.536043902130359e-06
acoustic,transition,cmr-13,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,3.536043902130359e-06
oracle,present,cmr-13,matched,intact,0.5,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,recency,cmr-13,matched,intact,1.0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-13,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-13,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-13,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-13,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-13,timbre,intact,0.0,0.0,10.819778284410283,1.998000980000001,2.65443555491629e-06
acoustic,present,cmr-13,timbre,intact,0.0,0.0,10.819778284410283,1.171531401875001,2.65443555491629e-06
acoustic,recency,cmr-13,timbre,intact,0.0,0.0,6.907755278982137,1.1550671874999983,2.65443555491629e-06
acoustic,reference,cmr-13,timbre,intact,0.0,0.0,10.819778284410283,1.998000980000001,2.65443555491629e-06
acoustic,retrieval_absolute,cmr-13,timbre,intact,0.0,0.0,10.819778284410283,1.171531401875001,2.65443555491629e-06
acoustic,transition,cmr-13,timbre,intact,0.0,0.0,10.819778284410283,1.171531401875001,2.65443555491629e-06
oracle,present,cmr-13,timbre,intact,0.5,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,recency,cmr-13,timbre,intact,1.0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-13,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-13,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-13,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-13,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-13,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.5717844907902077e-05
acoustic,present,cmr-13,duration,intact,0.5,0.0,1.6748701661650265,0.796906401875001,2.5717844907902077e-05
acoustic,recency,cmr-13,duration,intact,1.0,1.0,0.05024121643674679,0.0024500000000000632,2.5717844907902077e-05
acoustic,reference,cmr-13,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.5717844907902077e-05
acoustic,retrieval_absolute,cmr-13,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.5717844907902077e-05
acoustic,transition,cmr-13,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.5717844907902077e-05
oracle,present,cmr-13,duration,intact,0.5,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,recency,cmr-13,duration,intact,1.0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-13,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-13,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-13,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-13,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-13,joint,intact,0.0,0.0,10.819778284410283,1.998000980000001,8.917658909979309e-06
acoustic,present,cmr-13,joint,intact,0.0,0.0,10.819778284410283,1.171531401875001,8.917658909979309e-06
acoustic,recency,cmr-13,joint,intact,0.0,0.0,6.907755278982137,1.1550671874999983,8.917658909979309e-06
acoustic,reference,cmr-13,joint,intact,0.0,0.0,10.819778284410283,1.998000980000001,8.917658909979309e-06
acoustic,retrieval_absolute,cmr-13,joint,intact,0.0,0.0,10.819778284410283,1.171531401875001,8.917658909979309e-06
acoustic,transition,cmr-13,joint,intact,0.0,0.0,10.819778284410283,1.171531401875001,8.917658909979309e-06
oracle,present,cmr-13,joint,intact,0.5,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,recency,cmr-13,joint,intact,1.0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-13,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-13,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-13,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-13,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-13,joint,reset,0.0,0.0,10.819778284410283,1.171531401875001,8.917658909979309e-06
acoustic,present,cmr-13,joint,reset,0.0,0.0,10.819778284410283,1.171531401875001,8.917658909979309e-06
acoustic,recency,cmr-13,joint,reset,0.0,0.0,6.907755278982137,1.1550671874999983,8.917658909979309e-06
acoustic,reference,cmr-13,joint,reset,0.0,0.0,10.819778284410283,1.311875292500001,8.917658909979309e-06
acoustic,retrieval_absolute,cmr-13,joint,reset,0.0,0.0,10.819778284410283,1.171531401875001,8.917658909979309e-06
acoustic,transition,cmr-13,joint,reset,0.0,0.0,10.819778284410283,1.171531401875001,8.917658909979309e-06
oracle,present,cmr-13,joint,reset,0.5,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,recency,cmr-13,joint,reset,0.5,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,transition,cmr-13,joint,reset,0.5,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,retrieval_absolute,cmr-13,joint,reset,0.5,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,reference,cmr-13,joint,reset,0.0,0.0,2.0802818946775288,1.0621252925000009,0.0
oracle,candidate,cmr-13,joint,reset,0.5,0.0,1.6748701661650265,0.796906401875001,0.0
acoustic,candidate,cmr-13,joint,removal,0.0,0.0,10.819778284410283,1.171531401875001,8.917658909979309e-06
acoustic,present,cmr-13,joint,removal,0.0,0.0,10.819778284410283,1.171531401875001,8.917658909979309e-06
acoustic,recency,cmr-13,joint,removal,0.0,0.0,6.907755278982137,1.1550671874999983,8.917658909979309e-06
acoustic,reference,cmr-13,joint,removal,0.0,0.0,10.819778284410283,1.311875292500001,8.917658909979309e-06
acoustic,retrieval_absolute,cmr-13,joint,removal,0.0,0.0,10.819778284410283,1.171531401875001,8.917658909979309e-06
acoustic,transition,cmr-13,joint,removal,0.0,0.0,10.819778284410283,1.171531401875001,8.917658909979309e-06
oracle,present,cmr-13,joint,removal,0.5,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,recency,cmr-13,joint,removal,0.5,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,transition,cmr-13,joint,removal,0.5,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,retrieval_absolute,cmr-13,joint,removal,0.5,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,reference,cmr-13,joint,removal,0.0,0.0,2.0802818946775288,1.0621252925000009,0.0
oracle,candidate,cmr-13,joint,removal,0.5,0.0,1.6748701661650265,0.796906401875001,0.0
acoustic,candidate,cmr-13,joint,swap,0.0,0.0,10.819778284410283,1.998000980000001,8.917658909979309e-06
acoustic,present,cmr-13,joint,swap,0.0,0.0,10.819778284410283,1.171531401875001,8.917658909979309e-06
acoustic,recency,cmr-13,joint,swap,0.0,0.0,6.907755278982137,1.1550671874999983,8.917658909979309e-06
acoustic,reference,cmr-13,joint,swap,0.0,0.0,10.819778284410283,1.998000980000001,8.917658909979309e-06
acoustic,retrieval_absolute,cmr-13,joint,swap,0.0,0.0,10.819778284410283,1.171531401875001,8.917658909979309e-06
acoustic,transition,cmr-13,joint,swap,0.0,0.0,10.819778284410283,1.171531401875001,8.917658909979309e-06
oracle,present,cmr-13,joint,swap,0.5,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,recency,cmr-13,joint,swap,1.0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-13,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-13,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-13,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-13,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-13,joint,shuffle,0.0,0.0,10.819778284410283,1.998000980000001,8.917658909979309e-06
acoustic,present,cmr-13,joint,shuffle,0.0,0.0,10.819778284410283,1.171531401875001,8.917658909979309e-06
acoustic,recency,cmr-13,joint,shuffle,0.0,0.0,6.907755278982137,1.1550671874999983,8.917658909979309e-06
acoustic,reference,cmr-13,joint,shuffle,0.0,0.0,10.819778284410283,1.998000980000001,8.917658909979309e-06
acoustic,retrieval_absolute,cmr-13,joint,shuffle,0.0,0.0,10.819778284410283,1.171531401875001,8.917658909979309e-06
acoustic,transition,cmr-13,joint,shuffle,0.0,0.0,10.819778284410283,1.171531401875001,8.917658909979309e-06
oracle,present,cmr-13,joint,shuffle,0.5,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,recency,cmr-13,joint,shuffle,0.0,0.0,6.907755278982137,1.9024499999999982,0.0
oracle,transition,cmr-13,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-13,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-13,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-13,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-13,joint,ambiguous,0.0,0.0,10.819778284410283,1.4990004800000007,8.917658909979309e-06
acoustic,present,cmr-13,joint,ambiguous,0.0,0.0,10.819778284410283,1.1715314018750007,8.917658909979309e-06
acoustic,recency,cmr-13,joint,ambiguous,0.0,0.0,6.907755278982137,1.1550671875000007,8.917658909979309e-06
acoustic,reference,cmr-13,joint,ambiguous,0.0,0.0,10.819778284410283,1.4990004800000007,8.917658909979309e-06
acoustic,retrieval_absolute,cmr-13,joint,ambiguous,0.0,0.0,10.819778284410283,1.1715314018750007,8.917658909979309e-06
acoustic,transition,cmr-13,joint,ambiguous,0.0,0.0,10.819778284410283,1.1715314018750007,8.917658909979309e-06
oracle,present,cmr-13,joint,ambiguous,0.5,0.0,1.6748701661650265,0.7969064018749996,0.0
oracle,recency,cmr-13,joint,ambiguous,0.5,0.0,3.4789982477094417,0.9524499999999994,0.0
oracle,transition,cmr-13,joint,ambiguous,0.5,0.0,0.6941076416550698,0.50000048,0.0
oracle,retrieval_absolute,cmr-13,joint,ambiguous,0.5,0.0,0.6941076416550698,0.50000048,0.0
oracle,reference,cmr-13,joint,ambiguous,0.5,0.0,0.6941076416550698,0.50000048,0.0
oracle,candidate,cmr-13,joint,ambiguous,0.5,0.0,0.6941076416550698,0.50000048,0.0
acoustic,candidate,cmr-14,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.3742611919553838e-05
acoustic,present,cmr-14,matched,intact,0.0,0.0,2.0802818946775288,0.9217814018750008,1.3742611919553838e-05
acoustic,recency,cmr-14,matched,intact,0.0,0.0,6.907755278982137,1.9024499999999986,1.3742611919553838e-05
acoustic,reference,cmr-14,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.3742611919553838e-05
acoustic,retrieval_absolute,cmr-14,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.3742611919553838e-05
acoustic,transition,cmr-14,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.3742611919553838e-05
oracle,present,cmr-14,matched,intact,0.0,0.0,2.0802818946775288,0.9217814018750008,0.0
oracle,recency,cmr-14,matched,intact,0.0,0.0,6.907755278982137,1.9024499999999986,0.0
oracle,transition,cmr-14,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-14,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-14,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-14,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-14,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.3742611919553838e-05
acoustic,present,cmr-14,timbre,intact,0.0,0.0,2.0802818946775288,0.9217814018750008,1.3742611919553838e-05
acoustic,recency,cmr-14,timbre,intact,0.0,0.0,6.907755278982137,1.9024499999999986,1.3742611919553838e-05
acoustic,reference,cmr-14,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.3742611919553838e-05
acoustic,retrieval_absolute,cmr-14,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.3742611919553838e-05
acoustic,transition,cmr-14,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.3742611919553838e-05
oracle,present,cmr-14,timbre,intact,0.0,0.0,2.0802818946775288,0.9217814018750008,0.0
oracle,recency,cmr-14,timbre,intact,0.0,0.0,6.907755278982137,1.9024499999999986,0.0
oracle,transition,cmr-14,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-14,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-14,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-14,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-14,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.592783569355106e-05
acoustic,present,cmr-14,duration,intact,0.0,0.0,2.0802818946775288,0.9217814018750008,2.592783569355106e-05
acoustic,recency,cmr-14,duration,intact,0.0,0.0,6.907755278982137,1.9024499999999986,2.592783569355106e-05
acoustic,reference,cmr-14,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.592783569355106e-05
acoustic,retrieval_absolute,cmr-14,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.592783569355106e-05
acoustic,transition,cmr-14,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.592783569355106e-05
oracle,present,cmr-14,duration,intact,0.0,0.0,2.0802818946775288,0.9217814018750008,0.0
oracle,recency,cmr-14,duration,intact,0.0,0.0,6.907755278982137,1.9024499999999986,0.0
oracle,transition,cmr-14,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-14,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-14,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-14,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-14,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.592783569355106e-05
acoustic,present,cmr-14,joint,intact,0.0,0.0,2.0802818946775288,0.9217814018750008,2.592783569355106e-05
acoustic,recency,cmr-14,joint,intact,0.0,0.0,6.907755278982137,1.9024499999999986,2.592783569355106e-05
acoustic,reference,cmr-14,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.592783569355106e-05
acoustic,retrieval_absolute,cmr-14,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.592783569355106e-05
acoustic,transition,cmr-14,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.592783569355106e-05
oracle,present,cmr-14,joint,intact,0.0,0.0,2.0802818946775288,0.9217814018750008,0.0
oracle,recency,cmr-14,joint,intact,0.0,0.0,6.907755278982137,1.9024499999999986,0.0
oracle,transition,cmr-14,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-14,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-14,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-14,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-14,joint,reset,0.0,0.0,2.0802818946775288,0.9217814018750008,2.592783569355106e-05
acoustic,present,cmr-14,joint,reset,0.0,0.0,2.0802818946775288,0.9217814018750008,2.592783569355106e-05
acoustic,recency,cmr-14,joint,reset,0.0,0.0,2.1223490426911127,0.9175671875000004,2.592783569355106e-05
acoustic,reference,cmr-14,joint,reset,0.5,0.0,0.9817763680502767,0.5626252925000007,2.592783569355106e-05
acoustic,retrieval_absolute,cmr-14,joint,reset,0.0,0.0,2.0802818946775288,0.9217814018750008,2.592783569355106e-05
acoustic,transition,cmr-14,joint,reset,0.0,0.0,2.0802818946775288,0.9217814018750008,2.592783569355106e-05
oracle,present,cmr-14,joint,reset,0.0,0.0,2.0802818946775288,0.9217814018750008,0.0
oracle,recency,cmr-14,joint,reset,0.0,0.0,2.1223490426911127,0.9175671875000004,0.0
oracle,transition,cmr-14,joint,reset,0.0,0.0,2.0802818946775288,0.9217814018750008,0.0
oracle,retrieval_absolute,cmr-14,joint,reset,0.0,0.0,2.0802818946775288,0.9217814018750008,0.0
oracle,reference,cmr-14,joint,reset,0.5,0.0,0.9817763680502767,0.5626252925000007,0.0
oracle,candidate,cmr-14,joint,reset,0.0,0.0,2.0802818946775288,0.9217814018750008,0.0
acoustic,candidate,cmr-14,joint,removal,0.0,0.0,2.0802818946775288,0.9217814018750008,2.592783569355106e-05
acoustic,present,cmr-14,joint,removal,0.0,0.0,2.0802818946775288,0.9217814018750008,2.592783569355106e-05
acoustic,recency,cmr-14,joint,removal,0.0,0.0,2.1223490426911127,0.9175671875000004,2.592783569355106e-05
acoustic,reference,cmr-14,joint,removal,0.5,0.0,0.9817763680502767,0.5626252925000007,2.592783569355106e-05
acoustic,retrieval_absolute,cmr-14,joint,removal,0.0,0.0,2.0802818946775288,0.9217814018750008,2.592783569355106e-05
acoustic,transition,cmr-14,joint,removal,0.0,0.0,2.0802818946775288,0.9217814018750008,2.592783569355106e-05
oracle,present,cmr-14,joint,removal,0.0,0.0,2.0802818946775288,0.9217814018750008,0.0
oracle,recency,cmr-14,joint,removal,0.0,0.0,2.1223490426911127,0.9175671875000004,0.0
oracle,transition,cmr-14,joint,removal,0.0,0.0,2.0802818946775288,0.9217814018750008,0.0
oracle,retrieval_absolute,cmr-14,joint,removal,0.0,0.0,2.0802818946775288,0.9217814018750008,0.0
oracle,reference,cmr-14,joint,removal,0.5,0.0,0.9817763680502767,0.5626252925000007,0.0
oracle,candidate,cmr-14,joint,removal,0.0,0.0,2.0802818946775288,0.9217814018750008,0.0
acoustic,candidate,cmr-14,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.592783569355106e-05
acoustic,present,cmr-14,joint,swap,0.0,0.0,2.0802818946775288,0.9217814018750008,2.592783569355106e-05
acoustic,recency,cmr-14,joint,swap,0.0,0.0,6.907755278982137,1.9024499999999986,2.592783569355106e-05
acoustic,reference,cmr-14,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.592783569355106e-05
acoustic,retrieval_absolute,cmr-14,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.592783569355106e-05
acoustic,transition,cmr-14,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.592783569355106e-05
oracle,present,cmr-14,joint,swap,0.0,0.0,2.0802818946775288,0.9217814018750008,0.0
oracle,recency,cmr-14,joint,swap,0.0,0.0,6.907755278982137,1.9024499999999986,0.0
oracle,transition,cmr-14,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-14,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-14,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-14,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-14,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.592783569355106e-05
acoustic,present,cmr-14,joint,shuffle,0.0,0.0,2.0802818946775288,0.9217814018750008,2.592783569355106e-05
acoustic,recency,cmr-14,joint,shuffle,1.0,1.0,0.05024121643674679,0.0024500000000000632,2.592783569355106e-05
acoustic,reference,cmr-14,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.592783569355106e-05
acoustic,retrieval_absolute,cmr-14,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.592783569355106e-05
acoustic,transition,cmr-14,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.592783569355106e-05
oracle,present,cmr-14,joint,shuffle,0.0,0.0,2.0802818946775288,0.9217814018750008,0.0
oracle,recency,cmr-14,joint,shuffle,1.0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-14,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-14,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-14,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-14,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-14,joint,ambiguous,0.5,0.0,0.69410764165507,0.50000048,2.592783569355106e-05
acoustic,present,cmr-14,joint,ambiguous,0.0,0.0,2.0802818946775288,0.9217814018749997,2.592783569355106e-05
acoustic,recency,cmr-14,joint,ambiguous,0.5,0.0,3.4789982477094417,0.9524499999999994,2.592783569355106e-05
acoustic,reference,cmr-14,joint,ambiguous,0.5,0.0,0.69410764165507,0.50000048,2.592783569355106e-05
acoustic,retrieval_absolute,cmr-14,joint,ambiguous,0.5,0.0,0.69410764165507,0.50000048,2.592783569355106e-05
acoustic,transition,cmr-14,joint,ambiguous,0.5,0.0,0.69410764165507,0.50000048,2.592783569355106e-05
oracle,present,cmr-14,joint,ambiguous,0.0,0.0,2.0802818946775288,0.9217814018749997,0.0
oracle,recency,cmr-14,joint,ambiguous,0.5,0.0,3.4789982477094417,0.9524499999999994,0.0
oracle,transition,cmr-14,joint,ambiguous,0.5,0.0,0.69410764165507,0.50000048,0.0
oracle,retrieval_absolute,cmr-14,joint,ambiguous,0.5,0.0,0.69410764165507,0.50000048,0.0
