kind,model,group,cell,condition,accuracy,paired_success,log_loss,brier,target_quantization_error
oracle,candidate,cmr-10,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-10,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.7248751825960085e-05
acoustic,present,cmr-10,joint,intact,0.5,0.0,1.6748701661650265,0.796906401875001,1.7248751825960085e-05
acoustic,recency,cmr-10,joint,intact,0.0,0.0,6.907755278982137,1.9024499999999982,1.7248751825960085e-05
acoustic,reference,cmr-10,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.7248751825960085e-05
acoustic,retrieval_absolute,cmr-10,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.7248751825960085e-05
acoustic,transition,cmr-10,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.7248751825960085e-05
oracle,present,cmr-10,joint,intact,0.5,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,recency,cmr-10,joint,intact,0.0,0.0,6.907755278982137,1.9024499999999982,0.0
oracle,transition,cmr-10,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-10,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-10,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-10,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-10,joint,reset,0.5,0.0,1.6748701661650265,0.796906401875001,1.7248751825960085e-05
acoustic,present,cmr-10,joint,reset,0.5,0.0,1.6748701661650265,0.796906401875001,1.7248751825960085e-05
acoustic,recency,cmr-10,joint,reset,0.5,0.0,1.7196713928338012,0.7988171875000005,1.7248751825960085e-05
acoustic,reference,cmr-10,joint,reset,0.0,0.0,2.0802818946775288,1.0621252925000009,1.7248751825960085e-05
acoustic,retrieval_absolute,cmr-10,joint,reset,0.5,0.0,1.6748701661650265,0.796906401875001,1.7248751825960085e-05
acoustic,transition,cmr-10,joint,reset,0.5,0.0,1.6748701661650265,0.796906401875001,1.7248751825960085e-05
oracle,present,cmr-10,joint,reset,0.5,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,recency,cmr-10,joint,reset,0.5,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,transition,cmr-10,joint,reset,0.5,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,retrieval_absolute,cmr-10,joint,reset,0.5,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,reference,cmr-10,joint,reset,0.0,0.0,2.0802818946775288,1.0621252925000009,0.0
oracle,candidate,cmr-10,joint,reset,0.5,0.0,1.6748701661650265,0.796906401875001,0.0
acoustic,candidate,cmr-10,joint,removal,0.5,0.0,1.6748701661650265,0.796906401875001,1.7248751825960085e-05
acoustic,present,cmr-10,joint,removal,0.5,0.0,1.6748701661650265,0.796906401875001,1.7248751825960085e-05
acoustic,recency,cmr-10,joint,removal,0.5,0.0,1.7196713928338012,0.7988171875000005,1.7248751825960085e-05
acoustic,reference,cmr-10,joint,removal,0.0,0.0,2.0802818946775288,1.0621252925000009,1.7248751825960085e-05
acoustic,retrieval_absolute,cmr-10,joint,removal,0.5,0.0,1.6748701661650265,0.796906401875001,1.7248751825960085e-05
acoustic,transition,cmr-10,joint,removal,0.5,0.0,1.6748701661650265,0.796906401875001,1.7248751825960085e-05
oracle,present,cmr-10,joint,removal,0.5,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,recency,cmr-10,joint,removal,0.5,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,transition,cmr-10,joint,removal,0.5,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,retrieval_absolute,cmr-10,joint,removal,0.5,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,reference,cmr-10,joint,removal,0.0,0.0,2.0802818946775288,1.0621252925000009,0.0
oracle,candidate,cmr-10,joint,removal,0.5,0.0,1.6748701661650265,0.796906401875001,0.0
acoustic,candidate,cmr-10,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.7248751825960085e-05
acoustic,present,cmr-10,joint,swap,0.5,0.0,1.6748701661650265,0.796906401875001,1.7248751825960085e-05
acoustic,recency,cmr-10,joint,swap,0.0,0.0,6.907755278982137,1.9024499999999982,1.7248751825960085e-05
acoustic,reference,cmr-10,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.7248751825960085e-05
acoustic,retrieval_absolute,cmr-10,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.7248751825960085e-05
acoustic,transition,cmr-10,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.7248751825960085e-05
oracle,present,cmr-10,joint,swap,0.5,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,recency,cmr-10,joint,swap,0.0,0.0,6.907755278982137,1.9024499999999982,0.0
oracle,transition,cmr-10,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-10,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-10,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-10,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-10,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.7248751825960085e-05
acoustic,present,cmr-10,joint,shuffle,0.5,0.0,1.6748701661650265,0.796906401875001,1.7248751825960085e-05
acoustic,recency,cmr-10,joint,shuffle,1.0,1.0,0.05024121643674679,0.0024500000000000632,1.7248751825960085e-05
acoustic,reference,cmr-10,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.7248751825960085e-05
acoustic,retrieval_absolute,cmr-10,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.7248751825960085e-05
acoustic,transition,cmr-10,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.7248751825960085e-05
oracle,present,cmr-10,joint,shuffle,0.5,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,recency,cmr-10,joint,shuffle,1.0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-10,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-10,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-10,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-10,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-10,joint,ambiguous,0.5,0.0,0.6941076416550698,0.50000048,1.7248751825960085e-05
acoustic,present,cmr-10,joint,ambiguous,0.5,0.0,1.6748701661650265,0.7969064018749996,1.7248751825960085e-05
acoustic,recency,cmr-10,joint,ambiguous,0.5,0.0,3.4789982477094417,0.9524499999999994,1.7248751825960085e-05
acoustic,reference,cmr-10,joint,ambiguous,0.5,0.0,0.6941076416550698,0.50000048,1.7248751825960085e-05
acoustic,retrieval_absolute,cmr-10,joint,ambiguous,0.5,0.0,0.6941076416550698,0.50000048,1.7248751825960085e-05
acoustic,transition,cmr-10,joint,ambiguous,0.5,0.0,0.6941076416550698,0.50000048,1.7248751825960085e-05
oracle,present,cmr-10,joint,ambiguous,0.5,0.0,1.6748701661650265,0.7969064018749996,0.0
oracle,recency,cmr-10,joint,ambiguous,0.5,0.0,3.4789982477094417,0.9524499999999994,0.0
oracle,transition,cmr-10,joint,ambiguous,0.5,0.0,0.6941076416550698,0.50000048,0.0
oracle,retrieval_absolute,cmr-10,joint,ambiguous,0.5,0.0,0.6941076416550698,0.50000048,0.0
oracle,reference,cmr-10,joint,ambiguous,0.5,0.0,0.6941076416550698,0.50000048,0.0
oracle,candidate,cmr-10,joint,ambiguous,0.5,0.0,0.6941076416550698,0.50000048,0.0
acoustic,candidate,cmr-11,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.15631445623643e-05
acoustic,present,cmr-11,matched,intact,0.0,0.0,2.0802818946775288,0.9217814018750008,2.15631445623643e-05
acoustic,recency,cmr-11,matched,intact,1.0,1.0,0.05024121643674679,0.0024500000000000632,2.15631445623643e-05
acoustic,reference,cmr-11,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.15631445623643e-05
acoustic,retrieval_absolute,cmr-11,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.15631445623643e-05
acoustic,transition,cmr-11,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.15631445623643e-05
oracle,present,cmr-11,matched,intact,0.0,0.0,2.0802818946775288,0.9217814018750008,0.0
oracle,recency,cmr-11,matched,intact,1.0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-11,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-11,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-11,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-11,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-11,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.15631445623643e-05
acoustic,present,cmr-11,timbre,intact,0.0,0.0,2.0802818946775288,0.9217814018750008,2.15631445623643e-05
acoustic,recency,cmr-11,timbre,intact,1.0,1.0,0.05024121643674679,0.0024500000000000632,2.15631445623643e-05
acoustic,reference,cmr-11,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.15631445623643e-05
acoustic,retrieval_absolute,cmr-11,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.15631445623643e-05
acoustic,transition,cmr-11,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.15631445623643e-05
oracle,present,cmr-11,timbre,intact,0.0,0.0,2.0802818946775288,0.9217814018750008,0.0
oracle,recency,cmr-11,timbre,intact,1.0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-11,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-11,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-11,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-11,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-11,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.4187743004056017e-05
acoustic,present,cmr-11,duration,intact,0.0,0.0,2.0802818946775288,0.9217814018750008,2.4187743004056017e-05
acoustic,recency,cmr-11,duration,intact,1.0,1.0,0.05024121643674679,0.0024500000000000632,2.4187743004056017e-05
acoustic,reference,cmr-11,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.4187743004056017e-05
acoustic,retrieval_absolute,cmr-11,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.4187743004056017e-05
acoustic,transition,cmr-11,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.4187743004056017e-05
oracle,present,cmr-11,duration,intact,0.0,0.0,2.0802818946775288,0.9217814018750008,0.0
oracle,recency,cmr-11,duration,intact,1.0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-11,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-11,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-11,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-11,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-11,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.4187743004056017e-05
acoustic,present,cmr-11,joint,intact,0.0,0.0,2.0802818946775288,0.9217814018750008,2.4187743004056017e-05
acoustic,recency,cmr-11,joint,intact,1.0,1.0,0.05024121643674679,0.0024500000000000632,2.4187743004056017e-05
acoustic,reference,cmr-11,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.4187743004056017e-05
acoustic,retrieval_absolute,cmr-11,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.4187743004056017e-05
acoustic,transition,cmr-11,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.4187743004056017e-05
oracle,present,cmr-11,joint,intact,0.0,0.0,2.0802818946775288,0.9217814018750008,0.0
oracle,recency,cmr-11,joint,intact,1.0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-11,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-11,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-11,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-11,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-11,joint,reset,0.0,0.0,2.0802818946775288,0.9217814018750008,2.4187743004056017e-05
acoustic,present,cmr-11,joint,reset,0.0,0.0,2.0802818946775288,0.9217814018750008,2.4187743004056017e-05
acoustic,recency,cmr-11,joint,reset,0.0,0.0,2.1223490426911127,0.9175671875000004,2.4187743004056017e-05
acoustic,reference,cmr-11,joint,reset,0.5,0.0,0.9817763680502767,0.5626252925000007,2.4187743004056017e-05
acoustic,retrieval_absolute,cmr-11,joint,reset,0.0,0.0,2.0802818946775288,0.9217814018750008,2.4187743004056017e-05
acoustic,transition,cmr-11,joint,reset,0.0,0.0,2.0802818946775288,0.9217814018750008,2.4187743004056017e-05
oracle,present,cmr-11,joint,reset,0.0,0.0,2.0802818946775288,0.9217814018750008,0.0
oracle,recency,cmr-11,joint,reset,0.0,0.0,2.1223490426911127,0.9175671875000004,0.0
oracle,transition,cmr-11,joint,reset,0.0,0.0,2.0802818946775288,0.9217814018750008,0.0
oracle,retrieval_absolute,cmr-11,joint,reset,0.0,0.0,2.0802818946775288,0.9217814018750008,0.0
oracle,reference,cmr-11,joint,reset,0.5,0.0,0.9817763680502767,0.5626252925000007,0.0
oracle,candidate,cmr-11,joint,reset,0.0,0.0,2.0802818946775288,0.9217814018750008,0.0
acoustic,candidate,cmr-11,joint,removal,0.0,0.0,2.0802818946775288,0.9217814018750008,2.4187743004056017e-05
acoustic,present,cmr-11,joint,removal,0.0,0.0,2.0802818946775288,0.9217814018750008,2.4187743004056017e-05
acoustic,recency,cmr-11,joint,removal,0.0,0.0,2.1223490426911127,0.9175671875000004,2.4187743004056017e-05
acoustic,reference,cmr-11,joint,removal,0.5,0.0,0.9817763680502767,0.5626252925000007,2.4187743004056017e-05
acoustic,retrieval_absolute,cmr-11,joint,removal,0.0,0.0,2.0802818946775288,0.9217814018750008,2.4187743004056017e-05
acoustic,transition,cmr-11,joint,removal,0.0,0.0,2.0802818946775288,0.9217814018750008,2.4187743004056017e-05
oracle,present,cmr-11,joint,removal,0.0,0.0,2.0802818946775288,0.9217814018750008,0.0
oracle,recency,cmr-11,joint,removal,0.0,0.0,2.1223490426911127,0.9175671875000004,0.0
oracle,transition,cmr-11,joint,removal,0.0,0.0,2.0802818946775288,0.9217814018750008,0.0
oracle,retrieval_absolute,cmr-11,joint,removal,0.0,0.0,2.0802818946775288,0.9217814018750008,0.0
oracle,reference,cmr-11,joint,removal,0.5,0.0,0.9817763680502767,0.5626252925000007,0.0
oracle,candidate,cmr-11,joint,removal,0.0,0.0,2.0802818946775288,0.9217814018750008,0.0
acoustic,candidate,cmr-11,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.4187743004056017e-05
acoustic,present,cmr-11,joint,swap,0.0,0.0,2.0802818946775288,0.9217814018750008,2.4187743004056017e-05
acoustic,recency,cmr-11,joint,swap,1.0,1.0,0.05024121643674679,0.0024500000000000632,2.4187743004056017e-05
acoustic,reference,cmr-11,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.4187743004056017e-05
acoustic,retrieval_absolute,cmr-11,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.4187743004056017e-05
acoustic,transition,cmr-11,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.4187743004056017e-05
oracle,present,cmr-11,joint,swap,0.0,0.0,2.0802818946775288,0.9217814018750008,0.0
oracle,recency,cmr-11,joint,swap,1.0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-11,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-11,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-11,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-11,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-11,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.4187743004056017e-05
acoustic,present,cmr-11,joint,shuffle,0.0,0.0,2.0802818946775288,0.9217814018750008,2.4187743004056017e-05
acoustic,recency,cmr-11,joint,shuffle,0.0,0.0,6.907755278982137,1.9024499999999986,2.4187743004056017e-05
acoustic,reference,cmr-11,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.4187743004056017e-05
acoustic,retrieval_absolute,cmr-11,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.4187743004056017e-05
acoustic,transition,cmr-11,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.4187743004056017e-05
oracle,present,cmr-11,joint,shuffle,0.0,0.0,2.0802818946775288,0.9217814018750008,0.0
oracle,recency,cmr-11,joint,shuffle,0.0,0.0,6.907755278982137,1.9024499999999986,0.0
oracle,transition,cmr-11,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-11,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-11,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-11,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-11,joint,ambiguous,0.5,0.0,0.69410764165507,0.50000048,2.4187743004056017e-05
acoustic,present,cmr-11,joint,ambiguous,0.0,0.0,2.0802818946775288,0.9217814018749997,2.4187743004056017e-05
acoustic,recency,cmr-11,joint,ambiguous,0.5,0.0,3.4789982477094417,0.9524499999999994,2.4187743004056017e-05
acoustic,reference,cmr-11,joint,ambiguous,0.5,0.0,0.69410764165507,0.50000048,2.4187743004056017e-05
acoustic,retrieval_absolute,cmr-11,joint,ambiguous,0.5,0.0,0.69410764165507,0.50000048,2.4187743004056017e-05
acoustic,transition,cmr-11,joint,ambiguous,0.5,0.0,0.69410764165507,0.50000048,2.4187743004056017e-05
oracle,present,cmr-11,joint,ambiguous,0.0,0.0,2.0802818946775288,0.9217814018749997,0.0
oracle,recency,cmr-11,joint,ambiguous,0.5,0.0,3.4789982477094417,0.9524499999999994,0.0
oracle,transition,cmr-11,joint,ambiguous,0.5,0.0,0.69410764165507,0.50000048,0.0
oracle,retrieval_absolute,cmr-11,joint,ambiguous,0.5,0.0,0.69410764165507,0.50000048,0.0
oracle,reference,cmr-11,joint,ambiguous,0.5,0.0,0.69410764165507,0.50000048,0.0
oracle,candidate,cmr-11,joint,ambiguous,0.5,0.0,0.69410764165507,0.50000048,0.0
acoustic,candidate,cmr-12,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.0339173108775412e-05
acoustic,present,cmr-12,matched,intact,0.0,0.0,1.6748701661650265,0.796906401875001,1.0339173108775412e-05
acoustic,recency,cmr-12,matched,intact,0.0,0.0,6.907755278982137,1.9024499999999982,1.0339173108775412e-05
acoustic,reference,cmr-12,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.0339173108775412e-05
acoustic,retrieval_absolute,cmr-12,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.0339173108775412e-05
acoustic,transition,cmr-12,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.0339173108775412e-05
oracle,present,cmr-12,matched,intact,0.0,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,recency,cmr-12,matched,intact,0.0,0.0,6.907755278982137,1.9024499999999982,0.0
oracle,transition,cmr-12,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-12,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-12,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-12,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-12,timbre,intact,0.0,0.0,10.819778284410283,1.9980009800000011,1.283508602512029e-06
acoustic,present,cmr-12,timbre,intact,0.0,0.0,10.819778284410283,1.171531401875001,1.283508602512029e-06
acoustic,recency,cmr-12,timbre,intact,0.0,0.0,6.907755278982137,1.1550671874999983,1.283508602512029e-06
acoustic,reference,cmr-12,timbre,intact,0.0,0.0,10.819778284410283,1.9980009800000011,1.283508602512029e-06
acoustic,retrieval_absolute,cmr-12,timbre,intact,0.0,0.0,10.819778284410283,1.171531401875001,1.283508602512029e-06
acoustic,transition,cmr-12,timbre,intact,0.0,0.0,10.819778284410283,1.171531401875001,1.283508602512029e-06
oracle,present,cmr-12,timbre,intact,0.0,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,recency,cmr-12,timbre,intact,0.0,0.0,6.907755278982137,1.9024499999999982,0.0
oracle,transition,cmr-12,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-12,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-12,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-12,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-12,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.9281365190693123e-05
acoustic,present,cmr-12,duration,intact,0.0,0.0,1.6748701661650265,0.796906401875001,1.9281365190693123e-05
acoustic,recency,cmr-12,duration,intact,0.0,0.0,6.907755278982137,1.9024499999999982,1.9281365190693123e-05
acoustic,reference,cmr-12,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.9281365190693123e-05
acoustic,retrieval_absolute,cmr-12,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.9281365190693123e-05
acoustic,transition,cmr-12,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.9281365190693123e-05
oracle,present,cmr-12,duration,intact,0.0,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,recency,cmr-12,duration,intact,0.0,0.0,6.907755278982137,1.9024499999999982,0.0
oracle,transition,cmr-12,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-12,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-12,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-12,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-12,joint,intact,0.0,0.0,10.819778284410283,1.9980009800000011,8.604029503089805e-06
acoustic,present,cmr-12,joint,intact,0.0,0.0,10.819778284410283,1.171531401875001,8.604029503089805e-06
acoustic,recency,cmr-12,joint,intact,0.0,0.0,6.907755278982137,1.1550671874999983,8.604029503089805e-06
acoustic,reference,cmr-12,joint,intact,0.0,0.0,10.819778284410283,1.9980009800000011,8.604029503089805e-06
acoustic,retrieval_absolute,cmr-12,joint,intact,0.0,0.0,10.819778284410283,1.171531401875001,8.604029503089805e-06
acoustic,transition,cmr-12,joint,intact,0.0,0.0,10.819778284410283,1.171531401875001,8.604029503089805e-06
oracle,present,cmr-12,joint,intact,0.0,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,recency,cmr-12,joint,intact,0.0,0.0,6.907755278982137,1.9024499999999982,0.0
oracle,transition,cmr-12,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-12,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-12,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-12,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-12,joint,reset,0.0,0.0,10.819778284410283,1.171531401875001,8.604029503089805e-06
acoustic,present,cmr-12,joint,reset,0.0,0.0,10.819778284410283,1.171531401875001,8.604029503089805e-06
acoustic,recency,cmr-12,joint,reset,0.0,0.0,6.907755278982137,1.1550671874999983,8.604029503089805e-06
acoustic,reference,cmr-12,joint,reset,0.0,0.0,10.819778284410283,1.3118752925000008,8.604029503089805e-06
acoustic,retrieval_absolute,cmr-12,joint,reset,0.0,0.0,10.819778284410283,1.171531401875001,8.604029503089805e-06
acoustic,transition,cmr-12,joint,reset,0.0,0.0,10.819778284410283,1.171531401875001,8.604029503089805e-06
oracle,present,cmr-12,joint,reset,0.0,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,recency,cmr-12,joint,reset,0.0,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,transition,cmr-12,joint,reset,0.0,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,retrieval_absolute,cmr-12,joint,reset,0.0,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,reference,cmr-12,joint,reset,0.0,0.0,10.819778284410283,1.3118752925000006,0.0
oracle,candidate,cmr-12,joint,reset,0.0,0.0,1.6748701661650265,0.796906401875001,0.0
acoustic,candidate,cmr-12,joint,removal,0.0,0.0,10.819778284410283,1.171531401875001,8.604029503089805e-06
acoustic,present,cmr-12,joint,removal,0.0,0.0,10.819778284410283,1.171531401875001,8.604029503089805e-06
acoustic,recency,cmr-12,joint,removal,0.0,0.0,6.907755278982137,1.1550671874999983,8.604029503089805e-06
acoustic,reference,cmr-12,joint,removal,0.0,0.0,10.819778284410283,1.3118752925000008,8.604029503089805e-06
acoustic,retrieval_absolute,cmr-12,joint,removal,0.0,0.0,10.819778284410283,1.171531401875001,8.604029503089805e-06
acoustic,transition,cmr-12,joint,removal,0.0,0.0,10.819778284410283,1.171531401875001,8.604029503089805e-06
oracle,present,cmr-12,joint,removal,0.0,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,recency,cmr-12,joint,removal,0.0,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,transition,cmr-12,joint,removal,0.0,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,retrieval_absolute,cmr-12,joint,removal,0.0,0.0,1.6748701661650265,0.796906401875001,0.0
