split,length,family,n_available,feature,mean_raw_feature,mean_logit_contribution,frozen_intercept,mean_reconstructed_logit
calibration,4,exact,2,reference_log,1.6094379124341003,0.6509790106976309,-7.356364000313694,6.00872598409316
calibration,4,exact,2,query_log,1.6094379124341003,0.5471623772643888,-7.356364000313694,6.00872598409316
calibration,4,insert,2,cost,0.13999999999999999,0.004482378660577623,-7.356364000313694,2.9900383294495656
calibration,4,insert,2,matched_log,1.6094379124341003,0.017125011141894908,-7.356364000313694,2.9900383294495656
calibration,4,insert,2,reference_coverage,1.0,2.06696792769612,-7.356364000313694,2.9900383294495656
calibration,4,insert,2,query_coverage,0.8,0.9132824819244374,-7.356364000313694,2.9900383294495656
calibration,4,insert,2,mean_pitch_loss,0.0,0.001650201694551244,-7.356364000313694,2.9900383294495656
calibration,4,insert,2,exact_pitch_fraction,1.0,3.369081528900875,-7.356364000313694,2.9900383294495656
calibration,4,insert,2,mean_timing_loss,0.0,0.0018249668582446337,-7.356364000313694,2.9900383294495656
calibration,4,insert,2,missing_fraction,0.0,2.0669679276961337,-7.356364000313694,2.9900383294495656
calibration,4,insert,2,inserted_fraction,0.2,0.9132824819244333,-7.356364000313694,2.9900383294495656
calibration,4,insert,2,unreliable_query_fraction,0.0,0.0814702909182707,-7.356364000313694,2.9900383294495656
calibration,4,insert,2,reference_log,1.6094379124341003,0.6509790106976309,-7.356364000313694,2.9900383294495656
calibration,4,insert,2,query_log,1.791759469228055,0.259288121650091,-7.356364000313694,2.9900383294495656
calibration,4,legitimate_rest,2,cost,0.023346781991342724,0.004889601636883208,-7.356364000313694,6.008596670981524
calibration,4,legitimate_rest,2,matched_log,1.6094379124341003,0.017125011141894908,-7.356364000313694,6.008596670981524
calibration,4,legitimate_rest,2,reference_coverage,1.0,2.06696792769612,-7.356364000313694,6.008596670981524
calibration,4,legitimate_rest,2,query_coverage,1.0,2.2784448194846703,-7.356364000313694,6.008596670981524
calibration,4,legitimate_rest,2,mean_pitch_loss,0.0,0.001650201694551244,-7.356364000313694,6.008596670981524
calibration,4,legitimate_rest,2,exact_pitch_fraction,1.0,3.369081528900875,-7.356364000313694,6.008596670981524
calibration,4,legitimate_rest,2,mean_timing_loss,0.023346781991342724,0.0017771546791295635,-7.356364000313694,6.008596670981524
calibration,4,legitimate_rest,2,missing_fraction,0.0,2.0669679276961337,-7.356364000313694,6.008596670981524
calibration,4,legitimate_rest,2,inserted_fraction,0.0,2.27844481948467,-7.356364000313694,6.008596670981524
calibration,4,legitimate_rest,2,unreliable_query_fraction,0.0,0.0814702909182707,-7.356364000313694,6.008596670981524
calibration,4,legitimate_rest,2,reference_log,1.6094379124341003,0.6509790106976309,-7.356364000313694,6.008596670981524
calibration,4,legitimate_rest,2,query_log,1.6094379124341003,0.5471623772643888,-7.356364000313694,6.008596670981524
calibration,4,mask_absent,2,cost,0.175,0.004360197683370138,-7.356364000313694,2.8750036763380082
calibration,4,mask_absent,2,matched_log,1.3862943611198906,-0.20693137815060034,-7.356364000313694,2.8750036763380082
calibration,4,mask_absent,2,reference_coverage,0.75,0.7489865193397781,-7.356364000313694,2.8750036763380082
calibration,4,mask_absent,2,query_coverage,1.0,2.2784448194846703,-7.356364000313694,2.8750036763380082
